"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"Bradi1g00200.v3.1" 0.025526952593914 1.32882487265071 12.3535594419713 0.107566153616909 0.914339846667464 NA
"Bradi1g00210.v3.1" 16.6391634288289 8.86138279646149 1.99621646167221 4.43908913016297 9.03404009865528e-06 0.000158912368694323
"Bradi1g00213.v3.1" 2.09806130371999 3.75595473609176 2.01635858170358 1.86274146383151 0.0624986491908808 0.183027087061958
"Bradi1g00215.v3.1" 0.0289199442484567 0.367101574429584 12.3535594419713 0.0297162592007574 0.976293344681182 NA
"Bradi1g00217.v3.1" 1.5223242742826 0.372474926470573 3.04185940245036 0.122449751020881 0.902542839303673 NA
"Bradi1g00219.v3.1" 13.4540145038523 -4.44599304424357 1.40626087196874 -3.16157061101988 0.00156920768001677 0.0116045810464657
"Bradi1g00222.v3.1" 27.7652585755605 0.134956374731105 0.563609540613415 0.239450124609713 0.810756566387425 0.909514826266711
"Bradi1g00234.v3.1" 28.361635294667 0.382875302713344 0.679498079633865 0.563467821600981 0.573116365793137 0.750645053382431
"Bradi1g00247.v3.1" 10.8464635366516 1.99560274797508 1.26598323470896 1.57632636298999 0.114950609042835 0.278669484174294
"Bradi1g00253.v3.1" 0.566639233148637 0.367119714758938 7.33472185536274 0.050052302186554 0.960080709401919 NA
"Bradi1g00260.v3.1" 106.538554061365 0.130841048973227 0.266219530723327 0.491478024237093 0.62308839133818 0.787118230654801
"Bradi1g00266.v3.1" 38.4800175193148 0.661780627129069 0.581544114937399 1.13797149714138 0.255132384344679 0.463566896616944
"Bradi1g00272.v3.1" 0.16143617621307 2.27035392017288 12.3385051372184 0.184005590217286 0.854009069445584 NA
"Bradi1g00278.v3.1" 3.00619049365453 -0.0787715531794988 1.32923919614479 -0.0592606307487477 0.952744518089168 0.975239928541877
"Bradi1g00284.v3.1" 95.1640612112986 5.61823645315596 0.388709704960001 14.4535533367609 2.3807958327377e-47 6.66305393722191e-44
"Bradi1g00287.v3.1" 0.190074019803447 0.367101574429584 12.3535594419713 0.0297162592007574 0.976293344681182 NA
"Bradi1g00291.v3.1" 2.42894781244261 2.34144264745017 2.34629636688301 0.997931327217928 0.318312659857149 0.529560685328833
"Bradi1g00300.v3.1" 0.508078173434297 3.59247333258632 12.3137906273719 0.291743902531584 0.770482439322581 NA
"Bradi1g00322.v3.1" 0.0222359890777903 1.32882487265072 12.3535594419713 0.10756615361691 0.914339846667464 NA
"Bradi1g00330.v3.1" 1.81413281050088 0.367127095188176 3.68691928705808 0.0995755715284779 0.920681288512596 NA
"Bradi1g00332.v3.1" 0.655061621175566 1.32891245364673 4.56231372656878 0.291280375110499 0.770836895428919 NA
"Bradi1g00335.v3.1" 0.969867743255753 2.62581426674424 3.4144710003535 0.769025206678397 0.441878346830526 NA
"Bradi1g00341.v3.1" 8.05228082971539 0.367128985493168 1.81540832900633 0.202229426640407 0.839737369232229 0.923406724607896
"Bradi1g00345.v3.1" 1.4703791966067 -2.05269465078125 3.17142956007399 -0.647245859287933 0.517472835355146 NA
"Bradi1g00350.v3.1" 0.169577961092297 0.367101574429578 12.3535594419713 0.0297162592007569 0.976293344681182 NA
"Bradi1g00360.v3.1" 0.0788349545429953 0.36710157442958 12.3535594419713 0.0297162592007571 0.976293344681182 NA
"Bradi1g00361.v3.1" 1.55007330847745 1.69191270451197 2.13368560726851 0.792953141150871 0.427805124307192 NA
"Bradi1g00362.v3.1" 3.51591605451102 -0.597519395312567 1.74079410276795 -0.343245300729408 0.731413927398082 0.862533545732613
"Bradi1g00364.v3.1" 3.44304153649328 2.09767478191323 2.22780450049369 0.941588358156372 0.346403432396017 0.557496787181446
"Bradi1g00365.v3.1" 0 NA NA NA NA NA
"Bradi1g00366.v3.1" 0.728221151014544 -1.13683997895268 6.41268254056866 -0.1772799404556 0.859288506425385 NA
"Bradi1g00368.v3.1" 0.659778219043373 4.71077351350704 5.21638502899403 0.90307243183226 0.366487454215959 NA
"Bradi1g00370.v3.1" 33.4451746905659 6.15834368219825 1.1262554900226 5.46798105470251 4.55190520414373e-08 1.51858792426453e-06
"Bradi1g00381.v3.1" 0.30284585733624 0.367101574429585 12.3535594419714 0.0297162592007574 0.976293344681182 NA
"Bradi1g00385.v3.1" 0.00469012138457946 0.367101574429587 12.3535594419713 0.0297162592007576 0.976293344681182 NA
"Bradi1g00390.v3.1" 0.0785909806742171 0.367101574429584 12.3535594419714 0.0297162592007573 0.976293344681182 NA
