"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"Bradi1g00200.v3.1" 0.025526952593914 0.0844629177963277 12.3535594419713 0.00683713209889646 0.994544800359956 NA
"Bradi1g00210.v3.1" 16.6391634288289 7.47064471656557 1.90515070770879 3.92128805681209 8.80768972759707e-05 0.00101671901401794
"Bradi1g00213.v3.1" 2.09806130371999 2.56982032417048 1.97701296209602 1.29985001284259 0.193652380359009 0.383856666671853
"Bradi1g00215.v3.1" 0.0289199442484567 0.0844629177963316 12.3535594419714 0.00683713209889677 0.994544800359955 NA
"Bradi1g00217.v3.1" 1.5223242742826 0.0844689726346298 3.04307007919855 0.0277578137986478 0.977855312697931 NA
"Bradi1g00219.v3.1" 13.4540145038523 -2.78041967597536 1.28765422299613 -2.15929061258841 0.0308276279712203 0.106983506935671
"Bradi1g00222.v3.1" 27.7652585755605 -0.756774945305177 0.551860996879197 -1.371314424438 0.170276961043189 0.352158313059844
"Bradi1g00234.v3.1" 28.361635294667 0.916083568518452 0.669908257013452 1.36747615651505 0.171476105868225 0.353950567185069
"Bradi1g00247.v3.1" 10.8464635366516 1.74112834322059 1.2362697646315 1.40837250334241 0.159020796850166 0.337191172906805
"Bradi1g00253.v3.1" 0.566639233148637 2.88672290959756 7.27709950554485 0.396685919630204 0.691599084610709 NA
"Bradi1g00260.v3.1" 106.538554061365 -0.18604007750291 0.264824708648504 -0.702502717561136 0.482365707553908 0.675328077475839
"Bradi1g00266.v3.1" 38.4800175193148 0.0479729227607567 0.574005500832267 0.0835757195552993 0.933393772368984 0.975902903862088
"Bradi1g00272.v3.1" 0.16143617621307 0.0844629177963312 12.3535594419714 0.00683713209889673 0.994544800359955 NA
"Bradi1g00278.v3.1" 3.00619049365453 1.01169145003307 1.30679103020213 0.774179977250523 0.438824367221419 0.638871057255252
"Bradi1g00284.v3.1" 95.1640612112986 6.51236711592243 0.460462442842589 14.1431016082862 2.06001027809682e-45 3.0522081696884e-42
"Bradi1g00287.v3.1" 0.190074019803447 0.0844629177963339 12.3535594419713 0.00683713209889696 0.994544800359955 NA
"Bradi1g00291.v3.1" 2.42894781244261 2.10187506172409 2.34033101133976 0.898110161143761 0.369126822356824 0.575130916833086
"Bradi1g00300.v3.1" 0.508078173434297 3.82850640821148 12.3088291390566 0.311037415903632 0.755772177604659 NA
"Bradi1g00322.v3.1" 0.0222359890777903 0.0844629177963316 12.3535594419714 0.00683713209889677 0.994544800359955 NA
"Bradi1g00330.v3.1" 1.81413281050088 0.0844687896255075 3.68691928705808 0.0229103983702632 0.981721745873536 NA
"Bradi1g00332.v3.1" 0.655061621175566 0.0844684846295724 4.56231372656878 0.0185143963550046 0.98522849290385 NA
"Bradi1g00335.v3.1" 0.969867743255753 3.20466393933961 3.38983746845969 0.945373921067602 0.34446801144457 NA
"Bradi1g00341.v3.1" 8.05228082971539 1.04626433357096 1.81540832900633 0.576324519863605 0.564395852366931 0.739317497429366
"Bradi1g00345.v3.1" 1.4703791966067 0.0844689108287279 3.27469891440579 0.0257944052374217 0.979421324339513 NA
"Bradi1g00350.v3.1" 0.169577961092297 4.00927849327693 12.3074696309346 0.325759771383038 0.744606117618986 NA
"Bradi1g00360.v3.1" 0.0788349545429953 0.0844629177963384 12.3535594419713 0.00683713209889732 0.994544800359955 NA
"Bradi1g00361.v3.1" 1.55007330847745 2.46703617727503 2.32323768727232 1.06189572887462 0.288283024289073 NA
"Bradi1g00362.v3.1" 3.51591605451102 3.02232355633716 1.78835212804295 1.69000473058099 0.0910270496222747 0.231763068906429
"Bradi1g00364.v3.1" 3.44304153649328 1.95873712327888 2.20356033237136 0.888896525547357 0.374058692909915 0.580338180290419
"Bradi1g00365.v3.1" 0 NA NA NA NA NA
"Bradi1g00366.v3.1" 0.728221151014544 0.0844676204343728 6.42462560028949 0.0131474774857802 0.989510132907828 NA
"Bradi1g00368.v3.1" 0.659778219043373 3.07196968532829 5.22205776870263 0.58826803941916 0.556352394489025 NA
"Bradi1g00370.v3.1" 33.4451746905659 5.1614842809332 0.871231356516593 5.92435550250412 3.13524549808571e-09 1.2594986221018e-07
"Bradi1g00381.v3.1" 0.30284585733624 -2.09252327730732 12.3149127978975 -0.16991783146565 0.865074757561405 NA
"Bradi1g00385.v3.1" 0.00469012138457946 0.0844629177963318 12.3535594419714 0.00683713209889678 0.994544800359955 NA
"Bradi1g00390.v3.1" 0.0785909806742171 1.88621037667481 12.3415770483773 0.152833820935617 0.878529325792822 NA
"Bradi1g00400.v3.1" 0.149346379126047 2.73950923698833 12.321825036557 0.222329827672494 0.824057133977527 NA
"Bradi1g00405.v3.1" 0.008728135575611 0.0844629177963395 12.3535594419713 0.00683713209889741 0.994544800359955 NA
"Bradi1g00410.v3.1" 10.1995950821657 -0.220953033122837 0.92270189248341 -0.239463075694092 0.810746524968453 0.905430676195149
"Bradi1g00412.v3.1" 0.9397337185208 0.394696160748311 2.46102586423056 0.160378712993214 0.872582757130197 NA
"Bradi1g00413.v3.1" 0.00383239112518277 0.0844629177963374 12.3535594419713 0.00683713209889725 0.994544800359955 NA
"Bradi1g00415.v3.1" 0.00493910548216538 0.0844629177963313 12.3535594419714 0.00683713209889675 0.994544800359955 NA
"Bradi1g00417.v3.1" 46.4358655580882 -2.7515799525121 1.33198200605962 -2.06577862162872 0.0388493876034567 0.126835823066217
"Bradi1g00427.v3.1" 57.0748110460564 2.06270624622233 0.670759196115011 3.07518146328723 0.0021037451393322 0.013737264952579
"Bradi1g00438.v3.1" 0.015011253486725 1.88621037333881 12.3415770496993 0.152833820648939 0.878529326018901 NA
"Bradi1g00450.v3.1" 387.300262927833 1.07760612010487 0.190817302825791 5.64731868728216 1.62969563703289e-08 5.71709940189197e-07
