"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"Bradi1g00200.v3.1" 0.025526952593914 0.161042800120466 12.3535594419713 0.0130361456450617 0.989598955252415 NA
"Bradi1g00210.v3.1" 16.6391634288289 -0.800739456765625 2.31558020838712 -0.345805104856793 0.729489188460154 0.892063489222608
"Bradi1g00213.v3.1" 2.09806130371999 -0.800739100715002 2.50024173138995 -0.320264673076171 0.748767700701395 NA
"Bradi1g00215.v3.1" 0.0289199442484567 0.161042800120467 12.3535594419714 0.0130361456450618 0.989598955252415 NA
"Bradi1g00217.v3.1" 1.5223242742826 -0.763521397817717 2.58812613894795 -0.295009345304971 0.767986740734673 NA
"Bradi1g00219.v3.1" 13.4540145038523 -0.255565644194177 0.694214841883167 -0.368136243674818 0.712771647087181 0.884252452677951
"Bradi1g00222.v3.1" 27.7652585755605 0.245913065614292 0.559397369864489 0.439603542780086 0.660224274337244 0.856073625912653
"Bradi1g00234.v3.1" 28.361635294667 2.79973517417925 1.01470960352564 2.7591491836201 0.00579520725570494 0.0688051504310147
"Bradi1g00247.v3.1" 10.8464635366516 -0.577450229403032 1.04577624831509 -0.552173785103073 0.580829293198094 0.81199316920183
"Bradi1g00253.v3.1" 0.566639233148637 -1.50518635019219 7.2391084536469 -0.207924271314641 0.835288097538915 NA
"Bradi1g00260.v3.1" 106.538554061365 0.0798484029717811 0.25495483154155 0.313186467143959 0.754138999289558 0.903998047714499
"Bradi1g00266.v3.1" 38.4800175193148 0.550307076649177 0.569781526869197 0.965821197596511 0.334133659529587 0.62723025764527
"Bradi1g00272.v3.1" 0.16143617621307 0.161042800120457 12.3535594419713 0.013036145645061 0.989598955252415 NA
"Bradi1g00278.v3.1" 3.00619049365453 -1.92955282285048 1.43856098874017 -1.34130762473984 0.179820595261904 NA
"Bradi1g00284.v3.1" 95.1640612112986 0.359216607162617 0.287434210863074 1.24973504748792 0.211396350029773 0.498467111075412
"Bradi1g00287.v3.1" 0.190074019803447 0.161042800120465 12.3535594419713 0.0130361456450617 0.989598955252415 NA
"Bradi1g00291.v3.1" 2.42894781244261 -1.04634258858249 1.87024815174561 -0.559467249095195 0.575842876797416 NA
"Bradi1g00300.v3.1" 0.508078173434297 0.161042800120458 12.3535594419713 0.0130361456450611 0.989598955252415 NA
"Bradi1g00322.v3.1" 0.0222359890777903 0.161042800120466 12.3535594419714 0.0130361456450617 0.989598955252415 NA
"Bradi1g00330.v3.1" 1.81413281050088 -0.46307349979275 3.32294729901913 -0.139356257599824 0.88916863638498 NA
"Bradi1g00332.v3.1" 0.655061621175566 -2.81216572283908 4.43555925231251 -0.63400476983211 0.526077709258333 NA
"Bradi1g00335.v3.1" 0.969867743255753 -0.310526466151082 3.32315192898162 -0.0934433552203683 0.925551348683965 NA
"Bradi1g00341.v3.1" 8.05228082971539 -0.286369168150315 0.752835131507397 -0.380387625610563 0.70365769885118 NA
"Bradi1g00345.v3.1" 1.4703791966067 -0.0821585569702775 2.855487559952 -0.0287721642085033 0.977046301429321 NA
"Bradi1g00350.v3.1" 0.169577961092297 0.16104280012046 12.3535594419713 0.0130361456450613 0.989598955252415 NA
"Bradi1g00360.v3.1" 0.0788349545429953 0.16104280012047 12.3535594419713 0.013036145645062 0.989598955252414 NA
"Bradi1g00361.v3.1" 1.55007330847745 -0.25571119301224 2.1388012751477 -0.119558182419066 0.904833147627585 NA
"Bradi1g00362.v3.1" 3.51591605451102 1.14520727217151 1.57611264347836 0.726602427123564 0.467469540974215 NA
