"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"Bradi1g00200.v3.1" 0.025526952593914 -0.381967160445444 12.3535594419713 -0.0309196035555313 0.975333656020278 NA
"Bradi1g00210.v3.1" 16.6391634288289 1.53074527630476 2.11872339178006 0.72248471992311 0.469996516442444 0.992870758775105
"Bradi1g00213.v3.1" 2.09806130371999 -0.381995117007687 2.50024173138995 -0.15278327379782 0.87856918844077 NA
"Bradi1g00215.v3.1" 0.0289199442484567 -1.34369045866658 12.3535594419713 -0.108769497971684 0.913385317338091 NA
"Bradi1g00217.v3.1" 1.5223242742826 -0.864425946210818 2.60183809434214 -0.332236639970245 0.739710578875803 NA
"Bradi1g00219.v3.1" 13.4540145038523 1.21300802657404 0.693999852774681 1.74785055317276 0.0804899089056183 0.741388732858383
"Bradi1g00222.v3.1" 27.7652585755605 -0.453943568285855 0.556088244620242 -0.816315706504204 0.414319593462766 0.982466974661572
"Bradi1g00234.v3.1" 28.361635294667 0.109848084497764 0.842052732160346 0.130452738055894 0.896208244095065 0.999286955847684
"Bradi1g00247.v3.1" 10.8464635366516 -0.12786250666023 1.03652811866244 -0.12335652488157 0.901824782187201 0.999286955847684
"Bradi1g00253.v3.1" 0.566639233148637 -3.18775090863635 7.22851369149106 -0.440996731096845 0.659215363519755 NA
"Bradi1g00260.v3.1" 106.538554061365 0.101279647239991 0.252088585150814 0.40176213127381 0.687859094087567 0.999199162198537
"Bradi1g00266.v3.1" 38.4800175193148 0.39806804276123 0.567642095587119 0.701265895985927 0.483137092821277 0.994653223778299
"Bradi1g00272.v3.1" 0.16143617621307 0.579756137775699 12.3535594419713 0.0469302908606221 0.962568786068975 NA
"Bradi1g00278.v3.1" 3.00619049365453 -0.461721385186319 1.45617898238178 -0.31707735846531 0.751184904474389 NA
"Bradi1g00284.v3.1" 95.1640612112986 0.107371985470873 0.286339063118935 0.374981968234892 0.707673877107305 0.999199162198537
"Bradi1g00287.v3.1" 0.190074019803447 -0.381967160445448 12.3535594419713 -0.0309196035555316 0.975333656020278 NA
"Bradi1g00291.v3.1" 2.42894781244261 0.627444261394254 1.81084696086792 0.346492152541442 0.728972880766522 NA
"Bradi1g00300.v3.1" 0.508078173434297 1.40927501383505 12.3415685337204 0.114189295305904 0.909087737511412 NA
"Bradi1g00322.v3.1" 0.0222359890777903 -0.381967160445447 12.3535594419713 -0.0309196035555315 0.975333656020278 NA
"Bradi1g00330.v3.1" 1.81413281050088 -0.0746561060626938 3.30473807265699 -0.0225906272815959 0.9819768202671 NA
