"X10"	"X14"	"X18"	"X22"	"X2"	"X6"
"Bradi1g00222.v3.1"	-1.0398692020111	0.402802502489642	0.892111860684415	-0.477676086200668	1.27484498664008	-1.05221406160237
"Bradi1g00234.v3.1"	-0.275225913886437	0.13632063763183	-0.379164599069644	0.55997372005448	1.47026453637589	-1.51216838110612
"Bradi1g00260.v3.1"	-0.388310467618102	-0.700620050501215	0.915841381871507	-0.246080534773084	1.50788638998065	-1.08871671895976
"Bradi1g00266.v3.1"	-0.885395774704879	0.21993677548611	0.220901801209649	-1.28811081882363	1.55865106775328	0.17401694907948
"Bradi1g00450.v3.1"	-0.0157810801207168	-0.0269756551017291	-0.143881109254875	-0.524535834516947	1.84728045002882	-1.13610677103455
"Bradi1g00460.v3.1"	-1.20965358357622	1.17062180411802	-1.23646216784977	0.273580014620812	0.675287569343588	0.326626363343562
"Bradi1g00470.v3.1"	-0.623251876636274	-0.205778680581353	0.286128045420625	-0.150065257618	1.79988011909153	-1.10691234967653
"Bradi1g00480.v3.1"	-1.44545043358336	-0.873858567763663	0.568683277219456	0.655272970635412	1.1778993866695	-0.0825466331773345
"Bradi1g00485.v3.1"	0.975728833319409	-0.392763764079424	1.36682611230017	-0.570420110629484	-0.0778175472640349	-1.30155352364663
"Bradi1g00497.v3.1"	-0.109784998959411	-0.302806953884821	1.19429313552468	-0.41964657739027	1.08945962971586	-1.45151423500603
"Bradi1g00510.v3.1"	-1.12607960027748	-0.0738247212744686	-0.674742476738809	1.71816697189071	0.469951875693416	-0.313472049293378
"Bradi1g00517.v3.1"	-0.898231067515248	0.322192304279973	0.477338926064378	0.716681101616841	0.94738080868514	-1.56536207313108
"Bradi1g00530.v3.1"	-1.27494798599456	-0.582803278569079	1.49730206305921	0.466780752774685	-0.586737248306551	0.480405697036303
"Bradi1g00540.v3.1"	0.6647166850245	1.44193865704269	-1.48459923449334	-0.177172247686854	0.046425064287248	-0.491308924174242
"Bradi1g00560.v3.1"	-0.238941978631919	-0.155625499759784	0.257896715640267	-0.427733627269768	1.78385869785987	-1.21945430783866
"Bradi1g00567.v3.1"	0.485856714955212	0.661704536664665	-1.26362245525709	-0.108464635400474	1.27251680249662	-1.04799096345893
"Bradi1g00580.v3.1"	-0.962146751377135	-0.286239005528768	1.39514392126435	-0.162809509069164	1.01283374865914	-0.996782403948421
"Bradi1g00587.v3.1"	0.77395155468915	0.307937638690949	1.45743834206682	-0.930648509252649	-0.90925883522698	-0.699420190967287
"Bradi1g00620.v3.1"	-0.972172556680935	1.1580818386804	0.889341448078379	-0.12374003407444	0.377122388062422	-1.32863308406583
"Bradi1g00678.v3.1"	-1.45123231485875	-0.436162958546001	0.357323574220667	-0.0876150097702974	1.60252936642001	0.0151573425343665
"Bradi1g00690.v3.1"	-0.431270910913569	0.448827825251655	0.9523400329268	0.785321995023872	0.00229962723218649	-1.75751856952095
"Bradi1g00710.v3.1"	-0.895779874498778	1.0287180814001	-0.155372093148915	0.216632598426123	1.13768620940525	-1.33188492158378
"Bradi1g00720.v3.1"	-0.77979618706102	-0.713551345268089	-0.122437490756028	-0.694323098950525	1.75396436802746	0.5561437540082
"Bradi1g00730.v3.1"	-0.763144448465806	-0.0532480189342243	-1.41847310649362	1.2511696327808	0.912237636899418	0.0714583042134305
"Bradi1g00740.v3.1"	-0.397832856794858	-0.111431735162444	-0.841619622243743	-1.04966540327383	0.937718428032254	1.46283118944262
"Bradi1g00750.v3.1"	-0.846360190585873	0.291159953742899	1.12156721164765	-0.532160765278199	1.13554757657917	-1.16975378610565
"Bradi1g00820.v3.1"	-0.320335170474913	-0.15601951549663	0.205450319835449	0.749830686389384	1.20169994428827	-1.68062626454156
"Bradi1g00830.v3.1"	0.136646977829825	-0.875338034428206	0.454410448658379	0.463883614883639	-1.46408412449166	1.28448111754802
"Bradi1g00840.v3.1"	0.318387713899872	0.105372424453507	1.17028197389888	0.0109080574296191	-1.85839044794347	0.25344027826159
"Bradi1g00847.v3.1"	-0.457215617380534	-0.581569337266424	0.412586040645332	0.875906641734411	1.19501626697229	-1.44472399470508
"Bradi1g00860.v3.1"	-0.35742870822729	0.00631754051367174	0.125322629513762	0.31463619273186	1.49725645072841	-1.58610410526041
"Bradi1g00887.v3.1"	-0.339566062857007	-1.00407444532983	0.728646166176669	1.20471516403768	0.632603930963529	-1.22232475299103
"Bradi1g00900.v3.1"	-0.9188259052914	-0.707376905456597	0.0438522925543174	0.582566621762808	1.68612254494957	-0.686338648518699
"Bradi1g00910.v3.1"	-0.799594941742929	0.980771735103264	-0.554367111477659	0.687742055084037	0.976071233363198	-1.29062297032991
"Bradi1g00931.v3.1"	1.20557558852112	-0.0115767407902121	1.13568626687998	-0.893394234548305	-1.18023373151639	-0.25605714854619
"Bradi1g00940.v3.1"	0.86985353140759	0.0526201610010295	-0.209910577554797	-0.598897224510042	-1.44091850053777	1.32725261019398
"Bradi1g00990.v3.1"	-0.847225151189687	0.226629237673019	0.465803791695267	0.0999952055625652	1.44203183242016	-1.38723491616133
"Bradi1g01000.v3.1"	1.80479842972583	-0.750933829634872	-0.409166871109077	-0.842960860352336	0.474062450275669	-0.27579931890521
"Bradi1g01007.v3.1"	1.31624092461429	-1.21512437107244	-1.07178044947807	0.761343308995174	0.247345385723614	-0.0380247987825717
"Bradi1g01014.v3.1"	-0.0986348682942552	0.376891936572373	-1.12891191076387	-0.155336930051835	1.73661702819085	-0.730625255653263
