Gene	10	14	18	22	2	6
Bradi1g00222.v3.1	3.976558201	7.162790149	8.173900416	4.513365916	7.574889385	4.253926862
Bradi1g00234.v3.1	5.304741636	6.303235059	3.88998628	7.091804369	9.133561994	4.304282614
Bradi1g00260.v3.1	9.270971544	11.61833292	11.21562337	11.42128676	11.69640807	8.588504955
Bradi1g00266.v3.1	3.894586552	4.947821442	4.895605979	2.979543903	7.238108764	5.580013725
Bradi1g00450.v3.1	22.54787098	23.89120058	28.50094147	24.01283144	33.94889592	22.52979422
Bradi1g00460.v3.1	24.96519712	30.2003403	27.77851623	31.27060917	28.27667681	24.76810225
Bradi1g00470.v3.1	48.96594403	57.27369917	71.45791181	61.87626856	87.19074068	45.43109022
Bradi1g00480.v3.1	71.31398559	84.24441115	104.5643953	97.34074644	108.190549	101.2572381
Bradi1g00485.v3.1	3.8659718	3.845525786	4.034416009	2.301103738	1.88539583	1.97512867
Bradi1g00497.v3.1	44.72482677	42.61485436	50.60013809	44.01054512	53.34638553	39.09013828
Bradi1g00510.v3.1	16.86043879	16.53419391	19.54158374	24.5980387	15.81644588	15.87652508
Bradi1g00517.v3.1	46.22746596	53.64178511	46.63791074	62.54632938	58.01734892	39.28349134
Bradi1g00530.v3.1	29.64344579	32.44001345	38.21794714	33.85721391	35.35799423	34.68374144
Bradi1g00540.v3.1	4.898516435	5.844292454	1.251025909	2.745729513	3.333525657	2.448776946
Bradi1g00560.v3.1	391.1848698	389.9372536	410.6917306	407.1036844	429.6291614	356.0650314
Bradi1g00567.v3.1	45.12445664	49.54414682	40.66760419	48.66618846	52.34737044	40.58415203
Bradi1g00580.v3.1	99.93940072	89.02078166	106.2378215	100.5575765	108.0545716	89.71363741
Bradi1g00587.v3.1	2.639075012	1.775324641	2.427247443	1.599217503	0.955595546	1.066951127
Bradi1g00620.v3.1	97.32496244	148.9305995	134.1107585	103.0343025	122.2092586	73.36644302
Bradi1g00678.v3.1	26.83228519	32.56215198	36.61530631	34.9050604	38.61091612	34.29859569
Bradi1g00700.v3.1	8.230026941	17.03424359	17.35172927	8.364296164	16.84409024	7.547684021
Bradi1g00710.v3.1	15.9270736	23.1702028	22.9781009	24.40636359	23.27632706	16.97005714
Bradi1g00720.v3.1	5.272941114	5.57186792	5.219690375	5.007502701	7.405789048	6.487899746
Bradi1g00730.v3.1	33.75097338	35.47174076	31.71828077	40.99630853	39.54719089	33.27154569
Bradi1g00750.v3.1	121.3436433	125.4122339	136.2392718	119.2533917	132.0030459	112.8110371
Bradi1g00760.v3.1	7.688914999	7.515554373	10.4760173	9.856140524	9.709328901	9.25407131
Bradi1g00790.v3.1	0	0.273703586	0	0	0	0.056627784
Bradi1g00820.v3.1	26.32732768	28.14421694	27.83477872	30.89629986	27.90722736	19.14020313
Bradi1g00830.v3.1	40.9897849	42.74400757	47.35401362	45.17702809	34.29587228	49.76982465
Bradi1g00840.v3.1	3.770704324	2.641822077	5.916273718	5.466538652	3.534013227	3.051818413
Bradi1g00847.v3.1	25.76947117	25.76783675	27.31338385	31.49430143	35.78468686	21.84834419
Bradi1g00860.v3.1	22.44671842	20.57850551	27.7976558	24.64003977	28.52050004	20.50775012
Bradi1g00887.v3.1	137.2472557	126.0839593	151.0324729	158.303503	146.3999634	123.0329182
Bradi1g00900.v3.1	5.642425238	5.731260215	9.420672153	8.240318849	21.10859245	6.420168193
Bradi1g00910.v3.1	2.78155137	8.734220704	4.079180156	7.386606181	8.476597947	4.328285798
Bradi1g00920.v3.1	7.558566418	5.893476037	5.947459941	5.081519248	7.717579155	3.254675717
Bradi1g00931.v3.1	3.802823229	4.538939321	5.417772179	3.380182868	3.128184183	2.845933284
Bradi1g00940.v3.1	278.663402	260.3827115	240.2568635	211.156405	135.0784528	286.0214052
Bradi1g00980.v3.1	51.1275029	56.22616191	47.81117723	46.07370804	101.4009737	58.28557247
Bradi1g00990.v3.1	61.93570827	71.65754525	66.20844721	65.48743388	74.2499021	62.94808853
Bradi1g01000.v3.1	24.12327692	15.10367752	14.52313616	14.31673695	16.44898986	16.52835503
Bradi1g01007.v3.1	17.56438125	11.97326108	10.69367224	12.4020736	14.21893594	10.69653097
Bradi1g01014.v3.1	25.51425647	29.39331531	25.72692872	32.48060578	39.08090092	26.1199068
Bradi1g01021.v3.1	50.50011556	52.12077694	57.63821563	65.31906161	56.38210001	56.83570931
Bradi1g01040.v3.1	23.5644311	18.17912641	19.98229378	27.12278139	26.66118849	20.19231865
Bradi1g01047.v3.1	24.55303681	30.23419932	34.64441237	28.04060175	29.10978612	31.26453401
Bradi1g01070.v3.1	8.176351616	8.488431309	13.82481482	17.82546013	12.18171434	8.169642981
Bradi1g01080.v3.1	1.807443698	2.279758479	2.604828226	2.883760501	3.758837118	1.330194319
Bradi1g01090.v3.1	133.338495	128.5136982	137.656493	135.8762485	139.3005498	126.1714744
Bradi1g01100.v3.1	10.36711727	12.74583178	13.35395246	12.57402594	13.69890343	9.06811348
Bradi1g01110.v3.1	52.9687361	53.95259766	74.90953932	69.9781236	57.34677733	51.59657949
Bradi1g01130.v3.1	67.47567864	57.50843549	70.07232519	65.45215657	56.68432688	52.50810795
Bradi1g01140.v3.1	15.25570251	18.09046076	21.06904856	25.81867055	20.11150254	14.17718366
Bradi1g01150.v3.1	4.948553384	3.420442195	3.665514264	4.438226546	4.392380014	5.061831661
Bradi1g01170.v3.1	50.32211079	49.59979827	52.49731741	56.47264327	66.96503466	43.64815385
Bradi1g01190.v3.1	1.396099024	2.437131637	2.785025121	3.571339852	2.991308479	2.04149507
Bradi1g01200.v3.1	15.69876894	10.10372009	14.87873963	14.41788292	17.07514933	7.98100668
Bradi1g01220.v3.1	17.32379872	17.11125278	13.43835494	12.36703612	11.87697502	12.43327689
Bradi1g01227.v3.1	26.57860163	26.63817139	31.65449102	31.94102628	39.91281813	29.28380643
Bradi1g01270.v3.1	7.094312029	10.06182473	8.875229606	6.22624708	7.325845702	7.88329143
Bradi1g01290.v3.1	39.34453501	38.27792654	32.45346511	37.80190836	39.34805669	38.78801045
Bradi1g01310.v3.1	5.226855543	4.69725364	3.698939277	6.187014803	2.591831162	3.424977563
Bradi1g01320.v3.1	5.429249964	3.05927152	4.782960553	5.925063164	6.757567911	3.757228058
Bradi1g01330.v3.1	4.007011799	5.590378136	4.768896254	3.235929732	3.68263833	3.012699404
Bradi1g01350.v3.1	5.841360203	5.429602235	6.034752097	5.099504472	4.974565448	4.055742749
Bradi1g01363.v3.1	10.27822142	10.02376658	10.13372349	10.25085718	18.18958279	13.61902533
Bradi1g01374.v3.1	5.943859641	7.464456162	14.04911889	14.14000185	9.852368258	7.315997789
Bradi1g01407.v3.1	15.90555125	8.478769991	26.33868514	24.73568496	16.88398744	7.610119499
Bradi1g01420.v3.1	28.78140037	34.3714965	46.94575927	49.41788722	30.39363062	37.90934027
Bradi1g01460.v3.1	5.355052229	6.821400752	12.00751211	12.43932682	12.21654615	8.651023848
Bradi1g01480.v3.1	70.88983181	75.77717694	89.82429996	87.58930874	84.01362934	72.79456855
Bradi1g01500.v3.1	19.31091241	13.70138103	7.792404489	17.67085989	19.47257893	15.49569716
Bradi1g01507.v3.1	47.59202743	51.52365516	52.19875953	57.18011371	55.95696104	65.36154814
Bradi1g01530.v3.1	42.5983777	33.80662479	45.68610233	51.56501715	58.40079948	35.09850795
Bradi1g01560.v3.1	107.5833035	102.5827043	126.4330301	116.036615	128.7105764	98.6846735
Bradi1g01570.v3.1	46.12573204	46.40717426	46.37445658	38.61169088	41.22119326	34.81811133
Bradi1g01580.v3.1	47.16280941	36.20044529	54.18551013	63.2517938	40.20687863	38.95169918
Bradi1g01600.v3.1	24.58622908	10.53912476	24.57900334	28.62904763	25.12716303	18.88304185
Bradi1g01610.v3.1	9.11286321	10.06314403	5.818349172	6.32821102	7.681143843	7.762742031
Bradi1g01620.v3.1	21.95811913	35.0221297	22.71165144	20.93717754	13.37373873	15.30308638
Bradi1g01630.v3.1	32.00259265	34.75182087	33.04165377	32.66818437	29.74363972	36.307512
Bradi1g01660.v3.1	7.640811709	22.66893038	25.4812512	16.63899114	12.52420334	6.44681228
Bradi1g01670.v3.1	22.46662545	11.08477019	15.59151132	22.18598009	13.33000848	16.22278619
Bradi1g01710.v3.1	16.19226947	10.61470211	12.39756615	15.04861298	22.67245136	10.15569062
Bradi1g01720.v3.1	14.07839545	11.138507	14.32260884	14.41594381	16.48180812	10.72470476
Bradi1g01730.v3.1	30.33659682	33.84000115	35.17988215	30.46799515	41.16419884	28.64657241
Bradi1g01740.v3.1	59.71835631	51.7459549	58.52645201	73.25218098	62.05491262	57.26448044
Bradi1g01750.v3.1	52.58721367	62.8484389	58.68609733	45.61639292	43.77978978	40.08698221
Bradi1g01760.v3.1	33.53577514	19.91817066	17.4406538	17.18791641	24.20135097	20.41893649
Bradi1g01800.v3.1	315.0948739	288.7892493	200.2318878	170.2117195	176.0440889	340.582478
Bradi1g01810.v3.1	7.763973069	9.600468785	13.94127213	12.73416356	8.884995277	14.48502978
Bradi1g01820.v3.1	33.37636982	30.58449388	28.83260594	31.50281753	39.07521559	29.96640455
Bradi1g01830.v3.1	39.27095804	37.87040401	34.974112	37.44546948	34.97916451	41.34074842
Bradi1g01840.v3.1	115.109851	126.060856	127.736279	126.0943811	138.032794	131.8535363
Bradi1g01847.v3.1	66.2904742	67.61829362	68.93644646	74.55633342	77.18062815	68.74633974
Bradi1g01870.v3.1	72.92905541	82.54912861	75.02849535	78.63470746	86.23702544	71.99594934
Bradi1g01880.v3.1	195.2146928	183.716979	166.1183916	157.2797037	106.3987978	180.3063695
Bradi1g01900.v3.1	17.59878093	28.4608616	30.25952176	29.61845051	28.09628696	25.22356331
Bradi1g01920.v3.1	28.76047005	26.79383907	20.22164893	26.25605632	34.25810067	30.81073258
Bradi1g01930.v3.1	35.72892154	37.30228243	50.00589533	38.99400652	49.71791697	41.04019613
Bradi1g01936.v3.1	60.74631809	56.07096068	63.0178838	69.73824848	71.50633366	55.36679637
Bradi1g01970.v3.1	7.010675075	8.39002385	11.03248055	8.498230628	13.27918394	7.527006176
Bradi1g01990.v3.1	15.10060646	19.16353096	22.22775947	19.92187134	20.51094098	13.53817199
Bradi1g02000.v3.1	39.12403842	39.31290658	34.37103679	30.85436884	58.10976254	39.78931946
Bradi1g02020.v3.1	94.91366066	100.2243924	115.4450348	120.0276421	116.4375518	89.12326996
Bradi1g02030.v3.1	156.2441535	148.3944062	163.4261447	148.0592044	152.5881818	153.0483479
Bradi1g02080.v3.1	46.20882175	52.16171511	45.22065378	42.93396986	46.48139786	58.70895213
Bradi1g02090.v3.1	106.968833	92.30935149	89.66777381	92.54208109	104.6248393	86.67163869
Bradi1g02100.v3.1	7.753550005	12.18832887	11.65769143	8.721156573	7.39868841	8.364037417
Bradi1g02117.v3.1	18.23233224	16.21753301	18.73137388	19.90258662	16.97666665	11.55721604
Bradi1g02150.v3.1	86.49413278	130.7471613	110.04765	112.4248335	65.31088624	110.9488229
Bradi1g02160.v3.1	20.95481535	26.30667665	24.15950715	22.49386434	30.77500071	21.17912645
Bradi1g02170.v3.1	17.52439899	14.45160431	23.86355969	20.77714321	20.38732346	16.51428658
Bradi1g02180.v3.1	3.843470988	3.927385898	4.094119142	3.566592008	5.096324705	3.974292097
Bradi1g02187.v3.1	11.08241136	15.04414875	12.06225129	15.77551786	13.22964586	15.40608344
Bradi1g02220.v3.1	23.52795304	22.3125863	25.20438216	31.91606744	28.16332183	24.19656818
Bradi1g02247.v3.1	0	0	0	0	0.114464442	0
Bradi1g02260.v3.1	18.15027115	19.16992631	22.40153063	23.0511125	24.27621831	15.32921657
Bradi1g02280.v3.1	44.81816058	46.25550465	52.61955828	47.43174611	60.18627089	40.09445554
