"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",0.34,0.29,0.27,0.25,0.2,0.14,0.09,0.08,0.09,0.1,0.13,0.13,0.23,0.31,0.41,0.48,0.56,0.64,0.15
"2",0.18,0.18,0.16,0.2,0.23,0.31,0.42,0.5,0.67,0.84,0.95,0.97,0.96,0.86,0.73,0.69,0.56,0.48,0.62
"3",0.42,0.48,0.52,0.63,0.74,0.8,0.93,0.97,0.96,0.88,0.79,0.69,0.6,0.5,0.44,0.39,0.37,0.34,0.75
"4",0.15,0.19,0.21,0.22,0.22,0.21,0.24,0.23,0.25,0.22,0.2,0.19,0.18,0.16,0.18,0.19,0.23,0.25,0.17
"5",0.97,0.96,0.96,0.97,0.95,0.94,0.94,0.94,0.91,0.89,0.84,0.81,0.76,0.69,0.6,0.52,0.48,0.41,0.91
"6",0.95,0.97,0.98,0.98,0.97,0.94,0.92,0.91,0.89,0.89,0.87,0.89,0.82,0.8,0.78,0.74,0.74,0.72,0.96
"7",0.54,0.48,0.43,0.33,0.26,0.25,0.22,0.22,0.21,0.19,0.21,0.21,0.23,0.23,0.22,0.23,0.23,0.22,0.22
"8",0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.06,0.12,0.21,0.29,0
"9",0.57,0.61,0.63,0.65,0.67,0.65,0.6,0.57,0.48,0.38,0.36,0.26,0.2,0.18,0.17,0.16,0.15,0.19,0.39
"10",0.2,0.18,0.16,0.15,0.18,0.24,0.28,0.38,0.44,0.58,0.73,0.81,0.8,0.77,0.78,0.77,0.76,0.78,0.49
"11",0.66,0.64,0.66,0.67,0.74,0.78,0.82,0.88,0.9,0.82,0.7,0.59,0.52,0.37,0.32,0.27,0.26,0.25,0.64
"12",0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.04,0.06,0.09,0.09,0.14,0.18,0.2,0.25,0.29,0.32,0.01
"13",0.11,0.07,0.07,0.09,0.1,0.1,0.12,0.19,0.27,0.37,0.45,0.53,0.62,0.66,0.67,0.7,0.69,0.69,0.2
"14",0.38,0.41,0.43,0.47,0.51,0.55,0.57,0.62,0.57,0.54,0.51,0.42,0.36,0.31,0.29,0.25,0.25,0.27,0.48
"15",0.78,0.76,0.72,0.66,0.62,0.61,0.6,0.6,0.58,0.56,0.5,0.41,0.39,0.36,0.31,0.25,0.23,0.21,0.57
"16",0.98,0.89,0.84,0.81,0.76,0.78,0.84,0.89,0.92,0.98,1,0.99,0.98,0.92,0.9,0.87,0.83,0.79,1
"17",0.17,0.2,0.22,0.25,0.29,0.29,0.33,0.37,0.37,0.42,0.45,0.51,0.56,0.63,0.65,0.69,0.75,0.77,0.41
"18",0.64,0.59,0.45,0.36,0.26,0.16,0.11,0.11,0.11,0.18,0.2,0.27,0.31,0.39,0.48,0.53,0.57,0.63,0.3
"19",0.2,0.17,0.17,0.13,0.12,0.13,0.12,0.16,0.17,0.15,0.12,0.09,0.1,0.1,0.11,0.11,0.11,0.12,0.07
"20",0.19,0.15,0.11,0.1,0.08,0.05,0.05,0.04,0.03,0.01,0.02,0.02,0.05,0.07,0.09,0.14,0.18,0.19,0.01
"21",0,0,0,0,0,0,0,0,0,0.04,0.15,0.35,0.55,0.72,0.89,0.95,0.97,0.98,0.01
"22",0.98,0.97,0.95,0.94,0.92,0.89,0.89,0.91,0.9,0.9,0.92,0.92,0.95,0.98,0.99,1,1,0.99,1
"23",0.88,0.86,0.86,0.88,0.85,0.86,0.89,0.88,0.85,0.75,0.65,0.5,0.38,0.28,0.23,0.18,0.15,0.14,0.61
"24",0.84,0.82,0.82,0.81,0.7,0.6,0.45,0.39,0.3,0.19,0.12,0.1,0.07,0.06,0.05,0.05,0.08,0.1,0.21
"25",0.66,0.57,0.45,0.38,0.31,0.26,0.19,0.13,0.07,0.06,0.06,0.05,0.05,0.06,0.08,0.11,0.15,0.16,0.09
"26",0.48,0.45,0.43,0.39,0.37,0.34,0.34,0.36,0.33,0.34,0.35,0.37,0.41,0.44,0.52,0.59,0.66,0.69,0.46
"27",0.73,0.7,0.66,0.53,0.48,0.46,0.32,0.26,0.22,0.18,0.12,0.08,0.09,0.09,0.11,0.14,0.21,0.25,0.21
"28",0.62,0.6,0.61,0.59,0.57,0.61,0.67,0.71,0.83,0.88,0.92,0.95,1,1,1,1,1,0.98,0.99
"29",0.51,0.49,0.45,0.46,0.48,0.49,0.58,0.62,0.65,0.69,0.72,0.76,0.76,0.77,0.78,0.83,0.84,0.85,0.75
"30",0.55,0.44,0.39,0.32,0.26,0.19,0.14,0.09,0.08,0.06,0.03,0.03,0.04,0.02,0.02,0.03,0.05,0.05,0.05
"31",0.89,0.87,0.85,0.79,0.73,0.72,0.63,0.64,0.61,0.47,0.43,0.4,0.35,0.23,0.2,0.14,0.1,0.07,0.52
"32",0.88,0.93,0.96,0.94,0.83,0.69,0.55,0.4,0.26,0.19,0.12,0.08,0.09,0.09,0.11,0.14,0.19,0.26,0.23
"33",0.2,0.19,0.18,0.18,0.17,0.22,0.22,0.25,0.26,0.28,0.29,0.28,0.26,0.19,0.17,0.12,0.1,0.07,0.17
"34",0.5,0.42,0.42,0.35,0.29,0.3,0.3,0.3,0.32,0.38,0.38,0.44,0.45,0.46,0.41,0.41,0.36,0.32,0.38
"35",0.37,0.34,0.31,0.29,0.23,0.18,0.14,0.12,0.11,0.09,0.05,0.04,0.04,0.04,0.04,0.03,0.03,0.04,0.06
"36",0.14,0.13,0.07,0.04,0.03,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0,0,0.01,0.01,0.02,0
"37",0.76,0.68,0.66,0.61,0.49,0.4,0.36,0.33,0.33,0.34,0.38,0.42,0.47,0.49,0.5,0.49,0.46,0.44,0.5
"38",0.52,0.49,0.45,0.45,0.43,0.38,0.37,0.42,0.45,0.46,0.48,0.43,0.45,0.42,0.4,0.39,0.4,0.39,0.52
"39",0.69,0.7,0.72,0.68,0.65,0.61,0.54,0.46,0.37,0.25,0.17,0.11,0.06,0.05,0.03,0.03,0.02,0.02,0.17
"40",0.35,0.33,0.29,0.25,0.21,0.16,0.13,0.13,0.1,0.11,0.09,0.08,0.06,0.05,0.04,0.06,0.06,0.05,0.07
"41",0.68,0.67,0.68,0.66,0.62,0.63,0.61,0.66,0.63,0.66,0.68,0.67,0.63,0.61,0.59,0.55,0.51,0.44,0.75
"42",0.16,0.16,0.16,0.21,0.27,0.3,0.36,0.42,0.45,0.53,0.68,0.77,0.83,0.9,0.91,0.89,0.88,0.84,0.46
"43",0.36,0.31,0.29,0.23,0.24,0.27,0.35,0.43,0.51,0.65,0.76,0.86,0.95,0.99,0.99,0.93,0.91,0.88,0.64
"44",0.21,0.19,0.22,0.26,0.29,0.37,0.46,0.63,0.74,0.81,0.83,0.83,0.75,0.68,0.64,0.6,0.57,0.55,0.59
"45",0.82,0.78,0.71,0.64,0.57,0.5,0.46,0.35,0.29,0.27,0.28,0.26,0.24,0.21,0.2,0.17,0.17,0.14,0.27
"46",0.14,0.1,0.07,0.02,0.01,0.01,0.01,0,0,0,0,0,0,0.03,0.04,0.05,0.08,0.12,0
"47",0.37,0.36,0.35,0.37,0.37,0.4,0.46,0.52,0.56,0.5,0.43,0.31,0.22,0.17,0.12,0.12,0.09,0.07,0.25
"48",0.63,0.59,0.51,0.43,0.41,0.39,0.38,0.35,0.34,0.34,0.27,0.25,0.25,0.26,0.33,0.36,0.41,0.45,0.4
"49",0.05,0.04,0.03,0.04,0.06,0.09,0.12,0.14,0.16,0.19,0.17,0.19,0.19,0.15,0.13,0.14,0.15,0.18,0.08
"50",0.35,0.3,0.19,0.15,0.06,0.02,0.01,0.02,0.01,0.01,0.01,0.02,0.05,0.09,0.1,0.14,0.16,0.22,0.01
"51",0.87,0.87,0.8,0.74,0.72,0.57,0.5,0.48,0.44,0.45,0.47,0.47,0.53,0.56,0.56,0.6,0.67,0.7,0.66
"52",0,0,0,0,0,0,0.02,0.13,0.28,0.5,0.66,0.78,0.95,0.96,0.95,0.92,0.89,0.86,0.06
"53",0.06,0.05,0.04,0.07,0.08,0.12,0.15,0.2,0.22,0.25,0.26,0.29,0.27,0.22,0.2,0.2,0.21,0.26,0.1
"54",0.24,0.21,0.19,0.14,0.12,0.12,0.11,0.16,0.15,0.15,0.19,0.23,0.29,0.33,0.34,0.38,0.46,0.55,0.17
"55",0.23,0.22,0.23,0.21,0.15,0.12,0.08,0.05,0.04,0.02,0.02,0.01,0.01,0.01,0.02,0.03,0.03,0.03,0.01
"56",0.38,0.44,0.51,0.64,0.77,0.85,0.88,0.91,0.96,0.95,0.94,0.88,0.84,0.84,0.83,0.77,0.82,0.85,0.93
"57",0.28,0.26,0.23,0.17,0.16,0.15,0.14,0.11,0.09,0.07,0.04,0.05,0.02,0.02,0.02,0.02,0.02,0.01,0.05
"58",0.64,0.61,0.58,0.57,0.52,0.52,0.5,0.46,0.42,0.34,0.29,0.27,0.19,0.16,0.13,0.13,0.13,0.13,0.26
"59",0.45,0.45,0.43,0.45,0.52,0.63,0.77,0.88,1,0.99,0.96,0.87,0.72,0.6,0.49,0.42,0.39,0.39,0.74
"60",0.71,0.68,0.65,0.55,0.43,0.3,0.21,0.14,0.08,0.05,0.04,0.03,0.03,0.02,0.03,0.03,0.04,0.04,0.08
"61",0.25,0.21,0.19,0.18,0.17,0.15,0.15,0.14,0.14,0.14,0.11,0.09,0.08,0.04,0.03,0.04,0.04,0.04,0.06
"62",0.2,0.13,0.1,0.08,0.04,0.03,0.02,0,0,0,0,0,0,0.01,0.02,0.03,0.07,0.12,0.01
"63",0.58,0.52,0.41,0.26,0.18,0.16,0.15,0.12,0.13,0.18,0.23,0.25,0.24,0.21,0.18,0.18,0.18,0.15,0.17
"64",0.96,0.99,0.99,0.96,0.96,0.92,0.83,0.8,0.71,0.67,0.61,0.57,0.49,0.49,0.42,0.45,0.48,0.49,0.81
"65",0.51,0.47,0.4,0.35,0.28,0.24,0.25,0.24,0.25,0.23,0.27,0.29,0.3,0.31,0.34,0.39,0.5,0.54,0.31
"66",0.79,0.82,0.87,0.89,0.9,0.88,0.79,0.71,0.55,0.47,0.41,0.33,0.3,0.24,0.19,0.13,0.14,0.14,0.5
"67",0.17,0.14,0.11,0.09,0.07,0.05,0.04,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.03,0.06,0.07,0
"68",0.88,0.86,0.85,0.82,0.82,0.79,0.74,0.74,0.76,0.7,0.64,0.55,0.49,0.43,0.39,0.36,0.35,0.35,0.68
"69",0.34,0.34,0.29,0.27,0.23,0.19,0.15,0.11,0.1,0.07,0.07,0.06,0.05,0.05,0.06,0.08,0.1,0.13,0.09
"70",0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.05,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.05,0.07,0.1,0.02
"71",0.32,0.35,0.34,0.4,0.48,0.56,0.7,0.81,0.9,0.96,0.97,0.92,0.84,0.75,0.68,0.63,0.59,0.56,0.8
"72",0.35,0.42,0.54,0.6,0.73,0.79,0.82,0.79,0.71,0.64,0.58,0.53,0.45,0.41,0.45,0.46,0.48,0.51,0.64
"73",0.43,0.42,0.46,0.52,0.56,0.62,0.7,0.74,0.76,0.73,0.73,0.66,0.63,0.48,0.41,0.38,0.32,0.31,0.65
"74",0.02,0.01,0.01,0.01,0,0.01,0.02,0.03,0.03,0.05,0.09,0.15,0.18,0.22,0.23,0.23,0.23,0.23,0.03
"75",0.57,0.58,0.61,0.6,0.63,0.64,0.61,0.6,0.53,0.46,0.39,0.26,0.17,0.16,0.1,0.1,0.11,0.12,0.31
"76",0.91,0.9,0.89,0.86,0.82,0.73,0.71,0.66,0.54,0.47,0.39,0.32,0.22,0.17,0.11,0.1,0.08,0.07,0.38
"77",0.31,0.28,0.21,0.14,0.12,0.09,0.09,0.04,0.04,0.05,0.07,0.1,0.14,0.17,0.18,0.21,0.29,0.34,0.04
"78",0.27,0.2,0.15,0.08,0.05,0.05,0.05,0.04,0.03,0.03,0.03,0.04,0.08,0.11,0.17,0.26,0.36,0.46,0.05
"79",0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0.03,0.04,0.05,0
"80",0.61,0.55,0.47,0.37,0.3,0.26,0.27,0.29,0.31,0.33,0.32,0.36,0.39,0.43,0.45,0.43,0.41,0.38,0.36
