"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",0.68,0.65,0.62,0.61,0.6,0.61,0.66,0.72,0.77,0.78,0.79,0.83,0.85,0.91,0.92,0.95,0.97,0.95,0.89
"2",0.52,0.58,0.65,0.69,0.74,0.79,0.85,0.9,0.95,0.97,0.99,1,0.99,0.99,0.96,0.94,0.89,0.77,0.94
"3",0.16,0.13,0.12,0.11,0.1,0.12,0.2,0.25,0.34,0.51,0.69,0.77,0.83,0.9,0.87,0.86,0.83,0.81,0.35
"4",0.58,0.58,0.59,0.58,0.6,0.63,0.62,0.59,0.57,0.56,0.6,0.59,0.61,0.6,0.65,0.67,0.69,0.74,0.68
"5",0.2,0.19,0.18,0.16,0.16,0.14,0.14,0.16,0.18,0.25,0.29,0.41,0.53,0.62,0.71,0.76,0.8,0.82,0.27
"6",0.11,0.11,0.1,0.11,0.15,0.16,0.16,0.18,0.19,0.23,0.22,0.25,0.3,0.34,0.46,0.52,0.64,0.67,0.19
"7",0.16,0.13,0.11,0.11,0.12,0.12,0.16,0.16,0.17,0.22,0.27,0.35,0.48,0.56,0.63,0.71,0.77,0.83,0.22
"8",0.09,0.08,0.07,0.05,0.03,0.02,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.03,0.03,0
"9",0.47,0.44,0.39,0.33,0.21,0.16,0.08,0.06,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.03
"10",0.9,0.83,0.75,0.64,0.52,0.42,0.3,0.21,0.13,0.07,0.04,0.03,0.03,0.04,0.04,0.05,0.08,0.1,0.1
"11",0.43,0.42,0.41,0.37,0.33,0.28,0.25,0.21,0.23,0.26,0.29,0.35,0.41,0.51,0.59,0.65,0.79,0.84,0.39
"12",0.38,0.31,0.25,0.19,0.13,0.09,0.09,0.06,0.05,0.04,0.06,0.08,0.1,0.15,0.18,0.24,0.29,0.43,0.12
"13",0.31,0.23,0.17,0.1,0.08,0.06,0.03,0.03,0.03,0.05,0.1,0.11,0.13,0.15,0.2,0.24,0.32,0.35,0.09
"14",0.19,0.18,0.19,0.21,0.26,0.28,0.37,0.43,0.51,0.54,0.55,0.6,0.61,0.62,0.61,0.6,0.62,0.64,0.45
"15",0.16,0.13,0.13,0.11,0.11,0.12,0.14,0.21,0.27,0.34,0.49,0.59,0.75,0.84,0.88,0.89,0.91,0.94,0.3
"16",0.63,0.59,0.58,0.54,0.51,0.47,0.46,0.48,0.51,0.56,0.7,0.73,0.83,0.87,0.89,0.89,0.91,0.91,0.78
"17",0.05,0.04,0.03,0.03,0.03,0.05,0.05,0.07,0.09,0.19,0.21,0.24,0.31,0.34,0.35,0.4,0.43,0.5,0.08
"18",0.41,0.47,0.54,0.61,0.73,0.82,0.88,0.86,0.83,0.8,0.73,0.67,0.7,0.69,0.73,0.78,0.84,0.88,0.8
"19",0.5,0.49,0.45,0.37,0.39,0.39,0.39,0.41,0.43,0.45,0.48,0.58,0.67,0.78,0.82,0.9,0.97,1,0.61
"20",0.91,0.83,0.8,0.72,0.65,0.58,0.5,0.46,0.43,0.46,0.45,0.47,0.56,0.62,0.66,0.71,0.73,0.71,0.67
"21",0.25,0.27,0.26,0.27,0.34,0.34,0.38,0.4,0.46,0.42,0.36,0.33,0.32,0.3,0.3,0.29,0.28,0.27,0.34
"22",0.77,0.71,0.7,0.68,0.65,0.62,0.62,0.63,0.63,0.68,0.71,0.75,0.77,0.81,0.82,0.86,0.85,0.87,0.87
"23",0.69,0.71,0.75,0.8,0.83,0.78,0.74,0.68,0.61,0.54,0.49,0.51,0.51,0.55,0.62,0.68,0.8,0.86,0.77
"24",0.11,0.1,0.08,0.07,0.06,0.05,0.06,0.09,0.09,0.13,0.17,0.25,0.32,0.42,0.49,0.54,0.6,0.64,0.09
"25",0.78,0.76,0.8,0.81,0.82,0.85,0.86,0.94,0.93,0.99,0.93,0.77,0.67,0.57,0.46,0.38,0.31,0.25,0.83
"26",0.24,0.22,0.22,0.21,0.26,0.3,0.39,0.47,0.57,0.6,0.58,0.57,0.53,0.52,0.48,0.51,0.54,0.58,0.38
