"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",0.18,0.15,0.18,0.19,0.21,0.23,0.25,0.3,0.33,0.35,0.38,0.47,0.46,0.46,0.39,0.42,0.4,0.4,0.26
"2",0.66,0.67,0.71,0.77,0.85,0.92,0.96,0.97,0.95,0.9,0.83,0.67,0.6,0.47,0.36,0.25,0.15,0.12,0.77
"3",0.15,0.15,0.17,0.17,0.23,0.32,0.37,0.5,0.63,0.74,0.68,0.65,0.62,0.56,0.45,0.45,0.42,0.41,0.41
"4",0.31,0.36,0.47,0.56,0.58,0.58,0.39,0.27,0.19,0.1,0.06,0.04,0.02,0.01,0.02,0.02,0.03,0.05,0.08
"5",0.98,0.95,0.91,0.83,0.7,0.55,0.41,0.31,0.24,0.23,0.19,0.16,0.14,0.18,0.18,0.18,0.19,0.23,0.25
"6",0.46,0.52,0.56,0.6,0.68,0.79,0.81,0.86,0.86,0.9,0.88,0.85,0.86,0.89,0.9,0.9,0.9,0.91,0.9
"7",0.75,0.73,0.73,0.72,0.69,0.61,0.51,0.44,0.38,0.31,0.27,0.27,0.25,0.24,0.25,0.26,0.27,0.27,0.41
"8",0.85,0.84,0.84,0.82,0.8,0.8,0.78,0.79,0.83,0.81,0.8,0.77,0.74,0.76,0.77,0.76,0.76,0.75,0.9
"9",0.31,0.33,0.35,0.39,0.43,0.47,0.58,0.72,0.82,0.85,0.89,0.91,0.91,0.87,0.88,0.85,0.84,0.85,0.78
"10",0.15,0.11,0.09,0.06,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.03,0.03,0.09,0.13,0.2,0.01
"11",0.81,0.77,0.73,0.63,0.51,0.43,0.35,0.31,0.28,0.34,0.36,0.39,0.46,0.53,0.62,0.71,0.77,0.81,0.51
"12",0.44,0.52,0.63,0.72,0.78,0.87,0.93,0.93,0.91,0.92,0.88,0.88,0.88,0.89,0.92,0.92,0.93,0.94,0.96
"13",0.08,0.06,0.06,0.03,0.02,0,0.01,0.01,0.01,0,0.01,0.04,0.04,0.04,0.08,0.09,0.09,0.11,0.01
"14",0.84,0.83,0.87,0.86,0.86,0.9,0.94,0.96,0.97,0.99,0.96,0.94,0.88,0.83,0.76,0.74,0.62,0.55,0.95
"15",0.46,0.41,0.38,0.33,0.32,0.33,0.32,0.32,0.29,0.29,0.22,0.19,0.16,0.14,0.08,0.07,0.04,0.04,0.18
"16",0.05,0.04,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.05,0.08,0.12,0.18,0.24,0.31,0.01
"17",0.24,0.23,0.24,0.25,0.33,0.39,0.51,0.64,0.82,0.95,0.98,0.95,0.87,0.76,0.64,0.55,0.5,0.45,0.64
"18",0.67,0.65,0.63,0.63,0.59,0.55,0.45,0.4,0.28,0.22,0.17,0.1,0.09,0.04,0.06,0.06,0.07,0.07,0.19
"19",0.34,0.32,0.29,0.25,0.19,0.16,0.13,0.12,0.09,0.08,0.08,0.05,0.07,0.07,0.1,0.12,0.16,0.16,0.11
"20",0.37,0.39,0.44,0.5,0.59,0.67,0.76,0.85,0.95,0.95,0.91,0.78,0.59,0.46,0.46,0.42,0.4,0.4,0.72
"21",0.1,0.09,0.1,0.13,0.15,0.18,0.15,0.17,0.14,0.12,0.1,0.07,0.04,0.02,0,0,0,0,0.03
"22",0.89,0.83,0.84,0.76,0.73,0.7,0.63,0.54,0.48,0.41,0.44,0.46,0.47,0.53,0.58,0.65,0.69,0.74,0.72
"23",0.08,0.11,0.11,0.13,0.13,0.16,0.16,0.19,0.23,0.27,0.25,0.25,0.22,0.19,0.17,0.14,0.08,0.04,0.08
"24",0.55,0.46,0.38,0.3,0.26,0.19,0.15,0.12,0.09,0.07,0.05,0.03,0.03,0.04,0.05,0.07,0.12,0.15,0.06
"25",0.14,0.13,0.15,0.13,0.18,0.21,0.25,0.29,0.33,0.34,0.41,0.42,0.49,0.53,0.66,0.77,0.85,0.85,0.32
"26",0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.07,0.08,0.19,0.27,0.41,0.52,0.65,0.79,0.86,0.88,0.93,0.13
