"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",0.85,0.85,0.85,0.86,0.83,0.85,0.85,0.79,0.8,0.74,0.71,0.67,0.63,0.53,0.48,0.42,0.42,0.41,0.82
"2",0.74,0.79,0.88,0.95,1,1,0.98,0.86,0.79,0.71,0.64,0.57,0.57,0.56,0.52,0.5,0.49,0.49,0.8
"3",0.49,0.47,0.48,0.49,0.5,0.49,0.46,0.43,0.41,0.39,0.37,0.41,0.43,0.49,0.5,0.58,0.64,0.7,0.55
"4",0.03,0.02,0.01,0.02,0.02,0.01,0.02,0.02,0.04,0.04,0.15,0.23,0.34,0.5,0.64,0.74,0.83,0.94,0.04
"5",0.75,0.75,0.71,0.56,0.53,0.4,0.3,0.26,0.21,0.17,0.15,0.14,0.13,0.1,0.09,0.12,0.12,0.15,0.22
"6",0.49,0.44,0.42,0.39,0.38,0.29,0.23,0.22,0.18,0.16,0.15,0.11,0.11,0.1,0.11,0.1,0.09,0.09,0.19
"7",0.12,0.04,0.03,0.02,0.02,0.01,0,0.01,0.01,0.04,0.07,0.1,0.13,0.17,0.17,0.16,0.13,0.15,0.01
"8",0.35,0.26,0.2,0.17,0.12,0.07,0.05,0.03,0.03,0,0,0,0,0,0,0,0.01,0.01,0
"9",0.34,0.3,0.32,0.32,0.32,0.31,0.27,0.3,0.32,0.28,0.36,0.42,0.43,0.51,0.58,0.63,0.73,0.76,0.42
"10",0.99,0.99,0.93,0.89,0.75,0.62,0.5,0.34,0.28,0.19,0.12,0.09,0.05,0.04,0.06,0.07,0.1,0.12,0.24
"11",0.84,0.83,0.8,0.77,0.74,0.76,0.75,0.71,0.71,0.66,0.59,0.51,0.39,0.26,0.19,0.14,0.08,0.05,0.52
"12",0.48,0.52,0.57,0.6,0.58,0.55,0.55,0.58,0.61,0.65,0.74,0.8,0.88,0.95,0.98,1,1,1,0.82
"13",0.46,0.42,0.38,0.35,0.31,0.26,0.18,0.13,0.11,0.1,0.12,0.13,0.15,0.19,0.24,0.36,0.44,0.55,0.16
"14",0.98,0.99,0.98,0.98,0.95,0.91,0.88,0.83,0.73,0.64,0.55,0.42,0.3,0.28,0.22,0.21,0.17,0.18,0.68
"15",0.28,0.25,0.23,0.21,0.21,0.24,0.25,0.24,0.24,0.21,0.19,0.15,0.17,0.13,0.12,0.11,0.11,0.11,0.17
"16",0.15,0.14,0.12,0.12,0.1,0.1,0.09,0.08,0.1,0.11,0.13,0.18,0.25,0.34,0.44,0.56,0.65,0.71,0.15
"17",0.02,0,0,0,0,0,0.01,0.02,0.03,0.07,0.11,0.22,0.39,0.48,0.55,0.62,0.68,0.71,0.03
"18",0.95,0.88,0.78,0.76,0.72,0.66,0.6,0.54,0.55,0.5,0.49,0.5,0.61,0.65,0.67,0.69,0.71,0.77,0.83
"19",0.1,0.09,0.05,0.03,0.03,0.02,0.02,0.02,0.03,0.05,0.05,0.06,0.1,0.14,0.19,0.22,0.29,0.26,0.03
