"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",0.69,0.72,0.78,0.82,0.88,0.96,1,1,0.98,0.93,0.86,0.78,0.71,0.67,0.73,0.74,0.72,0.73,0.94
"2",0.71,0.71,0.71,0.67,0.59,0.52,0.36,0.26,0.17,0.07,0.03,0.01,0,0,0,0,0,0,0.04
"3",0.12,0.1,0.11,0.11,0.14,0.19,0.22,0.34,0.51,0.66,0.79,0.88,0.92,0.95,0.96,0.96,0.98,0.96,0.45
"4",0.93,0.89,0.88,0.86,0.85,0.89,0.89,0.9,0.92,0.91,0.93,0.92,0.84,0.79,0.74,0.66,0.59,0.52,0.94
"5",0.2,0.25,0.28,0.3,0.32,0.32,0.35,0.39,0.36,0.38,0.46,0.54,0.6,0.73,0.82,0.86,0.93,0.97,0.42
"6",0.51,0.51,0.54,0.58,0.6,0.65,0.7,0.77,0.8,0.83,0.89,0.95,0.93,0.82,0.69,0.66,0.62,0.58,0.8
"7",0.46,0.41,0.36,0.32,0.28,0.25,0.25,0.29,0.33,0.4,0.52,0.58,0.58,0.59,0.61,0.66,0.68,0.7,0.49
"8",0.41,0.41,0.36,0.28,0.15,0.05,0.03,0.01,0,0,0,0,0,0,0,0,0,0,0
"9",0.4,0.4,0.4,0.37,0.39,0.4,0.47,0.54,0.6,0.66,0.76,0.85,0.89,0.89,0.91,0.91,0.86,0.88,0.74
"10",0.49,0.53,0.53,0.55,0.61,0.62,0.72,0.78,0.85,0.86,0.81,0.77,0.73,0.64,0.54,0.45,0.39,0.33,0.74
"11",0.94,0.93,0.87,0.82,0.8,0.7,0.57,0.45,0.34,0.19,0.11,0.08,0.06,0.07,0.07,0.1,0.15,0.22,0.3
"12",0.34,0.34,0.31,0.29,0.28,0.26,0.17,0.1,0.04,0.03,0.02,0.02,0.02,0,0,0,0.01,0.01,0.02
"13",0.31,0.38,0.41,0.44,0.52,0.57,0.59,0.61,0.63,0.63,0.62,0.63,0.65,0.64,0.63,0.65,0.69,0.71,0.66
"14",0.44,0.42,0.43,0.41,0.43,0.48,0.53,0.55,0.58,0.61,0.67,0.67,0.67,0.66,0.67,0.67,0.68,0.64,0.62
"15",0.66,0.66,0.65,0.67,0.69,0.69,0.72,0.74,0.78,0.78,0.79,0.79,0.78,0.78,0.75,0.77,0.74,0.74,0.87
"16",0.07,0.05,0.04,0.03,0.06,0.08,0.12,0.21,0.36,0.53,0.65,0.85,0.95,0.99,1,1,1,0.99,0.3
"17",0.73,0.69,0.68,0.63,0.54,0.51,0.39,0.26,0.17,0.14,0.14,0.13,0.12,0.14,0.15,0.17,0.2,0.24,0.22
"18",0.13,0.13,0.12,0.11,0.1,0.12,0.13,0.14,0.15,0.16,0.19,0.24,0.32,0.37,0.42,0.44,0.41,0.41,0.16
"19",0.28,0.28,0.28,0.3,0.32,0.35,0.32,0.31,0.29,0.24,0.19,0.14,0.1,0.1,0.07,0.08,0.09,0.12,0.17
"20",0.11,0.16,0.2,0.27,0.41,0.56,0.6,0.63,0.58,0.5,0.41,0.31,0.28,0.2,0.21,0.21,0.19,0.2,0.32
"21",0.28,0.32,0.38,0.41,0.49,0.54,0.65,0.68,0.57,0.44,0.26,0.15,0.03,0.02,0.01,0,0,0,0.09
"22",0.92,0.85,0.82,0.82,0.81,0.79,0.78,0.73,0.67,0.65,0.61,0.58,0.51,0.48,0.42,0.4,0.39,0.37,0.79
"23",0.93,0.9,0.85,0.79,0.75,0.66,0.56,0.53,0.49,0.39,0.42,0.48,0.5,0.57,0.59,0.68,0.73,0.77,0.75
"24",0.19,0.16,0.14,0.08,0.06,0.05,0.06,0.06,0.07,0.09,0.09,0.12,0.13,0.17,0.19,0.23,0.33,0.36,0.1
"25",0.62,0.53,0.58,0.51,0.48,0.47,0.43,0.39,0.37,0.34,0.3,0.31,0.29,0.22,0.24,0.27,0.29,0.34,0.4
"26",0.92,0.86,0.78,0.74,0.62,0.52,0.44,0.31,0.23,0.19,0.17,0.15,0.15,0.16,0.19,0.22,0.26,0.33,0.29
"27",0.95,0.91,0.85,0.76,0.64,0.54,0.39,0.32,0.2,0.17,0.17,0.16,0.16,0.19,0.19,0.2,0.24,0.27,0.28
"28",0.85,0.85,0.82,0.79,0.76,0.77,0.71,0.64,0.61,0.61,0.63,0.6,0.61,0.61,0.6,0.61,0.59,0.6,0.82
"29",0.91,0.92,0.89,0.88,0.89,0.83,0.81,0.8,0.84,0.83,0.86,0.86,0.86,0.87,0.89,0.88,0.83,0.84,0.98
"30",0.21,0.18,0.15,0.13,0.13,0.12,0.17,0.22,0.28,0.33,0.38,0.47,0.5,0.52,0.55,0.61,0.64,0.65,0.27
"31",0.34,0.26,0.21,0.15,0.12,0.11,0.11,0.13,0.15,0.16,0.21,0.29,0.37,0.41,0.48,0.52,0.62,0.64,0.2
"32",0.44,0.49,0.43,0.39,0.39,0.37,0.3,0.21,0.16,0.12,0.09,0.06,0.03,0.03,0.03,0.05,0.06,0.09,0.14
"33",0.07,0.07,0.05,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0.01,0.03,0
"34",0.18,0.11,0.09,0.06,0.06,0.05,0.04,0.04,0.05,0.06,0.1,0.15,0.22,0.34,0.49,0.61,0.72,0.76,0.07
"35",0.02,0.02,0.02,0.01,0,0,0,0,0,0,0,0.01,0.01,0.02,0.04,0.11,0.13,0.17,0
"36",0.08,0.06,0.04,0.03,0.03,0.04,0.07,0.13,0.19,0.32,0.54,0.74,0.88,0.98,0.96,0.9,0.76,0.7,0.22
"37",0.16,0.12,0.08,0.06,0.04,0.03,0.03,0.02,0.04,0.08,0.1,0.21,0.26,0.31,0.37,0.46,0.52,0.56,0.06
"38",0.64,0.65,0.6,0.56,0.5,0.44,0.39,0.32,0.25,0.21,0.15,0.15,0.1,0.1,0.1,0.09,0.09,0.09,0.19
"39",0.5,0.53,0.59,0.68,0.77,0.84,0.93,0.98,0.97,0.91,0.81,0.71,0.58,0.5,0.38,0.33,0.3,0.32,0.78
"40",0.12,0.07,0.05,0.05,0.03,0.02,0,0,0.01,0.01,0.01,0.01,0.02,0.04,0.05,0.06,0.08,0.13,0
"41",0.49,0.5,0.52,0.51,0.47,0.49,0.49,0.52,0.54,0.62,0.63,0.67,0.62,0.67,0.66,0.63,0.6,0.55,0.63
"42",0.14,0.13,0.09,0.08,0.07,0.05,0.05,0.03,0.03,0.02,0.02,0.01,0.03,0.05,0.05,0.04,0.06,0.06,0.02
"43",0.74,0.72,0.7,0.67,0.64,0.58,0.54,0.46,0.41,0.39,0.36,0.34,0.4,0.44,0.51,0.53,0.55,0.58,0.58
"44",0.96,0.93,0.9,0.88,0.83,0.8,0.73,0.69,0.66,0.61,0.51,0.49,0.45,0.43,0.41,0.37,0.37,0.41,0.73
"45",0.19,0.21,0.21,0.24,0.32,0.44,0.54,0.67,0.71,0.81,0.9,0.92,0.91,0.86,0.76,0.64,0.54,0.53,0.68
"46",0.09,0.19,0.23,0.35,0.4,0.39,0.38,0.31,0.2,0.11,0.1,0.07,0.06,0.06,0.08,0.07,0.09,0.11,0.11
"47",0.58,0.5,0.46,0.41,0.37,0.32,0.24,0.18,0.1,0.04,0.01,0,0,0,0,0,0,0,0.02
"48",0.09,0.12,0.13,0.17,0.22,0.27,0.35,0.41,0.44,0.42,0.36,0.3,0.23,0.19,0.2,0.18,0.15,0.16,0.22
"49",0.41,0.36,0.35,0.36,0.39,0.45,0.56,0.66,0.79,0.82,0.8,0.67,0.48,0.32,0.22,0.12,0.07,0.06,0.4
"50",0.55,0.51,0.48,0.38,0.29,0.28,0.25,0.21,0.22,0.27,0.39,0.53,0.65,0.76,0.89,0.96,0.99,0.97,0.48
"51",0.58,0.56,0.52,0.49,0.48,0.46,0.54,0.61,0.62,0.66,0.68,0.6,0.58,0.54,0.45,0.39,0.34,0.3,0.57
"52",0.92,0.93,0.96,0.97,0.94,0.9,0.77,0.62,0.46,0.26,0.11,0.08,0.04,0.02,0.02,0.01,0.01,0.02,0.19
"53",0.35,0.29,0.27,0.24,0.25,0.24,0.27,0.34,0.42,0.54,0.64,0.75,0.77,0.77,0.69,0.65,0.6,0.53,0.47
"54",0.06,0.06,0.04,0.04,0.04,0.02,0.03,0.03,0.06,0.09,0.13,0.19,0.26,0.41,0.43,0.49,0.55,0.55,0.08
"55",0.11,0.07,0.04,0.04,0.02,0.02,0.05,0.06,0.08,0.16,0.27,0.39,0.6,0.76,0.83,0.9,0.94,0.93,0.14
"56",0.49,0.49,0.47,0.42,0.37,0.33,0.2,0.14,0.1,0.04,0.04,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.06
"57",0.17,0.16,0.14,0.15,0.19,0.22,0.24,0.35,0.52,0.65,0.75,0.83,0.89,0.86,0.84,0.76,0.7,0.66,0.46
"58",0.49,0.42,0.38,0.35,0.33,0.28,0.22,0.19,0.13,0.07,0.06,0.04,0.04,0.05,0.06,0.08,0.1,0.13,0.11
"59",0.88,0.88,0.87,0.87,0.83,0.81,0.78,0.68,0.51,0.39,0.27,0.21,0.18,0.11,0.07,0.05,0.04,0.05,0.34
"60",0.08,0.05,0.03,0.01,0.01,0.01,0.01,0.02,0.04,0.09,0.1,0.15,0.26,0.37,0.46,0.68,0.81,0.86,0.05
"61",0.03,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.03,0.02,0.01,0,0.01,0.01,0.02,0.03,0.05,0
"62",0.58,0.46,0.39,0.23,0.16,0.1,0.06,0.02,0,0,0,0,0,0,0,0,0,0.02,0
"63",0.04,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.05,0.1,0.16,0.3,0.46,0.63,0.72,0.85,0.9,0.04
"64",0.36,0.36,0.34,0.34,0.33,0.38,0.39,0.4,0.49,0.58,0.66,0.77,0.85,0.93,0.99,0.98,0.97,0.95,0.59
"65",0.66,0.64,0.62,0.62,0.59,0.59,0.58,0.57,0.56,0.55,0.54,0.61,0.66,0.63,0.67,0.66,0.66,0.68,0.73
"66",0.9,0.91,0.94,0.95,0.95,0.97,0.98,0.96,0.92,0.83,0.73,0.62,0.57,0.52,0.5,0.49,0.49,0.56,0.92
"67",0.34,0.3,0.21,0.13,0.1,0.05,0.02,0.01,0.01,0,0,0,0,0,0,0,0.01,0.02,0
"68",0.73,0.74,0.73,0.72,0.7,0.66,0.64,0.61,0.6,0.65,0.63,0.68,0.69,0.76,0.8,0.86,0.89,0.91,0.86
"69",0.04,0.05,0.08,0.16,0.25,0.37,0.54,0.68,0.76,0.78,0.77,0.67,0.48,0.35,0.3,0.23,0.17,0.15,0.34
"70",0.38,0.32,0.32,0.28,0.25,0.18,0.17,0.15,0.17,0.15,0.13,0.11,0.1,0.11,0.12,0.11,0.11,0.09,0.11
"71",0.33,0.38,0.39,0.43,0.48,0.56,0.63,0.71,0.81,0.87,0.89,0.94,0.93,0.91,0.89,0.85,0.83,0.84,0.81
"72",0.57,0.5,0.44,0.38,0.29,0.24,0.17,0.17,0.17,0.15,0.14,0.17,0.22,0.32,0.39,0.47,0.61,0.76,0.25
"73",0.05,0.02,0.02,0.03,0.03,0.05,0.06,0.09,0.15,0.2,0.23,0.35,0.42,0.51,0.61,0.64,0.72,0.74,0.16
