"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",0.6,0.57,0.51,0.46,0.37,0.27,0.22,0.15,0.1,0.08,0.05,0.02,0.02,0.01,0,0.01,0.01,0.01,0.07
"2",0.3,0.19,0.09,0.06,0.02,0.02,0,0,0,0,0.01,0.03,0.08,0.14,0.21,0.36,0.46,0.58,0.01
"3",0.91,0.92,0.98,0.99,1,1,0.96,0.9,0.84,0.73,0.63,0.48,0.44,0.41,0.41,0.4,0.39,0.39,0.86
"4",0.94,0.94,0.95,0.93,0.89,0.85,0.79,0.76,0.74,0.73,0.73,0.76,0.81,0.82,0.85,0.85,0.84,0.87,0.95
"5",0.67,0.65,0.65,0.68,0.69,0.71,0.69,0.65,0.6,0.54,0.48,0.41,0.37,0.33,0.29,0.26,0.27,0.29,0.54
"6",0.87,0.87,0.84,0.79,0.72,0.62,0.52,0.45,0.39,0.3,0.3,0.28,0.28,0.3,0.28,0.29,0.28,0.3,0.47
"7",0.75,0.76,0.76,0.8,0.82,0.85,0.87,0.89,0.92,0.84,0.74,0.65,0.58,0.46,0.44,0.36,0.33,0.29,0.78
"8",0.07,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0.03,0.04,0.09,0.13,0
"9",0.81,0.81,0.82,0.81,0.81,0.8,0.79,0.78,0.69,0.64,0.53,0.48,0.47,0.46,0.47,0.51,0.56,0.62,0.73
"10",0.9,0.9,0.87,0.77,0.68,0.6,0.51,0.33,0.22,0.11,0.07,0.07,0.06,0.02,0.03,0.04,0.07,0.08,0.16
"11",0.09,0.08,0.05,0.05,0.06,0.06,0.06,0.07,0.13,0.21,0.25,0.31,0.42,0.5,0.59,0.67,0.72,0.73,0.13
"12",0.12,0.11,0.1,0.05,0.03,0.01,0.01,0.01,0.01,0,0,0.01,0.01,0.03,0.05,0.11,0.13,0.19,0.01
"13",0.54,0.57,0.58,0.59,0.56,0.6,0.59,0.54,0.49,0.43,0.4,0.23,0.18,0.16,0.15,0.13,0.12,0.11,0.32
"14",0.7,0.71,0.72,0.74,0.77,0.82,0.93,0.96,0.96,0.87,0.83,0.73,0.61,0.52,0.42,0.39,0.34,0.33,0.83
"15",0.98,0.98,0.95,0.93,0.86,0.82,0.75,0.71,0.62,0.55,0.46,0.42,0.35,0.28,0.24,0.22,0.22,0.21,0.58
"16",0.84,0.92,0.94,0.92,0.91,0.85,0.78,0.66,0.59,0.53,0.42,0.35,0.35,0.32,0.31,0.35,0.35,0.41,0.62
"17",0.29,0.27,0.26,0.26,0.25,0.26,0.26,0.27,0.33,0.39,0.43,0.52,0.57,0.66,0.69,0.72,0.81,0.85,0.38
"18",0.46,0.44,0.45,0.51,0.58,0.64,0.66,0.68,0.66,0.6,0.48,0.41,0.34,0.31,0.26,0.25,0.28,0.32,0.47
"19",0.13,0.13,0.08,0.05,0.04,0.02,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.05,0.1,0.12,0
"20",0.5,0.43,0.35,0.26,0.12,0.04,0.03,0,0,0,0,0,0.01,0.01,0.02,0.02,0.06,0.07,0
"21",0.15,0.13,0.11,0.04,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.04,0.07,0
"22",0.84,0.76,0.71,0.68,0.64,0.62,0.65,0.6,0.6,0.63,0.65,0.71,0.74,0.78,0.86,0.9,0.93,0.94,0.83
"23",0.21,0.2,0.22,0.23,0.28,0.32,0.35,0.41,0.47,0.53,0.54,0.58,0.6,0.6,0.59,0.54,0.53,0.53,0.44
"24",0.36,0.31,0.29,0.25,0.23,0.2,0.21,0.22,0.28,0.36,0.42,0.48,0.58,0.59,0.59,0.57,0.55,0.58,0.39
"25",0.19,0.14,0.1,0.09,0.07,0.06,0.09,0.15,0.21,0.25,0.33,0.45,0.49,0.62,0.66,0.65,0.69,0.71,0.27
"26",0.13,0.07,0.06,0.06,0.05,0.04,0.04,0.06,0.08,0.08,0.1,0.17,0.25,0.29,0.38,0.46,0.55,0.58,0.09
"27",0.55,0.42,0.27,0.19,0.13,0.09,0.07,0.08,0.08,0.07,0.07,0.11,0.15,0.19,0.24,0.25,0.34,0.36,0.11
"28",0.7,0.76,0.77,0.76,0.73,0.76,0.76,0.72,0.74,0.74,0.75,0.8,0.83,0.87,0.91,0.97,0.99,0.98,0.91
"29",0.94,0.94,0.94,0.95,0.94,0.94,0.94,0.9,0.87,0.83,0.81,0.83,0.84,0.85,0.9,0.92,0.93,0.96,0.97
"30",0.72,0.68,0.68,0.63,0.59,0.54,0.53,0.48,0.44,0.41,0.34,0.29,0.18,0.16,0.15,0.14,0.12,0.11,0.43
"31",0.18,0.19,0.21,0.28,0.35,0.4,0.48,0.58,0.71,0.79,0.73,0.72,0.64,0.57,0.49,0.43,0.38,0.33,0.54
"32",0.09,0.09,0.06,0.05,0.03,0.03,0.03,0.01,0.01,0.02,0.03,0.05,0.04,0.04,0.05,0.03,0.04,0.04,0
"33",0.03,0.03,0.03,0.04,0.04,0.06,0.07,0.09,0.14,0.18,0.28,0.38,0.41,0.42,0.34,0.29,0.22,0.16,0.09
"34",0.31,0.29,0.27,0.26,0.29,0.34,0.36,0.53,0.69,0.78,0.86,0.92,0.96,0.96,0.89,0.83,0.76,0.64,0.67
"35",0.13,0.14,0.13,0.15,0.18,0.21,0.26,0.31,0.39,0.46,0.43,0.45,0.37,0.25,0.13,0.08,0.08,0.07,0.2
"36",0.42,0.52,0.63,0.78,0.88,0.91,0.81,0.67,0.52,0.38,0.18,0.13,0.08,0.04,0.03,0.04,0.04,0.06,0.32
"37",0.23,0.22,0.22,0.23,0.25,0.29,0.36,0.44,0.56,0.72,0.85,0.93,0.99,0.94,0.87,0.76,0.66,0.52,0.65
"38",0.32,0.31,0.31,0.28,0.23,0.21,0.2,0.23,0.28,0.3,0.33,0.45,0.6,0.69,0.73,0.76,0.8,0.8,0.35
"39",0.48,0.42,0.37,0.29,0.21,0.15,0.09,0.08,0.07,0.05,0.04,0.04,0.03,0.05,0.06,0.1,0.11,0.12,0.09
"40",0.1,0.07,0.04,0.03,0.03,0.03,0.03,0.05,0.07,0.12,0.17,0.25,0.24,0.23,0.21,0.21,0.19,0.14,0.07
"41",0.51,0.5,0.51,0.52,0.51,0.5,0.48,0.49,0.41,0.39,0.36,0.32,0.29,0.29,0.29,0.32,0.34,0.36,0.46
"42",0.21,0.19,0.2,0.2,0.24,0.26,0.36,0.51,0.65,0.81,0.93,0.97,0.95,0.77,0.68,0.56,0.47,0.43,0.55
"43",0.44,0.43,0.45,0.5,0.52,0.51,0.53,0.54,0.61,0.63,0.65,0.71,0.74,0.75,0.74,0.71,0.69,0.66,0.74
"44",0.39,0.39,0.39,0.35,0.34,0.31,0.31,0.23,0.21,0.21,0.21,0.23,0.26,0.28,0.37,0.44,0.51,0.6,0.3
"45",0.45,0.49,0.51,0.52,0.56,0.64,0.64,0.58,0.54,0.54,0.52,0.5,0.5,0.52,0.5,0.52,0.52,0.49,0.6
"46",0.01,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.03,0.04,0.06,0.08,0
"47",0.36,0.28,0.18,0.14,0.12,0.08,0.04,0.02,0.02,0.02,0.02,0.02,0.04,0.06,0.08,0.09,0.1,0.12,0.03
"48",0.35,0.28,0.2,0.17,0.11,0.08,0.07,0.08,0.06,0.05,0.05,0.06,0.07,0.11,0.13,0.17,0.22,0.26,0.07
"49",0.86,0.83,0.8,0.73,0.59,0.44,0.3,0.17,0.09,0.06,0.04,0.03,0.03,0.03,0.05,0.05,0.06,0.06,0.09
"50",0.05,0.06,0.06,0.09,0.14,0.27,0.37,0.45,0.5,0.56,0.59,0.6,0.61,0.59,0.58,0.58,0.6,0.62,0.39
"51",0.65,0.61,0.62,0.62,0.57,0.49,0.41,0.35,0.28,0.25,0.25,0.27,0.31,0.38,0.45,0.53,0.61,0.74,0.47
"52",0.47,0.37,0.32,0.23,0.18,0.12,0.11,0.09,0.09,0.1,0.11,0.12,0.15,0.19,0.21,0.28,0.31,0.38,0.12
"53",0.79,0.84,0.85,0.85,0.77,0.7,0.58,0.42,0.33,0.2,0.18,0.14,0.12,0.14,0.18,0.24,0.32,0.44,0.35
"54",0.22,0.24,0.27,0.34,0.43,0.52,0.62,0.8,0.94,1,0.97,0.91,0.84,0.76,0.71,0.67,0.58,0.53,0.73
"55",0.53,0.56,0.6,0.66,0.71,0.72,0.71,0.59,0.38,0.25,0.2,0.15,0.09,0.08,0.07,0.06,0.06,0.05,0.21
"56",0.22,0.19,0.15,0.12,0.08,0.03,0.01,0.01,0,0,0,0,0.01,0.01,0.02,0.03,0.07,0.08,0
"57",0.51,0.54,0.55,0.57,0.53,0.49,0.41,0.41,0.35,0.25,0.23,0.15,0.11,0.1,0.11,0.08,0.06,0.07,0.22
"58",0.24,0.24,0.24,0.24,0.26,0.3,0.34,0.4,0.47,0.57,0.63,0.66,0.69,0.66,0.63,0.59,0.52,0.49,0.45
"59",0.2,0.14,0.14,0.13,0.12,0.12,0.11,0.11,0.1,0.1,0.13,0.18,0.21,0.24,0.24,0.27,0.28,0.29,0.12
"60",0.1,0.12,0.13,0.16,0.21,0.26,0.35,0.38,0.41,0.37,0.32,0.25,0.2,0.16,0.15,0.12,0.11,0.11,0.18
"61",0.21,0.17,0.14,0.09,0.06,0.04,0.04,0.06,0.06,0.09,0.12,0.14,0.15,0.14,0.11,0.12,0.12,0.11,0.05
"62",0,0,0,0,0,0,0,0,0,0,0,0.01,0.03,0.06,0.14,0.18,0.25,0.32,0
"63",0.25,0.35,0.45,0.52,0.65,0.8,0.92,0.97,0.99,0.91,0.76,0.57,0.41,0.24,0.15,0.11,0.08,0.08,0.54
"64",0.76,0.76,0.83,0.9,0.94,0.96,0.95,0.9,0.81,0.72,0.63,0.56,0.54,0.5,0.5,0.51,0.55,0.6,0.85
"65",0.3,0.3,0.35,0.38,0.44,0.51,0.56,0.65,0.76,0.8,0.81,0.82,0.85,0.91,0.93,0.93,0.93,0.91,0.79
"66",0.61,0.58,0.52,0.46,0.44,0.44,0.43,0.45,0.42,0.41,0.44,0.42,0.47,0.41,0.38,0.38,0.39,0.38,0.51
"67",0,0,0,0,0,0,0.02,0.02,0.02,0.02,0.07,0.11,0.22,0.31,0.39,0.52,0.55,0.62,0.02
"68",0.57,0.61,0.63,0.71,0.75,0.79,0.82,0.9,0.97,0.99,0.97,0.95,0.97,0.99,0.99,0.99,0.97,0.97,0.95
"69",0.39,0.34,0.32,0.29,0.22,0.13,0.07,0.05,0.01,0,0,0,0,0,0,0,0.04,0.05,0
"70",0.38,0.36,0.37,0.35,0.35,0.27,0.21,0.16,0.13,0.09,0.08,0.06,0.05,0.06,0.09,0.1,0.1,0.13,0.13
