"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",0.36,0.34,0.36,0.38,0.44,0.44,0.54,0.62,0.76,0.9,1,0.96,0.88,0.76,0.66,0.58,0.51,0.48,0.66
"2",0.6,0.45,0.3,0.2,0.09,0.04,0.01,0.01,0,0,0,0,0.02,0.04,0.08,0.17,0.34,0.4,0.02
"3",0.23,0.23,0.25,0.23,0.25,0.25,0.23,0.24,0.25,0.3,0.34,0.34,0.41,0.45,0.53,0.58,0.63,0.64,0.3
"4",0.56,0.49,0.41,0.38,0.31,0.29,0.26,0.23,0.23,0.21,0.19,0.19,0.21,0.23,0.21,0.22,0.25,0.28,0.22
"5",0.27,0.29,0.34,0.36,0.42,0.44,0.47,0.51,0.57,0.62,0.65,0.63,0.61,0.6,0.57,0.54,0.56,0.54,0.51
"6",0.7,0.65,0.65,0.61,0.55,0.52,0.48,0.41,0.37,0.28,0.28,0.29,0.31,0.33,0.36,0.47,0.55,0.61,0.46
"7",0.51,0.5,0.45,0.37,0.33,0.27,0.25,0.2,0.18,0.18,0.21,0.2,0.2,0.23,0.25,0.28,0.32,0.36,0.21
"8",0.71,0.67,0.61,0.53,0.47,0.41,0.28,0.16,0.07,0.06,0.04,0.01,0,0,0,0.01,0.01,0.01,0.04
"9",0.85,0.85,0.86,0.84,0.79,0.73,0.66,0.57,0.52,0.47,0.43,0.4,0.39,0.4,0.4,0.4,0.41,0.42,0.63
"10",0.58,0.58,0.59,0.56,0.56,0.53,0.47,0.44,0.35,0.31,0.25,0.24,0.22,0.25,0.29,0.32,0.38,0.42,0.39
"11",0.93,0.95,0.98,0.98,0.99,0.97,0.95,0.93,0.83,0.71,0.61,0.5,0.42,0.35,0.28,0.23,0.2,0.18,0.74
"12",0.18,0.18,0.16,0.17,0.16,0.15,0.14,0.11,0.11,0.08,0.06,0.07,0.07,0.07,0.08,0.1,0.11,0.11,0.08
"13",0.19,0.22,0.23,0.25,0.29,0.33,0.45,0.47,0.52,0.5,0.49,0.44,0.44,0.43,0.36,0.33,0.36,0.36,0.43
"14",0.61,0.66,0.69,0.7,0.7,0.79,0.83,0.88,0.89,0.9,0.94,0.97,0.98,0.98,0.99,0.96,0.93,0.91,0.97
"15",0.82,0.87,0.9,0.95,0.99,1,1,0.98,0.96,0.9,0.84,0.77,0.77,0.73,0.68,0.71,0.74,0.79,0.97
"16",0.32,0.34,0.34,0.41,0.45,0.53,0.6,0.69,0.74,0.77,0.76,0.74,0.74,0.74,0.73,0.76,0.75,0.73,0.75
"17",0.41,0.35,0.34,0.32,0.29,0.29,0.29,0.27,0.25,0.26,0.27,0.28,0.32,0.35,0.4,0.46,0.53,0.61,0.34
"18",0.57,0.62,0.67,0.74,0.81,0.88,0.91,0.91,0.82,0.71,0.53,0.35,0.28,0.26,0.22,0.19,0.18,0.17,0.6
"19",0.16,0.17,0.17,0.16,0.16,0.16,0.11,0.1,0.1,0.07,0.06,0.08,0.12,0.16,0.16,0.17,0.21,0.21,0.1
"20",0.46,0.58,0.71,0.86,0.94,0.99,0.95,0.86,0.73,0.62,0.54,0.46,0.43,0.46,0.46,0.48,0.52,0.6,0.72
"21",0.26,0.24,0.21,0.18,0.11,0.09,0.03,0.01,0.01,0,0,0,0.01,0.02,0.05,0.08,0.14,0.19,0.02
"22",0.94,0.93,0.92,0.9,0.92,0.94,0.91,0.9,0.92,0.94,0.94,0.97,0.99,0.99,1,1,1,0.99,1
"23",0.75,0.7,0.63,0.58,0.53,0.48,0.48,0.41,0.33,0.27,0.23,0.23,0.23,0.24,0.26,0.26,0.3,0.35,0.35
"24",0.15,0.13,0.1,0.09,0.08,0.09,0.1,0.11,0.14,0.16,0.23,0.27,0.35,0.44,0.51,0.58,0.64,0.7,0.13
"25",0.59,0.54,0.51,0.43,0.4,0.36,0.34,0.34,0.33,0.38,0.42,0.42,0.42,0.4,0.42,0.44,0.45,0.5,0.41
"26",0.81,0.75,0.72,0.69,0.67,0.67,0.69,0.73,0.76,0.79,0.8,0.78,0.67,0.56,0.47,0.32,0.19,0.15,0.73
"27",1,0.99,0.97,0.95,0.91,0.87,0.78,0.72,0.71,0.72,0.73,0.72,0.72,0.7,0.64,0.64,0.61,0.55,0.88
"28",0.9,0.83,0.77,0.7,0.67,0.63,0.66,0.68,0.73,0.79,0.81,0.83,0.83,0.87,0.89,0.91,0.92,0.94,0.91
"29",1,1,0.97,0.92,0.88,0.8,0.74,0.68,0.6,0.54,0.55,0.55,0.56,0.57,0.64,0.67,0.7,0.76,0.82
"30",0.46,0.45,0.46,0.46,0.45,0.49,0.53,0.56,0.58,0.61,0.67,0.65,0.6,0.58,0.53,0.44,0.4,0.34,0.61
"31",0.5,0.42,0.36,0.32,0.27,0.23,0.23,0.2,0.16,0.13,0.13,0.11,0.1,0.1,0.11,0.1,0.13,0.17,0.15
"32",0.17,0.11,0.09,0.07,0.07,0.07,0.04,0.07,0.15,0.25,0.41,0.53,0.69,0.81,0.82,0.77,0.69,0.63,0.23
"33",0.06,0.04,0.03,0,0,0,0,0,0.03,0.04,0.05,0.05,0.08,0.07,0.07,0.08,0.08,0.08,0
"34",0.32,0.28,0.25,0.24,0.23,0.25,0.32,0.36,0.38,0.44,0.44,0.38,0.36,0.36,0.31,0.3,0.25,0.22,0.32
"35",0.05,0.04,0.04,0.04,0.04,0.03,0.03,0.04,0.03,0.05,0.09,0.09,0.08,0.06,0.05,0.04,0.07,0.06,0.01
"36",0.45,0.48,0.52,0.53,0.56,0.52,0.43,0.28,0.16,0.12,0.03,0.02,0.01,0.01,0.03,0.03,0.03,0.04,0.08
"37",0.33,0.32,0.28,0.17,0.13,0.13,0.13,0.14,0.13,0.13,0.11,0.16,0.21,0.24,0.26,0.27,0.27,0.28,0.12
"38",0.66,0.6,0.55,0.48,0.46,0.34,0.31,0.29,0.31,0.31,0.33,0.33,0.34,0.43,0.46,0.52,0.61,0.65,0.41
"39",0.12,0.11,0.13,0.16,0.18,0.21,0.3,0.35,0.5,0.63,0.68,0.81,0.88,0.89,0.84,0.77,0.7,0.65,0.42
"40",0.17,0.15,0.1,0.08,0.07,0.06,0.06,0.04,0.04,0.08,0.15,0.18,0.17,0.16,0.14,0.16,0.18,0.14,0.06
"41",0.55,0.57,0.55,0.55,0.53,0.49,0.46,0.4,0.39,0.34,0.3,0.26,0.25,0.23,0.26,0.26,0.28,0.32,0.39
"42",0.57,0.55,0.48,0.47,0.44,0.4,0.43,0.45,0.49,0.46,0.45,0.41,0.36,0.3,0.25,0.24,0.24,0.21,0.41
"43",0.55,0.54,0.59,0.64,0.67,0.68,0.7,0.68,0.6,0.51,0.43,0.36,0.31,0.3,0.31,0.3,0.38,0.39,0.54
