"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",0.18,0.17,0.19,0.23,0.28,0.34,0.37,0.53,0.58,0.77,0.91,0.96,0.97,0.99,0.97,0.89,0.86,0.82,0.55
"2",0.53,0.52,0.53,0.53,0.49,0.47,0.5,0.51,0.53,0.56,0.57,0.57,0.55,0.52,0.56,0.58,0.57,0.58,0.68
"3",0.43,0.45,0.47,0.48,0.48,0.4,0.25,0.15,0.12,0.07,0.03,0.02,0.02,0.02,0.01,0.02,0.05,0.05,0.06
"4",0.32,0.19,0.14,0.07,0.06,0.03,0.02,0.02,0.05,0.08,0.08,0.12,0.15,0.19,0.28,0.3,0.36,0.38,0.09
"5",0.27,0.18,0.12,0.09,0.05,0.03,0.02,0.02,0.02,0.03,0.03,0.06,0.11,0.23,0.34,0.48,0.64,0.72,0.02
"6",0.8,0.84,0.91,0.95,0.99,0.98,0.9,0.73,0.53,0.4,0.23,0.17,0.1,0.09,0.08,0.08,0.09,0.1,0.38
"7",0.3,0.24,0.18,0.15,0.14,0.13,0.14,0.17,0.18,0.19,0.22,0.23,0.25,0.27,0.29,0.3,0.3,0.31,0.18
"8",0.47,0.45,0.47,0.46,0.43,0.33,0.29,0.23,0.17,0.08,0.08,0.02,0.03,0.03,0.03,0.04,0.04,0.05,0.09
"9",0.38,0.33,0.26,0.19,0.11,0.05,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0
"10",0.54,0.5,0.42,0.35,0.32,0.26,0.19,0.15,0.08,0.05,0.03,0.02,0.02,0.02,0.01,0,0,0,0.02
"11",0.44,0.44,0.43,0.39,0.41,0.36,0.31,0.27,0.2,0.19,0.13,0.12,0.11,0.09,0.12,0.13,0.14,0.19,0.17
"12",0.69,0.7,0.69,0.66,0.67,0.62,0.58,0.51,0.37,0.22,0.17,0.11,0.09,0.08,0.07,0.07,0.08,0.12,0.24
"13",0.86,0.89,0.97,0.99,0.98,0.96,0.86,0.74,0.66,0.51,0.39,0.29,0.2,0.18,0.14,0.11,0.1,0.1,0.5
"14",0.95,0.85,0.74,0.64,0.5,0.41,0.31,0.21,0.17,0.1,0.08,0.04,0.02,0.02,0.06,0.08,0.08,0.09,0.18
"15",0.64,0.64,0.62,0.6,0.5,0.46,0.43,0.41,0.39,0.32,0.31,0.26,0.31,0.35,0.4,0.41,0.45,0.45,0.44
"16",0.93,0.94,0.95,0.97,0.96,0.97,0.96,0.98,0.97,1,1,1,0.99,0.97,0.92,0.93,0.9,0.86,1
"17",0.77,0.78,0.82,0.86,0.88,0.9,0.88,0.88,0.82,0.71,0.58,0.43,0.33,0.22,0.17,0.14,0.12,0.12,0.54
"18",0.54,0.56,0.61,0.71,0.79,0.86,0.95,0.98,0.97,0.87,0.83,0.69,0.57,0.51,0.45,0.44,0.39,0.36,0.78
"19",0.12,0.06,0.05,0.04,0.03,0.03,0.02,0.02,0.03,0.05,0.07,0.09,0.22,0.34,0.46,0.58,0.67,0.75,0.06
"20",0.1,0.12,0.14,0.16,0.18,0.21,0.32,0.36,0.51,0.66,0.81,0.91,0.98,1,1,0.96,0.92,0.93,0.49
"21",0.62,0.57,0.54,0.53,0.49,0.46,0.46,0.47,0.52,0.48,0.45,0.48,0.53,0.58,0.6,0.66,0.7,0.78,0.65
"22",0.88,0.91,0.88,0.91,0.93,0.89,0.85,0.77,0.67,0.58,0.47,0.36,0.29,0.25,0.25,0.24,0.22,0.22,0.6
"23",0,0,0,0.02,0.02,0.02,0.04,0.05,0.18,0.28,0.4,0.56,0.64,0.7,0.76,0.77,0.84,0.85,0.09
"24",0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.09,0.14,0.21,0.29,0.37,0.44,0.48,0.5,0.49,0.5,0.44,0.09
"25",0.08,0.07,0.08,0.05,0.06,0.05,0.06,0.14,0.15,0.18,0.29,0.4,0.52,0.57,0.61,0.68,0.73,0.83,0.15
"26",0.66,0.69,0.71,0.75,0.77,0.85,0.95,0.98,0.98,0.99,1,0.96,0.91,0.83,0.8,0.78,0.74,0.73,1
"27",0.15,0.12,0.11,0.1,0.1,0.11,0.14,0.22,0.31,0.42,0.6,0.73,0.89,0.95,0.95,0.89,0.82,0.72,0.34
"28",0.37,0.39,0.43,0.45,0.58,0.65,0.79,0.88,0.93,0.96,0.99,1,0.95,0.92,0.9,0.88,0.88,0.81,0.89
"29",0.99,0.94,0.93,0.9,0.89,0.79,0.67,0.54,0.43,0.31,0.22,0.12,0.07,0.04,0.02,0.02,0.02,0.02,0.25
"30",0.15,0.1,0.06,0.06,0.05,0.04,0.04,0.06,0.07,0.12,0.19,0.27,0.38,0.58,0.73,0.79,0.91,0.96,0.13
