"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",0.22,0.18,0.18,0.16,0.14,0.13,0.12,0.15,0.14,0.15,0.13,0.16,0.18,0.17,0.19,0.2,0.22,0.27,0.15
"2",0.11,0.1,0.06,0.05,0.05,0.06,0.08,0.12,0.17,0.26,0.4,0.5,0.63,0.72,0.77,0.82,0.82,0.88,0.23
"3",0.22,0.17,0.14,0.1,0.09,0.09,0.1,0.11,0.12,0.13,0.17,0.17,0.21,0.24,0.31,0.36,0.43,0.49,0.14
"4",0.16,0.12,0.11,0.1,0.12,0.19,0.22,0.32,0.42,0.6,0.77,0.91,0.97,0.94,0.89,0.83,0.81,0.78,0.39
"5",0.58,0.56,0.52,0.52,0.53,0.57,0.58,0.63,0.72,0.8,0.82,0.81,0.81,0.79,0.67,0.63,0.56,0.55,0.73
"6",0.81,0.77,0.74,0.71,0.68,0.63,0.56,0.52,0.53,0.49,0.52,0.51,0.52,0.53,0.53,0.56,0.54,0.51,0.71
"7",0.6,0.56,0.49,0.45,0.39,0.38,0.35,0.37,0.39,0.38,0.39,0.43,0.49,0.48,0.49,0.44,0.42,0.42,0.46
"8",1,0.99,0.99,0.98,0.98,0.98,0.96,0.95,0.92,0.88,0.84,0.79,0.75,0.72,0.74,0.73,0.7,0.72,1
"9",0.49,0.53,0.48,0.48,0.48,0.43,0.43,0.44,0.45,0.43,0.48,0.51,0.6,0.63,0.72,0.74,0.72,0.72,0.56
"10",0.34,0.27,0.19,0.17,0.15,0.12,0.1,0.05,0.02,0.01,0,0,0,0,0,0,0,0.01,0.01
"11",0.44,0.42,0.4,0.35,0.33,0.35,0.34,0.36,0.32,0.34,0.37,0.36,0.34,0.35,0.32,0.3,0.3,0.35,0.28
"12",0.95,0.9,0.89,0.9,0.84,0.81,0.78,0.76,0.75,0.78,0.8,0.82,0.85,0.88,0.9,0.88,0.89,0.86,0.95
"13",0.62,0.64,0.67,0.66,0.62,0.51,0.43,0.32,0.21,0.11,0.03,0.03,0.02,0.03,0.03,0.02,0.03,0.04,0.1
"14",0.06,0.07,0.1,0.1,0.16,0.21,0.23,0.32,0.38,0.43,0.49,0.52,0.54,0.53,0.49,0.49,0.48,0.46,0.27
"15",0.16,0.14,0.11,0.08,0.07,0.1,0.1,0.11,0.13,0.13,0.18,0.19,0.18,0.17,0.17,0.15,0.14,0.16,0.11
"16",0.65,0.53,0.38,0.31,0.24,0.17,0.1,0.07,0.04,0.02,0.01,0.01,0.01,0.01,0.01,0.04,0.04,0.07,0.03
"17",0.19,0.17,0.14,0.1,0.05,0.06,0.05,0.05,0.07,0.06,0.04,0.05,0.08,0.1,0.16,0.22,0.31,0.34,0.08
"18",0.13,0.12,0.1,0.1,0.11,0.13,0.14,0.15,0.23,0.36,0.43,0.53,0.62,0.64,0.7,0.7,0.71,0.73,0.29
"19",0.29,0.23,0.2,0.15,0.14,0.15,0.18,0.26,0.3,0.34,0.33,0.29,0.27,0.24,0.23,0.2,0.21,0.16,0.22
"20",0.15,0.12,0.1,0.09,0.07,0.08,0.13,0.13,0.15,0.24,0.27,0.38,0.49,0.58,0.66,0.73,0.84,0.92,0.21
"21",0,0,0,0,0,0,0,0,0.01,0.06,0.13,0.2,0.28,0.31,0.34,0.34,0.33,0.31,0
"22",1,1,0.96,0.94,0.93,0.94,0.9,0.84,0.8,0.8,0.78,0.78,0.8,0.8,0.86,0.82,0.85,0.85,0.96
"23",0.24,0.21,0.17,0.1,0.08,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.05,0.03
"24",0.37,0.38,0.39,0.38,0.39,0.38,0.32,0.29,0.26,0.24,0.24,0.22,0.27,0.29,0.29,0.33,0.44,0.49,0.3
"25",0.25,0.18,0.14,0.14,0.11,0.09,0.08,0.08,0.09,0.08,0.09,0.13,0.16,0.21,0.27,0.29,0.31,0.36,0.08
"26",0.37,0.3,0.25,0.18,0.17,0.14,0.06,0.03,0.02,0,0,0,0,0,0,0.01,0.04,0.08,0.03
"27",0.43,0.39,0.34,0.28,0.22,0.17,0.14,0.13,0.11,0.1,0.07,0.06,0.09,0.12,0.15,0.18,0.17,0.16,0.12
"28",0.92,0.92,0.91,0.91,0.88,0.83,0.76,0.67,0.54,0.42,0.36,0.26,0.16,0.11,0.1,0.08,0.06,0.06,0.36
"29",0.42,0.4,0.39,0.44,0.48,0.52,0.64,0.77,0.8,0.83,0.77,0.72,0.62,0.55,0.52,0.51,0.42,0.4,0.67
"30",0.89,0.88,0.86,0.82,0.72,0.54,0.28,0.14,0.09,0.03,0.01,0,0,0,0,0.01,0.01,0.03,0.04
"31",0.12,0.07,0.05,0.02,0,0,0,0,0,0,0,0,0,0.01,0.05,0.08,0.11,0.14,0
"32",0,0,0,0,0,0,0.01,0.02,0.02,0.05,0.12,0.28,0.41,0.52,0.7,0.79,0.83,0.87,0.01
"33",0.51,0.45,0.39,0.34,0.3,0.29,0.25,0.21,0.14,0.13,0.12,0.08,0.04,0.04,0.04,0.04,0.04,0.06,0.08
"34",0.28,0.23,0.12,0.07,0.06,0.06,0.06,0.06,0.07,0.09,0.12,0.13,0.16,0.22,0.26,0.31,0.43,0.49,0.1
"35",0.36,0.29,0.25,0.16,0.11,0.09,0.05,0.04,0.03,0.01,0.01,0.01,0,0,0,0.01,0.01,0.05,0.03
"36",0.78,0.71,0.64,0.54,0.43,0.36,0.28,0.17,0.16,0.14,0.1,0.09,0.13,0.17,0.19,0.23,0.25,0.29,0.21
"37",0.3,0.25,0.16,0.12,0.11,0.08,0.05,0.04,0.04,0.04,0.02,0.01,0.01,0.01,0.02,0.03,0.04,0.04,0.01
"38",0.76,0.76,0.73,0.7,0.64,0.59,0.54,0.5,0.42,0.39,0.38,0.35,0.31,0.33,0.32,0.3,0.29,0.31,0.48
"39",0.39,0.35,0.29,0.24,0.24,0.22,0.22,0.2,0.21,0.19,0.2,0.2,0.23,0.29,0.35,0.38,0.44,0.5,0.26
"40",0.89,0.9,0.9,0.88,0.88,0.85,0.77,0.71,0.58,0.49,0.43,0.33,0.23,0.17,0.09,0.11,0.11,0.13,0.49
"41",0.51,0.55,0.61,0.65,0.72,0.76,0.78,0.75,0.69,0.57,0.45,0.38,0.3,0.28,0.27,0.26,0.26,0.24,0.5
"42",0.81,0.64,0.49,0.26,0.15,0.08,0.06,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.06,0.1,0.12,0.14,0.05
"43",0.57,0.47,0.4,0.36,0.3,0.27,0.21,0.17,0.19,0.21,0.26,0.32,0.37,0.41,0.54,0.6,0.65,0.77,0.33
"44",0.66,0.57,0.44,0.33,0.3,0.22,0.16,0.11,0.07,0.03,0.02,0.01,0.01,0.03,0.05,0.1,0.15,0.19,0.09
"45",0.4,0.36,0.29,0.27,0.23,0.23,0.19,0.12,0.1,0.09,0.08,0.11,0.12,0.12,0.15,0.16,0.17,0.25,0.08
"46",0.05,0.05,0.03,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0
"47",0.15,0.19,0.2,0.24,0.35,0.44,0.56,0.71,0.81,0.87,0.94,0.95,0.9,0.86,0.83,0.82,0.86,0.87,0.71
"48",0.58,0.56,0.51,0.48,0.4,0.38,0.32,0.24,0.19,0.13,0.07,0.04,0.05,0.07,0.09,0.11,0.15,0.18,0.18
"49",0.72,0.76,0.81,0.77,0.77,0.73,0.68,0.69,0.7,0.68,0.73,0.77,0.78,0.84,0.9,0.91,0.94,0.98,0.89
"50",0.35,0.32,0.31,0.3,0.31,0.31,0.35,0.38,0.41,0.51,0.6,0.72,0.77,0.81,0.88,0.9,0.9,0.94,0.55
"51",0.69,0.71,0.74,0.75,0.74,0.74,0.73,0.7,0.58,0.45,0.37,0.3,0.24,0.24,0.22,0.21,0.2,0.2,0.54
"52",0.95,0.96,0.93,0.86,0.81,0.75,0.66,0.57,0.48,0.42,0.32,0.29,0.31,0.34,0.36,0.39,0.41,0.43,0.62
"53",0.75,0.69,0.63,0.55,0.45,0.28,0.25,0.2,0.14,0.12,0.13,0.11,0.1,0.13,0.14,0.14,0.21,0.27,0.21
"54",0.49,0.46,0.41,0.38,0.35,0.34,0.31,0.31,0.31,0.31,0.35,0.38,0.4,0.44,0.49,0.49,0.53,0.55,0.38
"55",0.95,0.9,0.81,0.72,0.61,0.58,0.47,0.41,0.35,0.29,0.25,0.22,0.21,0.21,0.19,0.24,0.27,0.28,0.35
"56",0.95,0.94,0.91,0.85,0.86,0.85,0.85,0.85,0.82,0.85,0.84,0.86,0.85,0.85,0.84,0.81,0.77,0.76,0.96
"57",0.24,0.16,0.11,0.09,0.05,0.06,0.04,0.02,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.03,0.07,0.01
"58",0.8,0.75,0.74,0.72,0.7,0.69,0.69,0.75,0.79,0.81,0.78,0.75,0.62,0.44,0.39,0.31,0.18,0.13,0.67
"59",0,0,0,0,0,0,0,0,0.01,0.04,0.08,0.16,0.18,0.25,0.29,0.38,0.44,0.5,0.01
"60",0.58,0.6,0.63,0.54,0.48,0.41,0.34,0.3,0.29,0.28,0.31,0.35,0.39,0.45,0.46,0.48,0.5,0.5,0.44
"61",0.77,0.82,0.88,0.94,0.92,0.89,0.83,0.75,0.66,0.51,0.35,0.28,0.22,0.19,0.19,0.19,0.19,0.21,0.59
"62",0.93,0.91,0.86,0.72,0.6,0.46,0.32,0.26,0.15,0.12,0.11,0.07,0.07,0.06,0.06,0.06,0.08,0.08,0.17
"63",0.48,0.41,0.38,0.36,0.32,0.3,0.29,0.3,0.31,0.34,0.36,0.39,0.48,0.57,0.62,0.68,0.74,0.8,0.42
"64",0.82,0.85,0.9,0.92,0.97,0.99,0.92,0.82,0.74,0.63,0.46,0.41,0.36,0.33,0.31,0.32,0.36,0.4,0.71
"65",0.96,0.93,0.89,0.82,0.85,0.85,0.86,0.9,0.95,0.95,0.93,0.93,0.89,0.88,0.87,0.85,0.8,0.8,1
"66",0.93,0.91,0.92,0.87,0.77,0.72,0.63,0.55,0.43,0.38,0.29,0.24,0.2,0.18,0.2,0.23,0.23,0.26,0.47
"67",0.26,0.17,0.11,0.11,0.1,0.07,0.1,0.13,0.21,0.27,0.51,0.7,0.87,0.95,0.99,0.94,0.9,0.85,0.27
"68",0.32,0.3,0.27,0.25,0.26,0.24,0.2,0.18,0.16,0.16,0.12,0.12,0.12,0.11,0.13,0.16,0.21,0.25,0.14
"69",0.64,0.6,0.49,0.39,0.31,0.19,0.08,0.04,0.03,0,0,0,0,0,0,0,0,0,0.01
"70",0.76,0.61,0.48,0.36,0.28,0.22,0.15,0.1,0.1,0.12,0.14,0.2,0.28,0.39,0.47,0.62,0.65,0.73,0.24
"71",0.4,0.32,0.23,0.18,0.11,0.08,0.07,0.07,0.06,0.05,0.02,0.02,0.04,0.05,0.08,0.2,0.24,0.3,0.07
"72",1,1,1,0.99,0.99,0.99,1,1,0.97,0.97,0.96,0.92,0.89,0.78,0.69,0.66,0.61,0.59,0.99
"73",0.37,0.43,0.46,0.48,0.52,0.49,0.52,0.5,0.5,0.48,0.42,0.38,0.36,0.35,0.36,0.37,0.39,0.42,0.46
"74",0.21,0.19,0.17,0.16,0.16,0.18,0.2,0.18,0.22,0.27,0.25,0.26,0.23,0.22,0.2,0.16,0.21,0.24,0.21
"75",0.64,0.68,0.72,0.77,0.84,0.92,0.9,0.9,0.89,0.83,0.75,0.68,0.59,0.53,0.47,0.45,0.45,0.47,0.86
"76",0.2,0.2,0.17,0.17,0.16,0.15,0.18,0.15,0.14,0.11,0.11,0.1,0.09,0.07,0.07,0.09,0.12,0.15,0.09
"77",0.07,0.06,0.06,0.06,0.06,0.07,0.07,0.1,0.1,0.11,0.15,0.18,0.19,0.21,0.21,0.22,0.22,0.24,0.07
"78",0.02,0.02,0.02,0.01,0,0,0,0,0,0,0,0,0.01,0.03,0.07,0.14,0.22,0.3,0
"79",0.39,0.34,0.24,0.19,0.13,0.08,0.03,0,0,0,0,0,0.01,0.02,0.03,0.05,0.06,0.08,0
"80",0.25,0.14,0.06,0.03,0,0,0,0,0,0,0,0,0.01,0.01,0.02,0.02,0.03,0.06,0
"81",0.96,0.96,0.9,0.87,0.83,0.76,0.7,0.61,0.59,0.5,0.44,0.43,0.45,0.44,0.46,0.51,0.57,0.64,0.75
"82",0.38,0.33,0.32,0.28,0.27,0.26,0.24,0.19,0.17,0.19,0.21,0.19,0.2,0.24,0.3,0.35,0.4,0.48,0.28
"83",0.6,0.51,0.4,0.31,0.18,0.11,0.07,0.04,0.03,0.02,0.03,0.03,0.03,0.04,0.09,0.12,0.17,0.21,0.04
"84",0.65,0.64,0.64,0.67,0.64,0.61,0.62,0.59,0.62,0.61,0.57,0.52,0.5,0.49,0.47,0.44,0.43,0.39,0.66
