"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",0.95,0.86,0.81,0.73,0.54,0.42,0.32,0.27,0.23,0.19,0.18,0.16,0.18,0.23,0.29,0.31,0.36,0.38,0.33
"2",0.98,0.97,0.93,0.88,0.79,0.7,0.48,0.31,0.25,0.18,0.12,0.06,0.04,0.04,0.04,0.04,0.09,0.11,0.22
"3",0.86,0.95,0.92,0.81,0.72,0.59,0.33,0.22,0.14,0.1,0.09,0.08,0.07,0.1,0.17,0.26,0.39,0.49,0.28
"4",0.14,0.06,0.05,0.03,0.03,0.01,0.01,0,0,0,0,0.01,0.01,0.05,0.07,0.15,0.19,0.25,0
"5",0.44,0.35,0.28,0.2,0.17,0.16,0.14,0.15,0.17,0.18,0.22,0.24,0.35,0.47,0.53,0.59,0.75,0.82,0.25
"6",0.5,0.46,0.49,0.49,0.44,0.46,0.43,0.45,0.46,0.47,0.48,0.53,0.56,0.61,0.7,0.73,0.75,0.77,0.6
"7",0.53,0.48,0.39,0.3,0.24,0.24,0.27,0.25,0.26,0.26,0.24,0.25,0.22,0.21,0.23,0.24,0.26,0.28,0.24
"8",0.76,0.79,0.87,0.91,0.93,0.95,0.94,0.98,0.98,0.99,1,1,0.98,0.94,0.92,0.95,0.96,0.97,1
"9",0.94,0.92,0.93,0.93,0.92,0.87,0.86,0.8,0.76,0.69,0.65,0.55,0.53,0.5,0.46,0.46,0.48,0.47,0.8
"10",0.12,0.09,0.06,0.03,0.02,0.01,0.01,0.02,0.03,0.05,0.06,0.09,0.12,0.13,0.15,0.23,0.3,0.36,0.02
"11",0.56,0.54,0.53,0.52,0.51,0.5,0.45,0.45,0.43,0.41,0.4,0.37,0.35,0.37,0.47,0.62,0.74,0.86,0.5
"12",0.77,0.78,0.76,0.75,0.73,0.7,0.68,0.67,0.72,0.67,0.72,0.74,0.8,0.81,0.79,0.84,0.87,0.9,0.87
"13",0.07,0.07,0.08,0.08,0.07,0.1,0.1,0.15,0.22,0.31,0.36,0.4,0.4,0.33,0.29,0.22,0.13,0.1,0.11
"14",0.77,0.79,0.76,0.78,0.79,0.76,0.69,0.59,0.52,0.41,0.37,0.34,0.34,0.32,0.31,0.35,0.45,0.46,0.59
"15",0.48,0.4,0.36,0.28,0.24,0.18,0.11,0.1,0.09,0.06,0.07,0.06,0.07,0.07,0.1,0.15,0.16,0.18,0.09
"16",0.34,0.3,0.27,0.22,0.19,0.19,0.18,0.19,0.22,0.27,0.26,0.23,0.18,0.15,0.14,0.11,0.11,0.12,0.17
"17",0.98,0.97,0.92,0.87,0.71,0.6,0.43,0.35,0.25,0.19,0.15,0.11,0.1,0.1,0.09,0.06,0.07,0.07,0.26
"18",0.43,0.35,0.31,0.26,0.22,0.17,0.15,0.11,0.07,0.07,0.08,0.08,0.09,0.11,0.15,0.15,0.19,0.25,0.13
"19",0.04,0.03,0.02,0.02,0.02,0.04,0.04,0.03,0.06,0.06,0.08,0.13,0.16,0.22,0.26,0.38,0.43,0.46,0.05
"20",0.86,0.78,0.61,0.5,0.37,0.29,0.23,0.18,0.13,0.09,0.08,0.06,0.04,0.06,0.1,0.13,0.16,0.24,0.16
"21",0.06,0.05,0.05,0.04,0.03,0.02,0.02,0.01,0,0,0,0,0,0,0,0,0,0.01,0
"22",0.44,0.45,0.47,0.49,0.51,0.58,0.65,0.71,0.79,0.86,0.94,0.96,0.96,0.96,0.97,0.93,0.91,0.88,0.88
"23",0.1,0.13,0.15,0.17,0.17,0.17,0.14,0.1,0.08,0.02,0.02,0.02,0.03,0.03,0.07,0.08,0.12,0.16,0.04
"24",0.15,0.14,0.13,0.12,0.1,0.08,0.08,0.11,0.16,0.24,0.3,0.38,0.44,0.49,0.47,0.46,0.49,0.47,0.16
"25",0.07,0.08,0.12,0.14,0.13,0.12,0.12,0.1,0.11,0.07,0.06,0.06,0.04,0.03,0.02,0.02,0.04,0.05,0.03
"26",0.49,0.52,0.55,0.58,0.6,0.57,0.51,0.43,0.37,0.26,0.19,0.13,0.11,0.09,0.05,0.07,0.07,0.09,0.21
"27",0.19,0.17,0.1,0.1,0.11,0.11,0.09,0.06,0.07,0.06,0.06,0.06,0.07,0.07,0.07,0.04,0.05,0.04,0.04
"28",0.02,0.02,0.02,0.04,0.07,0.11,0.17,0.26,0.35,0.49,0.66,0.8,0.9,0.94,0.98,0.99,1,1,0.25
"29",0.36,0.31,0.26,0.24,0.19,0.16,0.14,0.16,0.19,0.2,0.25,0.35,0.43,0.53,0.6,0.66,0.71,0.72,0.28
"30",0.05,0.04,0.04,0.06,0.16,0.19,0.28,0.35,0.44,0.54,0.61,0.61,0.57,0.52,0.44,0.37,0.35,0.32,0.3
"31",0.69,0.71,0.74,0.74,0.73,0.68,0.57,0.41,0.18,0.12,0.07,0.02,0,0,0,0,0,0,0.08
"32",0.5,0.34,0.22,0.09,0.03,0.01,0,0,0,0,0,0.02,0.04,0.05,0.06,0.08,0.09,0.13,0
"33",0.21,0.24,0.27,0.3,0.33,0.37,0.42,0.42,0.45,0.42,0.4,0.36,0.33,0.29,0.26,0.29,0.32,0.33,0.32
"34",0.83,0.84,0.82,0.8,0.7,0.58,0.49,0.4,0.29,0.21,0.15,0.15,0.15,0.14,0.17,0.15,0.16,0.17,0.29
"35",0.07,0.07,0.07,0.07,0.06,0.08,0.08,0.05,0.04,0.05,0.07,0.07,0.07,0.06,0.04,0.06,0.06,0.06,0.03
"36",0.44,0.45,0.48,0.56,0.64,0.71,0.78,0.84,0.9,0.85,0.82,0.78,0.65,0.53,0.45,0.38,0.34,0.34,0.72
"37",0.2,0.2,0.23,0.22,0.2,0.19,0.21,0.23,0.24,0.25,0.3,0.29,0.31,0.32,0.36,0.42,0.45,0.49,0.22
"38",0.84,0.86,0.83,0.8,0.82,0.83,0.9,0.9,0.9,0.85,0.82,0.73,0.66,0.54,0.48,0.41,0.39,0.35,0.85
"39",0.73,0.75,0.73,0.68,0.63,0.61,0.58,0.55,0.48,0.47,0.45,0.4,0.36,0.34,0.32,0.35,0.33,0.35,0.5
"40",0.6,0.57,0.52,0.49,0.49,0.5,0.5,0.52,0.58,0.64,0.71,0.74,0.77,0.77,0.75,0.73,0.69,0.68,0.77
"41",0.03,0.04,0.03,0.05,0.07,0.1,0.13,0.18,0.24,0.33,0.4,0.51,0.6,0.76,0.84,0.91,0.95,0.97,0.2
"42",0.57,0.58,0.56,0.56,0.55,0.6,0.57,0.53,0.42,0.36,0.24,0.16,0.08,0.05,0.06,0.07,0.08,0.09,0.27
"43",0.78,0.75,0.74,0.73,0.76,0.73,0.69,0.62,0.5,0.37,0.27,0.19,0.15,0.11,0.09,0.06,0.05,0.07,0.3
"44",0.44,0.44,0.46,0.48,0.53,0.56,0.55,0.56,0.52,0.43,0.35,0.27,0.2,0.15,0.15,0.15,0.18,0.19,0.36
"45",0.57,0.61,0.65,0.74,0.79,0.86,0.93,0.97,0.97,0.91,0.82,0.69,0.59,0.53,0.47,0.41,0.35,0.34,0.76
"46",0.05,0.05,0.04,0.03,0.05,0.08,0.07,0.12,0.17,0.19,0.17,0.17,0.15,0.13,0.12,0.12,0.08,0.05,0.06
"47",0.28,0.18,0.13,0.11,0.08,0.08,0.07,0.07,0.07,0.08,0.18,0.24,0.38,0.52,0.61,0.69,0.79,0.87,0.18
"48",0.76,0.73,0.73,0.75,0.77,0.78,0.78,0.79,0.78,0.73,0.67,0.59,0.44,0.36,0.36,0.3,0.29,0.27,0.73
"49",0.99,0.97,0.99,0.98,0.98,0.96,0.93,0.93,0.93,0.89,0.83,0.8,0.76,0.72,0.7,0.69,0.68,0.65,0.97
"50",0.71,0.65,0.65,0.55,0.44,0.42,0.36,0.25,0.2,0.18,0.15,0.14,0.12,0.16,0.2,0.28,0.34,0.37,0.29
"51",0.82,0.77,0.74,0.66,0.63,0.62,0.63,0.59,0.54,0.59,0.61,0.61,0.57,0.54,0.44,0.38,0.34,0.34,0.65
"52",0.73,0.73,0.71,0.7,0.76,0.78,0.81,0.85,0.92,0.96,0.96,0.93,0.89,0.81,0.69,0.63,0.52,0.5,0.93
"53",0.26,0.23,0.24,0.25,0.31,0.41,0.49,0.67,0.77,0.83,0.81,0.76,0.68,0.55,0.53,0.47,0.47,0.49,0.55
"54",0.54,0.58,0.6,0.63,0.64,0.68,0.68,0.61,0.54,0.48,0.44,0.37,0.33,0.32,0.33,0.35,0.36,0.38,0.53
"55",0.33,0.37,0.46,0.49,0.61,0.69,0.77,0.81,0.86,0.85,0.81,0.71,0.63,0.59,0.53,0.5,0.47,0.46,0.69
"56",0.22,0.26,0.26,0.34,0.35,0.49,0.57,0.65,0.7,0.75,0.78,0.84,0.88,0.88,0.9,0.95,0.95,0.96,0.71
"57",0.28,0.29,0.27,0.26,0.24,0.26,0.25,0.25,0.23,0.19,0.13,0.12,0.07,0.07,0.06,0.04,0.03,0.02,0.11
