"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",0.86,0.87,0.91,0.94,0.95,0.95,0.88,0.74,0.64,0.52,0.4,0.3,0.21,0.2,0.17,0.17,0.15,0.15,0.55
"2",0.42,0.41,0.37,0.35,0.32,0.32,0.27,0.23,0.16,0.16,0.18,0.16,0.16,0.13,0.15,0.14,0.15,0.16,0.21
"3",0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.04,0.05,0.08,0.18,0.31,0.34,0.4,0.43,0.48,0.02
"4",0.32,0.33,0.28,0.3,0.34,0.33,0.35,0.4,0.5,0.51,0.56,0.58,0.65,0.68,0.7,0.7,0.73,0.74,0.5
"5",0.1,0.1,0.09,0.08,0.18,0.23,0.33,0.5,0.6,0.8,0.94,1,0.99,0.98,0.94,0.92,0.84,0.81,0.54
"6",0.33,0.22,0.15,0.12,0.05,0.04,0.03,0.01,0.01,0.01,0.01,0.03,0.05,0.1,0.16,0.23,0.33,0.43,0.01
"7",0.36,0.33,0.32,0.31,0.26,0.25,0.23,0.24,0.19,0.15,0.13,0.14,0.11,0.12,0.13,0.14,0.12,0.12,0.14
"8",0.35,0.31,0.26,0.19,0.13,0.07,0.04,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.05,0.07,0.1,0.19,0.01
"9",0.02,0.02,0,0,0,0,0,0,0.04,0.05,0.09,0.17,0.37,0.55,0.7,0.77,0.86,0.9,0.03
"10",0.45,0.35,0.28,0.22,0.18,0.13,0.09,0.09,0.09,0.08,0.1,0.12,0.14,0.18,0.28,0.38,0.5,0.57,0.13
"11",0.33,0.23,0.18,0.14,0.1,0.08,0.06,0.06,0.05,0.04,0.03,0.04,0.05,0.06,0.1,0.15,0.18,0.26,0.05
"12",0.41,0.33,0.28,0.22,0.14,0.1,0.1,0.09,0.08,0.08,0.08,0.08,0.1,0.14,0.19,0.24,0.28,0.28,0.11
"13",0.61,0.55,0.46,0.37,0.29,0.2,0.15,0.06,0.04,0.03,0.03,0.02,0.01,0.02,0.03,0.05,0.09,0.13,0.05
"14",0.11,0.09,0.07,0.03,0.03,0.02,0.02,0.03,0.05,0.08,0.08,0.13,0.16,0.21,0.32,0.36,0.45,0.52,0.07
"15",0.08,0.07,0.08,0.11,0.14,0.17,0.25,0.35,0.43,0.5,0.53,0.54,0.51,0.45,0.46,0.46,0.45,0.47,0.29
"16",0.67,0.66,0.71,0.71,0.71,0.69,0.63,0.58,0.53,0.41,0.35,0.26,0.2,0.19,0.17,0.19,0.19,0.2,0.39
"17",0.41,0.36,0.31,0.25,0.2,0.19,0.15,0.14,0.12,0.14,0.14,0.14,0.15,0.13,0.16,0.14,0.11,0.1,0.14
"18",0.9,0.83,0.74,0.6,0.44,0.31,0.18,0.09,0.04,0.01,0,0,0,0,0,0,0,0.01,0.01
"19",0.07,0.1,0.11,0.1,0.11,0.1,0.1,0.1,0.15,0.25,0.35,0.42,0.47,0.53,0.56,0.62,0.67,0.68,0.14
"20",0.79,0.86,0.9,0.95,1,0.96,0.9,0.75,0.64,0.48,0.41,0.26,0.22,0.21,0.27,0.27,0.3,0.36,0.62
"21",0.37,0.39,0.42,0.45,0.46,0.52,0.56,0.6,0.64,0.71,0.76,0.78,0.8,0.83,0.85,0.85,0.84,0.84,0.74
"22",0.19,0.18,0.17,0.17,0.17,0.14,0.12,0.14,0.11,0.09,0.13,0.16,0.18,0.21,0.26,0.32,0.37,0.4,0.13
"23",0.42,0.41,0.41,0.42,0.39,0.34,0.27,0.18,0.09,0.07,0.03,0,0,0,0,0,0,0,0.05
"24",0.8,0.81,0.85,0.91,0.91,0.94,0.94,0.94,0.93,0.88,0.83,0.75,0.62,0.46,0.35,0.27,0.16,0.12,0.84
"25",0.86,0.83,0.83,0.83,0.85,0.91,0.93,0.98,1,0.97,0.9,0.8,0.68,0.55,0.4,0.36,0.35,0.35,0.93
"26",0.82,0.81,0.8,0.8,0.74,0.71,0.62,0.6,0.6,0.55,0.53,0.5,0.48,0.45,0.46,0.48,0.48,0.49,0.74
"27",0.45,0.53,0.66,0.77,0.85,0.95,0.99,0.99,0.91,0.81,0.74,0.68,0.65,0.62,0.64,0.63,0.65,0.66,0.84
"28",0.93,0.91,0.87,0.79,0.72,0.6,0.49,0.31,0.16,0.11,0.09,0.07,0.06,0.06,0.07,0.14,0.19,0.24,0.2
"29",0.44,0.33,0.27,0.19,0.11,0.1,0.08,0.06,0.1,0.1,0.13,0.21,0.32,0.39,0.57,0.7,0.8,0.86,0.18
"30",0.16,0.18,0.22,0.29,0.32,0.42,0.53,0.59,0.7,0.83,0.81,0.71,0.67,0.64,0.56,0.5,0.44,0.45,0.58
"31",0.37,0.38,0.42,0.48,0.57,0.63,0.69,0.76,0.78,0.85,0.85,0.84,0.82,0.79,0.79,0.78,0.81,0.8,0.8
"32",0.17,0.15,0.14,0.15,0.18,0.22,0.24,0.31,0.4,0.5,0.58,0.7,0.75,0.74,0.75,0.74,0.73,0.71,0.4
"33",0.59,0.5,0.41,0.37,0.33,0.34,0.27,0.23,0.23,0.21,0.18,0.18,0.2,0.23,0.25,0.25,0.26,0.29,0.24
"34",0.51,0.53,0.61,0.62,0.59,0.56,0.52,0.44,0.32,0.31,0.26,0.26,0.27,0.34,0.37,0.41,0.44,0.48,0.41
"35",0.05,0.06,0.06,0.09,0.13,0.17,0.28,0.4,0.54,0.61,0.64,0.61,0.5,0.42,0.34,0.32,0.3,0.25,0.22
"36",0.5,0.47,0.39,0.32,0.27,0.21,0.17,0.15,0.13,0.12,0.1,0.11,0.12,0.19,0.24,0.28,0.31,0.32,0.15
"37",0.94,0.94,0.92,0.92,0.94,0.9,0.79,0.74,0.65,0.51,0.44,0.31,0.23,0.16,0.14,0.11,0.1,0.1,0.46
"38",0.55,0.42,0.33,0.29,0.26,0.25,0.22,0.24,0.27,0.31,0.42,0.49,0.55,0.67,0.79,0.84,0.9,0.9,0.46
"39",0.5,0.47,0.42,0.43,0.44,0.44,0.51,0.56,0.64,0.69,0.79,0.85,0.86,0.85,0.83,0.8,0.79,0.77,0.73
"40",0.23,0.2,0.18,0.14,0.13,0.13,0.15,0.15,0.12,0.12,0.11,0.1,0.07,0.07,0.09,0.08,0.07,0.08,0.09
"41",0.55,0.47,0.37,0.31,0.27,0.19,0.19,0.16,0.16,0.21,0.26,0.34,0.42,0.55,0.63,0.75,0.79,0.84,0.32
"42",0.97,0.98,0.97,0.96,0.91,0.86,0.83,0.83,0.8,0.75,0.71,0.72,0.7,0.68,0.65,0.67,0.7,0.73,0.85
"43",0.53,0.48,0.42,0.38,0.33,0.22,0.21,0.22,0.22,0.17,0.17,0.16,0.17,0.19,0.22,0.34,0.41,0.49,0.22
"44",0.07,0.1,0.15,0.25,0.35,0.41,0.49,0.58,0.65,0.65,0.66,0.7,0.73,0.75,0.76,0.77,0.76,0.74,0.55
"45",0.66,0.61,0.57,0.56,0.52,0.49,0.46,0.42,0.31,0.21,0.2,0.15,0.11,0.06,0.06,0.04,0.04,0.04,0.19
