"","Gene","Bd.10.1","Bd.10.2","Bd.10.3","Bd.14.1","Bd.14.2","Bd.14.3","Bd.18.1","Bd.18.2","Bd.18.3","Bd.22.1","Bd.22.2","Bd.22.3","Bd.2.1","Bd.2.2","Bd.2.3","Bd.6.1","Bd.6.2","Bd.6.3"
"3","Bradi1g00260.v3.1",13.82154629,11.13399578,15.24695137,15.64996702,12.7577696,13.57060853,11.61762513,14.79591413,13.63847448,11.49593308,15.69966028,15.75510012,12.02778801,22.78009278,13.34286582,10.57268156,14.56417574,14.69228606
"4","Bradi1g00266.v3.1",5.333625746,5.398300986,3.551308548,5.262820768,4.920853987,3.511532128,4.157105479,6.159385068,4.747093328,7.013573849,2.433157683,3.911611063,4.230463368,7.031797127,3.61840429,5.413212959,6.883565646,2.131523365
"5","Bradi1g00450.v3.1",56.54790307,43.27075634,42.3315979,62.18438223,46.4747321,42.32127783,60.38938048,56.97431188,44.9090099,51.36256338,63.78349068,42.21280272,94.89509985,85.6267796,55.02989857,47.87310211,56.22786254,31.97285048
"6","Bradi1g00460.v3.1",31.25619389,29.52195852,19.74527553,38.36319349,33.62583558,26.4828048,35.4096306,44.05299321,20.26933501,28.68709905,38.35119966,24.39324121,40.64562843,30.54436877,24.72576265,21.99117765,27.60672117,17.96569694
"7","Bradi1g00470.v3.1",50.58341837,61.23697681,40.76902213,48.12711097,54.03826693,42.06522861,56.38074306,49.74372941,46.26532228,46.03646594,52.71841645,39.98535754,57.23568086,73.02814308,62.49285742,48.21142792,42.46073125,33.72374468
"8","Bradi1g00480.v3.1",91.99070642,88.14413329,82.39035832,95.83873609,90.21565643,86.21542942,110.8685184,91.38652846,84.16671822,109.8441679,116.5598395,97.24699727,100.5357177,103.9387513,78.24799277,81.62110165,98.25384228,73.84205945
"9","Bradi1g00485.v3.1",4.301311085,2.446105134,3.835413232,6.093792468,5.103107838,3.365218289,5.56755198,4.485639126,2.863326135,3.902289209,4.576653736,3.314003818,4.147513106,6.006326713,2.035352413,3.637002457,3.333094945,1.903145862
"10","Bradi1g00497.v3.1",48.7481923,44.70468004,52.03850793,49.30432088,42.46514737,52.49008962,61.836944,58.44720831,45.88856884,52.41723614,46.69345457,61.60787425,74.57228564,57.49959109,67.69431359,47.78852066,54.63377366,45.98000403
"11","Bradi1g00510.v3.1",19.90073262,16.53229677,15.57840683,15.92695759,15.85608507,18.80132827,19.48643193,23.83414222,14.7687348,15.60915684,18.24868262,20.31864636,23.22607339,23.95205897,15.30283481,21.14536312,17.60743634,11.41887517
"12","Bradi1g00517.v3.1",49.5511037,46.13860374,45.03059239,60.03770534,65.61138649,55.37978793,58.68199787,54.76496724,57.191172,50.51882517,61.00273904,53.02406108,61.05139291,76.2510501,64.0759093,47.36561339,50.72101003,36.00751971
"13","Bradi1g00530.v3.1",36.01631149,29.85935233,25.61677233,32.47714395,33.17020095,30.2869646,32.58873759,27.98503216,37.37394113,35.33153744,28.73443358,34.98718784,31.68700013,40.65257714,49.1499916,27.31980915,33.40340803,26.7201679
"14","Bradi1g00540.v3.1",3.441048868,3.711331928,4.545674942,3.739372651,4.64747321,5.596504328,3.340531188,3.749190911,4.37033989,2.953083726,1.274511167,6.356367978,2.820308912,3.662394337,2.563036372,3.975328267,3.767846459,7.612583448
"15","Bradi1g00560.v3.1",443.6659008,425.2848996,316.0664608,408.4225907,437.1358625,301.6625568,460.1767297,386.3005635,340.0576538,387.6977063,421.5735347,282.6138993,459.9592034,544.0853027,404.5828296,372.7504611,421.1293004,332.5937709
"16","Bradi1g00567.v3.1",70.59885262,57.44129643,59.51993127,67.10096479,70.34998663,53.00218805,69.03764456,68.95833283,55.68415825,65.60064563,74.15337699,59.38042906,82.20370975,72.9548952,59.55290394,61.74446032,69.41532515,51.76556745
"17","Bradi1g00580.v3.1",105.6402003,101.5555373,103.9823143,110.2422456,102.1532837,98.03027189,116.7701235,122.919902,104.4360532,114.484728,124.6703651,100.1807056,112.1487544,132.7251708,91.13855805,112.9162391,127.164818,103.9878899
"18","Bradi1g00587.v3.1",5.505678189,5.060907174,5.8714968,3.600877368,5.649869392,5.37703357,3.488999241,2.61104367,6.103405708,2.109345519,1.795902099,4.943841761,3.815712057,6.445814033,3.467637444,1.69162905,3.043260602,3.349536717
"21","Bradi1g00690.v3.1",4.530714343,2.361756681,6.960564755,3.393134443,6.470011723,4.169944401,7.794572773,4.351739451,9.117433218,4.535092865,5.851164903,6.084728321,2.156706815,3.36940279,3.316870599,4.229072624,4.057680802,4.491424234
"22","Bradi1g00700.v3.1",18.18020819,20.2436287,21.02374661,16.06545287,16.58510047,17.4113468,17.92751738,15.39846267,19.74188019,13.71074587,11.93405911,15.75510012,14.93104718,16.5540224,23.74577815,12.09514771,8.984864633,19.56433946
"23","Bradi1g00710.v3.1",23.45648312,20.58102251,27.6528559,21.259026,33.89921635,27.17779553,30.13901472,27.04773443,36.77113562,22.20086158,24.73710311,28.30485228,21.06936658,28.56667583,37.54094451,25.20527284,31.22965046,32.73410883
"24","Bradi1g00720.v3.1",5.104222488,5.482649439,1.894031226,4.293353784,4.556346284,5.047827433,4.305573532,3.146642372,3.164728886,4.113223761,4.344924433,5.595776938,3.649811533,8.203763315,5.276839589,6.428190389,5.28947676,2.283775034
"25","Bradi1g00730.v3.1",19.32722448,19.90623489,19.17706616,26.93733262,14.85368889,31.85983837,16.92535802,19.21460342,20.26933501,23.99380527,21.95635147,26.7836702,36.08336402,21.68137448,29.5503017,15.05549854,15.72351311,21.77198866
"26","Bradi1g00740.v3.1",4.588065158,6.073088609,7.528774122,5.74755426,5.740996318,7.388848852,4.973679769,4.686488639,6.404808459,4.956961969,3.591804198,7.660238332,4.479314154,2.71017181,12.36288132,3.806165362,3.043260602,5.93781509
"27","Bradi1g00750.v3.1",81.43815655,94.13287344,62.73978435,73.81798604,88.21086406,58.89132006,96.05883017,84.95934404,94.56511313,76.88564415,90.89581914,73.72300296,75.15293747,86.28601058,76.28802378,81.45193875,80.3565716,62.27093261
"28","Bradi1g00760.v3.1",13.4774414,7.760057667,9.659559251,18.07363448,13.66903885,15.25321768,11.76609319,13.65776689,7.836471526,16.92749779,16.45278052,13.63631079,22.56247129,14.57632946,14.47361716,6.089864579,11.37599796,15.2251669
"29","Bradi1g00790.v3.1",9.806989275,9.27832982,5.397988993,6.370783035,10.75297723,6.51096582,11.43204007,7.431431985,9.117433218,9.59752211,6.546352812,4.237578652,6.636020969,9.815216824,10.6290626,4.229072624,7.825527261,6.851325103
"30","Bradi1g00820.v3.1",26.38137466,23.44886991,31.0621121,33.44661093,26.88244308,44.07704389,25.98190924,36.55461138,30.44167785,38.17915389,32.90556104,35.96509061,34.42435878,24.24505051,36.10865947,22.58324781,19.99856967,26.64404207
"31","Bradi1g00830.v3.1",31.02679063,34.66721414,31.58297069,29.15325715,27.24695078,22.16654656,36.15197086,32.87237031,26.59879278,38.49555571,40.20503409,36.2910582,41.39218079,32.30231805,33.69638995,37.46958345,45.57645044,35.70301637
"32","Bradi1g00840.v3.1",2.752839095,1.855665964,10.60657486,3.808620293,2.369300068,4.3528367,2.746658977,4.820388314,3.541482324,5.800700176,3.70766885,8.529485235,2.488507863,1.904445055,10.25214549,5.751538769,3.478012116,10.50536516
"33","Bradi1g00847.v3.1",34.63989194,28.59412554,33.38230035,40.30212746,28.15822004,34.96900744,32.18045045,37.22410976,30.36632716,30.58551002,39.3360492,43.29936135,45.87149495,47.83087004,36.41019317,22.92157362,21.44774138,25.12152538
"34","Bradi1g00860.v3.1",29.87977434,28.50977708,29.45218556,37.94770764,30.34526625,31.05511225,39.78943815,33.27406934,31.94869161,31.95658461,33.77454593,25.26248812,35.66861271,33.18129269,32.49025518,29.51892692,35.79454136,32.35347965
"35","Bradi1g00887.v3.1",130.5878046,131.5835865,99.48399013,174.9195429,119.1940188,147.6306632,138.9660974,161.9516574,82.05689896,159.4665212,161.7470536,116.2074453,208.9517103,164.0752663,101.9937709,139.813141,108.3255857,77.0393445
"37","Bradi1g00910.v3.1",4.186609457,4.386119551,9.470156129,5.886049543,8.01916946,9.656713351,7.571870693,4.887338152,9.418835969,6.011634728,4.402856759,14.94018114,6.138319396,10.25470414,16.88588669,7.612330724,4.637349488,7.30808011
"38","Bradi1g00920.v3.1",16.28763131,9.615723631,15.72045917,19.45858731,10.38846953,27.21437399,8.165742905,12.72046916,10.92584972,23.30826798,6.893946767,23.74130604,25.71458125,18.89795478,32.71640545,8.373563796,5.361935346,14.31165688
"39","Bradi1g00931.v3.1",7.226202624,5.398300986,3.409256206,9.625422194,6.743392501,7.205956553,6.60682835,6.360234582,2.486572696,8.595582988,6.082894206,6.573679704,8.958628308,8.936242183,10.55367918,3.721583909,4.347515145,7.155828441
"40","Bradi1g00940.v3.1",248.4437283,264.0106576,247.1237242,183.5754981,253.5151072,170.053259,257.1095505,231.4455889,234.792743,247.2152948,262.2017065,196.4498001,183.1541787,187.2215985,200.6706712,351.5205165,352.5834783,291.4858202
"41","Bradi1g00980.v3.1",33.14877077,31.71501829,63.02388904,44.5262336,60.78165943,78.57053135,46.58185157,47.93608379,73.843674,43.50525132,27.17026079,65.6824691,57.15273059,50.90728129,94.68157891,27.48897206,35.5771656,42.1737123
"42","Bradi1g00990.v3.1",81.43815655,69.92486746,56.63153365,92.16861108,74.54182521,70.08432871,83.17922659,74.71601887,65.10299422,69.97753758,76.99206095,61.33623459,65.19890602,70.75745859,67.09124621,64.19732244,70.57466252,53.51646164
"46","Bradi1g01021.v3.1",16.2302805,22.77408228,26.13763092,32.40789631,37.45316646,41.91891477,30.43595083,35.88511301,52.67013074,32.06205188,22.01428379,42.04981893,26.7099844,30.10488145,44.1746857,16.07047597,23.25920603,29.68907545
"47","Bradi1g01040.v3.1",0.344104887,0.337393812,0.094701561,0.41548585,0.729015405,0.146313839,0.482521172,0.133899675,0.452104127,0.105467276,0.579323258,0,0.663602097,1.171966188,0,0.67665162,0.217375757,0
"48","Bradi1g01047.v3.1",25.06230592,26.82280802,44.50973381,34.90081141,36.1773895,53.07534497,33.55377994,28.5875807,50.10820736,32.2202528,28.097178,57.09865594,30.94044777,42.19078276,69.35274889,34.84755843,23.69395754,44.83811651
"49","Bradi1g01070.v3.1",1.949927692,3.373938116,1.325821858,5.609058976,0.911269257,7.53516269,2.412605858,4.95428799,5.34989883,5.062429245,2.433157683,7.279942812,5.308816775,3.003163356,4.975305898,3.3832581,1.594088887,2.436026703
"50","Bradi1g01080.v3.1",5.735081447,6.66352778,11.41153814,8.863698136,15.30932351,21.03261431,11.28357201,9.105177927,21.09819257,11.49593308,6.72014979,21.62251671,11.44713617,11.13367879,25.40421345,8.458145249,5.651769689,16.44318025
"51","Bradi1g01090.v3.1",101.1668367,101.8929311,86.36782389,117.9979814,93.40509882,108.8209175,118.8115593,97.6798132,85.44767991,111.5843779,106.5375471,95.2368638,152.4625818,116.9036272,91.13855805,88.81052511,88.90668472,104.4446449
"52","Bradi1g01100.v3.1",5.964484705,7.591360762,7.718177245,10.8026321,9.021565643,10.93695944,7.720338746,7.230582472,9.795589408,9.122919368,8.400187237,11.51752146,8.295026211,8.130515429,6.935274889,6.343608937,8.18782019,8.297715959
"53","Bradi1g01110.v3.1",13.70684466,12.65226794,15.57840683,18.48912033,9.386073345,17.85028832,12.84248657,14.92981381,14.69338411,13.34161041,15.35206633,17.76523358,20.90346605,17.87248437,13.71978293,13.87135821,9.492074733,13.70265021
"54","Bradi1g01130.v3.1",39.74411443,27.75064101,31.25151522,37.0474883,31.71217014,35.44452741,41.90510791,40.90635083,35.26412187,27.57969266,40.78435735,39.38775029,49.10655517,42.48377431,32.79178888,39.49953831,45.57645044,36.38814888
"55","Bradi1g01140.v3.1",10.20844498,7.591360762,9.848962374,12.74156607,6.014377095,14.04612851,8.239976931,14.46116494,6.02805502,12.81427403,12.57131469,16.89598668,16.4241519,11.28017456,8.895243879,5.413212959,4.637349488,12.10400768
"56","Bradi1g01150.v3.1",4.071907828,3.120892758,4.924481187,5.955297185,5.194234764,5.047827433,3.340531188,3.146642372,8.439277028,2.214812795,2.085563728,9.724699727,0.912452883,3.515898564,5.729140125,2.70660648,3.912763631,9.058974303
"57","Bradi1g01170.v3.1",38.36769488,51.62125318,39.77465574,40.23287982,32.44118554,33.79849673,37.71088541,45.19114045,30.06492441,33.38039283,42.63819177,32.75974266,84.36041657,64.67788399,35.58097552,44.48984401,39.34501206,33.72374468
"58","Bradi1g01190.v3.1",5.677730633,2.530453587,8.475789735,2.008181609,2.278173142,4.572307458,3.526116254,3.615291236,4.219638514,3.63862102,4.576653736,5.813088664,1.824905766,3.222907017,3.090720331,2.70660648,3.188177773,3.958543393
"59","Bradi1g01200.v3.1",5.964484705,3.711331928,9.517506909,5.539811335,10.75297723,9.69329181,7.089349522,10.04247566,6.178756396,8.173713885,7.936728631,11.30020974,10.78353407,9.009490069,6.332207507,6.766516199,4.492432317,7.536457614
"60","Bradi1g01220.v3.1",7.512956696,8.603542196,14.29993575,12.18758494,12.66664267,17.52108218,16.2943688,12.72046916,8.589978404,17.61303508,12.39751772,12.2781125,17.25365452,10.69419146,17.18742038,8.458145249,9.926826248,8.069338455
"62","Bradi1g01270.v3.1",2.69548828,4.554816457,4.214219477,2.700658026,5.832123244,5.303876651,3.192063135,7.766181173,6.103405708,5.062429245,3.997330478,4.18325072,6.30421992,1.831197169,3.61840429,3.975328267,1.666547472,5.176556745
"63","Bradi1g01290.v3.1",37.50743267,36.01678939,36.98095968,37.25523123,40.36922808,41.51655172,41.27411868,33.27406934,28.78396272,39.60296211,42.11680084,36.2910582,45.29084311,44.31497148,37.69171135,38.56914233,39.48992923,35.24626137
"64","Bradi1g01300.v3.1",0.802911403,3.036544305,1.894031226,2.215924534,0.546761554,3.438375208,0.890808317,2.142394806,2.411222008,2.953083726,0.926917212,4.074594858,3.15210996,3.808890111,1.356901609,1.35330324,1.159337372,2.283775034
"65","Bradi1g01310.v3.1",13.0759857,15.85750915,17.70919196,13.71103305,14.58030811,17.2284545,12.69401852,11.24757273,16.04969649,12.55060584,15.64172796,20.64461395,8.543876997,10.84068724,18.24278829,19.87664133,15.94088887,35.01788386
"66","Bradi1g01320.v3.1",6.193887963,5.651346345,7.38672178,6.509278318,3.098315473,9.72987027,4.379807558,7.498381822,7.082964649,8.331914798,5.21390932,11.51752146,7.631424114,4.687864752,9.19677757,4.229072624,2.173757573,7.688709283
"68","Bradi1g01350.v3.1",0.401455701,0.506090717,0,0.484733492,0,0,0.148468053,0.133899675,0.150701376,0.210934552,0,0,0.165900524,0.292991547,0.075383423,0.253744357,0,0
"69","Bradi1g01363.v3.1",10.72460231,11.55573805,14.96284668,9.763917478,12.57551574,14.44849157,15.21797541,17.34000796,22.37915426,14.76541863,9.964360033,19.28641566,15.0969477,12.01265343,14.54900058,13.36386949,15.36122018,15.37741857
"70","Bradi1g01374.v3.1",5.218924117,2.952195852,6.108250703,7.478745302,2.824934696,8.339888803,2.89512703,4.686488639,4.144287826,6.328036556,5.329773971,7.877550058,4.396363892,6.372566147,2.638419795,5.497794412,4.202597974,4.4152984
"71","Bradi1g01380.v3.1",17.72140167,24.20800598,18.32475211,25.96786563,16.22059277,28.86040467,18.0017514,17.20610829,15.59759236,25.52308078,23.23086264,20.31864636,36.91286664,30.10488145,15.00130112,18.77708245,13.98450705,15.60579607
"72","Bradi1g01407.v3.1",11.47016289,13.66444937,9.517506909,11.07962267,11.84650034,10.68091022,13.25077371,14.92981381,10.54909629,10.17759213,16.56864517,13.74496665,12.52548958,15.23556044,10.17676206,10.91100737,13.25992119,10.04861015
"73","Bradi1g01420.v3.1",70.19739692,65.96049017,46.68786971,75.47992944,65.61138649,44.18677927,75.86717499,78.39825995,65.70579972,76.14737322,95.00901427,58.67416595,62.29564684,63.21292626,42.29010014,91.60171305,97.89154935,63.94570096
"74","Bradi1g01460.v3.1",2.294032579,3.373938116,3.930114793,4.431849068,5.103107838,4.096787482,3.785935347,4.552588964,7.309016712,3.164018278,3.823533501,6.356367978,6.055369134,3.222907017,4.372238517,3.214095195,0.434751515,4.4152984
"75","Bradi1g01480.v3.1",90.67163768,76.33534988,107.5336228,112.7351607,104.9782184,125.573852,118.069219,90.9178796,124.8560896,120.7072973,86.95642099,140.274719,85.77057102,88.84968662,157.9282706,100.4827656,94.99320592,142.4314363
"76","Bradi1g01487.v3.1",10.83930394,8.603542196,14.72609278,13.71103305,11.11748493,17.26503296,12.43419942,9.30602744,13.41242242,13.76347951,9.616766079,11.13722594,19.57626186,16.11453508,10.85521287,6.428190389,11.30353938,8.069338455
"77","Bradi1g01500.v3.1",16.17292968,8.687890649,18.18269977,14.88824296,17.95200436,21.36182044,17.1480601,13.18911803,22.68055701,24.41567438,10.89127725,29.98901815,13.10614141,16.0412872,25.78113056,15.98589452,11.15862221,19.03145862
"78","Bradi1g01507.v3.1",56.60525389,52.04299544,54.83220399,50.68927371,36.35964335,48.57619443,46.35914949,52.82342195,44.38155509,47.51300781,57.9902581,46.93933276,61.38319396,59.91677136,40.48089799,70.96383864,62.5317595,54.50609749
"79","Bradi1g01530.v3.1",67.10045293,57.77869024,52.98552354,65.09278318,42.73852815,68.58461187,60.05532736,62.39724874,52.74548143,62.75302918,60.07582183,69.26811258,73.24508144,79.0344698,52.24071193,50.74887149,46.22857771,45.75162652
"80","Bradi1g01560.v3.1",137.871358,132.8488133,95.26977066,114.5355993,109.5345647,101.5783825,122.8573137,126.6021431,93.05809937,116.963209,126.2924702,85.29485235,145.9924613,138.1455144,96.79231475,102.0052317,114.7743998,109.012195
"81","Bradi1g01570.v3.1",52.01718873,39.13768215,61.55601484,44.73397653,46.65698595,53.44112957,47.06437274,38.69700619,59.97914745,44.61265772,46.80931923,54.21927557,31.85290065,35.74496873,58.49753602,52.6942449,39.56238782,55.80023668
"82","Bradi1g01580.v3.1",46.22475647,66.97267161,57.10504146,83.09717002,44.19655896,90.60484458,55.04453058,83.08474859,41.29217689,83.42461526,77.86104584,88.39154444,86.43417312,58.23206996,62.56824084,42.5444706,27.38934541,61.50967426
"83","Bradi1g01600.v3.1",17.77875249,22.94277919,25.99557857,32.8926298,20.95919291,48.32014521,16.85112399,28.5875807,22.30380357,37.86275206,28.50270428,37.1603051,37.32761795,22.48710123,29.39953485,14.88633564,11.08616362,23.82738619
"84","Bradi1g01610.v3.1",13.99359873,10.62790507,14.11053263,16.82717693,14.76256196,10.9735379,21.75056974,11.1806229,22.68055701,18.35130601,13.55616423,10.5396187,6.636020969,16.70051818,23.36886104,16.15505743,12.17304241,22.15261783
"85","Bradi1g01620.v3.1",12.50247756,13.49575246,26.32703404,12.25683258,14.03354656,20.04499589,17.37076218,19.41545293,24.71502558,16.24196049,15.69966028,39.82237374,20.15691369,14.13684214,28.8718509,16.66254614,14.05696564,23.44675702
"86","Bradi1g01630.v3.1",40.48967502,37.95680381,65.86493588,24.85990336,44.0143051,37.93186267,34.25900319,30.06047713,63.52062978,41.44863944,35.33871872,75.40716883,24.38737706,29.95838568,76.43879062,59.629924,63.18388678,76.12583448
"87","Bradi1g01660.v3.1",99.50366311,93.45808582,87.64629497,126.9309272,142.0668771,128.6830211,117.6980489,116.6935671,143.0156054,71.71774763,75.31202351,101.2129363,57.98223322,60.795746,59.85443763,47.19645049,43.54761004,46.20838153
"88","Bradi1g01670.v3.1",3.785153755,6.241785515,2.651643716,8.448212286,1.093523108,10.05907641,1.484680528,7.967030686,6.555509834,6.697172022,5.677367926,6.302040046,7.216672804,5.273847846,6.106057239,3.04493229,0.289834343,4.567550069
"89","Bradi1g01710.v3.1",24.48879778,21.93059776,15.76780995,28.94551422,18.49876591,20.41078049,20.59994233,27.58333313,16.35109924,25.25941259,22.99913333,17.76523358,28.20308912,27.54120542,20.65505782,15.81673162,21.66511714,13.85490188
"90","Bradi1g01720.v3.1",20.41688995,20.07493179,18.8456107,23.82118874,16.22059277,19.02079902,18.78120868,16.26881056,18.31021712,18.35130601,20.73977263,22.76340327,17.75135609,21.09539138,22.2381097,14.29426547,13.33237978,20.70622698
"91","Bradi1g01730.v3.1",23.91528964,25.30453587,22.30221768,18.83535854,15.94721199,17.5942391,22.45579299,22.22734612,24.26292146,18.08763782,18.4224796,21.02490947,22.9772226,24.90428149,31.35950384,18.8616639,23.83887471,16.51930608
"92","Bradi1g01740.v3.1",68.64892492,66.8039747,39.44320028,76.93412991,60.50827865,60.3910369,76.16411109,66.88288786,39.25770832,73.03608858,64.82627254,52.64376556,84.36041657,81.74464161,44.85313651,48.38059082,55.06852517,44.68586484
"93","Bradi1g01750.v3.1",66.92840049,58.95956858,61.46131328,50.06604494,87.11734095,52.2340404,66.9219748,69.22613218,67.6649176,50.94069427,45.94033434,67.09499532,26.21228283,42.70351797,38.520929,42.62905205,41.59122822,47.04576571
"94","Bradi1g01760.v3.1",9.004077872,4.976558721,13.06881546,6.786268885,6.014377095,9.912762568,6.60682835,11.78317144,11.15190179,8.226447523,6.836014441,8.801124892,5.308816775,4.028633771,6.181440662,3.721583909,7.970444433,11.72337851
"95","Bradi1g01770.v3.1",39.11325547,31.29327603,28.83662541,45.28795766,32.25893169,40.78498252,39.26979997,51.21662584,35.0380698,36.28074292,41.71127456,36.45404199,33.34600537,45.48693767,24.42422896,37.13125764,37.46108883,31.97285048
"96","Bradi1g01800.v3.1",181.7447311,200.3275757,107.2495182,203.7958095,185.7166745,112.5519204,110.9056355,125.8656949,94.94186657,147.2323172,175.8825411,72.74510019,90.99643754,67.3880558,55.55758253,204.0104634,205.9273007,162.9092858
"97","Bradi1g01810.v3.1",4.588065158,2.867847399,6.108250703,4.293353784,1.640284662,5.559925869,6.309892244,7.498381822,2.411222008,6.855372935,10.48575097,7.986205921,5.557667561,2.197436602,3.467637444,4.651979887,2.608509087,2.131523365
"98","Bradi1g01820.v3.1",19.72868018,13.49575246,12.50060609,19.25084439,13.8512927,10.57117484,18.18733647,20.88834936,23.88616802,13.65801223,13.84582586,20.48163015,13.60384299,19.3374421,25.70574714,16.9162905,23.76641613,15.98642524
"99","Bradi1g01830.v3.1",27.41368932,30.4497915,23.05983017,22.43623591,22.05271602,21.36182044,26.01902626,32.93932015,23.73546664,28.00156176,23.75225357,28.84813159,27.70538754,25.92975191,23.21809419,24.27487686,27.17196966,30.14583045
"100","Bradi1g01840.v3.1",93.71123085,91.01198069,64.49176324,90.57591532,82.65212159,68.18224881,85.48048141,82.28135053,74.52183019,83.899218,92.34412728,53.78465212,100.8675187,124.3749117,69.50351573,84.58145249,91.87748673,56.63762085
"101","Bradi1g01847.v3.1",39.85881606,40.90899966,34.37666675,44.80322417,37.2709126,40.23630563,55.9353389,62.53114841,30.7430806,36.17527564,55.67296507,42.64742618,56.40617824,48.49010102,33.09332257,43.89777384,51.51805447,31.05934047
"102","Bradi1g01870.v3.1",69.91064284,80.38407562,69.13213974,85.3823422,96.77679508,70.48669177,101.7377332,69.9625804,121.0885552,77.0965787,80.06247422,63.12905633,58.72878557,66.65557694,135.0117101,78.91449517,68.90811505,129.4900445
"103","Bradi1g01880.v3.1",148.5959603,163.6359986,117.429936,129.49309,140.2443386,102.5660009,141.6385224,112.8774264,143.4677095,131.3594922,137.9368677,89.6954148,71.42017568,102.5470414,80.20796176,173.9840478,172.6688098,135.1233562
"104","Bradi1g01900.v3.1",26.9548828,21.25581013,21.40255285,28.25303781,23.51074683,31.89641683,27.02118561,27.78418265,23.58476527,26.57775353,33.77454593,35.96509061,24.13852627,25.12402515,30.60566962,23.34448089,23.25920603,21.23910782
"105","Bradi1g01920.v3.1",24.02999126,26.73845957,44.41503224,33.58510622,30.5275201,67.1946304,25.12821794,27.44943346,31.11983404,50.94069427,17.32176541,75.67880849,53.33701854,35.67172084,58.19600233,21.39910748,17.75235351,38.67192392
"106","Bradi1g01930.v3.1",27.98719746,27.75064101,23.10718095,36.49350717,27.06469693,27.90936472,34.14765215,34.74696577,22.83125839,40.81583578,39.16225222,19.61238325,62.21269658,38.23539688,29.32415143,34.50923262,29.92539592,28.31881043
"107","Bradi1g01936.v3.1",46.91296624,40.90899966,32.95614333,41.27159444,34.62823176,29.62855233,42.35051206,43.98604337,38.80560419,40.13029849,45.41894341,27.92455676,47.53050019,48.0506137,36.56096001,33.07134792,31.44702622,35.93139388
"108","Bradi1g01970.v3.1",7.627658325,11.04964733,17.66184118,6.855516527,8.839311791,10.75406714,9.947359538,9.841626142,17.2553075,13.02520858,7.299473048,14.01660631,7.548473852,9.44897739,12.21211448,14.46342838,10.86878786,14.69228606
"109","Bradi1g01980.v3.1",7.05415018,7.591360762,10.89067955,9.417679269,7.107900203,7.754633448,7.089349522,5.623786367,5.048496079,7.277242039,4.982180017,8.203517647,8.626827259,8.130515429,5.050689321,8.204400891,12.68025251,10.35311349
"110","Bradi1g01990.v3.1",23.62853556,23.70191527,20.50288802,23.54419817,20.95919291,29.84802308,20.00607012,23.03074417,18.91302263,28.26522995,27.11232846,28.63081987,22.9772226,30.83736032,18.01663803,19.28457117,14.05696564,24.13188953
"111","Bradi1g02000.v3.1",47.48647438,50.10298103,34.37666675,40.02513689,40.55148193,33.10350599,49.29139353,51.35052552,37.22323975,32.2202528,39.62571083,38.57283132,45.5396939,51.56651227,51.93917824,43.05195932,47.3154565,27.55755208
"112","Bradi1g02020.v3.1",158.6897036,134.1983886,142.9520068,156.7766608,151.3618236,145.5091125,157.1905509,164.8974503,111.6697192,141.8007525,167.0768275,152.6614873,211.6061186,196.4508322,120.6888597,151.8237072,143.9027513,109.7734533
"113","Bradi1g02030.v3.1",142.9182297,120.7026361,192.5282741,159.7543094,171.8653818,191.7442855,188.9627142,172.3288822,241.6496556,184.9368683,176.9832552,227.7970165,145.57771,158.0689396,237.9100821,149.3708451,165.4229513,207.7474023
"115","Bradi1g02090.v3.1",73.58109497,65.45439946,81.58539505,81.01974077,76.81999835,97.22554578,74.7907816,76.99231336,61.56151189,96.66075839,66.91183627,109.4707818,99.20851348,106.06294,107.7982945,60.30657562,61.44488072,74.8316953
"116","Bradi1g02100.v3.1",12.61717918,10.96529888,13.87377873,10.66413682,13.8512927,13.27798086,6.050073152,9.640776629,13.86452655,5.537031986,5.503570949,8.475157304,9.456329881,8.350259089,15.15206796,8.711889606,11.81074948,15.52967023
"117","Bradi1g02117.v3.1",12.15837267,14.00184318,10.08571628,9.279183986,12.48438882,9.69329181,10.80105084,16.80440926,12.88496761,15.76735775,11.87612678,13.58198286,14.76514666,13.40436327,10.55367918,13.95593966,13.76713129,5.709437586
"119","Bradi1g02160.v3.1",29.13421375,24.96714206,22.11281456,35.87027839,30.34526625,26.19017712,21.11958051,27.31553378,27.65370241,24.04653891,33.19522267,29.01111539,40.81152896,31.78958285,40.10398088,32.73302211,25.57788077,16.51930608
"120","Bradi1g02170.v3.1",19.95808344,22.60538538,26.13763092,36.56275481,15.12706966,36.3589889,20.2287722,30.93082502,30.36632716,27.31602447,29.83514777,31.07557678,27.04178545,24.17180263,44.92851993,17.76210502,16.81039189,25.42602872
"121","Bradi1g02180.v3.1",10.32314661,10.62790507,13.54232326,13.01855664,15.58270429,16.82609144,13.06518865,18.54510504,10.54909629,12.55060584,9.906427707,13.96227838,16.83890321,16.26103086,8.216793075,7.612330724,7.463234332,10.96212017
"122","Bradi1g02187.v3.1",0.057350814,0,0,0.138495283,0,0,0.148468053,0,0,0,0.057932326,0,0.248850786,0,0,0.592070167,0.144917172,0
"123","Bradi1g02210.v3.1",6.423291221,6.916573138,7.670826464,5.816801902,7.38128098,8.66909494,6.681062377,9.105177927,6.932263273,6.433503832,3.939398153,6.790991429,10.20288224,8.423506976,6.106057239,7.358586367,14.34679998,6.318444262
