"","Gene","Bh.10.1","Bh.10.2","Bh.10.3","Bh.14.1","Bh.14.2","Bh.14.3","Bh.18.1","Bh.18.2","Bh.18.3","Bh.22.1","Bh.22.2","Bh.22.3","Bh.2.1","Bh.2.2","Bh.2.3","Bh.6.1","Bh.6.2","Bh.6.3"
"1","Bradi1g00222.v3.1",3.158619369,1.850088272,2.427104711,4.305429109,3.571242297,3.926522481,5.065691567,2.845042138,5.373740121,3.75867824,2.412024123,2.967029992,3.673384935,4.196853585,6.572878387,1.881170415,3.431975949,2.085294553
"2","Bradi1g00234.v3.1",2.026284123,4.047068096,4.200758153,4.182416849,3.405138004,3.926522481,3.296719908,1.524129717,5.140099246,4.6983478,3.493276316,4.598896487,6.075213546,5.623783804,3.834179059,2.257404498,2.287983966,2.001882771
"3","Bradi1g00260.v3.1",7.807153534,12.71935687,8.588216668,10.8250789,9.218788256,8.155085154,9.246897304,11.07534261,12.61660724,7.412948751,12.47598684,9.642847474,12.78620525,10.66000811,11.22866724,10.34643728,7.372392779,9.342119597
"4","Bradi1g00266.v3.1",3.635392104,3.700176545,1.026851993,3.444343287,1.661042929,6.040803818,4.342021343,2.133781604,4.672817496,0.93966956,2.328850878,4.079666239,4.803657222,4.784413087,4.92965879,4.702926038,4.575967932,1.751647424
"5","Bradi1g00450.v3.1",29.44071638,30.06393443,22.59074384,23.6798601,24.41733106,33.82850138,31.51985864,23.1667717,25.46685536,24.43140856,27.03130483,22.92030669,31.93019212,41.80066171,36.60728101,19.56417232,20.27408014,25.27376998
"6","Bradi1g00460.v3.1",21.51436966,31.68276166,20.72374022,25.58655013,29.98182487,34.53326182,21.54929111,24.38607547,27.8032641,31.42672639,26.6154386,25.96151243,19.85040705,34.74994769,32.13407211,25.77203469,27.64647292,30.94577116
"7","Bradi1g00470.v3.1",47.26009735,54.11508197,50.78249856,64.88896729,54.81441666,51.14547232,58.05443351,69.39870644,65.41944495,67.44739286,55.97559431,49.92027961,72.61999447,95.18463931,92.84190721,40.82139801,42.13703804,47.54471581
"8","Bradi1g00480.v3.1",72.05227956,82.79145019,80.93460708,76.69814427,95.67607271,81.6515316,88.0465439,106.8922975,105.1383937,101.7975357,95.56605923,105.4779162,102.5015681,107.0197664,110.004423,95.37534006,97.74775943,86.16437092
"9","Bradi1g00485.v3.1",3.694988695,3.931437579,6.34781232,3.690367808,3.239033712,4.832643054,5.46773058,5.283649685,3.855074434,3.445455053,5.655780703,2.373623993,3.673384935,2.93779751,5.659978611,2.257404498,4.448857711,3.586706631
"10","Bradi1g00497.v3.1",51.07427923,46.71472888,47.23519167,51.54213705,47.09056704,42.78902704,55.72260723,57.91692924,55.72334864,45.31295434,46.82653729,47.10160112,61.59983967,53.13216639,52.67431707,45.43026553,44.10724645,30.44530047
"11","Bradi1g00510.v3.1",19.0709094,11.90994325,19.79023841,20.17401068,18.27147222,15.80676999,20.34317407,14.63164528,17.28942474,18.58457574,19.04667325,22.54942794,19.35591292,24.00600251,12.68930689,24.4552154,14.49056512,14.51365009
"12","Bradi1g00517.v3.1",42.55196659,46.94598991,49.5689462,53.38732095,59.21618042,58.99851728,54.596898,53.85258333,67.28857195,52.62149536,54.72799562,74.76915579,64.70808846,65.13516764,58.42558566,37.1531157,40.42105006,43.70777383
"13","Bradi1g00530.v3.1",19.42848895,22.66358134,20.3503395,22.81877428,23.25460101,22.65301432,30.95700402,27.33272626,29.32192979,23.90936992,29.94236843,24.40382168,23.73571804,18.29828163,26.65667346,31.60366298,28.09135869,18.68423919
"14","Bradi1g00540.v3.1",6.913204656,5.203373266,3.17390616,5.166514931,6.56111957,7.047604454,3.296719908,1.422521069,0.934563499,5.846832818,1.663464913,4.005490489,4.238521078,3.44141994,4.838368812,4.232633434,2.287983966,3.586706631
"15","Bradi1g00560.v3.1",428.9762682,427.1391299,422.5962702,430.9734538,380.9601958,474.0017396,400.9937118,486.8070316,433.987925,432.9788517,439.5706031,389.7935652,406.4741714,510.9249555,536.6937783,380.8429506,392.9612461,419.8949112
"16","Bradi1g00567.v3.1",40.40648928,64.63745901,52.36945164,42.50073592,50.08044431,66.75088218,39.88227011,54.86866981,43.57402315,50.11570987,48.07413597,52.73895811,50.08519074,63.87611157,52.03528723,46.27679222,50.52631258,43.87459739
"17","Bradi1g00580.v3.1",104.1748426,124.6496973,86.34891759,105.9750622,99.08121071,125.6487194,107.8268633,136.8668486,124.6474067,109.6281153,102.6357851,121.2773509,112.7446607,124.4786773,123.3327597,91.51894071,119.9284929,102.9301391
"18","Bradi1g00587.v3.1",5.661676227,1.618827238,3.360606522,3.813380068,3.98650303,2.013601273,4.824468159,3.759519968,3.270972247,1.670523662,2.827890351,3.115381491,1.412840359,2.769923366,3.469019149,3.762340831,3.177755508,1.084353167
"19","Bradi1g00620.v3.1",107.7506381,99.2109836,109.4997625,183.2882678,132.4681736,144.9792916,135.4871475,172.9379185,134.1098621,129.2567684,121.6824584,122.9833932,150.2555722,127.5004119,130.0882181,87.47442431,110.8401121,94.00507844
"20","Bradi1g00678.v3.1",21.39517648,13.18187894,26.23140091,24.17190914,25.91226969,20.53873298,24.443972,27.33272626,26.51823929,29.44297955,23.03898904,21.51096744,24.30085418,27.78317073,38.25050061,24.26709836,22.94339477,27.77612344
"21","Bradi1g00690.v3.1",5.363693268,4.393959647,3.267256341,5.412539452,5.647545959,4.832643054,5.78936179,4.267563207,7.476507994,2.81900868,4.824048246,9.346144474,3.249532827,6.714965736,4.473208902,3.197989706,2.669314627,2.836000592
"23","Bradi1g00710.v3.1",21.03759693,18.84777427,22.40404348,32.90577962,22.75628813,23.35777476,22.91622375,24.08124953,21.72860136,26.10193222,22.7894693,23.06865819,27.55038701,27.95104488,24.46571399,21.35128421,16.46077353,20.68612196
"24","Bradi1g00720.v3.1",4.112164838,5.781525851,3.547306885,3.874886198,4.401763762,5.537403499,4.824468159,5.893301572,6.425124057,3.654270511,4.408182018,5.859884234,10.38437664,8.561581314,8.763837849,11.19296397,4.766633262,5.004706927
"25","Bradi1g00730.v3.1",26.28209701,22.77921185,28.2851049,22.08070072,31.06150277,31.41217985,27.01702169,19.61046902,24.06501011,33.51488097,36.0971886,28.18678492,36.38063926,30.13340874,27.84344317,34.98976972,24.72293785,26.1078878
"26","Bradi1g00740.v3.1",3.992971655,3.815807062,1.960353805,2.644763596,4.817024494,2.718361718,4.342021343,2.336998899,2.453229186,1.357300476,4.657701755,2.818678492,5.22750933,2.350238008,4.108048992,5.079160121,2.605759517,4.754471581
"27","Bradi1g00750.v3.1",95.53333675,106.0331841,101.9383978,113.417304,109.8779898,99.97530318,104.690959,132.1928508,100.8160375,103.1548361,101.2218399,104.5878072,116.3474036,114.2383546,107.3570136,89.73182881,109.060569,99.09319715
"30","Bradi1g00820.v3.1",23.06388105,17.11331652,36.2198703,22.38823137,32.88864999,23.35777476,31.43945083,21.74425063,30.37331373,30.27824138,34.43372369,26.25821543,37.7228376,30.5530941,28.84763292,23.51463019,15.50744688,18.85106276
"31","Bradi1g00830.v3.1",39.27415404,34.68915511,29.59200743,19.92798616,36.12768371,35.74142259,36.90718141,36.5791132,33.76110641,39.98816016,25.53418641,41.83512289,27.62102903,21.82363864,35.51180128,32.82642375,45.69612421,38.36941977
"32","Bradi1g00840.v3.1",5.959659186,5.203373266,5.134259965,5.412539452,6.56111957,4.027202545,7.236702238,5.690084276,4.555997059,4.385124613,6.737032896,4.747247987,3.955953006,5.204098446,4.108048992,3.762340831,6.355511016,6.089060094
"33","Bradi1g00847.v3.1",26.69927315,26.13249685,24.55109765,23.43383558,24.25122676,27.38497731,31.76108204,24.18285817,37.61618085,36.33388965,29.94236843,35.9010629,33.62560055,40.70947978,33.77729171,22.38592794,15.44389177,21.18659266
"34","Bradi1g00860.v3.1",22.22952876,30.75771753,26.32475109,27.98528921,24.41733106,32.01626023,27.09742949,32.00672405,26.98552104,31.53113412,28.36207676,28.85436667,31.57698203,41.54885049,32.22536209,19.84634788,21.8629579,20.35247484
"35","Bradi1g00887.v3.1",135.4034567,136.0971185,152.3474957,105.4830132,124.2460111,160.6853815,157.9209244,144.7923231,174.8801948,148.258975,191.8806777,161.4064316,149.195942,159.0607509,164.5045396,124.9097156,128.5719879,125.951791
"36","Bradi1g00900.v3.1",9.952630841,9.944224464,9.52171848,13.4698425,8.388266791,10.47072662,19.13705703,18.39116525,5.140099246,17.331683,18.88032676,13.87086521,24.08892813,18.63402992,22.54862447,8.841500952,10.93147895,12.84541445
"37","Bradi1g00910.v3.1",3.397005736,6.359678436,4.947559602,9.47194404,5.896702398,10.26936649,6.99547883,4.775606446,4.439176622,7.934987395,7.818285089,8.085156728,9.536672426,9.317014959,6.755458342,2.727697102,3.622641279,5.338354055
"39","Bradi1g00931.v3.1",3.039426185,8.094136191,6.814563226,2.583257466,4.318711615,7.248964581,6.432624212,5.690084276,5.607380996,5.011570987,2.827890351,3.56043599,4.944941258,2.182363864,3.377729171,3.950457872,6.101290575,3.336471285
"40","Bradi1g00940.v3.1",321.106437,321.6840984,286.3050057,309.3758346,262.1125742,244.1491543,254.0886564,295.7827737,229.3185186,241.8083001,221.2408334,262.1370998,222.6636406,185.3330543,200.2902108,321.2098484,343.5789255,327.8083037
"42","Bradi1g00990.v3.1",66.21181356,70.30335435,67.58553117,63.22830178,73.99946249,78.3290895,74.37721745,66.04562106,77.68559088,66.71653876,70.19821931,77.29113129,76.6465895,75.37549039,76.50100122,66.5934327,65.0168777,66.72942569
"43","Bradi1g01000.v3.1",25.86492087,21.27601513,25.11119874,6.950192705,29.73266843,19.9346526,21.95133012,16.66381824,20.09311523,15.86997479,19.71205921,20.47250694,22.74672979,13.42993147,27.93473314,23.32651315,17.09632463,19.1012981
"44","Bradi1g01007.v3.1",11.97891496,15.03196721,10.08181957,7.011698835,10.46457045,8.255765217,12.1415782,7.925474528,6.30830362,12.94655838,12.30964035,9.346144474,9.607314444,10.91181932,11.77640711,13.16819291,9.088380753,8.758237122
"45","Bradi1g01014.v3.1",27.1164493,35.72982976,32.20581251,25.27901948,31.39371136,46.41350933,27.17783729,24.18285817,26.28459842,31.63554185,32.93660527,29.52194842,44.50447132,43.39546607,38.15921063,32.07395558,25.35848895,26.94200562
"46","Bradi1g01021.v3.1",37.84383583,30.29519546,31.36566087,34.13590222,41.85828181,39.36590488,55.15975261,40.44024182,45.09268884,55.12728085,45.99480483,45.76643762,41.39622253,38.2753047,45.09724893,40.06892985,43.85302601,38.61965512
"47","Bradi1g01040.v3.1",7.03239784,15.84138083,12.882325,8.487845958,10.63067475,9.16188579,11.09627676,7.112605345,13.08388899,14.0950434,16.30195614,14.01921671,16.53023221,14.77292462,10.40705745,13.26225143,6.673286567,10.42647276
"48","Bradi1g01047.v3.1",26.46088679,20.350971,29.03190635,27.92378308,30.89539848,27.88837762,34.49494733,32.81959324,28.85464804,25.26667039,26.11639913,31.15381491,34.47330477,24.25781372,32.22536209,33.29671635,27.5193627,28.10977057
"49","Bradi1g01070.v3.1",4.17176143,4.625220681,6.907913407,3.813380068,7.308588888,5.235363309,8.040780264,4.064345912,16.70532255,7.412948751,13.72358553,11.42306547,10.03116655,5.623783804,9.676737625,5.737569767,4.13108216,4.254000888
"50","Bradi1g01080.v3.1",2.741443226,4.625220681,5.134259965,4.920490411,6.727223862,5.83944369,6.834663225,6.096518867,2.803690498,4.280716884,6.154820177,5.489005485,6.004571528,5.539846733,5.2948187,2.44552154,3.81330661,3.586706631
"52","Bradi1g01100.v3.1",8.820295596,11.79431274,6.907913407,10.8250789,11.71035265,10.67208674,10.05097533,11.17695126,12.4997868,11.48485018,12.72550658,11.20053822,11.58529095,11.07969347,11.50253718,11.7573151,9.024825643,6.339295441
"53","Bradi1g01110.v3.1",29.91748911,36.19235183,35.56641903,33.21331027,32.55644141,30.50605928,39.5606389,42.98045802,50.70006984,31.63554185,44.6640329,49.77192811,43.93933518,33.15514332,34.32503157,30.19278517,32.47666129,34.36565423
"54","Bradi1g01130.v3.1",44.93583026,61.97795712,57.69041197,49.63544702,45.76173269,51.64887264,50.01365324,59.7458849,52.56919683,55.23168858,51.06837282,62.01092683,53.33472357,54.05547418,51.39625738,36.96499866,47.79344284,44.87553878
"55","Bradi1g01140.v3.1",12.33649452,10.75363808,17.64318424,14.39243445,16.94263788,13.2897684,16.08156053,12.80268962,21.72860136,24.01377764,26.19957237,18.24723445,19.85040705,15.69623241,16.34090599,14.4850122,13.60079357,14.18000296
"56","Bradi1g01150.v3.1",5.363693268,1.850088272,4.387458515,4.059404589,2.740720833,1.409520891,4.26161354,3.149868081,1.635486124,3.654270511,2.495197369,4.821423737,4.16787906,4.4486648,3.651599104,5.361335684,4.703078152,1.751647424
"57","Bradi1g01170.v3.1",42.67115977,46.83035939,50.68914838,38.81036811,42.43964684,49.73595143,42.4553198,49.07697688,38.78438522,45.93940071,57.0568465,42.20600163,51.14482101,71.17863681,60.98170503,40.25704689,36.54418834,41.45565571
"58","Bradi1g01190.v3.1",3.754585287,2.081349306,2.240404348,6.335131404,3.155981565,2.617681654,5.46773058,4.673997798,3.971894872,6.160056004,3.326929825,3.412084491,3.532100899,7.134651095,2.829989305,2.069287457,1.779543085,3.753530195
"59","Bradi1g01200.v3.1",9.59505129,14.22255359,6.814563226,5.351033321,7.225536741,6.846244327,7.719149054,7.519039936,10.6306598,7.621764209,13.14137281,7.26922348,10.94951279,11.91906418,12.50672693,7.430623141,4.448857711,2.502353463
"60","Bradi1g01220.v3.1",15.73350025,12.02557377,16.42963189,9.963993081,13.86970846,21.34417349,13.50851084,11.38016855,13.55117074,18.37576028,17.71590132,13.79668946,16.95408431,15.44442119,12.96317682,13.35630995,9.914597185,13.92976761
"61","Bradi1g01227.v3.1",23.60025038,32.6078058,25.57794964,22.88028041,26.24447828,29.09653839,29.42925577,33.22602783,32.24244072,31.94876504,36.42988159,38.57138989,31.78890809,43.14365486,33.22955184,28.31161475,21.35451701,30.52871225
"62","Bradi1g01270.v3.1",4.052568247,8.325397226,5.414310508,7.134711095,10.38151831,7.047604454,10.77464555,5.486866981,13.55117074,8.665841498,7.319245615,4.153841989,3.673384935,4.868350159,7.303198207,4.985101601,7.626613219,5.171530491
"63","Bradi1g01290.v3.1",34.4468301,42.32076923,45.92828914,41.70115623,39.11756098,49.73595143,48.88794401,35.76624402,42.1721779,48.23637075,43.83230045,41.31589264,49.16684451,48.26381623,48.38368812,42.89068547,37.30684966,45.87648016
"65","Bradi1g01310.v3.1",7.509170575,6.706569987,9.054967574,8.241821438,9.135736109,11.074807,9.72934412,5.690084276,9.579275867,12.73774292,8.816364037,10.97801097,6.922917761,4.616538944,10.5896374,9.029617994,7.245282558,8.174354647
"66","Bradi1g01320.v3.1",6.555625105,4.162698613,5.881061414,1.660665514,4.152607322,3.624482291,8.362411475,2.845042138,5.607380996,3.132231867,7.485592107,7.862629478,10.66694471,5.120161374,4.016759014,5.079160121,2.542204406,3.503294849
"67","Bradi1g01330.v3.1",3.575795512,4.162698613,2.987205798,5.535551712,4.900076641,5.235363309,4.744060356,4.877215094,5.373740121,5.324794173,4.740875001,5.785708484,4.591731168,4.112916514,4.473208902,1.693053374,2.987090178,4.504236234
"68","Bradi1g01350.v3.1",2.860636409,1.965718789,3.920707609,2.337232945,4.152607322,2.718361718,2.010195066,4.877215094,2.453229186,2.192562307,2.412024123,3.189557241,3.320174845,2.853860438,1.825799552,3.103931185,1.525322644,2.418941681
"69","Bradi1g01363.v3.1",16.15067639,5.897156368,14.46927808,13.77737315,14.86633421,8.658485472,20.18235846,19.30564308,15.65393861,12.73774292,13.3077193,17.95053145,23.52379198,15.69623241,19.44476523,11.00484693,13.98212424,13.67953227
"70","Bradi1g01374.v3.1",7.270784207,4.625220681,9.615068661,6.335131404,7.806901766,6.94692439,13.91054986,10.66890802,16.35486124,9.3966956,12.22646711,17.1345982,11.72657498,12.25481247,7.850938073,6.019745329,8.198609211,8.257766429
"71","Bradi1g01380.v3.1",10.66778994,9.944224464,14.00252718,10.51754825,7.557745327,6.544204136,11.98076259,8.839952358,22.19588311,7.412948751,15.80291667,21.43679169,13.84583552,9.317014959,7.942228051,7.054389057,10.55014829,12.51176732
"72","Bradi1g01407.v3.1",20.20324464,21.27601513,34.81961758,14.26942219,15.61380353,10.37004655,17.93093999,23.87803223,40.18623047,19.62865303,28.27890351,38.86809289,31.29441396,20.22883428,12.87188684,21.06910865,20.14696992,21.9372987
"73","Bradi1g01420.v3.1",45.412603,31.79839218,31.83241178,38.68735585,48.91771426,36.44618303,32.56516007,43.48850125,51.40099246,43.95565386,41.17075659,55.4092851,29.74028957,27.11167416,31.40375229,44.20750476,48.74676949,47.29448046
"74","Bradi1g01460.v3.1",2.264670491,5.087742749,2.987205798,3.813380068,4.650920201,3.825842418,5.708953988,7.315822641,8.060610181,4.802755529,7.818285089,9.494495974,7.770621977,8.561581314,9.85931758,5.643511246,4.957298593,5.838824748
"75","Bradi1g01480.v3.1",100.2414675,79.78505674,76.3604482,108.1277768,96.34048988,82.25561198,119.9684415,124.8770281,93.22270905,96.89037241,98.72664256,105.552092,113.0978708,99.29755583,100.4189754,115.1276294,87.13405603,96.42402012
"76","Bradi1g01487.v3.1",10.78698313,12.48809584,14.74932863,16.48364288,10.79677904,11.37684719,11.33750017,8.331909119,11.91568462,14.8258975,13.80675877,9.494495974,11.72657498,18.29828163,11.59382715,14.67312924,9.469711414,10.76011989
"77","Bradi1g01500.v3.1",26.99725611,21.96979823,26.60480163,15.56105092,22.59018383,16.51153043,16.08156053,17.27347012,17.63988605,27.35482497,26.36591886,16.9862467,31.93019212,29.3779751,15.33671624,17.30676782,22.498509,20.5192984
"78","Bradi1g01507.v3.1",48.332836,49.37423077,56.38350943,51.2346064,45.51257625,53.15907359,45.99326311,57.71371194,55.02242602,50.9509717,58.38761843,56.22521835,56.86682447,61.52587356,51.30496741,65.65284749,75.0585851,76.98907489
"79","Bradi1g01530.v3.1",38.43980175,31.9140227,48.26204367,31.61415089,35.38021439,35.03666214,49.37039082,38.81450346,45.44315015,48.4451862,49.23856141,58.74719384,52.41637733,49.85862059,54.22624669,39.03428612,36.67129856,33.78177176
"80","Bradi1g01560.v3.1",115.6173882,130.7781148,119.4882319,90.10648064,112.5356584,130.7834026,116.0284592,120.9142909,134.1098621,119.755665,123.0964035,118.9037269,132.4537837,142.6090848,152.4542626,108.1672989,107.0903606,108.9357874
"81","Bradi1g01570.v3.1",45.65098937,48.9117087,47.04849131,53.32581482,49.00076641,55.0719948,42.6161354,57.10406006,42.87310053,45.31295434,42.00248904,37.2362264,41.18429648,51.36948788,41.17177989,44.11344624,44.61568733,43.54095026
"82","Bradi1g01580.v3.1",46.24695528,39.4300063,46.67509059,19.74346777,48.08719279,41.88290647,53.95363557,33.12441918,66.00354714,71.62370202,78.84823686,47.54665562,38.49989979,38.8628642,44.36692911,52.57871311,34.31975949,30.69553582
"83","Bradi1g01600.v3.1",24.1962163,13.76003153,23.99099656,13.10080572,18.02231578,15.10200954,25.24805003,18.08633931,26.8687006,25.47548585,31.60583334,27.96425767,30.09349966,19.64127478,22.73120442,25.39580061,13.72790379,16.18188573
"84","Bradi1g01610.v3.1",15.67390366,10.40674653,13.53577627,22.26521911,12.29171767,19.33057222,14.07136546,16.56220959,9.345634993,14.19945113,13.80675877,9.865374723,18.22564064,17.45891091,13.69349664,14.67312924,12.83813225,12.26153197
"85","Bradi1g01620.v3.1",21.03759693,15.84138083,18.95008678,31.4296325,22.75628813,28.19041782,20.74521308,18.89920849,14.95301599,21.92562307,15.80291667,12.75822896,16.1063801,11.75119004,13.96736657,14.10877811,14.23634468,13.59612048
"86","Bradi1g01630.v3.1",32.30135279,33.87974149,42.6610328,43.79236465,31.14455492,35.33870233,42.21409639,38.20485157,24.06501011,37.48237467,33.68516448,38.94226864,36.80449136,40.45766856,30.67343247,44.77185588,32.41310618,38.61965512
"87","Bradi1g01660.v3.1",6.138448962,7.169092055,5.227610146,21.15810877,18.7697851,19.12921209,19.53909604,30.78742028,23.48090792,15.97438252,12.30964035,17.95053145,11.16143884,11.16363054,10.49834742,6.866272016,5.402184364,4.921295145
"89","Bradi1g01710.v3.1",15.73350025,29.13889029,11.29537192,10.08700534,17.77315934,16.20949024,21.06684429,15.34290582,12.96706855,17.331683,20.62696492,16.02196196,15.25867588,22.91482058,19.62734518,15.04936332,12.26613626,9.425531379
"90","Bradi1g01720.v3.1",12.33649452,12.95061791,15.49613007,14.57695284,12.95613485,9.463925981,10.29219874,13.6155588,16.35486124,19.00220666,16.80099562,18.9148162,16.95408431,17.7946592,20.17508505,17.30676782,12.39324648,9.175296033
"91","Bradi1g01730.v3.1",26.3416936,30.41082598,26.23140091,24.78697044,31.55981565,33.224421,25.00682662,40.13541588,30.49013416,22.0300308,32.60391229,26.10986393,34.61458881,37.93955641,41.44564983,28.59379031,22.94339477,21.85388691
"92","Bradi1g01740.v3.1",55.06725088,53.19003783,49.19554548,41.33211945,48.33634923,47.82303022,55.15975261,57.10406006,67.7558537,63.16667598,74.1905351,63.42026608,51.56867312,55.23059318,68.37619322,47.78172855,47.60277751,53.46695234
"93","Bradi1g01750.v3.1",56.97434182,58.97156368,56.57020979,71.34711095,55.81104241,59.80395779,58.21524911,62.18449245,57.82611652,48.4451862,47.49192325,51.77467336,32.14211818,53.55185175,47.47078835,43.64315364,46.33167531,41.0385968
"94","Bradi1g01760.v3.1",30.27506867,15.84138083,19.3234875,16.60665514,11.7934048,17.41765101,15.59911371,13.8187761,10.74748024,13.46859703,14.05627851,9.346144474,10.17245059,21.73970157,15.79316612,14.4850122,14.23634468,15.01412078
"95","Bradi1g01770.v3.1",33.6720744,29.60141236,32.11246232,30.50704055,42.77185542,36.94958335,45.7520397,38.81450346,52.56919683,38.00441331,41.50344957,48.58511612,35.32100899,29.88159753,48.20110817,35.27194529,43.28103002,47.96177472
"96","Bradi1g01800.v3.1",197.0859293,265.7189281,255.4994459,230.155939,233.625688,198.6417655,140.6332468,154.343536,196.7256166,140.0107644,143.6401952,145.8295241,126.7317802,123.5553696,121.5982502,249.1610215,278.8162683,253.9888765
"97","Bradi1g01810.v3.1",6.73441488,8.672288777,5.974411595,7.503747876,6.145858837,7.248964581,11.41790798,14.53003663,9.345634993,12.73774292,9.980789475,9.049441475,4.944941258,8.057958884,6.846748319,8.841500952,13.02879758,7.590472172
"98","Bradi1g01820.v3.1",27.29523907,28.90762926,29.31195689,32.35222445,26.74279116,26.98225705,28.78599335,23.26838034,23.59772836,30.06942592,25.61735965,21.80767044,30.58799378,40.79341685,26.65667346,23.51463019,28.21846891,22.10412226
"99","Bradi1g01830.v3.1",30.99022777,30.75771753,39.76717718,32.78276736,32.39033712,29.59993871,29.42925577,29.26329056,33.64428597,31.32231867,32.10487281,34.7142509,31.64762405,29.62978631,33.22955184,36.11847197,41.62859716,36.03388987
"100","Bradi1g01840.v3.1",96.78486518,106.4957062,95.03048444,106.344099,100.9914101,109.4392292,96.65017878,120.8126822,104.5542915,101.5887202,114.1968662,107.1097827,112.3914506,140.0909727,118.129231,91.0486481,111.9841041,99.67707963
"101","Bradi1g01847.v3.1",44.99542686,64.05930643,39.86052736,49.45092863,53.07032158,44.80262831,52.82792634,62.38770974,44.15812534,52.20386444,56.97367326,50.66203711,35.46229302,66.22634958,65.82007384,39.69269576,50.27209214,64.8109547
"102","Bradi1g01870.v3.1",73.00582503,80.01631778,77.76070092,107.2666909,73.99946249,76.71820848,87.88572829,83.72552578,62.84939533,84.98789131,84.50401756,75.21421029,87.45481825,90.73597451,98.04543593,73.17752916,78.74478149,76.40519242
"103","Bradi1g01880.v3.1",158.9441105,182.0024338,160.9357123,175.4154831,145.5073606,170.7533879,154.7046123,171.5153975,152.2170299,150.6603528,129.9166097,153.3212748,110.9786102,93.25408667,123.3327597,158.9589001,178.6534147,165.7392111
"104","Bradi1g01900.v3.1",21.63356285,19.54155738,18.8567366,18.5748513,23.33765315,30.90877953,29.50966357,27.84076949,32.59290204,37.69119013,33.68516448,33.82414191,24.15957015,31.81215018,32.04278214,28.59379031,22.24428856,27.77612344
"105","Bradi1g01920.v3.1",42.55196659,29.83267339,39.02037573,17.28322257,38.78535239,46.2121492,27.98191532,22.04907657,31.19105679,29.86061046,34.93276316,33.23073591,40.05402419,39.28254956,42.54112956,42.04415878,29.998012,31.44624186
"106","Bradi1g01930.v3.1",34.92360283,29.48578184,34.53956703,31.86017541,38.28703951,40.27202545,43.33980563,41.86276289,45.32632971,35.28981236,33.76833773,35.7527114,47.188868,53.30004053,48.93142799,32.92048227,36.03574746,34.61588958
"107","Bradi1g01936.v3.1",50.06113716,56.42769231,45.64823859,47.60574472,41.19386464,49.63527137,47.60141917,53.75097468,50.34960852,53.45675719,58.13809869,49.62357661,54.04114375,63.96004864,68.37619322,47.21737742,47.28500196,51.21483422
"108","Bradi1g01970.v3.1",12.93246043,12.83498739,13.34907591,11.4401402,19.01894154,13.39044846,16.96604636,18.4927739,16.58850211,11.48485018,14.222625,14.90932571,18.50820871,14.94079876,16.06703606,12.79195882,13.47368335,15.68141504
"109","Bradi1g01980.v3.1",5.780869411,3.006393443,4.854209421,2.583257466,6.31196313,5.638083563,3.296719908,3.759519968,7.359687557,1.774931391,7.152899124,4.895599487,6.428423635,9.400952031,5.386108678,5.173218642,4.06752705,5.672001184
"110","Bradi1g01990.v3.1",16.8658355,21.50727617,17.64318424,17.16021031,19.60030656,23.65981495,26.29335146,17.78151336,25.35003492,20.56832259,17.21686185,27.81590617,27.62102903,29.3779751,17.25380577,18.62358711,16.71499397,16.26529751
"112","Bradi1g02020.v3.1",94.16261514,100.5985498,120.8884846,101.3005963,126.4053669,101.3848241,120.611704,115.8338585,148.9460577,109.1060767,129.0848772,151.1701781,125.3895819,125.234111,137.3914163,102.4297291,92.53624039,103.8476687
"113","Bradi1g02030.v3.1",147.0247921,109.7333607,132.930658,131.7461307,137.2021459,133.4010843,178.8269531,163.8947489,111.7971586,141.3680649,126.0074671,138.5603006,155.7656496,106.0964586,150.5371731,140.1471959,135.4359398,137.3792051
"114","Bradi1g02080.v3.1",48.332836,44.63337957,50.87584874,57.87726845,52.32285226,44.60126819,29.18803236,63.20057893,43.80766403,44.47769251,41.66979606,52.81313385,41.74943262,45.40995579,51.12238745,50.50942565,70.16484162,63.05930728
"115","Bradi1g02090.v3.1",110.0749052,92.96693568,90.2696252,73.49982551,81.30805137,94.73993987,89.89592336,74.98718207,82.47522881,80.39395124,85.25257677,97.91198973,103.4199143,110.7969347,84.3519393,78.8210404,62.79244884,79.40801657
"116","Bradi1g02100.v3.1",12.4556877,7.74724464,11.20202174,22.14220685,16.52737714,13.59180859,12.86524842,17.57829607,7.826969306,12.21570428,7.735111843,13.35163496,13.84583552,9.736700318,11.86769709,11.47513953,9.151935863,9.508943161
"117","Bradi1g02117.v3.1",11.97891496,15.84138083,14.09587736,11.19411568,11.71035265,16.6122105,19.61950385,14.22521069,17.05578386,20.88154578,10.06396272,15.20602871,10.87887077,19.72521185,19.44476523,12.13354918,10.93147895,11.26059059
"118","Bradi1g02150.v3.1",97.44042769,86.83851828,97.55093933,124.4884074,109.1305204,112.2582709,90.61959358,126.6043751,96.37686086,94.07136373,111.3689759,105.9229707,67.88697927,61.35799942,70.20199277,123.8750718,128.2542123,125.3679085
"119","Bradi1g02160.v3.1",20.56082419,19.42592686,19.97693877,21.15810877,25.24785252,24.3645754,20.66480528,30.27937704,23.83136923,19.5242453,24.95197369,23.14283394,27.83295508,19.64127478,37.8853407,22.10375238,21.67229257,17.68329781
"120","Bradi1g02170.v3.1",19.36889236,30.98897856,21.28384131,15.80707544,21.0952452,20.33737285,32.88679128,22.55711981,36.2143356,33.20165779,30.77410088,23.95876718,35.81550311,34.24632526,29.21279283,29.53437552,21.22740679,18.51741563
