	Bd21.10	Bd21.14	Bd21.18	Bd21.22	Bd21.2	Bd21.6	col.10	col.14	col.18	col.22	col.2	col.6	sta.10	sta.14	sta.18	sta.22	sta.2	sta.6	Bh.10	Bh.14	Bh.18	Bh.22	Bh.2	Bh.6
Bradi2g39006.v3.1	1.474225727	0.607259749	1.529693739	1.134586071	1.462123275	1.120942622	0.411345428	0.271011513	0.667281094	1.168787426	0.667882854	0.681737269	-1.237677686	-1.218309252	-1.23973539	-1.167784866	-1.029193118	-1.125124364	-0.557669456	-1.015670758	-0.610160604	-0.413456932	-0.576283493	-1.005810849
Bradi2g39021.v3.1	1.301794372	1.340648062	1.243758508	1.208309309	1.692744083	1.465251097	0.414250176	0.424655591	0.398431207	0.487451986	0.543941979	0.811493818	-1.015644994	-1.030696316	-1.009204149	-1.023114017	-1.018209138	-1.034261615	-0.825592737	-0.926611555	-0.807194768	-0.907343171	-0.883735365	-0.851122363
Bradi2g39032.v3.1	-0.96573066	-0.87649387	-0.843824918	-0.897295129	-0.942750982	-1.013429225	-0.831814538	-1.038204123	-0.991787284	-0.885389035	-0.925136137	-0.930942488	1.050468244	0.78218186	1.028211502	1.639622701	0.735603342	2.20456011	0.285357342	0.231972248	0.805184426	0.869259736	0.575757143	0.934619735
Bradi2g39041.v3.1	-0.781564069	-0.791020915	-0.712283679	-0.680324573	-0.670164524	-0.722299992	-0.823604727	-0.8386533	-0.828857051	-0.832205601	-0.65336193	-0.798572177	1.209939754	1.476017353	1.964649066	1.564332531	2.088946381	1.601968681	-0.211259757	-0.054978939	-0.172698425	-0.110113216	-0.077654893	-0.146236
Bradi2g39050.v3.1	0.509494933	0.741236451	0.918187991	1.337921308	1.607788205	0.537510966	0.79328886	0.088121904	1.417842314	0.988877401	1.211316653	1.192018996	-1.07722787	-1.239110335	-1.118039136	-1.114214886	-0.950189804	-1.149858323	-0.883457209	-0.791842197	-0.639664031	-0.613103338	-0.93180648	-0.835092374
Bradi2g39060.v3.1	-0.758688327	-0.757884846	-0.775752206	-0.775168432	-0.763646029	-0.768760173	-0.783461864	-0.783461864	-0.771074186	-0.783461864	-0.77550211	-0.780583845	1.481534067	1.671592985	1.586223452	1.542094401	2.373038556	1.05395574	-0.13032741	-0.103922871	-0.30768959	0.030711898	0.232975939	-0.15274142
Bradi2g39067.v3.1	-0.75828626	-0.834017053	-0.810887286	-0.618357335	-0.721280294	-0.822597527	-0.873084917	-0.81419078	-0.806126198	-0.866991945	-0.806271451	-0.713366399	1.290148254	1.62990025	1.717766456	1.417622808	2.25740363	1.325561969	-0.013410861	-0.302508171	0.03205145	0.108072263	0.357466938	-0.37461754
Bradi2g39074.v3.1	1.184958138	1.109916608	1.201455033	1.271465242	1.191385571	0.701660175	1.058162298	0.794339799	0.902404985	1.000794621	0.639978227	0.709476968	-1.135716821	-1.181652173	-1.144395283	-1.132769368	-1.170462343	-1.146791172	-0.832077734	-0.816609243	-0.863333381	-0.805968563	-0.683313043	-0.85290854
Bradi2g39081.v3.1	1.023684605	1.249713544	0.764164917	1.63925473	1.743074455	0.045246174	0.828481006	0.063325507	0.649244311	0.982280399	0.647759893	1.165479919	-0.555427156	-0.774874932	-0.929379871	-0.937907595	-0.994842596	0.128180106	-1.120059508	-1.121013859	-1.127460955	-1.120075028	-1.127195442	-1.121652626
Bradi2g39103.v3.1	0.46738547	0.682873275	1.584108515	0.587951945	1.43488874	1.415331657	-0.018204126	1.135333283	0.669741305	0.07446326	1.46787457	1.182101338	-0.937704546	-0.644082384	-0.790815366	-0.136693371	-0.427075764	-0.541843765	-1.268024941	-1.156952897	-1.147765507	-1.28675531	-1.081564744	-1.264570637
Bradi2g39120.v3.1	0.844079845	1.024003893	1.308745297	1.089735474	0.978212989	1.215420393	0.7347682	0.838452517	0.96908044	0.955852673	1.181456299	0.714613737	-1.103617997	-1.086963349	-1.13411771	-1.066135926	-1.088419143	-1.119908881	-0.785982903	-0.835462198	-1.02232017	-0.911577659	-0.803203931	-0.896711887
Bradi2g39132.v3.1	0.917986	1.853496984	1.086901347	-0.070071583	0.824522968	0.459928275	0.485022789	1.057765345	1.350608484	0.405785619	1.920620637	0.598022125	-0.859992284	-0.962102047	-0.859757328	-1.034280411	-0.942750593	-0.899845326	-0.93802285	-0.878100197	-0.39084481	-1.166847729	-0.975637189	-0.982408226
Bradi2g39137.v3.1	1.02415501	1.103144732	1.236252809	1.405233343	1.78858183	1.058621461	0.259498166	0.553048776	0.584045198	0.747472769	0.840001599	0.922538469	-0.986854349	-0.983700794	-0.981557517	-0.984536593	-1.005864328	-0.982125739	-0.969374645	-0.969265147	-0.946535082	-0.877596923	-0.886770976	-0.94841207
Bradi2g39160.v3.1	0.060850888	0.280891092	-0.176484611	0.946179406	-0.13606935	-0.583697504	0.039968288	-0.489478232	-0.482344244	0.135236721	-0.524452683	-0.166921408	-1.502467707	-1.3596318	-0.92232216	-1.099477692	-0.886882012	-1.249366503	1.541398959	1.006919739	1.139394739	1.410965976	2.531476865	0.486313233
Bradi2g39190.v3.1	-0.731414414	1.095863738	1.558914521	1.039346423	0.336466578	-0.397855195	0.309365382	-0.154234273	2.148609752	1.081834389	0.75204092	-1.66563167	-0.647614163	-0.243008742	-1.155160765	0.794636997	-0.229935664	0.315261795	-1.570934803	-1.055763642	0.189870117	0.456950517	-1.520543832	-0.707063967
Bradi2g39200.v3.1	-0.424354289	-0.245736141	0.340161644	-0.335184228	1.564738356	-0.306637038	0.457594049	1.501334985	1.402582472	0.64697979	2.737835266	-0.290600526	-0.712198435	-0.809706092	-1.083674236	-0.900315659	0.982151555	-0.241480976	-0.872262217	-0.705668942	-0.915754768	-1.252596861	0.269086141	-0.806293848
Bradi2g39207.v3.1	1.180238761	0.973309258	1.532431719	0.962656589	1.778100775	1.469283489	0.555507257	0.266086364	0.395490436	0.905793574	0.464314048	0.348984571	-0.959069715	-1.190663354	-1.363540014	-1.210106365	-1.507142969	-1.085932016	-0.6090459	-0.860252777	-0.701168716	-0.492071198	-0.268442072	-0.584761745
Bradi2g39220.v3.1	-0.47032689	-0.027064537	0.897104042	-0.105793526	-0.027281533	-0.275646484	0.781565837	1.126370235	3.35173563	1.61781029	0.751123296	0.392166179	-0.823211123	-0.238162822	-0.219666074	-0.716980719	-0.504026809	-0.583038158	-0.91626996	-0.822233283	-0.630246606	-0.812422081	-0.398712358	-1.346792547
Bradi2g39240.v3.1	0.094574639	1.127925209	-0.220388142	1.461723139	1.232797975	-0.885986153	0.99656953	-0.711720077	0.322975343	0.855874611	0.62816112	1.715188891	-0.919952911	0.70158081	1.177351876	0.247925844	0.137431253	-1.046194511	-1.315011907	-0.949169421	-1.210076196	-0.747930119	-0.914056135	-1.779594669
Bradi2g39247.v3.1	0.37725174	1.037343025	0.342856189	1.379670138	1.903551721	-0.130976903	1.041576551	-0.076770065	0.429215482	0.930310406	1.367041312	1.663583622	-0.742550679	-0.674839905	-0.233364179	-0.63046161	-0.31433246	-0.823329184	-1.254535468	-1.397128864	-1.05103731	-1.131611653	-0.711064897	-1.300397009
Bradi2g39260.v3.1	-0.984068275	-0.846789831	-1.112911856	-0.889790256	-0.885723655	-1.222340601	-0.386384854	-0.763352355	-0.458567828	-0.048789462	-0.979607334	0.480014054	1.373571948	1.542349181	1.412090976	1.102271111	1.541711968	1.436709228	-0.635918916	-0.073335426	-0.421677347	-0.090405976	1.668878242	-0.757932738
Bradi2g39265.v3.1	-0.69954355	-0.639455469	-0.812711633	-0.024377813	-0.188627013	-0.697844128	1.469726756	-0.068286485	0.44760908	1.750066278	-0.597237276	2.617547034	-0.111451708	0.170511708	-0.491941462	0.45120422	0.597316552	0.632750899	-0.894659695	-1.083765415	-1.25446718	-0.42492981	1.392170291	-1.539604179
Bradi2g39272.v3.1	-0.298349819	-0.453382007	0.145358886	-0.08948059	0.61153713	-0.035959425	1.439218444	0.668608893	1.205237124	1.509721574	0.701078073	3.143135992	-0.81839201	-0.87912459	-0.809236426	-0.853866748	-0.800185203	-0.896517731	-0.66928312	-0.651393644	-0.789637732	-0.651463212	-0.028814964	-0.698808894
Bradi2g39290.v3.1	-0.595014101	-0.586056465	-0.516721881	-0.582921459	-0.479463274	-0.57698552	-0.547164841	-0.507443409	-0.522565873	-0.485789353	-0.294374925	-0.546038533	-0.074364424	-0.136516155	-0.201835772	-0.252171384	2.922266657	0.921695853	-0.249330774	-0.15441908	-0.108013817	0.022789587	3.318505623	0.231933321
Bradi2g39310.v3.1	-0.942591406	-0.816480215	-1.181175359	-0.871420509	-0.54283435	-1.247236198	-0.40369554	-1.302539604	-1.035458974	-0.607922263	-0.656203934	-0.865275101	1.658860054	1.359826629	2.305657507	1.167253309	0.444352169	0.31288427	0.928327705	0.704231652	-0.080988188	0.761802519	0.342723767	0.567902058
Bradi2g39354.v3.1	-0.524190143	-0.828496774	-0.32015657	-0.879859276	-0.653916711	-0.359115589	-1.337683726	-0.631193492	-0.881107632	-0.967189996	-0.794025107	-1.172818033	1.376874307	1.187045547	1.629748306	1.212001848	1.561328224	2.376689951	-0.169190279	-0.147691298	0.297563562	-0.155836697	0.045723438	0.135496141
Bradi2g39361.v3.1	0.328781652	0.262398873	1.007686621	1.366071067	0.663337976	0.563034134	0.491328895	0.374785208	1.480512711	0.80272659	1.177768447	-0.251227799	-1.879026983	-1.664155982	-1.354367751	-1.411656338	-1.570361852	-0.983644789	-0.662795537	-0.646135647	0.697263505	0.556163254	0.112827742	0.538686003
Bradi2g39393.v3.1	-0.973276813	-0.974320571	-0.959784852	-0.94555966	-0.910535605	-0.973922459	-0.94750839	-0.987080419	-0.948250711	-0.979954571	-0.944339807	-0.941476282	0.845471059	0.977722781	1.418808452	1.346181677	1.630729723	1.128749296	0.456315738	0.194424839	1.006753314	0.863049311	1.168345812	0.449458139
Bradi2g39440.v3.1	-0.902451652	-0.770952974	-0.82391892	-0.86948822	-0.800037411	-0.92870461	-0.897411202	-0.907403288	-1.029455671	-0.873768972	-0.896448672	-0.793971775	1.380855245	1.169568452	1.956499081	1.097953525	2.039870656	1.244685512	0.735369251	0.033174044	0.124130283	0.286037297	0.312143976	0.113726045
Bradi2g39450.v3.1	-0.143854825	0.173369774	1.769638907	1.39147843	0.259652491	0.700168359	0.156016896	0.586635997	2.484782033	1.656655169	0.91398245	-0.051543641	-0.863520527	-0.865751301	-0.834819358	-0.901911177	-0.754345043	-0.804983685	-0.822433285	-0.72925089	-0.759475045	-0.900563312	-0.863958003	-0.795970414
Bradi2g39460.v3.1	1.503299548	0.675647031	1.339524947	0.47067723	1.925333709	0.738885732	0.209643726	0.579706909	0.646594101	-0.056034261	-0.159763641	1.465976413	-0.475222156	-1.201541434	0.201395319	-0.559524022	-0.281135265	-0.601195124	-1.443347932	-1.876069522	-0.201529929	-0.103548024	-1.459663127	-1.338110229
Bradi2g39470.v3.1	-0.49509253	-0.863818502	-0.545143983	-0.705742903	0.035363836	-1.531625972	-0.863470363	-1.470194403	-0.889964123	-0.366816103	-0.57607768	-0.694608384	-0.434809978	0.448361442	1.199993106	0.538124049	1.428249131	-0.233137271	-0.408687015	0.694884348	2.546477408	1.167398498	1.493021434	0.527315956
Bradi2g39493.v3.1	1.023990133	1.136114825	1.570382428	1.419468543	1.020973059	1.001774758	0.756118449	0.450567142	0.6848566	1.204039057	0.544163971	0.863901399	-0.941112631	-0.914405927	-0.902826283	-0.974076796	-0.910670635	-0.890259354	-1.031522078	-1.015610219	-1.001300208	-1.031522078	-1.031522078	-1.031522078
Bradi2g39496.v3.1	0.83439482	1.532290085	0.55051854	1.551846624	1.220087546	-0.01116586	1.627095319	0.346419424	0.60470678	0.935404657	0.689065849	1.165115732	-0.633930643	-0.731618221	-0.663176163	-0.664543969	-0.668455369	-0.671712582	-1.134969661	-1.156524194	-1.195344185	-1.156801913	-1.165278193	-1.203424425
Bradi2g39517.v3.1	-0.898069189	-0.418100926	-0.716677327	-0.680379335	0.253785808	-1.024796525	-1.109532001	-0.89979789	-1.057508593	-1.0271654	-0.193526927	-1.113551716	1.363577706	1.764605903	1.428131516	1.750908629	1.496371913	1.284027107	0.039723848	-0.52900602	0.431786988	0.523341273	0.168284403	-0.836433246
Bradi2g39533.v3.1	1.072408645	1.074739727	1.019109276	0.99014458	0.644559672	1.074627505	1.461324489	0.28571878	0.896223861	0.550166884	0.782490315	1.67609707	-1.104857473	-0.990415704	-1.169560455	-0.930687881	-0.746273271	-1.043394901	-0.90828542	-1.092052847	-1.036405758	-0.620570345	-1.056841156	-0.828265591
Bradi2g39537.v3.1	1.457254791	1.065772366	1.552835008	0.882912301	1.100807822	1.339237259	0.353400849	0.845381192	0.876360249	0.658922801	0.486393863	0.99303106	-1.017128042	-1.014496643	-1.000006988	-1.062117525	-0.999452042	-1.018671204	-0.966929759	-0.954427266	-0.863239878	-0.937730482	-0.89991483	-0.878194903
Bradi2g39547.v3.1	0.337265581	0.342517757	0.258209283	0.774384633	1.051464691	-0.359565005	-0.599682196	-0.413235626	-0.569565692	-0.527082932	0.112377987	0.164393311	0.645920327	1.065948343	1.299496223	1.263625622	2.347518911	0.521158827	-1.137709571	-1.450896453	-1.007807871	-1.425171336	-1.336855977	-1.356708838
Bradi2g39576.v3.1	-0.607929493	-0.53879065	-0.68773108	-0.463745211	-0.387170883	-0.716497441	-0.87466971	-1.012683042	-0.713969237	-0.886971512	-0.732798609	-0.809782244	-0.881373697	-0.378365999	-0.083227498	-0.324066604	0.406591696	-0.115184445	1.086460577	1.790474969	1.815226994	1.942545824	1.524596545	1.64906075
Bradi2g39610.v3.1	0.190831332	0.331438605	0.354079886	0.491544057	0.674679906	0.119719851	-0.937437139	-0.822926759	-0.795813023	0.122960055	-0.735992114	-0.345193291	0.741304786	0.984076815	1.230312119	1.519422963	2.641558505	0.668230365	-1.113448573	-1.335031419	-0.67040952	-1.16159077	-0.722413043	-1.429903596
Bradi2g39616.v3.1	-0.781965487	-0.786508884	-0.801139907	-0.816208201	-0.816208201	-0.816208201	-0.816208201	-0.816208201	-0.816208201	-0.816208201	-0.816208201	-0.750915991	-0.350359014	0.354257653	-0.129676745	0.257516109	-0.195945717	0.229075379	1.148332873	1.492732787	1.173542076	2.113237501	1.996319665	1.561163308
Bradi2g39622.v3.1	0.209424846	0.171759336	0.684204363	2.011010335	-1.347916215	-0.265492614	-0.046914491	-0.796274667	1.502079023	0.293416699	1.872205565	2.009192168	0.35476108	-0.816935098	-0.029693603	-0.34612663	-0.649723901	-1.345987845	-0.01134246	-0.117701658	-1.237332762	-0.994917942	-1.149567293	0.047873762
Bradi2g39648.v3.1	-0.646965228	-0.496596411	-0.532906499	-0.231858141	-0.692442568	-0.694221416	-0.602066821	-0.750194936	-0.537716128	-0.62720046	-0.550188435	-0.618292792	-0.608580181	-0.509350325	-0.406031346	-0.530310685	-0.566961023	-0.642942003	1.695329872	1.531677471	1.975700944	1.954908607	1.87638357	1.210824934
Bradi2g39657.v3.1	-0.622226787	-0.258620048	-0.991291695	-0.45331944	-0.241326271	-0.336021166	-1.480825825	-1.040311464	0.043087704	-0.352382344	-1.335788535	-1.682308259	1.1076243	0.857413162	-0.157980424	2.61591048	-0.214259699	0.072263506	0.009390645	1.010111151	0.523326555	0.592280638	0.490065252	1.845188563
Bradi2g39666.v3.1	-0.7365567	-0.628703194	-0.651859286	-0.507313765	-1.064470926	-0.388962923	-1.331310928	-1.187402075	-0.899599018	-0.972701112	-1.029314105	-1.322576328	1.316932079	0.619232942	1.309173289	1.282187806	1.978038927	0.005926481	0.654820107	1.271044904	1.1825914	0.131663491	0.360292352	0.608866582
Bradi2g39690.v3.1	0.855749982	1.135755746	0.750878838	0.917083906	0.898378919	0.201581104	0.968372748	1.522433115	0.959398407	0.934000827	0.977893411	1.062904455	-1.479389203	-1.160043679	-1.187078768	-1.291090918	-1.295833216	-1.510388052	-0.50457775	-0.441068611	-0.536131312	-0.517312588	-0.29905623	-0.962461131
Bradi2g39700.v3.1	0.545083183	0.524539372	0.609839831	1.140581624	1.138963191	0.349921438	1.216099512	0.917545331	0.588095166	1.079363163	1.26009145	1.718690996	-1.39456973	-1.2928551	-1.111859444	-1.277540588	-0.909792728	-1.559509566	-0.667434937	-0.46774903	-0.629685282	-0.583114885	-0.37046368	-0.824239287
Bradi2g39710.v3.1	2.474753587	2.331875926	-0.10255595	-0.501965867	-0.640472493	-0.348647112	1.042286728	2.534512532	0.059800101	-0.385277062	-0.810328443	-0.644811874	-0.452301342	-0.286205865	-0.059821102	-0.336381643	-0.778013718	-0.535046745	-0.465091982	-0.230595673	0.101468464	-0.492044021	-0.690377251	-0.784759195
Bradi2g39720.v3.1	1.133367323	2.121282846	0.849173774	0.223726411	0.240221329	-0.125370368	0.724100914	2.650826526	1.308197402	0.512879454	-0.448851701	-0.266127656	-0.908912259	-0.818047774	-0.674322626	-1.014098879	-1.095157907	-0.860804319	-0.73202249	-0.446003538	-0.002916949	-0.695205478	-0.711704975	-0.964229063
Bradi2g39750.v3.1	-0.316382039	0.150156519	-0.221195615	0.32236009	0.987028025	-0.872489523	-0.88104787	-1.733186838	-1.55978565	-0.352896984	-0.550447377	-1.204852704	-0.527344346	0.127584088	0.11851861	-0.17986921	2.295359066	-0.429733734	0.384233951	0.05105966	0.740471589	1.065302218	2.50240508	0.084752993
Bradi2g39760.v3.1	-0.638122967	-0.475492763	-0.495146483	-0.759957808	0.063028832	-0.634303404	-1.238607585	-0.819504649	-0.980247105	-1.052787759	-0.435540107	-1.142361424	0.430765627	1.136822352	1.279545439	1.424397399	2.967920761	0.541636012	-0.128672472	-0.20648153	0.502125284	-0.197204858	1.266821158	-0.40863195
Bradi2g39790.v3.1	1.45489353	0.325144582	-0.155595879	-0.459840782	-0.321253846	0.920990116	0.338229433	1.138078322	-0.88128805	-0.505466679	0.618713261	-0.602725141	-1.296395523	0.11985129	1.146868173	0.281460187	2.688050326	0.42184517	-0.941804811	-0.856098916	-1.385216075	-1.355525654	0.457678349	-1.150591384
Bradi2g39820.v3.1	1.838146254	1.007257063	0.412492131	0.207288014	0.245838053	1.070069892	1.71021664	1.969161353	0.282597005	0.173183853	0.186186073	0.542387619	-1.296229696	-1.332074842	-1.206224614	-1.285768611	-1.294114957	-1.292812784	-0.249115168	0.146331846	-0.179251747	-0.594265793	-0.585713439	-0.475584144
Bradi2g39830.v3.1	0.122295556	0.616858949	-0.09995734	-0.455637362	-0.714330925	-0.651285252	-0.171953072	1.607651713	0.889529692	-0.368295977	0.52693046	-1.108496856	-1.212208579	-1.079943378	-0.757414072	-0.746403786	-0.617286341	-0.969929343	-0.062271219	3.223608824	1.180920448	0.171584483	0.704533463	-0.028500088
Bradi2g39860.v3.1	0.017079058	1.443178474	-0.068411147	1.91309961	0.056391553	-0.607358234	2.078233552	-0.279072688	1.22019965	1.082317424	0.710403675	1.629057497	-0.55458094	-0.479707562	-0.511471346	-0.678448023	-1.072786462	-0.938297605	-0.904137135	-1.20428383	-0.73708035	-0.511829664	-0.710006008	-0.892489501
Bradi2g39865.v3.1	0.741404312	0.395790285	0.26231696	0.664994982	0.786507361	0.762819372	1.096489573	1.444657041	1.589830762	1.128857256	0.894280727	1.36242175	-1.159895295	-1.30534039	-1.219573402	-1.337940015	-1.264926443	-1.249292752	-0.310668703	-0.867134279	-0.526658613	-0.569804822	-0.543397387	-0.775738281
