Gene,BhBd.10.1,BhBd.10.2,BhBd.10.3,BhBd.14.1,BhBd.14.2,BhBd.14.3,BhBd.18.1,BhBd.18.2,BhBd.18.3,BhBd.22.1,BhBd.22.2,BhBd.22.3,BhBd.2.1,BhBd.2.2,BhBd.2.3,BhBd.6.1,BhBd.6.2,BhBd.6.3
Bradi1g00222.v3.1,1.412273623,0,1.649387802,1.696029788,0.328103258,0.395178584,0.316614404,1.201578634,0.915965438,0,2.96041384,1.895910434,2.777629252,2.299053677,1.429777293,0,0.876844113,1.310976379
Bradi1g00234.v3.1,0.941515749,3.884966596,0,1.817174773,1.148361403,1.383125045,1.741379223,0.600789317,5.953775346,1.443490938,0.164467436,2.916785283,2.499866327,1.642181198,0,0.371568127,0,0
Bradi1g00260.v3.1,6.119852366,14.1687017,10.07959212,9.328163835,6.890168419,5.532500178,10.92319694,10.81420771,10.53360254,8.248519648,9.539111261,7.146123942,11.94380578,12.31635898,10.00844105,8.546066924,9.269494906,10.48781103
Bradi1g00266.v3.1,2.706857777,2.056747021,0.366530623,2.907479637,1.312413032,3.359017965,3.324451244,1.201578634,3.205879033,0,2.302544097,3.500142339,3.610918027,1.149526838,2.859554585,2.415192826,1.753688226,1.310976379
Bradi1g00450.v3.1,30.59926183,42.50610511,23.09142923,24.47128694,29.85739648,37.5419655,32.61128363,17.6231533,24.73106682,28.45739279,25.16351764,23.04260373,31.9427364,46.30950977,40.21248635,18.94997448,20.16741459,23.59757482
Bradi1g00460.v3.1,16.00576773,37.93555617,19.05959238,24.71357691,27.7247253,37.14678691,14.880877,27.63630858,21.98317051,35.2624215,22.03863636,17.20903317,17.63794575,30.87300652,40.03376419,27.49604141,30.06322672,36.54346657
Bradi1g00470.v3.1,45.42813487,58.50302639,53.33020561,61.90508727,58.2383283,49.7925016,55.24921353,54.27130164,62.51464114,57.32721156,53.12298168,50.89790318,67.91303521,96.72447254,95.08018995,36.97102865,36.57692585,51.29195083
Bradi1g00480.v3.1,71.9082653,91.18245129,93.83183942,77.6539353,94.82184157,82.78991338,73.77115617,104.5373412,108.5419044,105.3748385,96.54238466,111.4211978,111.382933,94.91807322,108.4843521,88.06164612,88.81178228,78.65858275
Bradi1g00485.v3.1,3.29530512,6.398768511,6.597551209,4.845799395,2.788877693,4.346964426,4.115987254,7.40973491,5.495792627,5.15532478,7.565502034,3.208463811,4.166443878,4.433889234,10.00844105,3.344113144,6.764226013,4.42454528
Bradi1g00497.v3.1,48.48806105,49.81898341,57.17877714,52.8192134,53.1527278,48.60696585,56.04074954,67.0881404,63.20161521,45.77928405,52.95851424,47.54360011,60.55231769,54.0277614,59.87192412,43.10190274,49.3537972,30.15245672
Bradi1g00510.v3.1,17.65342029,11.65489979,21.62530674,19.38319758,20.99860851,18.37580416,16.46394902,13.61789119,16.02939516,13.61005742,14.8020692,18.52158654,22.35991548,24.79693608,17.15732751,32.69799519,13.02739825,13.43750789
Bradi1g00517.v3.1,40.13210878,48.90487362,50.39796062,53.78837328,60.53505111,67.57553789,57.94043597,70.89313941,81.52092397,51.14082182,50.32703527,75.25306029,71.38507177,63.71663047,66.84208843,36.59946052,44.09273253,43.9177087
Bradi1g00530.v3.1,12.23970473,10.51226255,13.92816366,10.90304864,13.28818195,16.79508983,19.94670746,20.22657367,21.29619643,16.90946528,22.03863636,16.62567611,10.27722823,8.210905988,14.29777293,19.69311074,21.2947856,12.4542756
Bradi1g00540.v3.1,7.885194394,6.170241064,1.832653114,6.541829183,4.92154887,8.49633956,4.115987254,2.002631057,1.373948157,7.217454692,1.644674355,5.833570565,5.277495578,3.941234874,5.71910917,6.688226288,2.505268894,3.605185043
Bradi1g00560.v3.1,463.5788167,457.0548937,460.1791968,493.3023784,393.0677031,511.9538558,421.0971576,526.4917048,460.9596066,483.1570384,434.3584972,384.869818,458.1699451,569.015785,585.4938013,424.8881533,423.5157065,467.0353351
Bradi1g00567.v3.1,45.19275593,72.2146732,61.39387931,44.70249941,52.66057291,72.3176809,39.26018612,61.68103655,53.1259954,53.82159071,42.92600067,58.91906271,51.52502262,69.7927009,53.25920415,54.99208281,57.87171144,46.21191737
Bradi1g00580.v3.1,105.2143849,135.2882485,89.61673725,131.8057435,105.3211458,155.1075943,128.0705265,161.4120632,128.9221354,119.1911089,118.0876187,127.3176776,128.6042344,138.6000931,128.322512,109.4268134,134.658203,114.218817
Bradi1g00587.v3.1,6.002162897,2.513801915,4.764898095,4.845799395,6.562065161,2.766250089,6.015673679,6.608682487,3.663861752,2.062129912,3.618283582,4.666856452,2.222103401,3.941234874,6.076553493,6.316658161,4.760010898,1.638720474
Bradi1g00620.v3.1,117.9248475,116.5489979,105.92735,190.1976262,130.2569934,153.7244692,147.8589268,177.0325854,156.4010985,156.7218733,138.8105156,141.4640862,170.5464361,134.4946401,142.4415628,111.09887,141.5476925,109.7942718
Bradi1g00678.v3.1,14.12273623,7.769933192,19.79265363,17.32373284,16.4051629,10.66982177,15.1974914,18.42420572,14.19746429,12.99141845,15.62440638,15.458962,23.47096718,19.21352001,23.233881,15.97742947,11.27371002,20.64787797
Bradi1g00690.v3.1,7.061368114,2.285274468,2.565714359,8.96472888,7.546374935,6.322857347,6.648902488,7.209471804,12.82351613,4.124259824,3.618283582,14.29224788,3.333155102,6.240288551,6.255275655,1.857840636,4.760010898,3.605185043
Bradi1g00700.v3.1,23.65558318,30.16562298,26.02367421,39.73555504,32.48222255,21.73482213,37.9937285,34.84578039,15.11342972,17.52810425,12.4995251,17.20903317,42.21996463,49.10121781,50.75709388,28.61074579,12.52634447,18.02592521
Bradi1g00710.v3.1,25.89168309,22.62421724,27.85632733,38.16067023,21.98291829,28.05767948,14.56426259,26.43472995,27.47896314,23.71449399,23.68331072,23.33428226,33.0537881,30.21613404,26.45087991,28.61074579,18.28846292,19.0091575
Bradi1g00720.v3.1,2.000720966,7.312878299,1.832653114,2.180609728,3.28103258,5.532500178,5.699059275,6.00789317,6.869740784,2.886981877,4.276153324,5.687731301,12.22156871,11.82370462,8.936108078,12.26174819,4.258957119,5.899393706
Bradi1g00730.v3.1,16.4765256,18.0536683,19.60938832,19.01976262,25.4280025,18.96857204,19.47178586,15.01973293,12.59452477,21.65236408,29.6041384,22.02172888,31.10944762,23.15475489,16.79988319,28.42496172,22.67268349,21.13949411
Bradi1g00740.v3.1,3.29530512,2.970856809,2.015918425,2.059464743,3.773187467,1.383125045,3.166144042,2.403157268,3.892853111,0.824851965,3.947218453,2.916785283,3.333155102,2.955926156,5.540387009,5.387737843,2.881059228,5.735521659
Bradi1g00750.v3.1,73.67360732,89.12570426,81.91959418,97.40056783,93.34537691,81.20919905,78.36206504,97.32786935,93.1994833,93.20827203,79.6022388,88.67027259,109.7163554,93.76854638,78.81647325,79.70136326,96.45285241,82.42763984
Bradi1g00760.v3.1,16.71190454,15.08281149,8.796734945,3.876639516,21.65481503,26.47696514,21.21316508,7.609998015,17.86132604,9.279584605,17.1046133,18.95910434,10.55499116,14.45119454,19.65943777,17.46370197,9.018968017,9.012962607
Bradi1g00790.v3.1,7.885194394,7.769933192,8.0636737,15.14312311,7.218271677,10.86741106,8.231974509,11.21473392,9.159654379,6.598815719,4.605088195,11.95881966,18.05459014,12.64479522,5.71910917,9.103419114,8.01686046,7.865858275
Bradi1g00820.v3.1,19.65414125,22.39568979,31.88816418,20.11006749,31.16980951,21.73482213,27.07053156,21.2278892,35.26466936,23.508281,37.33410787,28.43865651,40.69226854,37.11329507,32.16998908,20.43624699,13.90424236,23.92531892
Bradi1g00830.v3.1,32.12922492,29.48004064,23.09142923,8.843583895,23.13127969,24.50107222,26.59560995,23.63104647,23.35711867,30.31330971,15.78887381,33.83470928,25.83195204,14.77963078,27.16576856,23.59457607,34.32218384,27.53050396
Bradi1g00840.v3.1,7.061368114,8.226988086,5.864489963,9.20701885,8.694736338,5.927678762,8.548588913,6.408419381,2.289913595,4.536685807,5.262957937,5.541892037,3.888680952,6.56872479,5.361664847,4.087249398,9.770548685,9.176834654
Bradi1g00847.v3.1,25.89168309,30.16562298,21.44204143,24.47128694,23.95153784,24.50107222,39.26018612,25.23315131,40.30247927,42.68608918,37.16964043,29.89704915,37.4979949,43.84623798,27.52321288,20.06467886,13.27792514,19.33690159
Bradi1g00860.v3.1,24.24403053,42.96316,23.82449048,35.85891552,28.21688019,42.28410851,32.61128363,31.8418338,24.2730841,44.12958012,32.56455223,26.54274607,35.83141735,54.35619764,34.13593286,20.99359918,19.79162426,21.7949823
Bradi1g00887.v3.1,130.3999312,155.3986638,149.9110247,109.3939213,128.6164771,164.1967017,170.8134711,142.3870681,188.0019061,155.2783824,203.6106852,168.5901893,163.0468371,171.2794989,170.6796643,129.3057082,134.658203,125.5259883
Bradi1g00900.v3.1,13.65197835,15.08281149,12.8285718,18.17174773,11.81171729,16.99267912,25.64576674,25.03288821,5.953775346,28.45739279,27.95946404,18.37574728,18.33235306,20.69148309,28.05937937,11.51861194,15.03161336,19.0091575
Bradi1g00910.v3.1,4.236820869,10.05520766,6.597551209,10.17617873,6.233961903,8.693928852,8.548588913,6.00789317,5.495792627,7.217454692,9.21017639,9.042034376,9.305057993,11.82370462,4.646776201,3.344113144,2.505268894,4.588417327
Bradi1g00920.v3.1,15.53500985,9.598152767,13.19510242,4.361219455,21.32671177,5.532500178,12.98119057,4.405788325,5.037809908,7.423667684,20.06502713,10.20874849,20.27669354,13.79432206,19.30199345,12.26174819,10.02107557,5.571649611
Bradi1g00931.v3.1,3.29530512,8.68404298,12.27877586,2.422899697,3.937239096,8.298750267,10.13166093,2.603420374,6.411758065,3.711833842,3.947218453,4.95853498,6.944073129,1.970617437,2.680832423,3.901465335,9.269494906,4.916161422
Bradi1g00940.v3.1,362.1304948,342.5626428,314.8498049,333.3909983,258.709419,256.8660797,279.8871333,321.4222846,234.4871521,296.1218554,237.3265095,281.032262,283.4570651,252.8959044,266.8321872,373.9833199,385.4356193,363.7959452
Bradi1g00980.v3.1,32.01153545,21.48158,27.85632733,46.27738422,38.05997793,45.05035859,49.55015425,34.64551728,33.20374712,35.05620851,29.11073609,35.43894118,52.77495578,48.44434533,47.71881714,27.68182547,23.5495276,22.45047049
Bradi1g00990.v3.1,64.0230709,78.61344171,79.17061451,68.44691645,64.80039346,82.78991338,78.04545063,70.6928763,88.1616734,66.19437018,74.33928086,90.85786155,79.4401966,78.49626125,76.13564083,59.82246846,65.01172779,82.59151189
Bradi1g01000.v3.1,23.06713584,22.85274468,26.20693952,10.17617873,36.09135838,21.33964354,23.58777311,17.6231533,32.05879033,17.73431724,25.98585481,25.08435343,27.77629252,12.80901334,37.71037609,24.15192826,23.04847382,21.95885435
Bradi1g01007.v3.1,9.88591536,3.199384256,8.796734945,1.453739818,9.679046112,4.74214301,10.28996814,7.609998015,2.976887673,11.13550153,10.85485074,10.06290922,5.277495578,9.196214707,7.863775109,14.11958883,9.645285241,6.227137801
Bradi1g01014.v3.1,29.18698821,46.8481266,37.01959289,27.37876658,30.18549974,59.8695555,25.01253793,28.83788722,24.2730841,27.22011484,32.23561736,31.35544179,52.08054847,49.59387217,32.88487773,36.22789239,26.30532338,27.69437601
Bradi1g01021.v3.1,21.41948328,11.42637234,16.1273474,20.95808238,30.18549974,24.50107222,39.26018612,36.64814834,33.66172984,42.47987619,29.27520352,27.41778166,33.0537881,20.03461061,29.13171234,23.59457607,28.3095385,24.08919097
Bradi1g01040.v3.1,0.588447343,0.68558234,0.549795934,0.363434955,1.476464661,0.98794646,0,0.400526211,3.205879033,1.237277947,3.124881275,4.083499396,0.55552585,0.985308719,3.39572107,0,0.375790334,0.65548819
Bradi1g01047.v3.1,28.95160927,22.85274468,26.20693952,23.62327205,32.15411929,27.06973302,31.97805482,35.4465697,21.29619643,23.92070698,27.63052917,29.45953135,36.80358759,23.15475489,34.49337718,32.51221112,22.67268349,29.00535239
Bradi1g01070.v3.1,2.47147884,1.371164681,3.298775604,3.392059576,2.952929322,1.185535752,4.749216063,2.002631057,9.846628457,2.474555895,4.76955563,4.95853498,2.777629252,2.463271796,9.293552401,2.972545017,0.751580668,0.327744095
Bradi1g01080.v3.1,2.353789371,9.141097873,7.880408388,8.237858971,11.48361403,8.101160975,10.13166093,9.612629072,3.663861752,6.186389736,6.578697421,10.20874849,6.666310204,6.56872479,8.936108078,3.344113144,7.265279792,4.916161422
Bradi1g01090.v3.1,105.3320744,108.7790647,119.1224524,109.6362113,105.6492491,138.707683,133.2946642,106.5399722,92.51250923,125.9961376,132.0673507,102.9625205,118.3270061,103.7858517,126.8927347,119.2733688,125.5139716,118.8072344
Bradi1g01100.v3.1,7.296747051,10.51226255,6.231020586,8.237858971,11.81171729,8.298750267,7.440438498,8.010524227,12.13654205,10.72307554,11.34825305,11.08378407,9.721702381,6.89716103,10.90205186,14.67694102,7.140016347,5.243905517
Bradi1g01110.v3.1,11.76894686,14.85428404,19.426123,9.328163835,9.514994483,13.83125045,16.78056342,14.81946982,13.28149885,16.90946528,12.17059023,15.458962,15.83248674,14.61541266,22.69771452,13.93380477,13.65371547,13.43750789
Bradi1g01130.v3.1,35.30684057,54.1610049,38.48571539,42.03730975,39.04428771,41.29616205,44.32601659,36.44788523,35.26466936,51.96567379,48.35342605,40.83499396,44.58094949,50.08652653,53.25920415,31.39750674,36.95271618,34.24925791
Bradi1g01140.v3.1,11.88663633,10.05520766,13.92816366,9.085873865,13.12413032,13.04089328,17.09717783,10.41368149,10.99158525,20.82751211,24.01224559,14.87560494,13.05485748,14.77963078,15.90627238,14.49115696,11.7747638,15.73171655
Bradi1g01150.v3.1,3.29530512,0,5.131428718,2.665189667,1.968619548,1.580714337,2.057993627,2.803683479,2.289913595,2.062129912,1.809141791,4.812695716,4.860851191,2.791708036,3.753165393,3.715681271,4.00843023,0.819360237
Bradi1g01170.v3.1,39.66135091,42.96316,47.09918502,26.28846172,37.40377142,49.9900909,35.77742767,36.64814834,31.60080761,34.84999551,47.36662143,39.37660132,51.10837823,61.74601303,53.61664847,35.11318801,31.81691495,39.00154728
Bradi1g01190.v3.1,6.355231303,1.828219575,3.665306227,8.72243891,3.28103258,4.74214301,5.699059275,6.408419381,7.556714862,7.423667684,2.631478968,4.95853498,4.721969728,9.360432826,3.753165393,1.857840636,2.254742004,4.916161422
Bradi1g01200.v3.1,6.825989177,4.113494043,3.665306227,2.786334652,4.92154887,1.185535752,2.532915233,2.002631057,3.205879033,2.474555895,7.236567163,3.500142339,6.388547279,5.911852311,7.863775109,2.60097689,1.503161336,0.983232284
Bradi1g01220.v3.1,12.47508367,10.96931745,13.19510242,8.237858971,10.00714937,20.94446496,14.56426259,12.01578634,10.07561982,24.74555895,20.22949457,17.35487243,23.05432279,17.73555693,13.9403286,14.49115696,9.018968017,13.60137993
Bradi1g01227.v3.1,23.53789371,37.93555617,22.35836799,23.25983709,25.26395087,28.05767948,30.3949828,32.84314933,31.60080761,35.05620851,40.13005427,42.58506513,34.44260272,35.14267763,27.52321288,30.0970183,18.7895167,23.92531892
Bradi1g01270.v3.1,3.059926183,7.312878299,4.03183685,5.572669304,10.00714937,3.556607257,13.61441938,6.00789317,13.28149885,10.31064956,6.578697421,4.666856452,3.888680952,3.941234874,2.144665939,2.229408763,5.261064677,4.588417327
Bradi1g01290.v3.1,34.01225642,42.96316,50.21469531,47.97341401,47.08281753,50.78044807,61.10658001,41.05393666,53.1259954,52.37809977,52.46511193,47.9811179,55.6914665,64.20928483,52.5443155,50.16169716,35.19902796,50.1448465
Bradi1g01300.v3.1,2.118410434,5.02760383,1.832653114,1.211449849,2.952929322,5.927678762,4.432601659,1.201578634,2.289913595,2.474555895,4.934023066,1.75007117,5.833021429,2.299053677,4.468054039,3.715681271,3.006322672,2.949696853
Bradi1g01310.v3.1,9.88591536,10.51226255,10.26285744,12.59907843,14.76464661,15.0167862,16.62225622,7.609998015,14.19746429,17.73431724,13.81526458,14.58392641,11.66604286,6.73294291,17.51477183,15.23429321,10.52212935,12.4542756
Bradi1g01320.v3.1,8.2382628,5.02760383,3.665306227,2.665189667,4.265342354,2.766250089,9.181817721,3.604735902,6.411758065,1.237277947,8.881241519,9.042034376,9.860583844,5.911852311,3.574443231,4.458817525,2.254742004,4.260673232
Bradi1g01330.v3.1,3.530684057,4.113494043,1.832653114,5.088089364,5.577755387,3.951785842,6.80720969,5.206840747,3.663861752,7.836093666,4.934023066,9.042034376,5.277495578,4.762325473,5.182942685,1.114704381,2.630532338,5.571649611
Bradi1g01350.v3.1,0.235378937,0,0,0.726869909,0.820258145,0.790357168,0,0.400526211,0.457982719,0.206212991,0,0.291678528,0,0.985308719,0.357444323,1.672056572,0.250526889,0.163872047
Bradi1g01363.v3.1,17.77110975,7.769933192,16.49387802,16.59686293,18.04567919,9.681875312,28.65360358,28.437361,21.98317051,16.08461331,17.5980156,23.188443,25.83195204,14.61541266,22.16154803,10.03233943,12.9021348,13.60137993
Bradi1g01374.v3.1,8.002883863,5.713186171,11.3624493,6.662974168,8.038529822,5.137321594,12.98119057,11.21473392,15.57141244,11.7541405,8.716774083,14.72976568,8.888413606,13.3016677,11.79566266,7.245578479,7.390543236,8.357474417
Bradi1g01380.v3.1,13.41659942,12.79753702,14.84449022,11.02419362,9.350942854,8.49633956,14.08934099,8.811576649,12.82351613,9.279584605,22.03863636,17.79239022,12.91597602,14.1227583,9.472274563,9.846555368,9.89581213,14.09299608
Bradi1g01407.v3.1,30.24619342,36.33586405,37.56938883,17.08144287,21.32671177,16.20232195,20.42162907,30.64025517,33.8907212,28.2511798,34.20922659,36.6056553,30.83168469,27.58864412,19.12327129,38.45730116,32.06744184,31.79117719
Bradi1g01420.v3.1,51.78336617,39.5352483,39.76857256,46.51967419,57.74617341,40.11062629,35.14419886,44.45840946,35.035678,42.47987619,39.96558683,50.60622465,28.05405544,26.11068104,31.27637827,52.39110592,57.87171144,55.71649611
Bradi1g01460.v3.1,1.176894686,0.457054894,3.115510293,1.938319758,1.64051629,0.790357168,1.899686425,2.002631057,2.747896314,1.237277947,2.302544097,3.791820867,5.277495578,4.269671114,6.612719978,0.743136254,3.507376451,2.949696853
Bradi1g01480.v3.1,113.0995793,96.89563746,88.88367601,130.9577286,114.3439854,98.99223533,135.9858866,159.0089059,109.4578698,118.366257,103.7789518,116.3797328,118.0492432,124.4773348,128.5012342,150.4850915,108.8539334,117.3323859
Bradi1g01487.v3.1,10.59205217,14.1687017,15.76081678,16.23342797,6.562065161,17.78303629,11.23981135,5.807630064,11.44956797,11.13550153,10.85485074,11.08378407,11.52716139,20.19882873,12.68927347,10.40390756,10.27160246,8.357474417
Bradi1g01500.v3.1,34.01225642,25.13801915,33.53755198,19.26205259,29.20118996,19.36375062,24.06269472,26.83525616,26.79198906,31.34437466,33.38688941,23.188443,38.33128367,35.79955011,20.0168821,21.55095137,32.56849562,19.66464569
Bradi1g01507.v3.1,48.95881892,60.10271852,56.07918528,54.3940982,41.99721703,49.00214444,56.67397835,54.47156474,49.691125,50.31596986,60.1950814,49.29367128,55.41370357,66.5083385,49.50603875,67.62539913,79.04123359,91.93221859
Bradi1g01530.v3.1,32.59998279,30.16562298,46.91591971,32.95143588,39.70049422,30.0335724,44.95924539,38.8510425,46.48524597,46.39792302,48.68236092,63.0025621,44.44206803,41.5471843,52.5443155,39.20043741,38.45587752,35.88797838
Bradi1g01560.v3.1,122.7501157,150.1425326,134.8832692,111.695676,118.4452761,128.2354506,127.2789905,114.7507595,121.1364292,127.2334156,126.4754579,121.3382678,144.714484,150.4237977,172.1094416,119.6449369,111.2339389,120.6098269
Bradi1g01570.v3.1,53.66639767,48.44781873,42.70081755,57.30157784,54.46514083,63.22857347,43.21786617,53.67051232,49.00415093,51.14082182,37.4985753,44.3351363,44.99759388,53.53510704,44.85926255,53.69159437,54.61486188,50.96420674
Bradi1g01580.v3.1,53.19563979,32.22237,38.11918476,18.4140377,46.09850775,46.23589435,51.29153348,28.03683479,64.57556337,66.60679616,87.82561057,51.6270995,37.35911344,36.45642259,48.96987227,54.80629875,33.69586662,29.82471263
Bradi1g01600.v3.1,16.59421507,12.79753702,21.07551081,14.77968815,23.45938295,22.13000071,20.89655068,15.62052224,30.22685945,32.16922663,31.41328019,20.70917551,23.19320425,18.72086565,27.70193504,27.86760953,11.90002724,14.25686812
Bradi1g01610.v3.1,21.41948328,12.34048213,17.7767352,28.8325064,17.5535243,30.42875098,21.37147228,23.43078336,16.9453606,21.85857707,19.07822252,15.31312273,28.88734422,27.91708036,17.87221616,18.94997448,18.28846292,18.51754136
Bradi1g01620.v3.1,14.82887304,10.28373511,20.89224549,23.74441703,18.70188571,17.98062558,16.14733461,16.22131156,9.159654379,14.0224834,13.81526458,10.64626628,13.61038333,14.45119454,15.37010589,14.49115696,14.78108647,8.849090559
Bradi1g01630.v3.1,37.54294047,42.04905022,41.78449099,47.12539911,35.43515187,33.59017965,44.48432379,37.44920076,27.7079545,37.73697739,41.28132632,42.87674365,45.2753568,50.25074465,30.38276747,43.47347087,33.57060317,45.39255713
Bradi1g01660.v3.1,3.883752463,6.170241064,4.215102161,18.77747265,14.60059498,16.99267912,15.98902741,35.84709591,19.46426555,16.90946528,9.703578696,16.04231905,9.999465306,9.688869066,8.578663755,8.174498796,3.006322672,3.932929137
Bradi1g01670.v3.1,6.59061024,7.312878299,4.948163407,0.121144985,2.952929322,2.766250089,5.699059275,1.201578634,16.02939516,5.980176745,12.33505766,4.666856452,5.833021429,1.313744958,2.502110262,4.644601589,3.256849562,5.899393706
Bradi1g01710.v3.1,17.41804135,31.07973277,15.02775553,15.991138,21.16266014,18.77098275,27.38714596,19.82604746,13.96847293,22.27100305,23.84777815,16.47983685,11.38827993,20.69148309,15.90627238,19.50732667,12.02529069,11.30717127
Bradi1g01720.v3.1,12.00432579,12.34048213,15.02775553,12.72022341,15.09274987,12.64571469,12.03134736,12.81683876,12.82351613,25.57041091,17.1046133,23.188443,13.61038333,23.64740925,22.87643668,23.40879201,13.15266169,8.849090559
Bradi1g01730.v3.1,23.53789371,28.56593085,23.09142923,23.01754712,25.92015738,29.04562594,20.42162907,31.44130759,34.11971256,22.47721604,26.31478968,21.58421109,38.88680952,35.14267763,30.91893395,25.26663264,18.91478015,17.04269293
Bradi1g01740.v3.1,44.13355071,44.33432469,47.83224626,30.77082616,46.26255938,43.27205497,50.34169026,54.87209095,79.00201902,61.65768437,66.28037652,54.39804552,47.21969728,52.87823456,64.51870033,42.54455055,35.70008173,48.34225398
Bradi1g01750.v3.1,60.13931844,62.15946554,64.5093896,78.01737025,52.49652129,54.9298232,62.53134483,57.07498512,60.68271026,45.36685807,55.58999321,57.3148308,32.91490663,55.17728824,46.82520633,48.30385652,42.96536153,50.1448465
Bradi1g01760.v3.1,12.71046261,10.51226255,8.0636737,11.50877356,6.562065161,14.22642903,8.865203317,9.212102861,10.30461118,4.124259824,7.894436905,10.50042702,9.721702381,7.718251629,6.433997816,8.546066924,8.517914238,9.668450796
Bradi1g01770.v3.1,34.01225642,31.07973277,32.98775604,28.8325064,39.04428771,38.33232266,45.7507814,41.45446287,47.63020277,45.36685807,33.88029172,56.58563448,35.13701003,23.31897301,46.46776201,36.78524458,38.83166785,43.75383665
Bradi1g01800.v3.1,134.0483047,179.1655183,184.5481685,152.7638259,160.2784415,151.550987,113.6645711,131.3725973,141.5166602,105.3748385,124.995251,120.1715536,88.05084728,76.19720757,57.72725819,189.4997448,185.3898981,174.5237305
Bradi1g01810.v3.1,6.825989177,8.68404298,4.03183685,6.662974168,2.624826064,3.951785842,9.973353732,11.21473392,7.785706222,8.248519648,10.85485074,6.416927622,5.555258504,4.926543593,2.859554585,5.945090034,5.511591566,4.42454528
Bradi1g01820.v3.1,17.88879922,29.25151319,24.1910211,25.92502676,30.18549974,24.50107222,29.76175399,18.02367951,17.40334332,24.74555895,18.09141791,18.08406875,24.44313742,30.87300652,24.30621397,21.9225195,20.29267804,16.05946064
Bradi1g01830.v3.1,26.83319883,25.13801915,33.72081729,24.47128694,28.54498345,23.51312576,20.89655068,30.43999206,28.85291129,28.86981877,31.90668249,23.62596079,30.27615884,23.31897301,30.91893395,32.51221112,36.57692585,34.74087405
Bradi1g01840.v3.1,84.97179631,87.75453958,79.90367575,81.04599487,83.33822754,92.86696728,78.99529384,93.12234414,90.68057835,84.5473264,99.33833106,85.17013025,93.88386871,124.3131167,110.629018,65.95334256,74.40648614,72.2675729
Bradi1g01847.v3.1,30.95233023,46.16254426,23.27469454,35.01090063,29.20118996,29.24321523,41.15987254,52.06840747,20.38023099,34.23135654,41.28132632,22.31340741,14.16590918,32.18675147,59.69320196,30.46858642,30.18849017,44.2454528
Bradi1g01870.v3.1,77.91042819,79.0704966,85.40163509,103.2155271,79.40098844,85.35857418,94.66770685,88.91681892,59.99573618,84.5473264,91.44389415,77.29480999,81.6623,108.8766134,102.4077986,85.08910111,81.54650249,73.74242133
Bradi1g01880.v3.1,141.4627412,153.7989717,125.353473,155.4290156,135.6706972,143.0546475,142.6347891,174.6294281,141.9746429,136.7192132,136.5079715,123.9633745,115.6882583,93.9327645,125.9991239,140.8243202,177.1225108,148.9596911
Bradi1g01900.v3.1,24.83247787,21.71010745,20.52571487,17.44487782,15.91300801,27.26732231,27.07053156,27.23578237,34.80668664,39.59289431,42.43259837,39.08492279,31.66497347,29.0666072,30.91893395,24.52349639,23.29900071,33.59376972
Bradi1g01920.v3.1,52.37181351,33.36500724,50.03143,18.89861764,47.08281753,57.498484,32.61128363,30.23972896,38.24155703,36.29348645,42.26813093,38.2098872,47.21969728,43.68201986,49.32731659,41.8014143,37.32850652,35.06861814
Bradi1g01930.v3.1,27.18626724,30.39415043,33.35428667,30.28624622,34.77894535,43.86482284,33.71943405,39.05130561,38.92853111,33.40650458,28.94626865,30.62624547,41.9422017,57.64056004,50.04220524,26.0097689,27.93374816,30.64407286
Bradi1g01936.v3.1,40.01441931,48.44781873,34.45387854,42.4007447,30.84170626,36.35642974,37.04388529,42.85630461,35.72265208,42.47987619,37.16964043,34.85558413,40.13674269,56.98368756,62.19531222,43.845039,40.83588297,41.29575594
Bradi1g01970.v3.1,20.24258859,19.42483298,17.04367396,18.05060274,24.93584761,18.96857204,25.32915233,25.83394063,19.2352742,12.16656648,23.18990841,19.97997919,18.88787891,17.73555693,22.16154803,19.8788948,17.91267259,22.94208664
Bradi1g01980.v3.1,6.825989177,2.285274468,4.03183685,0.726869909,6.398013532,4.74214301,4.115987254,3.003946585,9.617637098,1.237277947,6.907632292,5.833570565,5.277495578,12.4805771,3.931887554,8.546066924,5.135801232,7.865858275
Bradi1g01990.v3.1,17.88879922,30.62267788,17.96000051,20.71579241,19.02998897,23.51312576,23.11285151,19.62578436,29.31089401,25.57041091,14.47313433,31.20960252,31.80385493,36.78485883,17.87221616,22.47987169,16.66003814,23.10595868
Bradi1g02000.v3.1,41.66207187,61.4738832,39.21877663,56.09012799,41.50506214,58.68401975,62.84795923,45.8602512,40.98945334,44.74821909,42.5970658,46.66856452,50.55285238,86.21451287,57.72725819,34.18426769,37.45376996,40.96801185
Bradi1g02020.v3.1,105.3320744,116.5489979,123.8873505,100.9137724,139.1157814,116.5776823,129.1786769,135.7783856,158.2330294,119.8097479,122.8571743,175.007117,137.3537665,145.0045997,142.7990071,116.3008238,94.1981104,118.8072344
Bradi1g02030.v3.1,126.7515576,90.2683415,96.03102315,115.0877356,124.0230315,121.7150039,168.1222486,155.0036438,96.86334506,132.5949533,109.5353121,126.5884813,148.0476391,93.60432826,127.250179,119.2733688,127.2676598,121.5930592
Bradi1g02080.v3.1,51.54798723,49.59045596,47.83224626,60.33020246,48.55928219,44.26000143,31.18651881,69.89182388,35.72265208,48.66626593,43.58387042,56.58563448,40.69226854,44.99576481,51.47198253,48.48964059,78.54017982,64.07397053
