Gene,BhBs.10.1,BhBs.10.2,BhBs.10.3,BhBs.14.1,BhBs.14.2,BhBs.14.3,BhBs.18.1,BhBs.18.2,BhBs.18.3,BhBs.22.1,BhBs.22.2,BhBs.22.3,BhBs.2.1,BhBs.2.2,BhBs.2.3,BhBs.6.1,BhBs.6.2,BhBs.6.3
Bradi1g00222.v3.1,4.950168704,3.744972959,3.234532939,6.996527973,6.896567965,7.595274508,9.967691607,4.53771886,10.01629078,7.61344026,1.85095878,4.075698707,4.60067837,6.181079886,11.9429099,3.810187145,6.06357647,2.888016972
Bradi1g00234.v3.1,3.139131373,4.213094579,8.561998957,6.621713974,5.719105142,6.568886061,4.902143413,2.475119378,4.292696049,8.036409163,6.899028179,6.339975766,9.776441536,9.78670982,7.837534625,4.191205859,4.644441552,4.077200431
Bradi1g00260.v3.1,9.538129942,11.23491888,7.039865809,12.36886195,11.60641926,10.87971754,7.5166199,11.34429715,14.78595306,6.556018002,15.48074616,12.22709612,13.65826391,8.928226502,12.50273381,12.19259886,5.418515144,8.154400862
Bradi1g00266.v3.1,4.587961238,5.383398628,1.712399791,3.998015985,2.018507697,8.826940644,5.392357755,3.093899223,6.20056096,1.903360065,2.35576572,4.679505923,6.038390361,8.584833175,7.091102756,7.048846218,7.482711389,2.208483567
Bradi1g00450.v3.1,28.25218236,17.32049994,22.07093064,22.86365391,18.83940517,29.97054265,30.39328916,28.87639274,26.23314252,20.30250736,28.94226456,22.7937224,31.91720619,37.08647932,32.84300224,20.19399187,20.38393792,27.01145286
Bradi1g00460.v3.1,27.16555996,25.27856747,22.45146393,26.4868559,32.29612315,31.81804186,28.4324318,21.03851471,33.86460217,27.49297872,31.29803028,35.02081852,22.14076466,38.80344595,23.88581981,24.00417901,25.15739174,25.14273599
Bradi1g00470.v3.1,49.13947958,49.62089171,48.1374608,67.96627174,51.3037373,52.55108848,60.9499831,84.97909865,68.44465367,77.82627821,58.89414299,48.90838448,77.4926763,93.57468161,90.50486412,44.76969895,47.86355044,43.66002128
Bradi1g00480.v3.1,72.20002159,74.19727675,67.54465844,75.71242771,96.55195151,80.46885424,102.7816069,109.3177725,101.5938065,98.12878557,94.56716675,99.326287,93.30750819,119.6725745,111.5915644,102.8750529,106.951168,93.94549327
Bradi1g00485.v3.1,4.10501795,1.40436486,6.088532591,2.49875999,3.700597445,5.337219924,6.863000778,3.093899223,2.146348025,1.691875613,3.70191756,1.50951804,3.162966379,1.373573308,1.119647804,1.143056143,2.064196245,2.718133621
Bradi1g00497.v3.1,53.72744081,43.53531065,36.91172884,50.22507581,40.87478087,36.7447064,55.39422057,48.47108782,47.93510588,44.83470375,40.55282418,46.64410742,62.68424279,52.19578571,45.15912808,47.81784867,38.7036796,30.74888658
Bradi1g00510.v3.1,20.52508975,12.17116212,17.88506449,20.98958392,15.47522568,13.13777212,24.34731229,15.67575606,18.60168288,23.68625859,23.38938822,26.7184693,16.24614549,23.17904957,8.024142592,16.00278601,15.9975209,15.62926832
Bradi1g00517.v3.1,45.03446163,44.93967551,48.70826073,52.9737118,57.86388732,50.08775621,51.14569628,36.30175088,52.46628505,54.14001963,59.23068095,74.26828755,57.79602202,66.61830544,49.63771929,37.72085274,36.63948335,43.49013793
Bradi1g00530.v3.1,26.8033525,35.10912149,27.01786337,35.10757786,33.47358598,28.73887652,42.32183813,34.65167129,37.68033199,31.08821439,38.02878948,32.45463785,37.66805415,28.84503947,39.56088906,43.81715217,35.09133617,25.14273599
Bradi1g00540.v3.1,5.916055281,4.213094579,4.566399444,3.748139986,8.242239763,5.542497614,2.451071707,0.825039793,0.476966228,4.441173485,1.6826898,2.113325255,3.162966379,2.91884328,3.918767313,1.714584215,2.064196245,3.567550377
Bradi1g00560.v3.1,393.4780441,396.499012,383.5775533,366.6930286,368.5458637,434.5728684,380.2429241,445.934008,405.8982598,381.5179508,444.9031831,394.8899192,352.9582937,450.1886517,485.7405388,335.6774875,361.4923674,371.0252392
Bradi1g00567.v3.1,35.49633168,56.87677681,43.00026143,40.23003584,47.43493088,60.96747375,40.52438555,47.85230798,33.62611905,46.31509491,53.34126665,46.34220381,48.59466528,57.69007894,50.7573671,37.33983402,42.96108435,41.45153772
Bradi1g00580.v3.1,103.108392,113.7535536,82.95625656,79.33562969,92.68314509,95.04357019,86.93134319,111.586632,120.1954894,99.82066118,86.82679367,115.0252746,96.32670337,109.714168,118.1228433,73.15559318,104.7579594,91.22735965
Bradi1g00587.v3.1,5.31237617,0.70218243,1.902666435,2.748635989,1.345671798,1.231666136,3.59490517,0.825039793,2.861797366,1.26890671,2.01922776,1.50951804,0.575084796,1.545269972,0.746431869,1.143056143,1.548147184,0.509650054
Bradi1g00620.v3.1,97.31307257,81.45316186,113.2086529,176.1625793,134.7353888,135.8938304,122.7169901,168.7206376,110.8946479,101.0895679,104.1584986,103.8548411,129.250308,120.1876645,117.1898034,63.24910661,79.21353091,77.63669154
Bradi1g00678.v3.1,28.85586147,18.72486479,32.91612932,31.23449988,35.66030265,30.79165341,33.98819433,36.50801083,39.34971378,46.31509491,30.62495436,27.77513193,25.15995984,36.74308599,53.92970254,32.76760945,34.9623239,35.16585372
Bradi1g00690.v3.1,3.622074662,6.553702678,3.995599513,1.749131993,3.700597445,3.28444303,4.902143413,1.237559689,1.907864911,1.480391162,6.057683279,4.226650511,3.162966379,7.211259867,2.612511542,4.572224574,0.516049061,2.038600216
Bradi1g00700.v3.1,12.19431803,6.787763488,5.707999304,16.61675394,24.22209236,10.26388447,19.11835931,18.15087544,14.78595306,6.978986905,10.26440778,7.849493806,14.08957751,18.71493632,17.72775689,14.09769244,4.12839249,4.416967134
Bradi1g00710.v3.1,16.05786433,14.97989184,16.74346463,27.48635989,23.54925647,18.47499205,31.53712262,21.65729456,15.73988551,28.55040097,21.8749674,22.7937224,21.85322226,25.58280286,22.39295607,13.90718308,14.57838598,22.42460237
Bradi1g00720.v3.1,6.278262747,4.213094579,5.327466017,5.622209978,5.550896167,5.542497614,3.921714731,5.775278549,5.962077846,4.441173485,4.54326246,6.038072158,8.482500745,5.150899905,8.583966494,10.09699593,5.289502878,4.077200431
Bradi1g00730.v3.1,36.34148244,27.61917557,37.29226212,25.2374759,36.83776547,44.33998091,34.80521823,24.33867388,36.01095019,45.68064156,42.74032092,34.56796311,41.83741893,37.42987264,39.37428109,41.72154924,26.83455119,31.25853664
Bradi1g00740.v3.1,4.70869706,4.681216199,1.902666435,3.248387987,5.887314116,4.105553788,5.555762535,2.26885943,0.953932455,1.903360065,5.384607359,2.717132471,7.188559953,1.716966635,2.612511542,4.762733931,2.322220776,3.737433729
Bradi1g00750.v3.1,117.9588981,123.3500468,122.721985,129.9355195,126.829567,119.4716152,131.8676578,168.1018578,108.7482999,113.3556661,123.3411623,121.0633468,123.2119176,135.6403642,137.1568559,100.0174126,122.045603,116.3700956
Bradi1g00760.v3.1,6.881941857,5.149337819,11.03546532,4.747643982,9.587911561,8.211107576,14.37962068,5.362758653,11.68567258,6.767502453,7.403835119,15.397084,8.913814342,7.898046521,12.31612584,7.239355575,7.611723654,12.9111347
Bradi1g00790.v3.1,0,0,0,0,0,0.821110758,0,0,0,0,0,0,0,0,0,0,0,0.169883351
Bradi1g00820.v3.1,26.56188085,11.7030405,40.7170617,24.7377239,34.6510488,25.04387811,35.9490517,22.2760744,25.27921007,37.22126349,31.46629926,24.00133683,34.64885897,23.69413956,25.37868355,26.67131001,17.15863129,13.5906681
Bradi1g00830.v3.1,46.60402731,40.0243985,36.3409289,31.35943788,49.45343858,47.41914625,47.55079111,49.91490746,44.59634229,49.91033059,35.50475478,50.11599891,29.47309581,29.1884328,44.22608824,42.29307731,57.41045807,49.60593858
Bradi1g00840.v3.1,4.829432882,2.106547289,4.3761328,1.499255994,4.373433344,2.052776894,5.882572096,4.950238756,6.916010302,4.229689033,8.245180019,3.924746903,4.025593574,3.777326597,2.799119509,3.42916843,2.838269837,2.888016972
Bradi1g00847.v3.1,27.52776743,22.00171613,27.77892995,22.36390191,24.55851031,30.38109803,24.02050272,23.1011142,34.81853462,29.81930768,22.54804332,42.1155533,29.61686701,37.42987264,40.30732093,24.76621644,17.67468035,23.10413578
Bradi1g00860.v3.1,20.16288228,18.25674317,28.92052981,19.86514192,20.52149492,21.3488797,21.40602624,32.17655192,29.81038923,18.61063175,24.06246414,31.24702342,27.17275662,28.15825281,30.2304907,18.66991701,23.99628135,18.85705199
Bradi1g00887.v3.1,140.5364969,116.3282225,154.8770478,101.4496556,119.76479,157.0374324,144.6132307,147.269603,161.214585,141.0601293,179.8795396,153.97084,134.8573847,146.2855573,158.0569483,120.4019138,122.3036275,126.3932134
Bradi1g00900.v3.1,6.157526925,4.681216199,6.088532591,8.620721967,4.878060268,3.694998409,12.41876331,11.5505571,4.292696049,5.921564647,9.591331859,9.208060041,30.0481806,16.4828797,16.79471705,6.096299432,6.708637797,6.455567349
Bradi1g00910.v3.1,2.535452263,2.574668909,3.234532939,8.745659966,5.550896167,11.90610598,5.392357755,3.506419119,3.338763594,8.670862518,6.394221239,7.094734786,9.776441536,6.696169877,8.957182429,2.09560293,4.773453817,6.115800647
Bradi1g00920.v3.1,9.41739412,3.744972959,9.513332174,3.248387987,4.373433344,10.05860678,7.5166199,4.125198964,6.20056096,5.710080195,7.572104099,1.962373451,8.626271944,8.928226502,5.598239018,5.334262003,1.032098123,3.397667026
Bradi1g00931.v3.1,2.776923907,7.489945918,1.141599861,2.748635989,4.709851293,6.158330682,2.614476487,8.869177772,4.769662277,6.34453355,1.6826898,2.113325255,2.875423981,2.403753289,4.10537528,4.000696502,2.838269837,1.698833513
Bradi1g00940.v3.1,279.0204848,300.3000191,256.6697021,284.6087629,265.6019711,230.9374006,227.4594544,269.3754923,223.9356439,186.1063175,204.7833486,242.579549,159.7298022,114.6933712,130.8121851,267.0941189,300.4695659,290.5005307
Bradi1g00980.v3.1,53.36523335,39.32221607,60.69505927,54.09815379,60.38702194,54.19331,63.23765003,53.00880668,27.18707498,43.56579704,44.08647276,50.56885433,80.08055788,135.2969708,88.82539242,70.29795282,54.44317597,50.11558863
Bradi1g00990.v3.1,68.4572111,61.79205382,55.5578599,57.84629378,83.43165148,73.69469049,70.59086515,61.25920461,66.77527188,67.25205563,65.96144015,63.24880586,73.75462512,72.11259867,76.88248251,73.5366119,65.02218172,50.28547198
Bradi1g01000.v3.1,28.73512565,19.66110803,23.97359708,3.623201986,23.21283852,18.47499205,20.26219277,15.67575606,7.631459643,13.95797381,13.29324942,15.69898761,17.54008629,14.07912641,17.72775689,22.48010416,10.96604255,16.13891837
Bradi1g01007.v3.1,14.12609118,27.15105395,11.41599861,12.74367595,11.27000131,11.90610598,14.05281112,8.250397927,9.777807668,14.80391162,13.79805636,8.604252826,14.08957751,12.7055531,15.86167722,12.19259886,8.514809511,11.38218454
Bradi1g01014.v3.1,24.99231516,24.34232423,27.20813002,23.11352991,32.6325411,32.43387492,29.41286048,19.38843513,28.37949055,36.16384123,33.653796,27.62418012,36.66165576,36.91478265,43.66626434,27.81436616,24.38331815,26.1620361
Bradi1g01021.v3.1,54.69332739,49.62089171,47.18612758,47.72631582,53.82687192,54.80914307,71.57129383,44.34588886,56.99746421,68.09799344,63.10086749,64.7583239,50.03237727,57.34668561,61.76723716,56.96229782,59.86169111,53.68313901
Bradi1g01040.v3.1,13.64314789,31.36414853,25.68599687,16.86662993,20.016868,17.65388129,22.5498597,14.02567648,23.37134516,27.28149426,29.78360946,24.30324044,33.06737578,29.1884328,17.72775689,26.86181937,13.15925106,20.55588551
Bradi1g01047.v3.1,23.90569277,17.78862156,31.9647961,32.35894188,29.60477956,28.73887652,37.09288516,30.11395243,36.72639953,26.64704091,24.56727108,32.90749326,32.06097739,25.4111062,29.85727476,34.10117495,32.51109086,27.18133621
Bradi1g01070.v3.1,5.916055281,7.958067538,10.65493203,4.247891984,11.77462823,9.442773712,11.43833463,6.187798445,23.84831138,12.47758265,22.88458128,18.11421647,17.54008629,8.928226502,10.07683023,8.572921076,7.611723654,8.324284213
Bradi1g01080.v3.1,3.139131373,0,2.283199722,1.499255994,1.850298722,3.48972072,3.431500389,2.475119378,1.907864911,2.326328968,5.721145319,0.603807216,5.319534365,4.464113251,1.492863738,1.524074858,0.258024531,2.208483567
Bradi1g01090.v3.1,142.2267984,137.1596346,120.629052,103.6985396,133.221508,148.6210471,129.4165861,140.4630247,143.0898683,121.8150442,159.0141861,126.7995153,122.061748,138.9026008,156.9373005,129.7368723,132.237572,116.539979
Bradi1g01100.v3.1,10.3832807,13.10740536,7.610665739,13.49330395,11.60641926,13.13777212,12.74557287,14.43819637,12.87808815,12.2660982,14.13459432,11.3213853,13.51449271,15.45269972,12.12951787,8.763430433,10.96604255,7.474867457
Bradi1g01110.v3.1,48.53580047,58.04708086,52.32332696,57.84629378,56.18179757,47.82970163,63.07424525,71.98472191,89.66965081,46.73806382,77.90853773,85.28776924,73.03576912,52.53917903,46.46538385,46.86530188,51.86293066,56.06150593
Bradi1g01130.v3.1,54.81406321,69.98418217,77.62879054,57.47147978,52.6494091,62.40441758,55.88443491,83.74153896,70.5910017,58.58119311,53.84607359,83.929203,62.39670039,58.20516893,49.45111133,42.67409602,58.95860525,55.89162258
Bradi1g01140.v3.1,12.79799714,11.46897969,21.50013071,19.86514192,20.85791287,13.5483275,15.0332398,15.26323616,32.91066971,27.28149426,28.43745762,21.73705977,26.88521422,16.65457636,16.79471705,14.47871115,15.48147184,12.571368
Bradi1g01150.v3.1,7.485620967,3.744972959,3.615066226,5.497271979,3.53238847,1.231666136,6.536191218,3.506419119,0.953932455,5.287111292,3.19711062,4.830457727,3.450508778,6.181079886,3.545551378,7.048846218,5.418515144,2.718133621
Bradi1g01170.v3.1,45.75887656,50.79119576,54.41626004,51.7243318,47.60313986,49.47192314,49.34824369,61.87798445,46.26572409,57.3122864,66.97105403,45.13458938,51.18254687,81.04082517,68.67173195,45.53173638,41.41293717,43.99978799
Bradi1g01190.v3.1,1.086622398,2.340608099,0.761066574,3.873077985,3.027761546,0.410555379,5.228952974,2.887639274,0.238483114,4.864142388,4.03845552,1.811421647,2.300339185,4.807506578,1.866079673,2.286112287,1.290122653,2.548250269
Bradi1g01200.v3.1,12.43578967,24.57638504,10.0841321,7.996031969,9.587911561,12.72721674,13.07238244,13.20063668,18.36319977,12.90055155,19.18266372,11.17043349,15.6710607,18.19984633,17.35454096,12.38310822,7.482711389,4.077200431
Bradi1g01220.v3.1,19.07625988,13.10740536,19.78773092,11.74417195,17.83015132,21.75943508,12.41876331,10.72551731,17.1707842,11.84312929,15.1442082,10.11377087,10.63906873,13.04894643,11.9429099,12.19259886,10.83703029,14.27020151
Bradi1g01227.v3.1,23.66422112,27.15105395,28.92052981,22.48883991,27.24985391,30.17582034,28.4324318,33.62037155,32.91066971,28.76188543,32.64418212,34.4170113,29.04178221,51.50899905,39.18767313,26.48080066,23.99628135,37.37433729
Bradi1g01270.v3.1,5.070904526,9.362432397,6.849599165,8.745659966,10.76537438,10.67443985,7.843429461,4.950238756,13.8320206,6.978986905,8.076911039,3.622843295,3.450508778,5.837686559,12.68934177,7.810883647,10.0629567,5.776033944
Bradi1g01290.v3.1,34.89265257,41.66282417,41.47812828,35.23251586,30.95045136,48.65081239,36.27586126,30.32021238,30.76432169,43.98876595,34.99994784,34.4170113,42.41250372,31.59218608,44.03948027,35.43474045,39.47775319,41.45153772
Bradi1g01300.v3.1,1.207358221,0.93624324,3.424799583,1.499255994,2.354925647,4.926664545,0.980428683,0.412519896,5.246628505,1.26890671,2.86057266,1.962373451,1.293940792,1.716966635,3.358943411,2.667131001,2.322220776,1.698833513
Bradi1g01310.v3.1,5.070904526,2.808729719,7.800932383,3.748139986,3.364179495,6.979441439,2.614476487,3.712679067,4.769662277,7.61344026,3.70191756,7.24568659,2.012796787,2.403753289,3.358943411,2.667131001,3.87036796,3.737433729
Bradi1g01320.v3.1,4.829432882,3.276851339,8.18146567,0.624689998,4.037015394,4.516109167,7.5166199,2.062599482,4.769662277,5.07562684,6.057683279,6.641879374,11.50169593,4.292416588,4.478591214,5.715280717,2.838269837,2.718133621
Bradi1g01330.v3.1,3.622074662,4.213094579,4.185866157,5.997023977,4.205224369,6.568886061,2.614476487,4.53771886,7.154493415,2.749297872,4.54326246,2.415228863,3.881822375,3.43393327,3.732159345,2.286112287,3.354318898,3.397667026
Bradi1g01350.v3.1,5.553847814,3.979033769,7.991199026,3.998015985,7.569403864,4.721386856,4.085119511,9.487957616,4.531179163,4.229689033,4.87980042,6.189023962,6.757246356,4.807506578,3.358943411,4.572224574,2.838269837,4.756733836
Bradi1g01363.v3.1,14.48829865,3.979033769,12.36733183,10.86960596,11.60641926,7.595274508,11.43833463,9.900477512,9.062358326,9.305315873,8.918255939,12.52899973,21.13436626,16.82627302,16.60810909,12.00208951,15.09443504,13.76055145
Bradi1g01374.v3.1,6.519734391,3.510912149,7.800932383,5.997023977,7.569403864,8.826940644,14.86983502,10.10673746,17.1707842,6.978986905,15.81728412,19.62373451,14.6646623,11.16028313,3.732159345,4.762733931,9.030858573,8.154400862
Bradi1g01380.v3.1,7.847828433,7.021824298,13.1283984,9.995039961,5.719105142,4.516109167,9.804286826,8.869177772,31.95673726,5.498595743,9.423062879,25.20895126,14.8084335,4.292416588,6.344670887,4.191205859,11.22406708,10.87253448
Bradi1g01407.v3.1,9.900337408,5.851520248,31.9647961,11.36935796,9.756120536,4.310831477,15.36004936,16.91331575,46.74269031,10.78570703,22.21150536,41.20984248,31.77343499,12.53385644,6.344670887,3.238659073,7.869748185,11.72195124
Bradi1g01420.v3.1,38.8769347,23.87420261,23.59306379,30.60980988,39.86552702,32.63915261,29.90307482,42.48954932,68.44465367,45.46915711,42.40378296,60.38072158,31.48589259,28.15825281,31.53674647,35.81575916,39.34874092,38.56352074
Bradi1g01460.v3.1,3.380603017,9.830554017,2.853999652,5.747147978,7.737612839,6.979441439,9.640882046,12.78811679,13.59353749,8.459378067,13.4615184,15.397084,10.35152633,13.04894643,13.24916568,10.66852401,6.450613266,8.833934267
Bradi1g01480.v3.1,87.0505277,62.26017544,63.35879228,84.58302567,77.88075531,64.86774985,103.435226,89.72307746,76.31459643,74.86549589,93.55755287,94.34487747,107.9721705,72.97108199,71.09763553,78.8708739,64.76415719,74.74867457
Bradi1g01487.v3.1,10.98695981,10.76679726,13.69919833,16.74169194,15.13880773,4.721386856,11.43833463,10.93177725,12.40112192,18.61063175,16.826898,7.849493806,11.93300952,16.31118303,10.45004617,19.05093572,8.643821777,13.2509014
Bradi1g01500.v3.1,19.80067482,18.72486479,19.40719763,11.74417195,15.81164363,13.5483275,7.843429461,7.425358134,8.108425871,23.26328968,19.18266372,10.56662628,25.30373104,22.66395958,10.45004617,12.95463629,12.12715294,21.40530226
Bradi1g01507.v3.1,47.69064971,38.38597283,56.69945976,47.97619181,49.11702063,57.47775303,34.96862301,61.05294466,60.57471092,51.60220621,56.53837727,63.39975766,58.37110682,56.31650563,53.18327067,63.63012532,70.95674593,61.49777317
Bradi1g01530.v3.1,44.43078252,33.70475663,49.65959395,30.23499588,30.95045136,40.23442712,53.92357755,38.77687026,44.35785918,50.54478395,49.80761808,54.34264942,60.671446,58.54856226,55.98239018,38.86390888,34.83331164,31.59830334
Bradi1g01560.v3.1,108.3000324,110.9448239,103.5050541,67.84133374,106.476281,133.4304981,104.4156547,127.262388,147.6210475,112.0867594,119.6392448,116.3838409,119.7614088,134.4384875,131.9318329,96.39773477,102.8227755,96.83351024
Bradi1g01570.v3.1,37.42810484,49.3868309,51.56226038,49.22557181,43.39791549,46.59803549,41.99502857,60.64042476,36.48791642,39.33610801,46.61050746,29.88845718,37.23674056,49.10524576,37.32159345,34.2916843,34.31726258,35.84538712
Bradi1g01580.v3.1,39.11840635,46.81216199,55.5578599,21.11452192,50.12627448,37.36053947,56.70145881,38.36435036,67.49072122,76.76885595,69.66335771,43.32316774,39.68085094,41.3788959,39.56088906,50.29447031,34.9623239,31.59830334
Bradi1g01600.v3.1,31.99499284,14.74583103,27.01786337,11.36935796,12.44746413,7.800552197,29.73967004,20.62599482,23.37134516,18.61063175,31.80283722,35.47367393,37.23674056,20.60359962,17.54114892,22.86112287,15.6104841,18.17751859
Bradi1g01610.v3.1,9.779601586,8.426189158,9.132798887,15.49231194,6.896567965,7.800552197,6.536191218,9.487957616,1.430898683,6.34453355,8.413448999,4.226650511,7.188559953,6.524473213,9.330398363,10.28750529,7.224686858,5.776033944
Bradi1g01620.v3.1,27.40703161,21.53359451,16.93373127,39.35546985,26.91343596,38.7974833,25.49114575,21.65729456,20.98651402,30.03079214,17.83651188,14.94422859,18.69025588,8.928226502,12.50273381,13.71667372,13.67530012,18.51728529
Bradi1g01630.v3.1,26.92408832,25.51262828,43.57106136,40.35497384,26.74522699,37.15526178,39.87076643,38.98313021,20.27106468,37.22126349,25.91342292,34.86986671,28.03538382,30.21861278,30.97692257,46.10326445,31.22096821,31.59830334
Bradi1g01660.v3.1,8.451507544,8.192128348,6.278799235,23.61328191,23.04462954,21.3488797,23.20347882,25.57623357,27.66404121,15.01539607,14.97593922,19.92563812,12.36432312,12.7055531,12.50273381,5.52477136,7.869748185,5.945917295
Bradi1g01670.v3.1,18.95552406,31.13008772,17.31426456,4.247891984,16.48447953,12.52193905,22.71326448,12.37559689,11.68567258,21.35992962,29.95187844,15.2461322,7.332331152,12.87724976,19.78044453,15.05023922,15.6104841,18.00763524
Bradi1g01710.v3.1,14.00535536,27.15105395,7.420399096,3.998015985,14.29776285,13.5483275,14.54302546,10.72551731,11.92415569,12.2660982,17.33170494,15.54803581,19.26534067,25.23940954,23.51260388,10.47801465,12.51418974,7.474867457
Bradi1g01720.v3.1,12.67726132,13.57552698,15.98239805,16.49181594,10.76537438,6.158330682,8.497048583,14.43819637,20.03258156,12.2660982,16.49036004,14.49137318,20.41551027,11.67537312,17.35454096,11.04954272,11.61110388,9.513467673
Bradi1g01730.v3.1,29.21806894,32.30039177,29.49132974,26.6117939,37.3423924,37.56581716,29.73967004,49.08986767,26.71010875,21.57141407,39.03840336,30.79416801,30.1919518,40.86380591,52.4368388,32.00557202,27.09257572,26.8415695
Bradi1g01740.v3.1,66.28396631,62.26017544,50.61092717,52.2240838,50.46269243,52.55108848,60.1329592,59.40286507,56.04353175,64.71424221,82.28353121,72.75876951,56.07076763,57.69007894,72.4038913,53.15211067,59.86169111,58.77963955
Bradi1g01750.v3.1,53.72744081,55.70647276,48.32772744,64.46800775,59.20955911,64.86774985,53.76017276,67.44700305,54.85111618,51.60220621,39.20667234,46.04030021,31.3421214,51.85239238,48.14485555,38.86390888,49.79873442,31.59830334
Bradi1g01760.v3.1,48.29432882,21.2995337,31.01346289,21.86414992,17.15731543,20.73304663,22.5498597,18.56339534,11.20870635,23.05180523,20.36054658,8.151397414,10.63906873,36.39969266,25.56529152,20.57501058,20.12591339,20.55588551
Bradi1g01770.v3.1,33.32308689,28.08729719,31.20372953,32.23400388,46.59388601,35.51304027,45.75333852,36.09549093,57.71291355,30.45376104,49.30281114,40.30413166,35.51148617,36.74308599,50.01093523,33.72015623,47.86355044,52.3240722
Bradi1g01800.v3.1,261.7552622,354.3680662,329.1612932,309.9711768,308.8316777,247.5648934,168.4703286,178.0023353,254.2229994,175.5320949,162.7161036,172.3869601,166.7745909,173.0702368,188.287439,310.339743,375.0386553,336.3690356
Bradi1g01810.v3.1,6.640470213,8.660249968,7.991199026,8.370845968,9.756120536,10.67443985,12.90897765,17.94461549,10.97022324,17.34172504,9.086524919,11.77424071,4.313135972,11.33197979,11.00987007,11.81158015,20.77097472,10.87253448
Bradi1g01820.v3.1,36.94516155,28.55541881,34.62852911,38.98065585,23.21283852,29.55998727,27.77881267,28.6701328,30.04887234,35.52938788,33.31725804,25.66180667,36.94919816,51.16560572,29.11084289,25.14723516,36.38145882,28.37051967
Bradi1g01830.v3.1,35.25486004,36.51348635,46.04452772,41.35447784,36.33313855,35.92359564,38.23671862,28.05135295,38.63426444,33.83751227,32.30764416,46.19125201,33.06737578,36.227996,35.64212175,39.81645566,46.83145231,37.37433729
Bradi1g01840.v3.1,108.9037115,125.6906549,110.7351865,132.4342795,119.0919541,126.6563344,114.8735606,149.3322025,119.0030738,119.0657463,129.3988456,129.8185514,131.5506471,156.5873571,125.9603779,116.782236,150.6863259,128.0920469
Bradi1g01847.v3.1,59.40202445,82.3894051,57.07999304,64.34306975,77.54433736,60.96747375,64.87169783,73.01602165,68.9216199,70.63580686,73.02873731,80.0044561,57.50847963,101.8161215,72.21728333,49.15141417,70.95674593,86.13085911
Bradi1g01870.v3.1,67.97426782,80.98504024,69.82785816,111.4446956,68.46105273,67.7416375,80.88536632,78.37878031,65.82133942,85.43971847,77.40373079,73.06067312,93.45127939,71.76920534,93.4905916,60.96299432,75.85921201,79.1656417
Bradi1g01880.v3.1,176.8779793,210.8887898,197.8773092,196.0277212,155.5933016,199.5299141,167.1630904,168.3081177,162.8839668,164.9578723,123.1728933,183.7083454,106.1031449,92.54450163,120.5487469,177.554721,180.2301347,183.1342527
Bradi1g01900.v3.1,18.35184495,17.32049994,17.12399791,19.74020392,30.95045136,34.69192951,32.02733697,28.46387285,30.28735546,35.74087233,24.73554006,28.37893914,16.38991669,34.68272603,33.21621817,32.76760945,21.15801151,21.74506897
Bradi1g01920.v3.1,32.47793613,26.21481071,27.5886633,15.61724994,30.27761546,34.48665182,23.20347882,13.61315658,23.84831138,23.26328968,27.42784374,28.07703554,32.63606219,34.68272603,35.45551378,42.29307731,22.44813417,27.69098626
Bradi1g01930.v3.1,42.86121683,28.55541881,35.77012897,33.48338387,41.88403471,36.53942871,53.26995842,44.75840875,51.98931882,37.22126349,38.7018654,41.05889068,52.62025886,48.76185244,47.77163962,40.00696502,44.38021927,38.7334041
Bradi1g01936.v3.1,60.36791103,64.60078354,57.27025969,52.9737118,51.80836422,63.43080602,58.4989114,64.97188368,65.58285631,64.71424221,79.59122753,64.9092757,68.43509075,71.25411535,74.82979487,50.67548903,53.92712691,61.49777317
Bradi1g01970.v3.1,5.433111992,6.085581058,9.513332174,4.622705982,12.95209106,7.595274508,8.333643802,10.93177725,13.8320206,10.78570703,5.0480694,9.660915453,18.11517108,12.01876645,9.703614298,5.52477136,8.901846307,8.154400862
Bradi1g01980.v3.1,4.70869706,3.744972959,5.707999304,4.497767983,6.223732066,6.568886061,2.451071707,4.53771886,5.008145391,2.326328968,7.403835119,3.924746903,7.61987355,6.181079886,6.904494789,1.714584215,2.967282102,3.397667026
Bradi1g01990.v3.1,15.81639269,12.17116212,17.31426456,13.49330395,20.18507697,23.81221197,29.57626526,15.88201601,21.22499713,15.43836497,20.02400862,24.30324044,23.29093425,21.6337796,16.60810909,14.66922051,16.77159449,9.17370097
Bradi1g02000.v3.1,42.98195265,38.62003364,35.77012897,40.72978784,40.87478087,36.33415102,31.86393219,35.47671109,35.77246708,34.04899672,24.3990021,34.11510769,52.33271646,71.42581202,50.57075913,41.53103988,40.12281452,37.71410399
Bradi1g02020.v3.1,82.70403811,84.26189158,117.7750523,101.6995316,113.372849,85.60079648,111.7688698,95.29209606,139.2741385,98.12878557,135.4565289,126.4976117,113.0041625,104.5632681,131.7452249,88.20583241,90.82463479,88.33934267
Bradi1g02030.v3.1,167.8227927,129.6696887,171.2399791,148.9260954,150.7152414,145.5418818,189.8763549,173.0520965,127.3499828,150.3654451,142.860364,150.951804,163.7553957,119.1574845,174.8516653,161.5519349,143.8486758,153.7444329
Bradi1g02080.v3.1,45.03446163,39.55627688,54.03572675,55.34753379,56.18179757,44.95581398,27.12519355,56.30896585,52.22780193,40.18204582,39.71147928,48.90838448,42.84381732,45.84300916,50.7573671,52.5805826,61.53885056,62.00742322
