Gene,BhBs.10.1,BhBs.10.2,BhBs.10.3,BhBs.14.1,BhBs.14.2,BhBs.14.3,BhBs.18.1,BhBs.18.2,BhBs.18.3,BhBs.22.1,BhBs.22.2,BhBs.22.3,BhBs.2.1,BhBs.2.2,BhBs.2.3,BhBs.6.1,BhBs.6.2,BhBs.6.3
Bradi3g34290.v3.1,16.54080762,16.85237832,22.45146393,21.36439792,21.69895774,16.62749284,29.90307482,21.24477466,23.37134516,16.70727168,25.07207802,18.56707189,28.03538382,25.75449953,29.6706668,19.43195444,22.19010964,20.38600216
Bradi3g34300.v3.1,5.674583636,1.872486479,2.473466365,9.245411964,6.055523091,2.668609962,3.75830995,7.425358134,3.338763594,8.036409163,5.552876339,2.113325255,5.463305564,3.605629934,5.038415116,7.62037429,4.257404756,3.397667026
Bradi3g34310.v3.1,8.81371501,6.787763488,9.132798887,7.246403972,10.09253849,6.568886061,6.536191218,9.07543772,8.585392098,16.07281833,8.918255939,8.00044561,23.14716305,19.91681297,15.67506925,7.62037429,5.160490613,8.324284213
Bradi3g34340.v3.1,24.75084352,41.19470255,36.72146219,48.85075781,70.6477694,52.55108848,59.47934008,60.02164492,59.85926158,68.52096234,55.86530135,59.62596256,41.54987653,49.96372908,59.34133359,44.96020831,50.05675895,41.96118777
Bradi3g34350.v3.1,10.86622398,7.958067538,10.65493203,14.24293195,12.27925516,13.5483275,10.13109639,17.73835554,17.64775042,9.305315873,18.34131882,13.43471055,20.70305267,7.211259867,18.84740469,14.09769244,9.030858573,14.94973491
Bradi3g34360.v3.1,57.83245876,44.00343227,66.59332522,47.47643982,66.27433605,51.31942235,85.29729539,56.9277457,72.97583284,70.21283795,68.31720587,52.38027597,74.76102351,61.81079886,70.35120366,51.05650774,46.18639099,46.54803826
Bradi3g34370.v3.1,8.692979188,2.340608099,6.849599165,6.496775975,11.43821028,4.105553788,5.882572096,9.07543772,8.585392098,7.190471357,10.43267676,8.453301022,11.50169593,8.584833175,12.68934177,6.858336861,10.32098123,5.606150593
Bradi3g34375.v3.1,13.52241207,15.44801346,9.513332174,7.996031969,8.746866687,13.95888288,17.97452585,8.250397927,10.01629078,9.728284777,9.927869819,7.547590198,27.60407022,17.16966635,20.5268764,11.43056143,14.70739825,10.02311773
Bradi3g34387.v3.1,20.2836181,25.74668909,22.64173057,26.8616699,17.83015132,15.3958267,30.55669394,25.98875347,31.47977103,27.28149426,30.62495436,30.3413126,28.17915502,34.85442269,28.73762696,21.33704801,22.19010964,16.47868508
Bradi3g34400.v3.1,118.8040489,105.3273645,94.37225517,132.8090935,96.38374254,101.8177339,106.5399168,106.8426532,93.96234686,103.2044124,90.86524919,83.02349218,79.93678668,103.0179981,76.50926658,110.4954272,92.6308065,117.2195124
Bradi3g34410.v3.1,18.11037331,13.34146617,27.5886633,1.749131993,14.97059875,15.60110439,13.72600156,7.425358134,11.92415569,13.74648936,28.26918864,17.66136106,34.21754538,6.181079886,12.50273381,22.86112287,10.0629567,8.494167565
Bradi3g34420.v3.1,13.64314789,14.74583103,16.55319798,16.61675394,8.746866687,17.85915898,12.41876331,9.900477512,7.392976529,19.87953846,12.6201735,3.471891491,8.338729546,14.25082307,5.598239018,19.05093572,12.25616521,13.93043481
Bradi3g34450.v3.1,208.8729722,216.74031,216.142907,194.4035272,232.4648031,234.0165659,227.7862639,274.738251,245.160641,220.7897675,201.2497001,222.9558144,260.2258703,288.4503947,266.8493932,182.5079642,207.4517226,180.0763524
Bradi3g34457.v3.1,12.43578967,13.80958779,7.230132452,9.370349964,11.94283721,13.5483275,5.228952974,14.64445632,15.73988551,9.939769228,8.581717979,11.4723371,14.37711991,14.42251973,12.31612584,12.00208951,12.25616521,11.38218454
Bradi3g34470.v3.1,10.26254487,13.10740536,8.7522656,7.74615597,13.79313593,10.26388447,11.76514419,9.900477512,10.01629078,12.05461374,7.235566139,10.71757808,15.5272895,21.29038627,11.00987007,7.239355575,9.804932165,5.26638389
Bradi3g34481.v3.1,3.259867195,2.340608099,3.615066226,5.372333979,2.691343596,6.158330682,4.085119511,1.650079585,0.476966228,2.114844517,2.01922776,7.396638394,4.456907171,9.443316493,4.665199182,0.952546786,2.580245307,3.737433729
Bradi3g34490.v3.1,14.97124193,5.383398628,7.230132452,13.11848995,7.905821814,10.26388447,14.2162159,9.487957616,21.22499713,11.84312929,4.37499348,12.37804792,7.907415948,9.443316493,11.75630194,5.52477136,9.030858573,5.945917295
Bradi3g34495.v3.1,7.485620967,11.46897969,3.615066226,1.749131993,10.93358336,4.721386856,8.333643802,5.156498704,10.73174012,15.64984942,6.057683279,3.019036079,3.594279977,5.150899905,4.10537528,3.619677788,5.418515144,1.868716864
Bradi3g34500.v3.1,67.73279617,77.7081889,75.34559082,51.7243318,58.53672322,66.92052674,72.22491295,67.653263,89.90813392,75.28846479,76.05757895,65.96593833,73.46708272,70.73902536,93.30398363,63.43961596,63.86107134,58.9495229
Bradi3g34510.v3.1,1.448829865,1.40436486,2.663733009,2.748635989,2.018507697,2.873887652,1.307238244,1.237559689,2.861797366,2.960782323,1.00961388,3.924746903,2.875423981,1.716966635,3.358943411,1.905093572,0.774073592,1.698833513
Bradi3g34517.v3.1,152.1271358,120.0731955,152.9743814,178.5364013,135.9128516,121.3191144,176.3137581,147.4758629,105.1710532,152.4802896,171.4660906,173.8964782,167.7809893,108.3405947,149.0997658,140.9769244,151.8474363,125.71368
Bradi3g34524.v3.1,50.95051691,36.04536473,48.70826073,42.72879584,41.37940779,51.72997773,47.55079111,51.15246715,57.23594732,45.25767266,59.90375687,40.30413166,48.30712289,62.49758552,50.38415116,42.10256795,40.76787584,30.57900323
Bradi3g34540.v3.1,32.59867195,20.12922965,20.92933078,21.23945992,14.12955388,19.2961028,26.79838399,25.78249352,21.46348025,24.53219639,30.2884164,36.83224017,36.51788456,25.06771287,32.84300224,18.2888983,27.73763704,25.14273599
Bradi3g34550.v3.1,75.70136043,66.94139164,78.7703904,67.09170574,74.18015787,66.92052674,96.73563002,98.38599528,98.49352602,101.3010523,100.2883121,133.7432983,103.6590345,133.5800042,117.3764114,118.6873296,138.8171975,102.6095442
Bradi3g34557.v3.1,80.65152913,74.89945918,78.19959047,65.84232575,80.06747198,84.77968572,81.70239022,90.96063715,71.78341727,70.21283795,78.91815161,94.04297387,70.87920114,89.45396169,96.84953501,81.34749554,67.47341477,81.03435857
Bradi3g34580.v3.1,13.52241207,13.57552698,11.03546532,13.74317995,11.10179233,10.67443985,16.6672876,9.900477512,13.35505438,18.39914729,17.16343596,13.88756596,11.93300952,13.73573308,16.79471705,19.81297315,5.934564205,11.21230119
Bradi3g34590.v3.1,39.11840635,48.45058766,50.04012724,51.0996418,62.57373861,53.78275462,68.466603,53.21506663,53.18173439,58.58119311,50.98550094,37.73795099,48.01958049,71.42581202,52.4368388,39.62594631,34.44627484,38.39363739
Bradi3g34600.v3.1,8.692979188,6.553702678,13.31866504,22.48883991,10.76537438,12.72721674,14.37962068,10.72551731,14.78595306,17.13024058,11.44229064,18.41612008,18.11517108,13.39233975,13.80898958,6.858336861,13.41727559,9.853234375
Bradi3g34610.v3.1,84.63581126,90.34747263,103.1245208,81.58451369,101.0935938,99.97023474,82.51941412,101.8924144,70.35251858,79.30666937,72.01912343,89.96727516,82.95598186,103.8764814,93.86380753,104.0181091,105.2740085,109.0651115
Bradi3g34615.v3.1,31.14984209,26.68293233,36.53119555,37.85621385,40.53836292,29.35470958,34.80521823,40.42694984,35.53398396,35.10641898,35.84129274,39.09651722,35.65525737,35.19781602,54.48952644,34.48219366,38.96170413,36.35503718
Bradi3g34620.v3.1,287.9549356,302.6406272,271.8910335,185.6578673,249.1174916,289.441542,243.4731229,231.6299218,287.3721522,276.1986939,326.9466281,246.6552477,227.7335793,300.2974645,318.5398001,238.7082246,234.6733106,243.7826091
Bradi3g34646.v3.1,9.055186654,11.23491888,10.84519868,6.996527973,10.59716541,10.87971754,11.76514419,11.34429715,12.63960503,7.401955808,12.28363554,17.66136106,12.50809432,7.554653194,13.99559754,14.28820179,8.643821777,8.154400862
Bradi3g34660.v3.1,13.52241207,8.894310778,10.27439875,2.748635989,11.10179233,11.08499523,20.42559755,8.250397927,11.44718946,18.18766284,17.16343596,13.58566236,13.37072151,6.524473213,14.55542145,13.52616436,13.28826333,8.154400862
Bradi3g34670.v3.1,2.173244797,2.808729719,3.044266296,1.249379995,1.513880773,1.231666136,6.209381657,4.125198964,3.815729822,2.114844517,4.03845552,4.528554119,3.162966379,4.464113251,6.717886822,3.619677788,3.87036796,2.038600216
Bradi3g34680.v3.1,14.72977029,15.91613508,7.991199026,10.99454396,11.77462823,15.19054902,10.62131073,8.044137979,15.5014024,8.036409163,14.80767024,9.057108237,10.78283993,8.928226502,9.703614298,9.525467862,8.772834042,11.89183459
Bradi3g34697.v3.1,10.98695981,9.830554017,6.088532591,5.872085977,11.77462823,10.05860678,9.804286826,11.5505571,15.26291929,10.99719149,12.6201735,15.84993942,13.94580631,15.28100305,12.68934177,13.14514565,11.09505482,3.567550377
Bradi3g34727.v3.1,0.724414932,0.70218243,0,0.499751998,0,0.205277689,0.326809561,0.206259948,2.146348025,0,0.33653796,1.207614432,1.725254389,2.060359962,4.665199182,4.000696502,1.290122653,1.019300108
Bradi3g34737.v3.1,9.296658298,10.76679726,8.18146567,7.996031969,11.60641926,20.11721356,8.497048583,10.72551731,12.16263881,11.20867594,10.76921472,12.22709612,7.763644749,13.22064309,7.464318691,8.572921076,9.030858573,11.21230119
Bradi3g34750.v3.1,5.795319459,5.617459438,6.278799235,3.248387987,5.046269243,9.032218333,9.477477265,7.012838238,12.87808815,5.921564647,6.562490219,7.094734786,4.025593574,8.928226502,8.583966494,9.144449148,5.160490613,7.81463416
Bradi3g34780.v3.1,64.11072151,75.60164161,60.12425934,75.21267571,68.96567965,66.92052674,56.37464925,80.44137979,93.72386374,65.13721111,73.19700629,68.532119,53.77042845,70.05223871,56.91543002,53.15211067,84.24500926,58.10010614
Bradi3g34800.v3.1,53.72744081,58.04708086,60.50479263,41.60435384,46.76209498,50.70358928,61.44019745,48.67734777,61.52864337,41.02798362,55.19222543,60.83357699,52.33271646,63.87115882,55.98239018,45.34122703,49.02466082,36.01527047
Bradi3g34820.v3.1,28.25218236,27.38511476,28.53999652,24.8626619,35.66030265,27.096655,20.9158119,21.65729456,18.12471665,21.57141407,23.22111924,24.45419224,15.2397471,15.79609304,15.11524535,42.67409602,39.09071639,33.29713685
Bradi3g34830.v3.1,20.88729722,23.87420261,32.53559603,16.36687794,19.51224107,25.2491558,18.30133541,18.15087544,36.01095019,19.87953846,28.6057266,32.45463785,23.72224785,26.95637617,23.13938794,22.86112287,24.25430588,18.68716864
Bradi3g34840.v3.1,30.30469134,28.08729719,29.3010631,20.48983192,31.62328725,23.81221197,20.75240712,28.05135295,26.23314252,27.70446317,35.3364858,34.2660595,30.335723,42.58077255,36.76176955,25.52825387,23.99628135,30.06935318
Bradi3g34860.v3.1,78.35754851,90.34747263,71.54025795,83.08376968,81.07672583,77.80024428,77.78067549,73.2222816,83.70757296,90.09237641,85.98544877,84.38205841,84.39369385,90.48414167,73.71014707,77.5373084,72.24686858,79.67529176
Bradi3g34880.v3.1,12.79799714,11.46897969,14.26999826,13.74317995,9.587911561,17.24332591,15.8502637,11.96307699,14.07050372,12.05461374,14.97593922,13.13280694,24.72864624,16.31118303,13.80898958,14.09769244,13.15925106,15.28950162
Bradi3g34890.v3.1,7.968564255,7.489945918,15.22133148,11.49429596,15.47522568,10.26388447,7.843429461,14.85071627,7.631459643,12.90055155,12.6201735,16.30279483,14.37711991,18.88663299,14.18220551,11.43056143,9.417895369,9.513467673
Bradi3g34900.v3.1,14.48829865,21.06547289,18.8363977,18.61576193,14.46597183,17.85915898,11.76514419,15.67575606,15.73988551,17.97617839,21.20189148,19.77468632,16.1023743,15.45269972,24.63225168,25.14723516,17.80369261,15.96903502
Bradi3g34910.v3.1,12.79799714,14.97989184,3.424799583,4.997519981,8.746866687,8.211107576,12.09195375,8.250397927,11.92415569,5.07562684,9.927869819,7.24568659,20.99059506,8.756529839,14.92863738,6.096299432,5.160490613,7.474867457
Bradi3g34920.v3.1,0,0.46812162,0,0.749627997,0,0,0.326809561,0,0,0,0,0.603807216,0.143771199,0.343393327,0.373215935,0,0,0
Bradi3g34930.v3.1,22.93980619,27.61917557,21.11959743,22.11402591,29.94119751,20.73304663,29.90307482,35.88923098,29.57190612,31.5111833,26.58649884,21.43515616,29.90440941,30.5620061,29.11084289,28.76691294,27.47961251,19.70646875
Bradi3g34940.v3.1,245.2144546,289.7672827,238.023571,246.0029211,242.5573416,217.5943508,241.8390751,299.4894448,221.5508128,206.6203093,220.2640948,249.2214283,207.8931538,205.6926029,317.2335443,251.2818422,329.7553502,322.6084841
Bradi3g34950.v3.1,33.32308689,29.95978367,41.09759499,31.35943788,29.94119751,37.36053947,30.39328916,22.2760744,20.98651402,30.03079214,35.3364858,24.00133683,31.48589259,33.65254605,33.21621817,35.43474045,27.09257572,36.52492053
Bradi3g34961.v3.1,3.139131373,7.255885108,5.517732661,7.621217971,6.055523091,7.184719129,15.0332398,10.72551731,7.392976529,5.921564647,10.26440778,5.434264942,11.07038233,8.413136512,6.717886822,5.52477136,5.80555194,8.664050916
Bradi3g34967.v3.1,3.984282128,5.851520248,5.517732661,6.246899976,4.709851293,2.463332273,10.45790595,10.31299741,13.8320206,5.07562684,6.730759199,11.01948169,13.08317911,7.211259867,7.837534625,0.762037429,7.99876045,3.397667026
Bradi3g34980.v3.1,314.9997597,280.1707895,365.5022221,340.4560487,258.3689852,278.3565468,268.637459,279.0697099,176.000538,348.1034074,288.5813007,274.2794278,273.1652782,245.0111388,224.4893846,323.4848886,305.1140075,320.2301172
Bradi3g34990.v3.1,36.94516155,46.10997956,36.72146219,31.35943788,43.56612446,46.3927578,37.41969472,48.47108782,69.39858613,53.08259737,53.50953563,57.66358911,63.69064119,66.7900021,50.94397506,48.96090481,48.89564856,58.43987285
Bradi3g35000.v3.1,45.39666909,48.45058766,44.52239457,44.22805183,44.74358729,53.57747693,51.96272018,58.99034518,56.04353175,53.71705072,53.84607359,49.36123989,40.11216454,43.95434586,31.53674647,38.29238081,57.6684826,57.59045609
Bradi3g35037.v3.1,22.09465544,17.08643913,20.73906414,21.23945992,29.10015263,18.06443667,33.66138477,33.00159171,52.46628505,27.28149426,39.20667234,32.75654146,42.41250372,36.227996,40.12071296,33.52964688,23.99628135,21.40530226
Bradi3g35050.v3.1,11.10769563,16.85237832,15.60186477,7.74615597,14.46597183,9.032218333,19.77197843,10.72551731,16.69381797,10.15125368,10.76921472,21.73705977,23.72224785,8.584833175,18.84740469,18.2888983,9.804932165,13.93043481
Bradi3g35067.v3.1,11.95284638,7.021824298,7.230132452,8.870597966,13.45671798,9.648051402,10.62131073,3.712679067,5.246628505,8.88234697,7.572104099,7.698542002,8.051187148,18.71493632,14.18220551,5.334262003,5.934564205,14.27020151
Bradi3g35080.v3.1,14.246827,14.51177022,7.610665739,14.49280794,16.48447953,6.979441439,14.05281112,9.487957616,15.26291929,6.556018002,12.78844248,21.88801157,14.08957751,19.23002631,19.4072286,6.667827504,7.482711389,7.474867457
Bradi3g35110.v3.1,4.829432882,3.744972959,2.853999652,2.998511988,3.700597445,1.642221515,2.614476487,3.300159171,8.585392098,4.652657937,5.721145319,6.038072158,9.488899138,8.241439848,4.851807149,3.42916843,2.580245307,3.227783675
Bradi3g35120.v3.1,6.036791103,3.744972959,11.03546532,11.99404795,6.391941041,14.57471595,4.902143413,6.600318342,3.338763594,4.229689033,1.6826898,5.434264942,10.35152633,6.86786654,5.784846985,11.81158015,6.579625532,6.285683998
Bradi3g35137.v3.1,2.897659729,3.276851339,8.371732313,2.998511988,6.223732066,3.694998409,5.882572096,4.950238756,3.338763594,10.99719149,2.69230368,4.830457727,8.626271944,9.615013156,5.598239018,3.810187145,4.12839249,3.397667026
Bradi3g35150.v3.1,15.09197776,22.46983775,14.4602649,15.74218794,14.46597183,19.09082511,21.40602624,24.13241394,14.30898683,12.2660982,8.413448999,18.56707189,21.56567986,18.71493632,24.63225168,17.52686087,19.73887659,19.70646875
Bradi3g35160.v3.1,7.002677679,2.808729719,9.513332174,6.496775975,7.905821814,11.08499523,9.804286826,9.900477512,12.63960503,14.38094271,8.076911039,17.05755385,11.78923832,12.36215977,8.21075056,8.191902362,7.095674593,9.853234375
Bradi3g35180.v3.1,219.135517,199.6538709,192.9303765,105.1977956,153.070167,151.4949348,129.5799909,116.5368707,132.5966113,105.7422258,164.7353314,144.4608764,173.3880661,149.7194906,197.0580134,161.5519349,125.3999219,151.8757161
Bradi3g35197.v3.1,32.8401436,36.74754716,36.53119555,40.10509785,35.3238847,49.88247852,43.62907638,49.50238756,36.96488265,36.79829459,40.72109316,43.32316774,49.88860607,38.28835596,44.97252011,37.53034338,41.92898623,40.43223761
Bradi3g35210.v3.1,55.41774232,78.87849295,63.16852564,52.0991458,65.43329118,57.47775303,71.08107949,87.04169813,86.33088721,71.48174466,75.21623405,76.230661,80.65564267,52.88257236,83.41376137,64.77318146,84.11599699,88.50922603
Bradi3g35220.v3.1,22.69833455,23.40608099,35.38959569,35.98214386,22.87642057,39.00276098,37.5830995,33.8266315,20.98651402,33.41454336,36.68263764,20.52944534,22.71584945,43.78264919,53.74309457,24.38519773,41.79997397,35.67550377
Bradi3g35250.v3.1,12.31505385,9.830554017,7.991199026,11.49429596,11.77462823,12.72721674,10.62131073,9.07543772,9.539324554,9.728284777,10.76921472,17.81231287,22.71584945,9.615013156,6.344670887,11.81158015,6.450613266,11.89183459
Bradi3g35310.v3.1,107.0926742,111.8810671,123.292785,119.3157895,121.9515067,124.8088352,94.12115353,123.9622289,136.6508242,121.3920753,108.7017611,141.7437439,127.812596,132.7215209,139.0229356,104.0181091,120.2394313,126.5630967
Bradi3g35320.v3.1,23.66422112,21.06547289,22.45146393,42.10410584,31.62328725,29.35470958,35.9490517,40.63320979,40.30364624,31.72266775,34.83167886,36.53033656,25.59127343,37.60156931,25.93850745,20.19399187,18.06171715,31.42841999
Bradi3g35340.v3.1,2.414716441,5.617459438,0.761066574,0.999503996,2.018507697,2.873887652,0.653619122,2.062599482,0.476966228,3.383751227,1.6826898,3.924746903,1.725254389,1.716966635,2.239295607,1.905093572,1.806171715,2.718133621
Bradi3g35350.v3.1,80.53079331,80.98504024,67.73492508,38.23102785,89.48717457,73.89996818,73.36874642,58.57782528,84.89998853,97.91730112,95.57678063,91.4767932,84.24992265,94.0897716,88.26556852,69.72642475,63.47403454,56.74103933
Bradi3g35370.v3.1,71.47560666,68.3457565,81.62439005,93.20374764,98.06583228,108.7971754,96.73563002,111.1741121,118.0491414,97.28284777,101.297926,116.0819372,88.70682982,80.01064519,110.6585246,84.96717333,97.14623579,82.22354203
Bradi3g35390.v3.1,4.587961238,3.276851339,7.230132452,7.496279971,12.44746413,6.77416375,9.804286826,7.425358134,5.246628505,6.767502453,6.394221239,2.113325255,2.587881583,5.494293232,2.239295607,9.525467862,6.708637797,3.397667026
Bradi3g35400.v3.1,20.76656139,26.91699314,21.69039736,27.23648389,27.24985391,26.07026655,24.67412185,35.47671109,34.34156839,24.10922749,37.0191756,41.9646015,45.7192413,45.1562225,27.99119509,23.24214158,24.51233041,21.74506897
Bradi3g35410.v3.1,38.75619888,37.21566878,27.5886633,38.85571785,35.49209367,45.57164705,38.56352818,56.1027059,50.79690325,36.37532569,44.92781766,50.41790252,68.29131956,30.73370277,91.81111989,36.95881531,41.2839249,38.05387069
Bradi3g35470.v3.1,22.33612708,24.34232423,40.7170617,17.74119593,18.83940517,22.99110121,23.3668836,22.06981445,29.333423,21.99438297,38.02878948,29.43560177,33.64246058,35.88460267,39.56088906,26.09978194,25.41541627,17.66786853
Bradi3g35490.v3.1,10.98695981,13.10740536,8.7522656,3.748139986,8.746866687,17.03804822,10.78471551,5.362758653,9.539324554,3.383751227,8.749986959,9.660915453,13.51449271,7.211259867,9.330398363,5.334262003,4.12839249,7.474867457
Bradi3g35510.v3.1,161.4237941,179.758702,152.4035814,107.1968036,80.06747198,85.80607417,63.40105481,86.42291829,83.46908985,86.28565628,105.6729194,96.60915453,164.6180229,230.2452258,112.1513883,131.6419659,179.5850733,198.9334044
Bradi3g35517.v3.1,18.5933166,26.68293233,25.68599687,27.1115459,24.22209236,17.65388129,32.84436087,34.03289145,39.11123067,33.83751227,29.11053354,25.66180667,29.04178221,25.06771287,34.89568988,40.38798374,35.47837296,31.25853664
Bradi3g35540.v3.1,70.26824843,70.6863646,83.90758977,73.08872972,74.68478479,79.64774348,79.41472329,96.94217564,90.62358326,118.6427774,84.80756591,90.26917877,42.55627492,74.51635196,45.15912808,69.72642475,61.15181376,62.34718993
Bradi3g35550.v3.1,74.25253056,89.6452902,92.65985537,94.95287963,87.63687585,91.14329409,89.05560534,98.59225523,79.41487691,81.42151389,92.04313205,102.6472267,86.83780423,90.65583833,61.95384513,68.39285925,86.18019324,80.18494181
Bradi3g35560.v3.1,21.49097633,27.15105395,22.83199722,17.49131993,20.85791287,18.88554742,24.34731229,22.2760744,32.43370348,30.87672994,40.3845552,31.54892703,29.32932461,37.77326597,16.04828518,23.24214158,31.47899274,28.88016972
Bradi3g35590.v3.1,52.39934677,80.51691862,70.58892473,99.20077162,74.01194889,66.30469367,52.45293452,58.37156533,52.94325127,43.98876595,29.27880252,29.58655358,42.84381732,36.05629934,31.3501385,40.19747438,33.41417672,29.38981977
Bradi3g35610.v3.1,2.414716441,2.340608099,3.424799583,3.748139986,2.018507697,4.926664545,1.960857365,2.887639274,2.861797366,2.53781342,6.394221239,7.547590198,8.051187148,1.030179981,6.15806292,1.524074858,2.580245307,4.077200431
Bradi3g35617.v3.1,11.83211056,7.489945918,12.55759847,14.99255994,13.9613449,14.36943826,14.54302546,14.64445632,12.16263881,13.74648936,11.44229064,13.28375875,17.39631509,19.05832965,12.31612584,9.334958505,11.86912841,8.833934267
Bradi3g35630.v3.1,28.73512565,33.47069582,23.02226386,30.60980988,25.23134621,25.45443348,15.8502637,28.87639274,37.20336576,17.55320949,18.67785678,13.43471055,3.881822375,8.241439848,9.890222265,16.76482344,18.19072941,17.49798518
Bradi3g35640.v3.1,12.07358221,15.91613508,19.40719763,18.24094793,11.10179233,9.442773712,9.640882046,11.34429715,14.30898683,17.76469394,18.67785678,15.0951804,14.9522047,12.7055531,15.67506925,16.76482344,11.86912841,13.2509014
Bradi3g35650.v3.1,51.19198855,51.25931738,49.84986059,29.11055389,42.38866164,49.67720083,41.66821901,40.42694984,66.53678876,52.23665956,55.86530135,70.49449245,78.49907469,52.53917903,64.75296464,64.77318146,40.12281452,48.07698842
Bradi3g35660.v3.1,31.39131373,24.34232423,39.00466191,6.371837975,34.48283983,33.66554106,25.98136009,5.981538497,23.60982827,21.35992962,30.2884164,24.90704765,65.70343797,127.055531,80.98785779,46.48428317,20.64196245,21.57518561
Bradi3g35670.v3.1,29.70101222,18.02268236,35.96039562,9.745163962,17.83015132,20.11721356,22.87666926,11.34429715,26.47162564,17.34172504,25.07207802,25.66180667,80.08055788,114.8650679,75.38961877,20.9560293,16.3845577,16.98833513
Bradi3g35680.v3.1,4.829432882,6.319641868,4.3761328,2.62369799,4.878060268,6.979441439,7.680024681,5.156498704,5.962077846,6.34453355,4.03845552,9.660915453,21.85322226,29.01673613,21.83313217,5.143752646,2.322220776,8.154400862
Bradi3g35700.v3.1,13.76388371,4.213094579,8.561998957,1.124441996,11.94283721,7.389996818,9.314072485,2.681379326,6.916010302,8.036409163,6.394221239,5.887120354,19.40911187,35.88460267,29.29745086,11.81158015,12.51418974,10.36288443
Bradi3g35720.v3.1,19.31773153,19.66110803,13.50893169,16.61675394,15.13880773,18.47499205,15.36004936,23.92615399,19.07864911,21.14844517,18.5095878,25.05799946,20.12796787,18.54323966,19.03401266,12.19259886,14.70739825,9.683351024
Bradi3g35732.v3.1,46.0003482,32.76851339,25.49573023,38.98065585,45.58463216,38.18165023,35.29543257,40.42694984,27.18707498,40.81649917,39.37494132,45.28554119,42.98758852,33.13745606,49.63771929,36.57779659,29.80183329,39.0731708
Bradi3g35740.v3.1,11.71137474,10.76679726,17.5045312,16.99156793,14.80238978,18.06443667,15.68685892,13.20063668,14.30898683,11.20867594,8.413448999,16.60469844,15.2397471,23.17904957,20.5268764,10.66852401,11.86912841,16.98833513
Bradi3g35800.v3.1,63.5070424,53.83398628,64.50039214,75.71242771,58.87314116,64.86774985,40.19757599,49.50238756,58.66684601,49.91033059,41.73070704,46.34220381,64.84081078,54.25614567,53.18327067,55.43822296,70.95674593,60.30858971
Bradi3g35820.v3.1,10.26254487,16.85237832,14.84079819,11.49429596,18.16656927,22.16999045,16.01366848,19.38843513,10.49325701,16.07281833,10.0961388,12.83090334,45.14415651,52.7108757,54.48952644,11.24005208,10.19196896,7.135100754
Bradi3g35850.v3.1,97.67528004,111.4129455,105.0271872,102.8239736,117.2416554,116.1871722,110.2982268,119.21825,90.14661703,110.8178527,115.4325203,93.13726304,114.4418745,160.708077,121.4817867,124.0215916,90.82463479,79.84517511
Bradi3g35860.v3.1,19.31773153,22.93795937,23.2125305,17.61625793,21.19433082,28.73887652,31.04690828,29.70143254,38.63426444,21.57141407,30.2884164,34.11510769,23.29093425,25.06771287,23.13938794,35.05372173,22.7061587,19.70646875
Bradi3g35870.v3.1,145.6074014,120.5413171,140.4167829,122.5641775,134.5671798,129.3249443,126.3118953,158.4076402,164.7918317,141.0601293,140.5045983,185.9726225,148.3718774,139.9327808,153.2051411,105.3516746,127.5931304,129.4511137
Bradi3g35880.v3.1,5.070904526,3.744972959,2.092933078,6.871589973,3.027761546,6.979441439,2.614476487,10.72551731,4.292696049,6.133049098,4.2067245,0.905710824,4.888220768,6.524473213,5.598239018,3.810187145,6.192588736,4.756733836
Bradi3g35891.v3.1,1.207358221,2.808729719,3.424799583,6.621713974,3.700597445,3.694998409,2.941286048,9.487957616,3.577246708,1.480391162,1.6826898,1.811421647,0.287542398,2.060359962,3.358943411,2.667131001,2.064196245,1.35906681
Bradi3g35900.v3.1,13.52241207,18.25674317,20.35853085,17.49131993,19.00761415,17.4486036,23.3668836,27.63883306,38.87274756,17.97617839,32.8124511,21.88801157,26.16635823,24.03753289,38.44124126,36.38728723,27.47961251,26.67168615
Bradi3g35910.v3.1,2.535452263,3.276851339,2.663733009,3.998015985,5.550896167,3.079165341,3.921714731,0.825039793,1.907864911,5.710080195,2.01922776,2.113325255,6.901017555,4.292416588,3.732159345,3.619677788,1.548147184,0.679533405
Bradi3g36010.v3.1,7.364885145,8.894310778,19.21693099,3.498263986,15.64343465,15.80638208,15.0332398,12.37559689,30.76432169,11.42016039,13.29324942,14.64232498,20.70305267,9.958406483,13.99559754,12.38310822,14.57838598,5.436267241
Bradi3g36020.v3.1,4.950168704,1.40436486,7.991199026,5.24739598,3.027761546,7.800552197,7.843429461,10.72551731,3.10028048,12.6890671,4.37499348,6.038072158,13.65826391,12.53385644,10.07683023,15.43125794,3.87036796,7.644750808
Bradi3g36080.v3.1,14.72977029,10.06461483,6.849599165,6.246899976,6.72835899,8.211107576,11.11152507,5.775278549,5.723594732,6.133049098,17.83651188,11.77424071,7.188559953,3.090539943,16.04828518,10.28750529,13.93332466,14.94973491
Bradi3g36090.v3.1,2.897659729,4.213094579,3.80533287,2.49875999,2.354925647,5.337219924,1.634047804,1.650079585,1.430898683,0.845937807,7.740373079,2.717132471,2.012796787,1.716966635,3.732159345,1.524074858,3.612343429,9.513467673
Bradi3g36110.v3.1,24.99231516,39.55627688,36.3409289,45.10261783,30.10940648,37.56581716,29.08605092,21.86355451,41.97302804,37.22126349,34.4951409,32.30368605,30.6232654,40.86380591,33.77604207,30.48149716,25.02837947,24.46320259
