Gene,Bs.10.1,Bs.10.2,Bs.10.3,Bs.14.1,Bs.14.2,Bs.14.3,Bs.18.1,Bs.18.2,Bs.18.3,Bs.22.1,Bs.22.2,Bs.22.3,Bs.2.1,Bs.2.2,Bs.2.3,Bs.6.1,Bs.6.2,Bs.6.3
Bradi1g00222.v3.1,1.895578998,3.078837746,3.386982705,1.000786849,3.499326052,3.145932812,2.993587542,2.53099603,4.011107001,1.373968922,2.716439621,3.947216245,4.367989305,4.667590417,1.837572694,1.328317984,3.079271881,3.545526563
Bradi1g00234.v3.1,5.402400144,3.534961856,4.42913123,7.313442361,8.63896119,7.460354955,7.242550506,8.342912841,5.402715552,6.18286015,4.124963869,5.131381119,4.138095131,8.816559677,8.510863004,5.503031649,8.145170783,3.920935258
Bradi1g00260.v3.1,8.624884441,14.48194051,8.597725328,8.237245607,8.857669068,9.797333615,9.270464647,9.749021747,8.431510634,6.984342021,7.746883363,13.15738748,9.770502393,9.594491414,8.3174343,9.393105745,8.045839432,7.091053127
Bradi1g00266.v3.1,4.359831695,6.955892684,1.954028484,3.772196586,3.499326052,5.0334925,7.049415826,6.655582154,5.812012185,4.465398997,6.237750241,5.789250493,8.965872785,4.797245707,4.835717616,9.867505025,3.277934583,4.171207721
Bradi1g00450.v3.1,43.21920115,40.59504583,46.76641504,54.7353423,63.09722287,66.963427,61.80309765,63.36864135,59.42987107,57.59219732,59.96288941,64.20805093,96.2107118,90.62904727,92.94249258,58.54087116,63.27407059,55.89418347
Bradi1g00460.v3.1,22.93650588,26.45519841,26.57478738,20.78557303,23.07368115,23.4596704,27.2319899,23.62262962,26.27684382,22.4414924,25.15221871,27.49893984,31.03571349,32.15451176,34.14016637,17.93229279,18.97228804,21.2314473
Bradi1g00470.v3.1,55.54046464,64.99768574,50.15339775,75.44393173,69.98652103,76.22145785,70.39759092,78.55461754,92.91033563,93.20089189,96.88634648,85.39144478,136.2122981,164.9215281,110.6412191,61.10262727,66.25401112,73.32983174
Bradi1g00480.v3.1,93.0729288,115.9695551,105.7780753,91.76445573,118.9770858,114.0625354,107.8657189,123.7375837,111.9016994,113.6959283,117.5111658,129.8634145,127.2464253,140.9352995,127.9530881,116.7022229,110.8537877,112.4557602
Bradi1g00485.v3.1,4.549389595,3.763023911,3.647519836,7.313442361,4.264803625,3.056049018,3.669558923,4.968251467,5.238996899,5.839367919,4.024354994,3.420920746,5.517460175,4.019313971,4.448860207,5.503031649,3.178603232,4.087783567
Bradi1g00497.v3.1,39.04892736,40.82310789,50.67447201,44.41953939,51.39635138,58.06493133,48.1871027,48.65136814,58.44755916,47.28743041,44.26790493,58.68194818,56.89880806,60.28970956,59.67275538,46.20648988,48.8710247,47.38491972
Bradi1g00510.v3.1,18.00800048,15.73628181,17.06518209,15.93560599,16.84050662,16.8082696,19.69973738,19.68552468,26.35870315,13.5106944,19.51812172,20.52552448,17.35701013,18.54070638,18.37572694,35.39018629,22.64754803,20.73090238
Bradi1g00517.v3.1,47.95814865,29.07791204,29.44069582,40.80131001,38.93000232,41.07689415,43.26216835,50.05747705,42.40313115,34.00573082,35.2131062,51.31381119,49.19735323,43.82348781,57.25489658,40.89321794,42.81181229,37.99970234
Bradi1g00530.v3.1,28.81280077,28.62178793,30.35257578,23.55698276,26.79171508,22.92036763,33.02603031,29.71576821,24.06664201,29.65482924,39.33807007,36.31438946,22.87447031,27.48692135,34.14016637,29.50763522,28.30943504,28.61448497
Bradi1g00540.v3.1,7.108421242,6.727830629,6.643696845,7.236458757,7.217359982,6.651400803,5.504338384,8.811615809,7.285480063,6.41185497,6.036532491,5.920824368,6.322089784,8.686904388,6.67329031,7.115989201,7.549182677,6.673932354
Bradi1g00560.v3.1,304.7143239,270.2535354,296.3609867,310.7058249,297.9894841,296.9760575,308.0498148,307.3754068,273.1645727,325.745132,385.6338173,287.8836382,414.0394073,385.9837965,363.2591073,284.639568,323.5222102,285.5191685
Bradi1g00567.v3.1,52.88665404,68.30458554,59.66300304,57.19881762,48.77185685,58.06493133,61.60996297,68.14941163,71.70877006,55.98923358,59.66106279,66.4448068,63.68068619,66.38350816,63.34790077,66.03637978,58.6054971,55.05994192
Bradi1g00580.v3.1,101.0343606,99.54908711,85.32591046,83.68117733,100.49627,88.7153053,96.8570421,114.3635243,101.5874242,98.9257624,112.3801132,113.6798279,113.1079336,133.1559822,108.706932,112.9070287,92.97414455,96.52174667
Bradi1g00587.v3.1,3.791157996,1.482403359,3.126445574,2.23252451,1.749663026,1.258373125,2.607318182,0.281221781,1.064171245,1.259471512,3.219483995,1.052590999,2.069047566,0.388965868,2.127715751,0.94879856,0.99331351,1.459922703
Bradi1g00620.v3.1,108.6166766,112.8907173,96.1382014,146.499798,124.007367,141.8366279,133.9389007,140.7046312,145.4640233,129.2675761,142.5627757,118.811209,154.4888849,195.9091422,137.3343803,86.62530854,103.5032678,86.5942723
Bradi1g00678.v3.1,32.50917982,35.80574267,29.96177008,31.17835954,45.92865443,45.2115487,42.29649495,47.43274042,41.0115226,49.34838379,44.56973156,41.05104895,46.20872897,50.43590757,36.65473953,40.60857837,34.56731015,40.71098736
Bradi1g00690.v3.1,11.37347399,4.675272132,7.034502541,7.08249155,6.670590286,7.640122544,6.470011785,6.093138592,10.15055649,7.213336842,4.527399368,6.973415367,7.356613567,3.111726945,5.899575492,4.079833808,8.641827538,7.174477281
Bradi1g00700.v3.1,52.50753824,40.13892172,46.37560935,57.27580123,54.7863235,47.72829495,80.2474596,81.17935416,65.73303922,50.72235271,56.44157879,44.9982652,39.88663918,41.74900318,44.58531642,39.37514024,30.89205016,54.97651777
Bradi1g00710.v3.1,26.63288492,22.23605038,19.01921058,22.40222871,15.63761329,23.99897317,22.4036229,26.34110683,26.76799978,28.85334737,28.47231158,28.68310472,30.34603096,23.85657324,27.27344736,24.38412299,30.69338746,29.57386275
Bradi1g00720.v3.1,7.013642292,6.955892684,6.904233976,6.466622719,11.59151755,9.168147053,12.84345623,7.780469279,14.81653811,6.18286015,8.149318863,6.973415367,9.770502393,11.0206996,9.381292175,7.115989201,5.562555657,6.88249274
Bradi1g00730.v3.1,28.90757972,28.62178793,24.49049033,29.86963827,34.55584476,28.85269808,35.05394445,33.84035433,35.7725257,28.39535773,22.93882347,34.47235521,17.7018514,29.82071656,37.13831129,37.38266327,33.07733989,27.98880381
Bradi1g00740.v3.1,2.559031647,6.271706519,3.126445574,2.23252451,3.389972113,3.775119375,3.572991583,1.031146531,2.046483164,2.633440434,4.426790493,2.236755872,1.839153392,2.07448463,0.967143523,2.277116544,3.575928636,3.378678254
Bradi1g00750.v3.1,103.6881712,117.7940515,97.18034992,99.1548817,102.464641,102.8270611,90.09732829,110.8013818,109.9370756,98.58227017,113.8892463,99.20670164,135.2927214,127.9697706,110.8346478,104.3678416,96.64940453,102.1528771
Bradi1g00760.v3.1,7.108421242,6.613799602,10.03067955,11.54754057,7.108006042,6.741284598,9.173897307,7.874209872,6.139449491,9.846777276,10.06088748,12.63109199,9.88544948,9.075870256,10.5418644,11.57534243,5.562555657,7.508173899
Bradi1g00790.v3.1,0.09477895,0,0.260537131,0.538885227,0.218707878,0,0.09656734,0,0,0.11449741,0.804870999,0.131573875,0.114947087,0.259310579,0.870429171,0.284639568,1.390638914,0.208560386
Bradi1g00820.v3.1,32.98307456,16.42046798,29.04989012,27.32917935,29.0881478,30.47060638,38.91663805,34.49653849,33.15302725,22.4414924,28.47231158,40.39317958,32.75991979,21.65243333,33.85002331,26.56635968,38.44123284,34.45417578
Bradi1g00830.v3.1,32.22484297,47.66496954,48.59017496,31.64026116,30.07233326,33.61653919,37.85439731,31.59058008,36.01810368,33.776736,37.52711032,37.49855433,39.7716921,23.98622853,36.84816824,36.33898485,33.97132205,36.87347626
Bradi1g00840.v3.1,8.340547591,6.841861657,6.252891148,8.468196418,8.63896119,5.932330446,5.697473064,8.155431653,6.63060545,8.587305764,5.131052617,3.684068496,7.586507741,2.593105787,9.478006528,6.262070497,5.562555657,9.927474377
Bradi1g00847.v3.1,19.42968473,17.21868517,23.70887894,24.55776961,24.27657448,29.84141982,27.81139394,31.96554246,33.80790186,27.0213888,25.35343646,37.49855433,35.05886153,45.76831715,43.71488725,18.88109135,27.31612153,21.85712846
Bradi1g00860.v3.1,24.45296907,25.31488813,22.66673041,26.4053761,25.151406,36.49282062,26.84572054,37.3087563,35.7725257,29.99832147,30.28327133,33.94605971,36.09338531,37.08141276,38.29888352,34.63114744,28.40876639,28.78133328
Bradi1g00887.v3.1,128.5202561,114.6011828,111.5098921,146.7307488,157.2509644,152.0833805,187.5337744,176.9822409,170.1036806,154.4570063,142.9652112,211.1760691,148.8564776,177.7574017,161.416254,158.6391192,150.4869968,108.1594162
Bradi1g00900.v3.1,26.34854807,15.73628181,19.27974771,28.02203178,34.55584476,23.63943799,37.46812795,14.99849499,19.97367568,40.64658061,34.91127957,21.57811548,95.52102928,90.2400814,120.506083,22.77116544,46.78506633,38.41682311
Bradi1g00910.v3.1,5.023284345,5.131396243,3.517251271,5.696786681,7.982837555,6.741284598,11.78121549,6.374360373,9.49568188,5.724870509,6.64018574,2.763051372,10.575132,12.1875972,13.34658062,4.649112945,5.562555657,5.380857961
Bradi1g00920.v3.1,10.42568449,4.675272132,11.85443947,11.39357336,6.670590286,15.19036129,12.26405219,7.686728685,6.87618343,9.045295404,7.445056739,13.28896136,6.896825219,5.964143311,15.66772508,12.04974171,6.85386322,5.756266656
Bradi1g00931.v3.1,4.359831695,5.929613436,6.122622582,3.84918019,5.248989078,3.595351785,2.027914142,2.156033655,3.438091715,4.007409356,3.823137244,4.999807244,2.988624262,2.07448463,3.094859274,2.751515824,3.675259987,3.754086949
Bradi1g00940.v3.1,253.533691,314.2695121,280.077416,261.0514005,256.1069254,254.5509064,191.2033334,250.8498288,251.0625545,256.245204,307.9637659,235.6488099,164.7191756,153.3822073,115.283508,218.128789,248.1297148,256.9463956
Bradi1g00980.v3.1,58.66816999,50.74380729,64.09213427,63.35750593,60.25402045,60.58167758,60.83742425,51.74480773,56.15549801,57.47769991,56.03914329,59.47139143,94.25661133,103.9835421,136.9475229,88.61778551,112.9397461,113.45685
Bradi1g00990.v3.1,57.90993839,71.61148534,73.60173955,77.13757101,68.7836277,79.09773928,78.7989495,76.0236215,77.60264157,84.3845913,76.86518039,87.10190515,88.39430989,83.23869578,76.8879101,70.02133374,72.71054894,64.90399215
Bradi1g01000.v3.1,14.21684248,9.692637347,25.40237029,14.01101589,13.12247269,14.38140714,17.18898653,19.4043029,17.43603655,10.53376174,10.26210523,22.4991326,5.977248523,9.464836124,22.9213015,13.28317984,11.12511131,11.30397293
Bradi1g01007.v3.1,5.971073844,3.877054939,3.908056967,5.850753889,8.857669068,8.628844285,9.270464647,6.936803935,12.27889898,4.923388638,6.237750241,16.97302986,7.24166648,7.779317362,12.76629451,8.918706465,7.151857273,6.715644432
Bradi1g01014.v3.1,29.66581132,33.63915315,38.42922685,31.64026116,32.04070416,32.89746884,28.6805,32.43424543,33.31674591,24.04445614,25.35343646,31.57772996,31.38055475,27.09795548,38.68574093,27.04075896,28.90542314,19.85494875
Bradi1g01021.v3.1,46.9155802,31.13047054,49.50205492,31.33232675,30.07233326,26.15618424,49.6356128,38.15242164,41.58453789,33.43324377,53.52392142,41.8404922,30.80581931,30.33933771,37.5251687,45.7320906,53.63892955,70.45169842
Bradi1g01040.v3.1,43.40875905,28.96388101,31.13418717,46.80603111,50.95893563,44.94189732,41.33082155,53.05717604,50.2616265,40.41758579,40.04233219,55.65574906,44.1396814,44.99038541,44.87545948,55.31495605,37.74591338,44.6736347
Bradi1g01047.v3.1,39.52282211,23.37636066,26.57478738,33.56485126,40.13289566,32.26828227,34.86080977,35.99638799,35.7725257,38.35663241,25.15221871,29.99884347,37.1279091,18.2813958,36.17116777,34.06186831,41.61983607,47.5934801
Bradi1g01070.v3.1,6.634526493,4.447210077,9.379336722,7.313442361,17.82469208,8.179425312,11.39494613,17.43575043,17.02673992,10.41926433,10.36271411,18.68349023,7.126719393,6.353109179,16.34472554,11.19582301,15.1976967,9.760626068
Bradi1g01080.v3.1,3.506821146,3.763023911,3.908056967,2.925376944,4.483511504,3.325700401,6.373444445,2.812217812,4.256684981,2.175450793,4.225572744,2.368329747,2.643783001,3.241382234,6.189718549,4.459353232,3.873922689,4.421480185
Bradi1g01090.v3.1,98.47532894,112.2065312,128.7053428,108.623865,117.4461306,116.1298627,123.6061953,115.7696332,113.7844639,107.9710578,121.3343031,139.2051596,116.4413991,88.68421793,119.0553677,104.8422409,93.0734759,82.50648873
Bradi1g01100.v3.1,12.51082139,7.982171933,8.467456763,10.77770453,12.24764118,14.29152335,13.32629293,16.68582568,14.73467878,11.56423843,9.75906086,16.31516048,9.080819872,8.29793852,16.92501166,11.95486186,14.6017086,11.47082123
Bradi1g01110.v3.1,64.44968593,67.27830629,51.8468891,54.27344068,50.30281199,69.03075428,72.32893772,67.02452451,60.49404232,56.10373099,62.67932903,69.73415367,64.02552745,52.89935806,68.08690404,67.83909705,70.32659652,76.41652546
Bradi1g01130.v3.1,59.61595949,55.98923456,63.57106,54.7353423,58.94177318,57.16609339,67.01773401,67.86818985,62.54052548,51.40933717,59.86228054,61.1818518,91.15303998,72.21799618,67.89347533,52.46856037,48.97035605,58.89745303
Bradi1g01140.v3.1,14.21684248,8.894420154,18.49813631,13.70308148,20.44918661,17.61722375,19.41003536,19.77926527,19.7280977,17.28910894,19.2162951,23.68329747,11.26481452,20.22622514,18.95601306,19.16573091,14.8003713,17.06023958
Bradi1g01150.v3.1,10.71002134,10.60488557,6.252891148,9.084065249,11.48216361,7.999657723,6.566579125,6.749322748,5.075278246,6.41185497,6.942012365,5.262954994,9.425661133,5.056556286,8.897720414,3.605434528,6.754531869,10.01089853
Bradi1g01170.v3.1,39.71238001,44.24403871,42.20701525,52.7337686,37.50840112,50.96411156,54.36741246,44.7142632,53.69971822,49.34838379,45.27399368,61.83972118,57.24364932,66.12419758,70.89162025,53.32247908,41.22251067,37.37402118
Bradi1g01190.v3.1,2.369473747,1.368372331,1.693491353,1.539672076,1.859016965,0.898837946,0.869106061,1.218627718,1.637186531,2.289948204,2.112786372,0.394721625,1.034523783,0.388965868,1.450715285,1.328317984,0.595988106,2.169028015
Bradi1g01200.v3.1,8.150989691,12.20131995,9.639873853,14.31895031,12.90376482,14.02187196,18.63749663,18.93559993,15.47141272,12.3657203,8.752972112,11.97322261,12.06944413,17.37380878,22.53444409,13.56781941,10.82711726,13.76498548
Bradi1g01220.v3.1,13.45861089,12.08728893,13.80846795,17.39829446,21.76143388,16.89815339,13.80912963,14.43605143,15.55327204,16.48762707,19.2162951,29.60412184,14.59828005,18.67036167,18.76258435,19.07085106,17.68098048,13.01416809
Bradi1g01227.v3.1,27.39111652,29.42000512,32.5671414,30.48550711,34.99326052,28.85269808,31.5775202,39.55853055,32.9893086,33.20424895,25.55465421,43.4193787,25.86309457,29.56140598,23.98515938,27.13563882,24.5348437,28.32250043
Bradi1g01270.v3.1,3.127705347,1.140310276,2.605371312,3.84918019,3.936741808,2.157211071,4.055828283,4.405807905,1.473467878,1.946455973,2.112786372,2.763051372,3.218518436,2.982071656,3.481716684,4.649112945,3.774591338,4.504904339
Bradi1g01290.v3.1,30.70837977,29.99016026,35.43304984,29.94662188,30.83781083,37.93096134,38.72350337,34.12157611,32.41629331,26.33440434,33.80458195,30.78828671,37.58769744,35.52554929,42.07074326,40.79833808,42.91114364,38.0831265
Bradi1g01300.v3.1,2.085136898,2.622713635,2.605371312,2.078557303,2.077724843,2.247094866,5.214636364,2.437255437,1.555327204,2.289948204,1.509133123,4.868233369,1.379365044,0.907587026,1.837572694,1.707837408,1.589301616,1.50163478
Bradi1g01310.v3.1,7.392758092,6.727830629,7.034502541,6.0817047,4.483511504,7.909773928,8.208223906,4.312067311,6.794324104,3.091430075,5.231661492,2.631477497,2.29894174,3.111726945,5.41600373,5.597911505,9.535809697,9.635489837
Bradi1g01320.v3.1,2.179915848,4.561241105,2.865908443,4.388065417,4.374157565,2.876281428,2.607318182,4.78077028,5.320856226,6.06836274,5.634096992,2.631477497,2.758730088,3.889658681,10.15500699,4.174713664,3.178603232,7.216189358
Bradi1g01330.v3.1,2.179915848,5.587520353,1.432954221,3.310294963,2.624494539,2.696513839,4.248962963,4.874510873,1.964623837,2.060953383,4.225572744,3.289346871,6.437036871,6.482764469,6.963433367,2.087356832,1.98662702,4.087783567
Bradi1g01350.v3.1,9.57267394,11.40310276,13.80846795,13.93403229,11.70087149,13.84210437,13.80912963,10.21772472,13.91608551,12.02222807,12.37489161,17.63089923,17.58690431,18.67036167,11.41229357,10.62654387,6.456537816,11.01198838
Bradi1g01363.v3.1,5.876294894,12.08728893,5.341011189,7.69836038,8.092191494,4.85372491,12.16748485,6.374360373,15.7169907,8.014818713,13.48158923,11.18377936,9.310714046,8.038627941,10.5418644,9.013586321,7.251188624,10.13603476
Bradi1g01374.v3.1,13.07949509,16.64853003,17.71652492,12.47134382,14.5440739,9.88721741,13.13315825,8.811615809,18.58206713,11.79323325,7.746883363,19.20978573,4.827777653,6.353109179,14.6038672,11.48046258,15.09836535,13.97354587
Bradi1g01380.v3.1,16.01764253,20.18349189,22.40619328,21.55540906,18.69952359,20.31373759,15.45077441,20.9041524,13.99794484,16.94561671,17.40533535,20.78867223,20.69047566,13.35449481,20.11658528,19.07085106,17.87964318,14.68265118
Bradi1g01407.v3.1,34.40475881,33.52512212,42.33728381,35.33547414,41.6638508,36.31305303,29.74274074,31.21561771,26.93171843,25.41842506,36.62163045,41.44577058,18.96626935,27.09795548,35.20402425,33.49258917,32.38202043,22.02397677
Bradi1g01420.v3.1,97.8118763,90.08451182,86.88913324,96.07553754,100.49627,99.14182548,88.06941415,87.17875216,100.6869717,104.0781459,121.0324764,105.7853954,81.95727302,84.79455925,62.57418595,113.0019085,125.9521531,133.8957679
Bradi1g01460.v3.1,7.297979142,4.561241105,5.210742623,7.775343984,8.967023007,9.258030847,13.32629293,14.43605143,11.54216504,9.503285045,8.249927738,10.65748386,15.05806839,14.78070299,20.31001399,10.15214459,15.39635941,10.4280193
Bradi1g01480.v3.1,81.79423376,70.12908198,85.19564189,76.29075137,94.59115733,77.21017959,68.94908081,69.64926113,65.16002393,76.36977259,89.44128974,58.94509593,65.06005123,55.23315327,85.10863004,88.04850638,93.4708013,111.9969273
Bradi1g01487.v3.1,12.51082139,10.83294762,14.85061648,10.54675372,11.48216361,14.11175576,11.10524411,14.99849499,8.349651308,13.96868404,11.06697623,13.55210911,8.046296089,24.24553911,17.69872648,11.95486186,12.21775617,11.42910916
Bradi1g01500.v3.1,12.98471614,17.67480928,14.72034791,18.3220977,23.83915873,18.15652652,15.64390909,16.68582568,13.91608551,17.74709858,16.70107323,15.13099561,8.506084437,17.24415349,15.18415331,14.99101725,19.76693885,19.18755552
Bradi1g01507.v3.1,52.22320139,59.41016539,45.20319226,54.04248987,53.58343017,65.97470526,51.37382492,74.71125319,59.10243377,74.53781403,56.34096992,66.18165905,57.47354349,70.791788,59.57604103,70.87525244,66.15467977,67.19815639
Bradi1g01530.v3.1,38.10113786,33.75318417,39.99244963,51.80996536,38.05517081,46.46992183,48.6699394,65.80589679,59.5117304,51.18034235,32.29544883,41.57734445,55.86428427,52.38073691,49.61446274,42.88569492,55.82421927,34.87129655
Bradi1g01560.v3.1,88.14442341,98.86490094,113.0731149,92.76524258,97.10629793,110.8267188,113.8528939,102.0835066,114.3574792,123.7717004,114.3922907,118.0217657,123.3382243,103.4649209,110.7379334,108.1630359,101.7153034,94.18587035
Bradi1g01570.v3.1,40.37583266,54.96295531,30.22230722,38.18386749,48.99056472,44.31271076,47.704266,36.93379392,40.43850731,42.36404177,45.67642918,41.18262283,43.56494597,39.28555268,31.14202145,33.96698845,33.67332799,45.38274001
Bradi1g01580.v3.1,52.88665404,37.174115,47.80856357,56.04406357,61.34755984,57.61551236,73.68088048,76.96102744,79.40354675,49.92087084,43.26181619,84.60200153,35.63359696,43.69383252,52.90275072,53.13271937,53.14227279,38.50024727
Bradi1g01600.v3.1,20.18791633,14.13984742,17.84679348,23.55698276,22.19884964,20.31373759,26.55601852,31.96554246,22.5113148,20.15154419,20.22238384,34.34078134,13.10396792,12.57656307,27.66030476,23.81484386,19.2702821,14.34895456
Bradi1g01610.v3.1,12.22648454,10.26279249,7.555576804,10.85468814,9.623146642,6.831168392,12.94002357,7.030544529,6.548746124,4.923388638,12.67671823,4.34193787,10.11534365,7.779317362,9.284577823,9.487985601,9.337146995,11.13712462
Bradi1g01620.v3.1,17.72366363,20.18349189,14.59007935,18.39908131,23.18303509,22.02152969,16.41644781,21.74781774,16.78116194,21.64001052,21.93273472,9.868040614,11.37976161,13.22483952,18.27901259,17.74253307,14.89970265,21.48171977
Bradi1g01630.v3.1,54.11878039,31.35853259,37.12654119,43.11081813,54.7863235,41.70608071,41.33082155,34.40279789,36.34554099,39.50160651,49.49956643,37.10383271,44.94431101,27.87588721,38.58902658,45.0679316,70.02860246,81.63053511
Bradi1g01660.v3.1,14.69073723,17.78884031,17.97706205,21.86334348,35.32132233,23.90908937,31.28781818,34.02783552,37.73714954,25.07493283,31.08814233,28.68310472,17.24206305,12.05794191,27.66030476,14.32685826,14.4030459,17.31051204
Bradi1g01670.v3.1,11.08913714,6.727830629,8.85826246,5.619803077,10.16991634,11.7747771,15.93361111,8.155431653,9.986837839,5.610373099,3.52131062,14.34155236,2.413888827,1.685518762,15.08743896,7.495508625,6.357206465,3.378678254
Bradi1g01710.v3.1,10.71002134,12.54341304,14.98088504,12.00944219,16.07502905,18.60594549,15.74047643,13.12368312,15.06211608,11.90773066,13.38098036,14.34155236,17.81679848,22.30070977,26.30630383,10.24702445,10.82711726,12.22163862
Bradi1g01720.v3.1,8.719663391,11.28907173,14.59007935,12.0864258,10.60733209,16.35885062,18.05809259,8.717875216,11.62402437,8.930797994,12.57610936,11.97322261,10.00039657,14.00277125,12.86300886,9.393105745,9.734472399,10.55315554
Bradi1g01730.v3.1,24.83208487,26.79729149,30.22230722,33.48786765,27.33848478,27.59432495,29.74274074,29.43454643,28.81448294,34.69271529,26.05769859,16.57830823,35.05886153,38.37796565,30.94859274,26.37659997,29.6007426,28.11394004
Bradi1g01740.v3.1,56.10913834,45.27031796,55.10360324,55.73612915,55.98921683,52.40225227,60.16145287,71.14911063,54.84574879,43.73801069,47.08495343,52.76112381,57.24364932,70.40282213,69.63433367,59.67942943,55.72488792,48.55285788
Bradi1g01750.v3.1,60.65852794,66.93621321,62.39864291,71.82570235,66.8152568,66.06458906,82.46850842,53.7133602,66.96092912,74.65231144,71.73412777,69.0762843,61.49669154,60.03039898,58.4154688,54.55591721,73.00854299,69.32547233
Bradi1g01760.v3.1,27.39111652,18.35899545,20.71270193,24.3268188,21.10531025,21.48222692,30.1290101,29.9032494,27.25915574,25.8764147,25.15221871,24.20959297,20.92036983,17.37380878,18.18229824,18.02717264,27.81277828,21.02288692
Bradi1g01770.v3.1,38.00635891,34.32333931,39.60164394,33.94976928,25.26075994,37.66130995,28.87363468,39.08982758,29.79679486,36.52467385,43.46303394,38.28799758,27.12751253,30.85795887,37.13831129,38.04682226,44.89777066,41.67036514
Bradi1g01800.v3.1,260.2629964,265.6922943,215.7247446,282.4528423,254.7946781,262.1011452,221.5254781,263.5985495,284.2974411,192.6991413,190.1507735,197.62396,206.7898095,185.7960297,165.0913994,297.4483486,277.1344693,344.666894
Bradi1g01810.v3.1,12.88993719,12.31535098,23.96941607,14.62688472,14.21601208,17.61722375,11.68464815,19.12308112,19.31880107,13.96868404,21.22847259,17.89404698,17.81679848,29.95037184,24.17858808,21.15820789,24.1375183,13.97354587
Bradi1g01820.v3.1,33.36219036,30.10419129,23.70887894,26.79029412,24.93269812,33.88619058,40.55828283,29.34080583,34.05347984,29.31133701,38.03015469,24.73588847,38.62222123,41.4896926,39.7495988,28.74859637,31.98469503,37.04032457
Bradi1g01830.v3.1,36.58467466,40.70907686,40.64379246,34.02675288,34.99326052,45.3014325,38.72350337,43.87059786,35.36322907,35.60869457,40.44476769,38.81429308,37.24285618,36.69244689,31.4321645,34.15674816,39.43454635,38.83394389
Bradi1g01840.v3.1,163.2093517,182.3356132,146.4218677,150.2719946,146.3155705,149.7464019,152.3832626,164.7959638,148.9839743,173.8070687,165.4009903,158.4149453,170.9263183,173.2194666,171.4745467,174.2942955,180.8823902,168.558504
Bradi1g01847.v3.1,55.73002254,68.76070965,59.7932716,50.03934247,60.25402045,80.53587999,66.14862795,70.68040766,65.65117989,60.56912999,62.67932903,55.12945356,71.03729975,82.46076404,66.15261699,74.57556682,67.64465004,65.23768876
Bradi1g01870.v3.1,53.36054879,49.03334187,49.11124922,68.28445657,68.12750407,57.34586098,85.75179799,56.61931861,73.50967524,78.77421821,68.0115994,41.57734445,85.52063271,68.45799279,80.27291243,60.53334813,85.62362457,78.46041724
Bradi1g01880.v3.1,144.7274565,213.6941457,162.5751698,150.7338962,166.1086335,176.1722375,140.7951818,139.579744,147.6742251,162.471825,152.6236631,140.3893245,124.0279069,119.0235556,84.72177263,134.7293955,130.5213952,131.1844828
Bradi1g01900.v3.1,19.99835843,23.83248477,25.66290742,23.63396637,18.80887753,23.90908937,31.86722223,27.27851277,28.07774901,26.90689139,38.13076357,24.86746235,20.69047566,23.07864151,23.98515938,31.68987191,28.21010369,30.53324052
Bradi1g01920.v3.1,25.49553752,16.42046798,42.72808951,23.47999916,24.71399024,22.47094866,23.3692963,20.71667121,21.03784692,15.91514002,21.22847259,28.41995697,20.80542274,12.44690778,39.16931269,22.48652587,17.87964318,19.35440383
Bradi1g01930.v3.1,33.74130616,37.40217706,39.60164394,48.03776877,47.45960958,52.13260089,45.67635186,48.27640576,49.27931458,41.33356508,47.88982443,55.78732294,53.33544836,63.27178121,52.32246461,40.51369852,52.84427874,42.17091006
Bradi1g01936.v3.1,61.03764373,67.27830629,59.27219734,77.0605874,53.47407623,61.66028312,60.93399159,63.36864135,68.7618343,76.59876741,75.25543839,80.65478528,79.31349002,77.92282891,78.33862538,65.84662007,60.79078682,62.77667621
Bradi1g01970.v3.1,6.255410693,5.929613436,8.85826246,7.467409569,6.998652103,5.123376294,7.145983166,9.467799965,8.022214002,5.495875689,6.237750241,7.631284741,11.37976161,8.16828323,13.24986627,13.28317984,6.754531869,8.008718825
Bradi1g01980.v3.1,5.497179094,2.508682608,2.996177008,4.388065417,4.046095747,2.966165223,2.317616162,7.030544529,4.584122287,5.037886048,2.414612996,6.973415367,4.023148044,6.22345389,8.704291709,3.605434528,2.880609179,2.878133328
Bradi1g01990.v3.1,7.677094942,16.99062311,11.98470803,14.62688472,13.88795027,14.29152335,15.93361111,16.68582568,16.86302127,12.93820735,19.11568622,17.7624731,18.39153392,10.11311257,11.79915098,13.75757912,13.80705779,13.63984925
Bradi1g02000.v3.1,23.22084273,22.80620552,25.92344455,26.86727773,33.35295143,31.36944433,45.19351516,33.74661374,50.83464179,40.87557544,34.30762632,33.81448584,58.04827893,67.68006105,40.91017103,22.67628559,27.31612153,35.91409848
Bradi1g02020.v3.1,84.92193911,104.2243592,84.93510476,107.4691109,96.01275854,113.6131164,101.6854091,118.0194075,108.4636077,106.7115863,100.9107015,111.8377936,122.6485418,145.4732347,123.6976566,98.39041068,110.5557937,79.29465879
Bradi1g02030.v3.1,139.2302774,141.0563812,155.6709359,122.0959956,124.2260748,131.6797591,89.51792425,98.99006697,104.779938,148.6176384,145.480433,125.3899027,116.7862404,85.05386983,130.4676613,108.6374351,104.2979186,144.4906355
