Gene,Bs.10.1,Bs.10.2,Bs.10.3,Bs.14.1,Bs.14.2,Bs.14.3,Bs.18.1,Bs.18.2,Bs.18.3,Bs.22.1,Bs.22.2,Bs.22.3,Bs.2.1,Bs.2.2,Bs.2.3,Bs.6.1,Bs.6.2,Bs.6.3
Bradi1g64320.v3.1,12.22648454,16.42046798,14.06900508,16.93639284,13.55988845,20.13397,19.12033334,19.12308112,18.66392645,12.48021771,13.48158923,9.736466739,20.00079313,22.94898622,23.50158761,14.42173811,12.91307563,13.93183379
Bradi1g64360.v3.1,71.17899137,59.63822744,65.26455136,74.44314488,74.03261678,74.60354955,71.26669698,76.21110269,77.52078224,65.95050827,71.73412777,85.91774028,81.38253758,68.84695866,79.88605502,76.28340423,95.65609102,70.20142595
Bradi1g64370.v3.1,38.10113786,43.7879146,30.48284435,43.57271975,34.6651987,39.63875343,63.25160775,46.87029686,44.20403634,48.54690192,47.48738893,44.34039582,58.2781731,55.62211914,48.0670331,37.57242298,44.5997766,43.92281731
Bradi1g64381.v3.1,204.0590791,231.140893,181.5943804,174.3678626,171.2482687,174.5543292,132.2972559,179.6069776,177.7165979,175.5245298,195.1812172,177.8878788,133.9133563,124.3394225,108.9970751,257.3141695,229.5547522,296.6145811
Bradi1g64410.v3.1,28.52846392,22.12201936,23.8391475,20.78557303,30.29104113,30.47060638,31.77065488,33.18417018,26.11312517,28.73884996,27.76804946,38.41957146,33.21970814,43.04555607,39.45945575,24.76364242,28.01144099,27.19627434
Bradi1g64420.v3.1,131.9322983,129.7673094,136.3911882,138.6474704,141.941413,155.5888485,168.6065758,154.4844984,138.1785432,128.0081046,130.7915373,182.4929644,153.6842553,185.7960297,169.636974,145.4508193,129.1307563,124.1351418
Bradi1g64430.v3.1,117.9997926,134.4425816,128.8356114,114.3206516,113.071973,111.9952081,103.5201886,132.6429401,117.5499929,135.2214414,141.0536425,142.0997848,118.5104467,128.6180471,140.816097,129.5110035,134.1966552,133.6037833
Bradi1g64440.v3.1,82.64724431,79.25156419,92.62095013,81.21770201,87.92056705,93.38926263,82.95134513,92.521966,99.95023772,92.51390743,85.215717,83.6809844,95.98081763,105.6690608,103.3876426,97.0620927,88.70289645,96.22976213
Bradi1g64460.v3.1,69.09385448,70.01505096,57.31816886,81.60262003,79.3909598,94.46786816,84.78612459,85.1164591,90.37269651,90.45295404,84.61206375,92.89115564,132.5339913,137.9532279,130.1775182,79.69907905,79.66374351,63.69434191
Bradi1g64470.v3.1,4.454610645,1.254341304,10.55175381,2.694426133,2.405786661,4.314422142,3.283289563,4.405807905,3.438091715,2.976932665,3.420701745,9.078597365,1.14947087,0.777931736,5.706146787,2.087356832,2.97994053,3.420390332
Bradi1g64480.v3.1,8.624884441,8.552327071,16.02303357,10.1618357,15.85632117,10.33663638,8.304791247,10.03024353,8.840807267,9.045295404,9.75906086,6.183972118,5.517460175,4.019313971,9.864863937,9.393105745,10.1317978,6.757356509
Bradi1g64507.v3.1,369.2587888,405.9504583,366.445475,391.3076581,396.2986754,435.1274498,402.7823755,473.2962577,425.9959354,425.4723762,461.9959533,452.4825556,531.1704889,552.5908433,437.4390156,385.0224557,355.0102485,358.139895
Bradi1g64520.v3.1,10.80480029,16.19240592,16.54410783,15.16576995,15.96567511,17.25768857,15.16107239,13.12368312,14.57096013,15.22815555,8.752972112,16.84145598,12.98902083,14.78070299,13.34658062,15.37053667,11.91976212,13.7232734
Bradi1g64530.v3.1,7.297979142,8.438296043,6.252891148,10.70072093,6.12382059,6.112098035,8.401358587,7.124285123,4.829700266,5.152383458,7.746883363,4.473511745,6.437036871,8.686904388,6.479861606,8.349427329,5.661887008,9.218369064
Bradi1g64540.v3.1,134.6808878,110.6100968,118.2838575,109.7016354,125.8663839,116.0399789,93.67031987,95.99036797,88.489932,94.11687117,105.6393186,71.97090954,82.30211428,61.06764129,115.283508,118.9793394,126.6474725,169.1424731
Bradi1g64560.v3.1,9.66745289,10.83294762,4.950205492,5.619803077,10.49797816,3.775119375,12.26405219,9.092837591,11.7058837,9.503285045,7.143230114,5.789250493,11.26481452,7.390351494,7.156862072,7.400628769,10.33046051,11.26226085
Bradi1g64580.v3.1,9.857010789,12.20131995,12.89658799,11.08563895,14.32536602,15.99931545,17.47868855,23.9038514,18.33648915,9.732279866,16.29863773,19.8676551,13.218915,17.50346407,16.73158295,14.89613739,10.52912321,15.18319611
Bradi1g64597.v3.1,33.17263246,39.34070453,31.65526144,38.5687855,51.7244132,52.94155504,50.98755556,54.08832257,52.55368764,45.79896407,45.07277593,51.44538507,54.59986632,61.84557303,56.3844674,44.87817189,42.91114364,33.16110139
Bradi1g64630.v3.1,36.11077991,19.38527469,25.40237029,27.17521214,34.44649082,28.4931629,28.77706734,32.8092078,31.7614187,26.21990693,39.23746119,38.41957146,43.44999888,39.80417384,32.97959414,27.13563882,30.69338746,29.2818782
Bradi1g64640.v3.1,201.0261527,185.642513,170.5215523,161.9735024,181.6368929,162.6896683,155.9562542,185.9813379,160.7717173,194.7600947,193.3702575,171.9670544,146.4425888,120.1904532,123.0206562,199.1528178,180.6837275,207.6844325
Bradi1g64646.v3.1,7.487537042,16.19240592,12.37551373,16.2435404,12.90376482,15.54989647,12.65032155,11.06139006,10.06869717,17.17461153,12.57610936,10.26276224,17.93174557,18.54070638,17.21515471,17.83741293,17.68098048,19.18755552
Bradi1g64660.v3.1,33.93086406,23.83248477,36.3449298,24.78872042,27.88525447,29.75153602,19.21690068,21.37285537,21.44714356,15.6861452,27.66744058,29.34097409,15.05806839,19.70760398,38.87916963,28.17931724,32.77934583,32.53542023
Bradi1g64680.v3.1,60.37419109,66.59412013,61.74730009,68.51540738,76.98517314,74.69343334,81.01999832,98.521364,92.17360169,74.53781403,74.24934964,109.2063161,74.94550071,80.25662412,71.85876378,68.31349633,76.18714623,54.39254869
Bradi1g64687.v3.1,45.68345385,32.15674979,42.85835808,49.26950643,35.32132233,41.8858483,32.35005893,35.24646324,59.75730838,58.05018696,60.46593378,45.39298682,20.57552857,16.72553233,29.30444875,41.46249708,46.88439768,63.40235737
Bradi1g64698.v3.1,17.81844258,14.93806462,22.92726754,21.40144186,19.35564722,19.32501585,15.74047643,14.62353262,9.986837839,17.63260117,16.29863773,16.84145598,9.655555307,8.686904388,17.50529777,20.96844818,28.11077234,22.73308208
Bradi1g64721.v3.1,2.559031647,2.622713635,1.823759918,2.694426133,2.405786661,2.606630044,1.931346802,1.593590093,2.12834249,6.29735756,0.503044374,1.842034248,0.344841261,1.037242315,4.448860207,1.707837408,3.277934583,1.626771011
Bradi1g64730.v3.1,7.582315992,6.157675491,7.816113935,6.851540738,4.702219382,3.954886964,7.725387206,6.280619779,5.320856226,7.442331662,6.036532491,3.684068496,5.517460175,11.92828662,9.671435232,8.064787761,2.483283775,5.172297575
Bradi1g64740.v3.1,110.6070345,83.12861913,103.9543153,98.30806205,90.54506159,108.1302049,111.6318451,105.8331303,96.34842735,106.4825915,117.9136013,121.3111126,92.41745793,118.2456239,97.29463844,122.6796538,121.0849169,121.0901602
Bradi1g64750.v3.1,6.444968593,6.043644464,5.471279754,8.237245607,5.577050895,3.865003169,5.987175085,3.374661374,4.256684981,5.266880868,8.551754362,4.999807244,5.977248523,2.852416366,4.545574559,5.408151793,7.648514028,6.799068586
Bradi1g64770.v3.1,63.69145433,75.1464472,61.35649439,62.04878466,68.01815013,70.91831397,63.54130977,84.27279375,76.7840483,59.5386533,68.51464377,76.18127354,62.18637406,70.27316684,70.11790543,70.3059733,66.15467977,53.85029168
Bradi1g64780.v3.1,29.09713762,17.44674723,22.40619328,23.17206474,19.13693935,25.1674625,21.72765152,28.3096593,17.59975521,20.60953383,24.44795659,23.0254281,20.46058148,24.89381556,22.05087233,19.54525034,22.25022263,16.22599804
Bradi1g64790.v3.1,7.677094942,7.526047823,14.72034791,8.160262003,3.499326052,8.359192901,11.39494613,5.155732654,9.823119186,7.213336842,9.356625361,12.63109199,6.781878132,10.76138902,8.801006061,9.013586321,9.237815644,7.216189358
Bradi1g64810.v3.1,8.814442341,7.526047823,10.16094812,10.54675372,7.545421799,9.437798437,8.497925927,12.09253659,10.88729043,10.76275656,13.9846336,15.52571723,17.24206305,15.42897944,12.47615145,9.108466177,5.761218359,8.38412752
Bradi1g64813.v3.1,4.170273796,7.18395474,4.819936927,3.079344152,4.811573321,5.303143883,1.641644781,4.405807905,2.455779796,4.579896407,2.917657371,5.920824368,1.954100479,2.982071656,5.706146787,7.780148193,4.8672362,4.04607149
Bradi1g64817.v3.1,10.99435819,3.078837746,6.643696845,5.773770285,8.420253312,2.51674625,9.753301348,4.124586124,5.566434205,4.808891228,7.143230114,7.104989242,4.597883479,3.889658681,7.253576424,3.415674816,4.8672362,3.795799027
Bradi1g64830.v3.1,43.503538,41.05116994,34.52116988,48.19173598,41.11708111,43.14422142,40.17201347,34.96524146,32.58001197,31.4867878,40.44476769,24.0780191,44.71441684,43.04555607,40.81345668,27.70491796,40.03053446,35.49697771
Bradi1g64850.v3.1,25.87465332,29.42000512,26.05371312,58.43055529,47.35025564,47.72829495,58.90607745,67.96193045,76.70218898,70.07241503,61.47202253,51.84010669,60.57711484,47.97245707,35.97773906,14.51661797,16.68766697,22.5245217
Bradi1g64910.v3.1,13.74294774,12.31535098,22.14565615,26.09744169,30.50974901,23.72932178,15.35420707,14.71727321,18.41834847,16.60212448,11.77123836,18.55191635,29.42645427,15.8179453,13.34658062,18.59645178,20.0649329,21.73199223
Bradi1g64920.v3.1,30.42404292,33.8672152,39.7319125,50.6552113,53.03666047,47.45864357,44.90381314,30.27821177,43.95845836,33.08975154,28.77413821,38.94586696,49.65714158,37.60003392,42.84445808,45.54233088,52.94361009,53.93371584
Bradi1g64927.v3.1,20.37747423,14.71000256,19.27974771,18.01416329,24.27657448,16.35885062,25.20407576,30.74691474,24.63965729,19.92254937,14.58828685,29.20940022,10.23029074,16.07725588,17.11844036,18.69133163,23.54153019,15.09977195
Bradi1g64940.v3.1,6.634526493,6.955892684,7.946382501,9.161048852,6.561236347,13.4825692,8.015089226,13.96734846,9.741259859,7.556829072,3.621919495,6.973415367,7.586507741,9.724146703,5.899575492,5.692791361,6.953194571,6.173387428
Bradi1g64950.v3.1,21.04092688,14.13984742,21.62458189,24.3268188,24.16722054,16.35885062,25.7834798,25.96614446,17.35417723,20.72403124,16.90229097,22.89385422,23.44920574,16.85518762,19.53629917,23.34044458,12.81374428,17.60249658
Bradi1g64978.v3.1,42.84008535,26.22713635,31.39472431,27.09822854,39.36741808,29.03246567,25.10750842,24.65377615,31.35212207,22.55598981,32.3960577,26.31477497,24.94351788,31.7655459,44.68203077,21.82236688,27.41545288,30.36639221
Bradi1g65000.v3.1,34.40475881,33.29706006,27.35639877,33.87278567,36.74292354,44.31271076,43.74500505,49.68251467,47.23283142,33.66223859,34.71006182,49.73492469,37.70264453,39.54486326,44.68203077,48.67336613,38.04390744,28.23907627
Bradi1g65010.v3.1,9.09877919,3.991085967,15.11115361,5.080917851,12.46634906,8.449076696,6.856281145,11.998796,8.677088614,9.961274686,8.853580987,10.52590999,7.701454828,8.038627941,15.66772508,5.597911505,13.70772644,7.716734285
Bradi1g65015.v3.1,5.118063295,5.017365215,2.475102746,4.311081813,4.702219382,2.157211071,4.152395623,5.436954436,2.537639123,3.434922305,5.332270367,4.34193787,3.333465522,5.575177443,6.189718549,4.26959352,5.562555657,5.380857961
Bradi1g65060.v3.1,13.64816879,17.56077825,11.98470803,20.78557303,21.10531025,22.65071625,21.24481482,19.87300587,27.91403035,23.35747168,22.53638797,16.97302986,29.88624262,22.30070977,18.08558388,29.50763522,19.4689448,19.35440383
Bradi1g65070.v3.1,86.05928651,76.4007885,109.5558637,99.69376692,92.51343249,99.86089584,114.0460286,109.8639758,93.23777294,98.46777276,104.3314032,132.1001703,100.0039657,92.57387661,116.3473658,104.083202,88.50423375,82.58991289
Bradi1g65081.v3.1,6.824084393,9.122482209,7.034502541,7.236458757,9.732500581,7.37047116,15.54734175,11.81131481,7.694776696,10.99175138,8.853580987,8.552301865,6.437036871,6.353109179,9.864863937,8.823826609,7.350519975,8.09214298
Bradi1g65100.v3.1,2.085136898,1.026279249,1.432954221,0.461901623,2.187078782,1.16848933,2.221048822,0.374962375,1.555327204,1.030476692,0.804870999,1.447312623,0.344841261,0.129655289,1.160572228,1.612957552,2.085958371,1.001089853
Bradi1g65130.v3.1,10.42568449,5.24542727,12.5057823,14.39593391,7.545421799,7.010935982,14.19539899,11.71757421,18.09091117,5.152383458,10.06088748,8.157580241,30.23108388,13.35449481,26.20958948,7.590388481,4.966567551,9.510353605
Bradi1g65140.v3.1,45.2095591,50.17365215,70.08448828,49.88537526,54.34890774,65.61517008,59.00264479,83.24164722,62.2949475,48.66139933,54.02696579,72.62877892,50.11692992,35.26623871,73.30947906,70.59061287,50.65898902,46.50896609
Bradi1g65150.v3.1,185.6719629,103.8822662,183.4181403,176.5234035,199.5709389,177.3407268,223.8430943,265.1921396,177.0617233,186.745276,116.7062948,309.8564753,91.95766959,83.10904049,224.9575835,185.3003588,196.4774123,127.4303959
Bradi1g65157.v3.1,5.971073844,5.131396243,7.164771107,7.775343984,8.857669068,7.640122544,9.946436028,7.592988091,8.185932655,12.3657203,6.036532491,4.07879012,19.08121644,15.55863472,17.11844036,7.685268337,12.81374428,12.59704732
Bradi1g65170.v3.1,10.23612659,9.008451182,13.41766226,9.31501606,19.24629328,10.33663638,16.99585185,16.02964153,14.4891008,16.25863225,13.78341585,15.65729111,7.586507741,9.075870256,15.76443943,11.67022229,10.33046051,16.39284635
Bradi1g65180.v3.1,2.938147447,8.780389126,5.731816886,6.158688304,4.155449686,7.010935982,2.800452862,5.155732654,2.865076429,7.213336842,4.326181619,5.394528869,3.563359696,3.500692813,4.739003264,7.590388481,6.357206465,10.01089853
Bradi1g65210.v3.1,52.50753824,43.21775947,52.36796336,47.96078517,59.8166047,49.97538982,77.44700674,64.2123067,66.38791383,53.12679832,49.39895755,74.73396091,55.86428427,67.80971634,66.82961746,46.30136973,54.73157441,51.09729459
Bradi1g65220.v3.1,7.392758092,2.508682608,8.597725328,7.390425965,8.092191494,4.943608705,7.532252526,8.717875216,9.904978512,8.701803174,4.829225993,8.815449615,8.276190263,7.260696205,9.091149118,4.174713664,7.648514028,4.04607149
Bradi1g65246.v3.1,91.5564656,101.6016456,91.5788016,92.76524258,99.62143853,97.34414959,81.88910438,92.24074422,109.1184823,107.2840733,107.4502783,92.75958177,87.12989193,89.46214967,107.3529311,98.58017039,115.8203553,128.0977891
Bradi1g65290.v3.1,64.26012803,77.31303672,69.30287689,64.51225999,75.34486405,76.31134165,65.37608923,68.14941163,69.58042757,64.80553416,57.54827641,81.83895016,92.41745793,73.77385965,71.47190637,69.54693446,56.61887008,62.98523659
Bradi1g65300.v3.1,18.00800048,11.85922687,22.27592471,20.78557303,24.16722054,22.56083245,19.9894394,22.59148309,19.23694174,14.6556685,14.89011348,31.18300834,15.28796257,16.07725588,30.07816357,19.45037048,25.92548261,20.39720576
Bradi1g65310.v3.1,31.56139032,33.18302904,45.07292369,36.02832658,42.42932838,43.68352419,36.01961785,36.84005333,34.05347984,33.66223859,29.98144471,46.0508562,34.13928483,31.89520119,49.61446274,36.05434528,37.44791933,40.0853062
Bradi1g65325.v3.1,20.28269528,13.91178537,10.81229094,18.78399933,27.77590054,23.10013522,24.62467172,25.49744149,25.37639123,17.74709858,20.22238384,33.81448584,15.63280383,15.94760059,24.27530243,20.4940489,21.55490317,18.47845021
Bradi1g65340.v3.1,82.74202326,83.58474324,76.98872226,85.68275103,78.8441901,76.22145785,77.44700674,86.42882741,74.81942447,79.34670526,119.4227344,88.02292227,93.33703463,93.48146364,67.60333227,77.04244308,72.31322354,95.89606552
Bradi1g65360.v3.1,3.032926397,4.675272132,6.77396541,8.776130833,7.326713921,10.15686879,6.566579125,8.624134622,9.659400533,12.70921253,5.734705866,7.762858616,11.4947087,19.44829341,6.576575958,6.356950353,7.747845379,9.009808678
Bradi1g65377.v3.1,2.274694798,1.026279249,0.260537131,1.308721265,2.187078782,2.606630044,1.738212121,0.843665343,3.274373062,1.602963743,0.503044374,1.973608123,2.069047566,1.166897604,3.191573627,2.656635968,3.277934583,1.376498548
Bradi1g65390.v3.1,8.245768641,1.710465414,5.471279754,9.238032456,11.59151755,12.31407986,15.54734175,11.06139006,8.677088614,10.30476692,6.137141366,19.8676551,2.758730088,6.742075047,11.99257969,7.590388481,6.555869167,3.545526563
Bradi1g65420.v3.1,53.64488564,57.01551381,45.72426652,62.27973548,47.78767139,59.68283964,60.54772223,62.80619779,62.62238481,63.88955488,55.83792554,59.33981756,67.47394006,82.20145346,61.02675632,47.25016829,49.2683501,46.09184532
Bradi1g65430.v3.1,15.25941093,22.12201936,10.16094812,18.01416329,20.01177086,21.93164589,21.14824748,20.15422765,25.2945319,16.25863225,22.83821459,18.55191635,21.49510527,19.44829341,17.40858342,14.61149783,20.26359561,14.39066664
Bradi1g65440.v3.1,28.71802182,29.53403615,26.31425025,43.80367056,27.99460841,37.39165857,58.51980809,47.15151864,57.0559506,37.89864277,39.74050557,32.89346871,77.93412497,78.31179478,77.95176797,31.31035248,36.65326852,33.99534293
Bradi1g65450.v3.1,19.24012683,16.30643695,20.0613591,19.39986816,23.94851267,18.33629411,18.15465993,19.87300587,20.055535,11.90773066,15.89620223,16.31516048,17.24206305,13.87311596,19.05272741,21.82236688,17.48231778,15.39175649
Bradi1g65452.v3.1,2.464252697,4.105116994,5.471279754,4.080131001,3.499326052,4.673957321,3.572991583,3.843364342,3.929247674,4.465398997,3.52131062,2.631477497,5.862301436,7.649662073,1.837572694,2.84639568,2.880609179,2.377588401
Bradi1g65467.v3.1,60.08985424,62.60303416,60.05380873,55.42819474,61.67562166,62.0198183,60.83742425,58.58787107,58.52941848,55.18775171,70.82864789,56.83991393,52.53081875,38.63727623,56.3844674,69.16741503,89.69620996,98.94104715
Bradi1g65480.v3.1,26.44332702,24.74473299,14.72034791,11.93245859,10.93539391,14.65105853,8.208223906,14.62353262,11.7058837,8.472808354,13.07915373,13.94683073,12.41428539,15.16966886,9.864863937,16.50909495,15.89301616,16.64311881
Bradi1g65490.v3.1,74.02235987,65.11171677,83.50215054,82.60340688,81.14062282,79.90669343,77.3504394,81.17935416,73.01851928,84.27009389,64.99333315,101.4434575,63.33584493,74.16282552,84.33491523,71.72917114,62.28075708,60.64936027
Bradi1g65510.v3.1,11.75258979,13.68372331,14.45981078,10.00786849,13.01311875,11.7747771,10.52584007,14.52979203,17.02673992,12.3657203,11.16758511,11.97322261,6.896825219,7.520006784,7.156862072,8.728946753,12.11842482,13.09759225
Bradi1g65520.v3.1,17.15498993,14.59597153,16.54410783,20.47763861,18.37146177,15.63978027,22.4036229,15.27971678,11.62402437,10.19026951,14.08524248,12.36794424,6.551983958,10.89104431,9.478006528,8.159667617,14.999034,17.06023958
Bradi1g65530.v3.1,42.08185375,43.44582152,34.00009562,38.79973632,32.47811992,30.02118741,32.54319361,31.21561771,39.29247674,38.58562723,35.6155417,28.02523534,33.21970814,29.3020954,44.00503031,31.40523234,35.65995501,43.04686369
Bradi1g65540.v3.1,159.2286358,122.0131995,153.9774445,245.3467453,228.3310249,191.9019015,256.0965859,225.8210903,267.1069825,235.9791624,198.7025278,276.1735633,186.329228,214.190538,229.5998724,207.8817645,214.6550495,246.351528
Bradi1g65550.v3.1,13.83772669,12.20131995,13.80846795,11.08563895,14.21601208,13.84210437,13.32629293,10.78016828,10.39613447,14.99916073,13.17976261,15.52571723,6.666931045,11.28001018,15.37758202,12.42926114,14.4030459,12.55533524
Bradi1g65571.v3.1,69.56774923,57.24357586,52.88903763,58.96944051,55.66115501,71.90703571,62.67220371,78.08591457,71.05389544,52.43981386,67.00551065,56.44519231,75.86507741,66.12419758,74.37333694,58.63575101,51.85096523,52.97433806
Bradi1g65580.v3.1,181.8808049,175.7218136,186.6748545,185.4535016,196.1809668,184.3516628,204.2399243,205.2919002,224.86757,179.5319392,189.3459025,167.2303949,104.9466904,89.46214967,93.32934999,238.7177177,196.676075,259.4908324
Bradi1g65600.v3.1,25.59031647,21.77992627,27.09586164,21.94032708,24.82334418,14.92070991,17.18898653,12.46749896,15.22583474,25.18943024,22.83821459,17.23617761,20.46058148,14.6510477,25.91944642,25.90220069,29.30274855,31.20063376
Bradi1g65620.v3.1,20.28269528,13.56969229,21.62458189,21.24747465,21.43337207,23.54955419,21.05168014,16.77956628,20.055535,23.01397945,22.83821459,20.3939506,13.79365044,19.5779487,18.8592987,27.6100381,21.65423452,14.55751495
Bradi1g65630.v3.1,65.01835963,74.34823,50.93500914,68.66937459,81.9061004,80.89541517,90.19389563,87.64745513,108.6273263,71.21738913,90.95042286,93.68059889,113.5677219,133.6746033,110.4477904,85.39187041,92.77548184,79.71177956
Bradi1g65650.v3.1,6.824084393,5.815582408,7.034502541,7.929311192,7.873483616,8.628844285,17.28555387,12.28001778,8.431510634,10.19026951,5.131052617,15.39414336,5.747354349,2.722761077,11.50900793,9.298225889,7.151857273,4.296343953
Bradi1g65657.v3.1,21.51482163,23.60442272,24.2299532,19.39986816,18.48081571,19.41489964,19.5066027,19.21682171,18.17277049,27.59387585,22.03334359,14.86784786,15.97764509,16.07725588,20.11658528,14.99101725,20.26359561,22.56623377
Bradi1g65670.v3.1,37.62724311,29.53403615,27.74720447,32.4100972,33.35295143,45.12166491,36.30931987,42.74571074,37.65529021,34.92171011,39.84111444,47.89289045,36.43822657,48.10211236,44.77874513,37.28778341,29.7994053,30.32468014
Bradi1g65680.v3.1,6.444968593,4.561241105,6.77396541,4.695999832,5.030281199,11.95454469,7.725387206,7.780469279,8.677088614,8.472808354,4.628008243,4.473511745,5.057671827,7.520006784,7.06014772,4.554233088,5.363892955,6.215099505
Bradi1g65687.v3.1,18.19755838,19.15721264,15.24142217,12.54832742,13.01311875,15.28024509,11.20181145,19.21682171,17.68161453,19.1210675,13.78341585,16.57830823,22.0698407,16.33656646,13.44329497,26.47147983,14.10505184,18.60358644
Bradi1g65700.v3.1,53.55010669,58.84001025,66.69750558,59.66229295,55.11438531,62.19958589,62.67220371,52.58847308,66.3060545,66.98098496,81.79501525,74.07609154,75.40528906,76.49662073,68.66719015,62.05142583,56.51953873,68.19924625
Bradi1g65710.v3.1,7.013642292,5.701551381,6.77396541,11.16262255,8.748315129,10.60628777,9.173897307,9.280318778,11.86960235,9.961274686,5.231661492,8.289154116,10.34523783,7.260696205,16.15129684,5.692791361,7.84717673,8.175567134
Bradi1g65725.v3.1,541.8512566,400.2489069,642.0937598,526.3368992,597.6192773,511.4387915,711.894431,747.3937537,578.58172,563.0982633,421.5511856,877.3345975,330.8177163,354.7368717,659.0115967,681.0476064,636.6146286,480.5648416
Bradi1g65740.v3.1,31.94050612,45.95450413,31.13418717,29.02281863,35.43067627,40.53759138,44.8072458,41.33960183,37.08227493,55.76023876,49.1977398,54.34001031,59.31269688,68.58764808,60.05961279,61.57702655,45.39442741,50.84702212
Bradi1g65750.v3.1,49.7589487,50.85783832,42.85835808,51.57901455,49.7560423,43.77340799,55.9124899,31.96554246,55.99177936,45.22647702,50.70687292,31.97245159,57.93333184,39.28555268,48.26046181,42.31641578,42.91114364,61.19161727
Bradi1g65780.v3.1,21.13570583,27.48147766,31.52499287,28.86885143,24.71399024,37.12200718,19.89287206,13.87360787,15.7169907,26.21990693,31.1887512,25.92005335,33.10476105,30.59864829,36.36459647,37.19290356,110.7544564,66.86445978
Bradi1g65785.v3.1,15.92286358,10.37682351,14.45981078,12.70229463,11.26345573,16.8082696,17.96152525,17.9044534,7.940354675,5.152383458,4.225572744,8.94702349,7.701454828,3.241382234,20.31001399,11.10094315,9.039152942,5.923114964
Bradi1g65790.v3.1,72.31633877,67.96249246,76.85845369,69.20825982,70.09587497,72.26657089,79.37835354,79.30454228,80.467718,80.83517159,78.57553126,61.31342568,68.16362258,53.54763451,70.7949059,70.49573302,63.96939005,55.14336608
Bradi1g65800.v3.1,156.1957094,172.1868517,165.1805412,162.435404,161.1877063,162.6896683,149.8725118,162.4524489,160.44428,174.9520428,181.4984102,173.9406626,171.730948,163.8842858,162.2866832,172.4915782,172.7372194,175.4827088
Bradi1g65810.v3.1,10.99435819,6.841861657,8.076651066,19.78478618,22.30820358,12.22419607,39.01320539,22.87270487,21.11970625,23.01397945,11.46941173,11.57850099,19.54100479,19.83725927,15.66772508,9.582865457,12.41641888,13.84840964
Bradi1g65820.v3.1,384.9920945,336.3915315,286.8513814,320.8676606,547.5351731,412.0273146,754.2874933,490.8257487,419.1197519,323.4551838,292.7718258,379.0643334,329.2084571,298.5961314,241.012166,356.1789795,442.024512,364.8555394
Bradi1g65825.v3.1,4.265052745,3.078837746,2.605371312,5.619803077,8.092191494,7.460354955,10.71897475,2.905958405,4.256684981,6.06836274,9.356625361,4.473511745,15.97764509,16.46622175,14.12029544,3.510554672,5.959881061,4.755176802
Bradi1g65841.v3.1,11.46825294,14.48194051,11.98470803,14.85783553,15.52825935,15.1004775,9.560166668,8.717875216,11.46030572,14.88466332,10.16149636,11.44692711,14.1384917,11.0206996,9.864863937,6.831349633,11.32377402,13.68156133
Bradi1g65850.v3.1,26.82244282,44.13000769,42.20701525,34.87357252,40.57031141,44.04305937,25.88004714,37.12127511,31.7614187,32.6317619,28.57292046,27.23579209,21.61005235,33.58071995,24.56544549,18.78621149,21.55490317,23.73417194
Bradi1g65860.v3.1,30.99271662,47.77900057,34.78170701,39.95449037,50.30281199,52.67190366,38.33723401,55.96313445,50.67092313,56.90521286,38.23137244,44.60354357,33.79444357,32.67313292,27.66030476,34.44138773,30.49472476,27.52997096
Bradi1g65880.v3.1,49.0007171,69.7869889,57.83924312,37.26006424,51.06828957,52.04271709,31.86722223,47.99518398,42.56684981,47.172933,39.23746119,48.41918594,29.19656009,26.96830019,18.47244129,47.25016829,41.81849878,49.17853904
Bradi1g65890.v3.1,37.15334836,44.47210077,31.26445574,35.79737577,36.41486173,43.5936404,27.7148266,40.77715827,37.08227493,32.6317619,36.4204127,35.13022458,35.40370279,26.19036845,23.21144456,38.90074096,35.26262961,45.00733131
Bradi1g65900.v3.1,100.18135,108.4435073,119.9773489,96.76838998,101.1523937,86.55809423,71.84610102,75.08621557,69.08927161,111.2914827,116.5050771,84.99672315,78.27896623,65.21661055,92.16877776,80.64787761,98.5367002,120.5896152
Bradi1g65910.v3.1,295.2364289,316.4361016,250.1156459,336.2643814,291.6469556,354.2320347,281.107527,267.2544327,321.5434347,287.2740021,281.2018052,236.569827,106.7858438,98.7973305,66.15261699,239.856276,219.8202798,223.5350218
Bradi1g65920.v3.1,2.938147447,1.938527469,1.432954221,5.157901455,4.155449686,2.966165223,2.897020202,2.624736624,2.865076429,1.602963743,3.722528369,4.34193787,4.138095131,4.667590417,7.640433834,2.3719964,8.939821591,3.211829946
Bradi1g65930.v3.1,3.032926397,7.754109878,4.950205492,5.927737493,6.23317453,6.112098035,6.373444445,4.312067311,6.057590165,8.358310943,9.155407611,8.94702349,6.666931045,4.926900996,7.156862072,4.554233088,3.774591338,3.837511104
Bradi1g65940.v3.1,39.42804316,74.69032309,43.11889521,56.89088321,64.73753196,68.6712191,57.36100001,51.83854833,51.73509438,48.77589674,44.16729606,45.78770845,52.18597749,71.18075387,52.80603637,46.68088916,54.03625495,48.63628203
Bradi1g65950.v3.1,53.07621194,55.87520353,59.53273447,53.65757185,47.56896351,49.52597084,46.15918856,46.2141127,43.38544307,56.44722322,55.23427229,54.07686256,29.54140135,30.85795887,35.20402425,56.16887476,59.2014852,64.23659891
