"","Gene","Bs.10.1","Bs.10.2","Bs.10.3","Bs.14.1","Bs.14.2","Bs.14.3","Bs.18.1","Bs.18.2","Bs.18.3","Bs.22.1","Bs.22.2","Bs.22.3","Bs.2.1","Bs.2.2","Bs.2.3","Bs.6.1","Bs.6.2","Bs.6.3"
"4020","Bradi1g67120.v3.1",52.50753824,50.51574523,41.94647812,85.1438658,77.09452708,75.59227129,106.4172088,88.67860166,105.1073753,96.40681937,97.38939085,71.04989242,91.15303998,83.36835107,70.21461979,23.24556472,29.6007426,29.32359028
"4095","Bradi1g68070.v3.1",7.677094942,9.920699402,8.727993894,5.388852266,9.295084825,7.999657723,4.828367004,5.530695029,5.975730838,5.839367919,6.237750241,3.684068496,5.057671827,2.852416366,2.708001865,6.451830209,5.86054971,5.54770627
"4096","Bradi1g68080.v3.1",100.3709079,74.00613692,97.05008136,86.45258707,85.18671857,88.98495669,132.5869579,124.1125461,107.9724517,121.3672548,104.4320121,132.2317442,113.4527749,135.2304668,123.6009423,102.4702445,91.68283698,86.42742399
"4108","Bradi1g68280.v3.1",42.3661906,40.36698378,47.80856357,43.34176894,53.36472229,54.28981196,49.53904546,53.99458198,66.96092912,57.70669473,73.34386977,59.86611306,72.18677062,80.5159347,79.3057689,45.54233088,56.12221332,52.05667236
"4205","Bradi1g69600.v3.1",25.40075857,22.12201936,22.66673041,49.03855562,33.02488961,34.87491232,44.61411112,41.62082361,50.67092313,31.83028003,36.0179772,21.70968935,24.36878244,20.35588043,27.46687606,15.08589711,14.4030459,22.19082508
"4307","Bradi1g71260.v3.1",16.20720043,15.39418873,12.24524516,14.78085193,22.74561934,16.35885062,20.56884344,26.43484743,25.13081325,20.03704678,28.27109383,21.57811548,21.83994653,28.52416366,23.59830197,15.84493595,16.88632967,19.81323668
"4339","Bradi1g71690.v3.1",71.93722297,75.60257131,61.61703152,59.12340772,64.19076226,61.39063174,53.9811431,51.27610476,39.94735136,48.3179071,40.04233219,62.7607383,72.76150606,70.40282213,55.90089564,89.85122364,78.76976135,79.21123463
"4407","Bradi1g72963.v3.1",19.80880053,10.60488557,10.81229094,6.851540738,5.795758773,6.112098035,4.828367004,10.31146531,3.929247674,4.808891228,8.451145487,2.631477497,3.448412609,8.816559677,5.125860673,14.51661797,22.15089128,27.65510719
"4482","Bradi1g74640.v3.1",64.54446488,65.33977882,67.08831128,61.81783385,53.58343017,57.52562857,40.17201347,47.8077028,41.58453789,38.81462205,50.0026108,37.10383271,42.76031636,42.39727962,40.91017103,61.19750713,59.30081655,62.35955544
"4708","Bradi1g78040.v3.1",115.5355399,177.660341,114.5060691,185.5304852,178.7936905,212.2156391,214.379495,254.8806743,300.9967437,245.7114423,291.6651282,242.7537991,242.9981419,266.5712749,244.3971683,148.4869747,159.029493,164.3038721
"4780","Bradi2g00320.v3.1",41.03928531,33.18302904,30.87365004,38.72275271,33.57165931,48.26759772,46.2557559,54.46328495,49.60675189,53.24129574,52.71905042,67.36582392,59.31269688,69.88420097,54.93375212,50.85560282,40.82518527,49.34538735
"4862","Bradi2g01610.v3.1",109.4696871,111.8644381,112.9428464,104.543734,106.0733209,115.8602113,104.0995926,101.4273224,132.2028124,118.6193169,115.800815,127.3635109,137.2468219,159.3463506,138.0113808,149.9101725,144.6264471,135.2722664
"4912","Bradi2g02800.v3.1",21.13570583,22.80620552,16.80464496,22.01731069,20.23047874,26.24606803,21.63108418,19.59178409,28.24146766,35.15070493,27.76804946,43.4193787,42.4154751,35.26623871,31.91573627,29.69739493,14.20438319,32.86911685
"4943","Bradi2g03297.v3.1",266.8975229,270.3675665,295.5793753,293.1535633,282.7892866,268.6626622,274.2512458,282.8153712,281.4323647,310.1734842,304.9454997,289.3309508,359.3245939,339.8265134,359.1003902,369.0826399,313.0924184,318.5551337
"4965","Bradi2g03694.v3.1",60.56374899,68.87474068,65.78562562,61.43291583,72.06424588,69.92959223,44.42097643,58.1191681,55.90992003,40.41758579,48.59408655,28.81467859,41.15105714,31.37658003,32.30259368,65.27734094,68.43930085,54.89309361
"4972","Bradi2g03750.v3.1",22.74694798,26.56922943,20.97323906,26.09744169,33.13424355,26.8752546,34.76424243,31.02813652,26.93171843,36.29567903,38.53319907,32.76189484,28.96666592,40.97107144,33.85002331,28.55883666,29.0047545,26.32032072
"5002","Bradi2g04310.v3.1",25.87465332,18.70108853,17.71652492,18.39908131,15.0908436,15.63978027,26.84572054,13.02994253,10.88729043,42.47853918,22.73760572,26.44634884,98.0498652,95.03732711,80.85319854,20.87356832,46.58640362,45.42445209
"5025","Bradi2g04597.v3.1",7.297979142,9.236513237,11.98470803,7.69836038,9.951208459,8.988379463,7.628819866,7.405506904,11.46030572,9.961274686,8.954189862,9.604892864,17.35701013,22.17105448,18.08558388,16.69885466,12.21775617,13.26444055
"5081","Bradi2g05620.v3.1",415.7952532,416.897437,378.0393773,405.0877232,423.6371601,409.9599873,434.166761,429.144438,424.5224675,454.8982107,515.1174392,463.2716133,587.0347732,585.7825974,540.6332295,578.2927224,607.6098741,596.2741438
"5084","Bradi2g05660.v3.1",48.33726445,45.61241105,47.41775787,51.11711292,56.53598652,70.64866258,62.47906903,62.33749482,73.10037861,72.70585547,74.34995851,71.83933567,74.94550071,94.00008479,65.86247393,52.08904095,61.68476898,53.30803468
"5117","Bradi2g06190.v3.1",6.160631743,8.210233988,6.904233976,7.08249155,9.404438764,13.12303402,10.42927273,10.87390887,11.86960235,8.472808354,10.26210523,12.76266586,8.850925698,10.24276786,12.5728658,7.495508625,6.456537816,7.967006748
"5166","Bradi2g07040.v3.1",31.75094822,31.8146567,34.39090131,30.87042512,34.33713688,33.4367716,38.43380135,32.99668899,42.81242778,50.6078553,48.29225993,44.34039582,60.69206193,74.29248081,61.51032808,56.83303375,43.30846904,47.09293518
"5230","Bradi2g08100.v3.1",74.30669672,66.70815115,70.73583111,44.80445741,60.47272833,51.68318192,36.59902189,30.84065533,33.97162052,36.63917126,31.28936008,32.49874709,52.9906071,33.84003053,37.62188305,84.44307185,98.43736885,106.4909331
"5250","Bradi2g08390.v3.1",91.9355814,77.99722289,80.37570496,81.21770201,88.02992099,88.53553772,109.1210943,117.3632233,118.7778828,111.5204775,111.1728067,131.8370226,114.1424574,116.3007946,124.084514,128.7519646,114.9263731,112.372336
"5334","Bradi2g09720.v3.1",56.29869624,50.85783832,59.53273447,32.4870808,36.41486173,28.67293049,23.852133,18.56063756,20.38297231,28.85334737,24.24673884,15.65729111,14.1384917,15.8179453,11.60572228,69.92645388,78.67043,73.53839213
"5372","Bradi2g10240.v3.1",18.29233733,21.77992627,20.0613591,41.34019524,34.99326052,37.75119375,36.11618519,45.37044736,47.39655007,33.20424895,43.36242506,32.76189484,26.78267127,19.70760398,24.27530243,9.962384881,7.549182677,12.55533524
"5375","Bradi2g10270.v3.1",34.49953776,34.20930828,35.9541241,30.10058909,35.32132233,40.44770759,46.35232324,40.87089886,50.67092313,42.36404177,47.1855623,56.05047069,45.28915227,44.60141954,51.45203544,33.11306975,35.75928636,31.90973907
"5401","Bradi2g10770.v3.1",1687.444424,1723.236889,1603.736311,1224.655169,1232.965664,1066.830759,789.9208418,886.3173136,780.5286786,934.8713541,962.8269323,802.8637843,998.5453446,876.0807903,792.4774029,1282.680773,1295.876805,1401.650931
"5409","Bradi2g10870.v3.1",190.6004682,186.3266991,173.7782665,142.7276014,145.6594469,146.5105853,140.1192104,138.5485975,110.6738095,147.4726643,153.8309696,119.4690784,146.7874301,133.1559822,114.0262214,218.3185487,195.6827615,212.8150179
"5410","Bradi2g10942.v3.1",7.771873892,8.096202961,7.425308238,11.70150778,12.46634906,10.51640397,13.71256229,16.4046039,13.50678888,11.67873584,15.9968111,14.86784786,12.18439122,23.07864151,11.31557922,9.772625169,11.42310537,8.759536215
"5448","Bradi2g11480.v3.1",635.3033012,627.626776,705.4042826,691.0818113,739.3419824,698.4869681,726.5726667,810.5749139,802.7944155,793.4670526,862.3186663,840.0991909,713.8214102,704.0282213,728.3557873,716.4377927,696.6107646,631.6876973
"5598","Bradi2g13760.v3.1",21.89393743,16.30643695,18.10733062,16.78242563,15.96567511,18.78571308,18.44436195,22.21652071,17.02673992,22.55598981,25.75587196,23.81487135,24.13888827,27.48692135,20.8903001,13.75757912,24.9321691,16.51798258
"5644","Bradi2g14545.v3.1",7.961431791,11.85922687,18.88894201,22.01731069,15.85632117,23.72932178,22.78989226,26.43484743,28.48704564,28.28086032,30.18266245,31.84087771,28.2769834,16.85518762,25.04901725,14.51661797,10.03246645,11.63766954
"5645","Bradi2g14567.v3.1",14.97507408,16.30643695,12.1149766,20.86255663,27.77590054,23.54955419,34.66767509,44.8080038,44.94077027,30.68530593,33.50275532,31.44615609,17.24206305,15.16966886,18.56915565,12.80878056,16.29034157,13.34786471
"5718","Bradi2g16271.v3.1",85.86972861,97.38249758,94.57497861,37.49101505,52.70859865,43.68352419,16.12674579,22.87270487,11.21472774,21.18202088,13.68280698,11.84164874,2.873677175,3.371037524,3.385002331,32.06939133,32.28268908,66.15535446
"5720","Bradi2g16290.v3.1",6342.891664,6033.609733,5866.77512,5536.737769,5144.228004,4313.792956,2685.248025,3063.723824,2571.774462,2613.632382,2550.334369,1916.505061,346.4505202,253.605746,279.6979069,2291.443403,2879.317872,3689.349805
"5749","Bradi2g16660.v3.1",29.76059027,18.01690236,30.09203865,15.47370436,21.87078782,14.74094232,14.58166835,7.405506904,10.39613447,15.45715037,10.76514961,15.65729111,10.34523783,19.05932754,14.21700979,17.26813379,32.58068313,26.15347241
"5751","Bradi2g16680.v3.1",67.76694918,68.64667862,55.36414037,62.58766989,72.82972345,59.77272343,61.41682829,55.11946911,52.7174063,44.31049774,31.79240445,33.28819034,26.09298874,37.72968921,31.33545015,69.16741503,78.8690927,73.37154382
"5792","Bradi2g17390.v3.1",120.3692664,126.3463786,128.4448057,126.3300938,144.8939693,133.6572026,137.7050269,168.4518469,175.0152402,167.1662189,184.0136321,176.4405662,194.260577,163.2360093,183.8539838,139.2836286,175.6178286,139.1097775
"5803","Bradi2g17660.v3.1",267.6557545,303.5505955,265.3570681,300.390022,282.1331629,282.8643017,250.2059781,283.7527772,307.6273492,258.3061574,256.8544575,245.7799982,195.0652066,221.321579,188.9798444,249.2493817,239.68655,258.4897425
"5836","Bradi2g18237.v3.1",26.82244282,20.06946086,18.88894201,12.47134382,13.88795027,20.58338897,12.45718687,9.936502934,8.513369961,9.961274686,10.56393186,7.894432491,14.59828005,14.91035828,11.31557922,18.9759712,32.18335773,30.24125598
"5895","Bradi2g19280.v3.1",5.686736994,11.51713379,3.908056967,6.620589927,10.0605624,5.303143883,4.055828283,4.405807905,5.238996899,3.434922305,3.219483995,3.420920746,1.14947087,0.907587026,1.740858342,2.087356832,1.98662702,3.837511104
"5897","Bradi2g19326.v3.1",38.48025366,39.68279761,40.25298677,39.87750677,49.2092726,44.31271076,50.50471886,55.11946911,58.36569983,55.64574135,51.91417942,50.78751569,46.66851731,62.88281535,48.55060487,36.90826399,40.42785986,35.24670525
"5912","Bradi2g19540.v3.1",47.6738118,35.12155651,31.26445574,26.2514089,27.44783872,15.28024509,23.3692963,13.96734846,21.20156558,14.19767886,11.67062948,12.63109199,9.310714046,10.37242315,13.92686673,18.50157192,26.42213937,24.23471686
"6038","Bradi2g21860.v3.1",101.3186974,116.9958343,95.7473957,109.7016354,113.8374506,108.6695077,107.0931801,129.5495005,111.0012468,126.9776279,137.0292875,124.9951811,135.7525097,130.1739105,117.1210807,123.0591732,121.2835796,113.7905466
"6042","Bradi2g21910.v3.1",38.66981156,39.68279761,29.96177008,31.79422837,26.90106902,27.41455736,23.94870034,21.18537418,26.27684382,31.60128521,28.57292046,23.5517236,33.67949649,31.37658003,36.46131083,56.45351433,62.97607654,84.2166839
"6103","Bradi2g23040.v3.1",147.7603829,121.6711065,133.5252797,151.6576995,145.7688008,170.9589774,190.9136313,206.510528,186.8029832,215.9421156,203.4311449,184.7297203,267.0220831,267.9974831,219.058008,199.2476976,181.4783783,192.6263726
"6115","Bradi2g23250.v3.1",123.4021928,86.3214879,97.96196132,44.80445741,53.14601441,35.1445637,50.31158418,39.93349292,34.95393244,35.60869457,31.69179558,40.39317958,24.82857079,48.36142294,47.48674699,66.60565892,101.8146348,82.63162496
"6153","Bradi2g23750.v3.1",40.75494846,46.29659721,42.98862664,64.35829278,70.64264467,55.90772026,60.16145287,95.4279244,111.4105434,50.37886048,58.15192966,59.99768693,24.59867661,19.18898283,29.98144922,28.4639568,27.61411558,48.30258541
"6196","Bradi2g24420.v3.1",26.34854807,22.92023655,16.54410783,39.03068713,44.61640716,35.59398268,33.99170371,30.74691474,40.19292934,21.52551311,31.49057783,15.78886498,21.49510527,14.26208183,23.50158761,11.10094315,14.6017086,17.14366374
"6261","Bradi2g25550.v3.1",209.4614793,179.5988685,190.71318,125.9451758,160.3128747,138.8704627,99.65749496,129.9244629,109.9370756,149.0756281,143.5688644,136.4421082,151.8451019,127.9697706,131.5315192,249.1545019,318.7543054,353.9269752
"6266","Bradi2g25613.v3.1",33.45696931,27.13938457,28.0077416,19.01495014,19.68370904,16.53861821,17.76839057,16.31086331,12.60633629,17.51810376,18.10959747,10.52590999,14.36838587,13.87311596,12.66958015,29.31787551,33.97132205,33.07767723
"6321","Bradi2g26500.v3.1",10.42568449,10.7189166,9.639873853,14.2419667,13.23182663,12.22419607,14.67823569,14.15482965,20.13739433,14.6556685,15.49376673,15.65729111,11.72460287,13.09518423,13.63672368,9.582865457,10.23112915,9.969186454
"6351","Bradi2g26950.v3.1",77.90829682,78.68140905,78.68221361,65.74399765,69.87716709,71.36773294,65.27952189,59.15031464,63.27725942,55.87473617,58.25253854,59.07666981,55.05965466,50.0469417,47.8736044,93.36177831,87.41158889,87.72049838
"6425","Bradi2g28450.v3.1",101.9821501,104.7945144,117.5022462,102.5421603,85.73348827,102.1079907,91.73897307,107.4267204,104.288782,121.2527574,117.7123836,128.6792496,225.4112376,237.7878007,190.5272741,154.5592854,128.5347682,141.529078
"6488","Bradi2g31800.v3.1",68.99907553,64.31349957,59.01166021,136.1070115,134.9427609,117.298352,240.6458115,210.3538923,246.7240102,169.6851619,185.3215475,120.3900955,307.5984048,239.6029748,313.0643585,60.24870857,93.4708013,89.8895264
"6519","Bradi2g32900.v3.1",23.50517957,18.13093339,17.58625635,17.39829446,13.12247269,17.79699134,15.54734175,9.936502934,8.185932655,20.72403124,12.07306498,9.604892864,21.72499944,15.42897944,23.21144456,36.90826399,41.02384797,50.09620473
"6589","Bradi2g34300.v3.1",57.24648574,72.29567151,38.55949541,65.12812882,58.7230653,72.0868033,53.88457576,42.55822955,48.78815862,23.70096391,22.43577909,28.15680922,10.34523783,8.686904388,12.95972321,34.44138773,23.83952424,26.02833618
"6709","Bradi2g36480.v3.1",289.6444709,331.0320732,254.28424,278.7576294,297.6614223,303.0881555,236.3968485,305.5005949,273.4101507,206.553328,223.452311,185.2560158,188.6281697,182.0360263,123.3107992,201.9043336,179.1937572,181.1555513
"6765","Bradi2g37480.v3.1",529.4352141,477.3338816,496.583772,454.2032624,448.6792122,411.9374308,410.2180606,425.6760361,438.8478496,365.7047281,375.9753653,451.4299646,394.2685083,405.043124,411.2294261,492.9957318,465.2680481,483.2344145
"6874","Bradi2g39290.v3.1",61.70109638,68.19055451,59.92354017,57.35278483,57.62952591,54.91899852,46.06262122,35.62142561,67.28836642,46.82944076,51.41113505,34.60392909,384.498006,308.9685546,456.491743,168.3168646,156.9435346,183.6999881
"6913","Bradi2g39830.v3.1",0.663452649,0.228062055,0.781611393,2.001573699,1.312247269,1.078605536,4.248962963,1.781071281,4.993418919,4.121906767,4.628008243,2.499903622,5.977248523,5.315866864,2.611287513,1.707837408,3.277934583,1.668483089
"6923","Bradi2g39990.v3.1",88.14442341,97.38249758,88.5826246,83.0653085,98.09048339,86.82774562,85.94493267,100.0212135,93.40149159,109.5740215,112.581331,101.969753,105.1765846,135.6194327,103.2909283,113.4763078,110.357131,99.65015247
"6931","Bradi2g40070.v3.1",12.51082139,18.24496442,12.1149766,18.47606491,18.48081571,21.12269174,21.05168014,22.59148309,22.42945547,20.03704678,21.02725484,22.4991326,21.61005235,22.30070977,20.31001399,12.42926114,16.98566102,15.68374103
"6996","Bradi2g41260.v3.1",19.80880053,23.14829861,27.48666734,25.25062205,27.6665466,29.12234946,26.84572054,34.3090573,26.84985911,30.3418137,35.31371507,32.76189484,27.47235379,28.26485308,20.11658528,23.24556472,25.62748856,21.69028015
"7008","Bradi2g41500.v3.1",42.9348643,50.85783832,38.03842115,51.27108013,53.91149198,61.30074794,49.82874748,64.77475026,59.34801175,40.64658061,42.75877181,54.60315806,37.24285618,36.30348102,34.72045248,27.98955752,35.85861771,35.3301294
"7017","Bradi2g41590.v3.1",138.2824879,168.5378588,134.9582339,210.0882548,301.0513944,308.9306022,256.8691246,320.2178681,299.8507131,216.8580949,220.5346537,251.4376748,141.0400757,154.8084155,140.2358109,89.75634379,67.64465004,75.7908443
"7139","Bradi2g43690.v3.1",78.95086527,93.84753573,71.64771107,134.7213067,128.3815245,132.4887133,169.6688165,165.9208509,196.7079617,135.106944,140.3493804,129.2055451,151.3853136,130.822187,148.0696734,68.21861647,69.63127706,76.75022208
"7140","Bradi2g43700.v3.1",12.70037929,15.05209565,24.75102746,17.39829446,19.79306298,19.50478344,24.04526768,23.8101108,26.44056248,29.65482924,27.06378733,29.60412184,22.0698407,29.95037184,27.75701912,19.26061077,20.56158966,19.56296421
"7159","Bradi2g43930.v3.1",28.71802182,40.4810148,35.17251271,40.26242479,47.89702533,42.78468625,51.37382492,48.83884933,51.08021977,37.89864277,54.02696579,46.97187332,36.2083324,37.21106805,39.45945575,38.90074096,37.14992528,40.16873036
"7234","Bradi2g45420.v3.1",338.9295248,314.9536983,394.322948,459.2841803,475.6896351,481.5074879,630.7778654,591.6906275,555.6611086,498.8652162,509.1815156,560.373133,630.5997192,596.1550205,604.464702,405.0421053,340.1105459,293.1524787
"7244","Bradi2g45670.v3.1",31.46661137,29.99016026,28.65908443,42.26399849,43.63222171,40.26794,39.59260943,38.05868105,52.7174063,49.34838379,47.38678005,33.81448584,31.61044892,31.63589061,30.56173533,21.72748703,22.84621073,24.65183763
"7292","Bradi2g46306.v3.1",161.6928885,186.7828232,144.2073021,188.7637965,214.0056588,200.440862,203.1776835,226.571015,269.3990437,229.9107996,235.0223316,217.8863368,156.3280383,145.3435794,142.8470984,111.1043114,123.7668634,124.0517176
"7360","Bradi2g47290.v3.1",118.3789084,165.5730521,124.9275544,163.5901581,226.0345922,219.3164589,183.8642155,274.6599396,207.8408301,140.6028197,148.699917,213.412825,78.96864876,82.20145346,82.88419994,97.53649198,90.29219807,89.55582978
"7393","Bradi2g47850.v3.1",113.6399609,136.6091711,120.1076175,136.6458967,131.6621427,163.4087386,160.8811886,184.575229,165.3558396,175.9825195,149.2029614,191.4399879,185.8694397,187.8705143,178.0511226,116.1329438,120.9855855,115.0001969
"7396","Bradi2g47880.v3.1",15.25941093,17.90287134,14.85061648,24.78872042,21.65207994,26.33595183,34.08827105,28.3096593,29.06006092,29.99832147,21.12786372,18.42034248,23.33425866,21.13381217,22.82458715,12.80878056,14.20438319,17.10195166
"7451","Bradi2g48740.v3.1",21.13570583,19.95542983,15.892765,30.63947431,24.38592842,28.58304669,15.93361111,17.81071281,21.61086221,15.34265296,9.75906086,10.65748386,14.71322713,11.66897604,11.02543616,8.823826609,8.244502134,11.17883669
"7471","Bradi2g49050.v3.1",63.97579118,71.15536123,68.5212655,65.74399765,75.89163375,90.69274879,46.83515994,75.55491854,79.15796877,51.40933717,50.0026108,71.97090954,32.87486688,38.63727623,41.39374279,65.46710065,60.09546736,64.77885591
"7514","Bradi2g49690.v3.1",8.056210741,6.043644464,4.819936927,11.77849138,3.936741808,6.291865624,7.628819866,7.499247497,7.940354675,11.56423843,6.84140349,8.815449615,17.93174557,30.08002713,21.76072927,9.582865457,14.50237725,20.89775068
"7597","Bradi2g50850.v3.1",22.27305323,22.46411244,16.67437639,30.48550711,33.57165931,38.11072893,67.11430135,71.05537004,103.5520481,70.98839431,86.020588,55.12945356,71.72698228,94.77801653,87.6232032,23.15068487,29.70007395,20.81432653
"7700","Bradi2g52330.v3.1",122.7387401,146.6439015,145.5099878,191.9201243,198.9148152,195.6770209,241.0320808,233.1328566,230.4340042,185.3713071,199.8092255,173.6775148,183.4555508,207.0594971,155.2265355,112.5275092,121.2835796,128.056077
"7728","Bradi2g52740.v3.1",2.748589547,4.561241105,1.563222787,11.08563895,14.10665815,9.078263258,23.27272896,16.87330687,15.96256868,12.70921253,11.16758511,6.710267617,5.402513088,5.964143311,6.189718549,4.364473376,0.794650808,2.919845405
"7742","Bradi2g52930.v3.1",7.297979142,4.903334187,8.467456763,8.083278399,12.68505694,8.269309106,9.077329967,10.21772472,9.741259859,6.52635238,9.859669735,8.42072799,5.402513088,4.797245707,6.67329031,4.459353232,3.377265934,4.588328494
"7764","Bradi2g53180.v3.1",43.8826538,47.32287646,52.75876906,50.34727689,47.89702533,50.78434397,65.37608923,60.36894235,64.58700865,60.79812481,59.96288941,59.73453918,62.87605658,50.82487343,66.24933134,49.33752513,51.35430847,45.38274001
"7766","Bradi2g53210.v3.1",60.56374899,48.34915571,55.49440894,79.37009552,79.71902161,86.46821044,84.20672055,106.8642768,92.33732035,80.949669,84.10901937,69.47100592,50.57671827,55.49246385,47.58346134,49.14776541,47.38105443,42.75487915
"7839","Bradi2g54400.v3.1",158.2808463,212.2117424,156.0617416,143.1125195,229.2058564,242.2368265,98.7883889,112.1137501,86.27973018,112.0929646,74.45056739,121.8374081,5.632407262,5.704832732,5.609432435,38.14170212,60.79078682,48.26087334
"7874","Bradi2g54970.v3.1",25.87465332,36.60395986,19.80082197,26.71331052,31.27522659,24.62815973,15.93361111,17.62323162,18.25462982,12.70921253,17.2041176,12.10479649,18.73637518,17.76277464,22.34101539,21.91724674,18.67429399,31.86802699
"7876","Bradi2g55010.v3.1",13.17427404,19.72736778,17.45598779,15.55068797,17.16856844,19.59466723,14.29196633,12.93620193,16.53558396,11.67873584,11.16758511,11.31535324,12.18439122,11.0206996,9.187863471,15.56029639,12.71441293,14.97463572
"7885","Bradi2g55120.v3.1",468.3027914,592.2771574,552.3387181,663.4446976,741.6384151,819.5604395,838.6873486,1369.925037,1358.701102,1014.332557,1255.39754,1108.904617,430.3618937,360.701015,353.5876721,596.4147749,532.8133668,552.0593419
"7922","Bradi2g55694.v3.1",19.14534788,28.39372588,25.14183316,37.02911343,38.38323263,36.67258821,35.82648317,39.27730877,39.70177338,32.05927485,40.64598544,32.76189484,34.13928483,33.06209879,25.72601772,29.60251508,25.52815721,24.31814102
"7966","Bradi2g56440.v3.1",94.9685078,99.32102505,77.90060222,125.714225,127.6160469,117.2084682,143.9819041,136.6737856,138.4241212,137.1678974,123.3464806,130.1265622,99.88901859,129.5256341,107.7397885,112.0531099,105.3905634,82.3813525
"8023","Bradi2g57260.v3.1",57.53082259,62.48900313,44.81238656,47.49888355,51.39635138,56.44702303,56.10562458,49.96373645,55.99177936,67.20997978,67.00551065,61.83972118,87.58968028,90.11042611,72.43904989,61.86166612,70.62459057,58.43862018
"8127","Bradi2g58690.v3.1",68.90429658,47.66496954,65.52508849,96.61442277,106.6200906,119.4555631,146.7823569,160.2964153,157.9066409,105.4521148,83.40475725,160.3885534,47.12830566,55.36280856,103.1942139,62.81046468,72.41255489,52.76577768
"8237","Bradi2g60370.v3.1",10.04656869,12.20131995,8.076651066,12.1634094,11.81022542,15.37012888,12.94002357,10.96764946,17.10859925,12.93820735,12.97854486,18.8150641,12.64417957,12.05794191,11.99257969,12.23950143,9.535809697,10.4280193
"8238","Bradi2g60380.v3.1",35.35254831,31.13047054,36.47519836,33.10294963,46.694132,44.94189732,36.79215657,45.18296617,47.39655007,36.29567903,33.50275532,43.02465708,30.69087222,29.3020954,32.20587932,35.29530644,30.19673071,38.0831265
"8312","Bradi2g61500.v3.1",307.3681345,273.5604352,274.3455991,283.5306128,219.8014176,229.8328629,155.3768502,167.8894033,166.6655889,133.3894829,163.5900305,118.2849135,133.5685151,142.2318524,132.595377,218.128789,237.5012603,250.6895841
"8313","Bradi2g61534.v3.1",13.55338984,13.79775434,14.06900508,15.08878635,13.12247269,11.05570674,23.17616162,14.99849499,24.06664201,18.54858045,24.24673884,20.65709835,30.23108388,35.00692813,34.14016637,18.1220525,17.38298643,15.60031688
"8327","Bradi2g61710.v3.1",63.12278063,67.05024424,49.37178636,72.28760397,81.03126888,75.95180647,91.25613637,117.3632233,111.4924028,76.82776223,91.65468499,84.86514928,61.95647988,67.80971634,69.92447673,52.75319994,54.03625495,51.05558251
"8351","Bradi2g62067.v3.1",23.41040062,17.44674723,15.24142217,28.63790061,21.87078782,24.71804352,51.37382492,52.77595426,73.75525322,54.95875689,53.2220948,46.5771517,69.54298762,62.75316006,64.60518735,19.16573091,11.62176807,14.80778741
"8369","Bradi2g62341.v3.1",0.758231599,1.140310276,0.781611393,0.153967208,0.765477574,0.539302768,0,0.374962375,0.081859327,0,0.100608875,0,0.114947087,0,1.063857876,1.42319784,1.092644861,0.709105313
"8381","Bradi2g62520.v3.1",628.005322,516.9026482,425.5874038,476.1435895,502.3719963,439.6216396,319.8310303,288.8147692,299.2776979,300.0977121,322.7532705,210.9129214,224.1468196,206.9298418,207.1621427,313.9574435,366.0360285,434.7649808
"8478","Bradi3g01470.v3.1",566.8728993,469.9218648,463.6258249,668.8335498,845.3059494,787.382041,949.6432223,983.7137905,798.9470271,696.716741,535.8428674,860.7562893,569.4478689,499.9507958,486.4731922,386.4456535,433.3826845,417.0790601
"8533","Bradi3g02410.v3.1",152.7836672,161.4679351,132.6133998,124.2515365,128.6002324,125.7474287,104.3892946,120.4566629,102.9790328,120.5657729,122.0385652,106.9695603,101.6132249,96.59319058,108.706932,159.8725574,151.678973,163.8450393
"8611","Bradi3g03475.v3.1",238.7481748,253.6050054,174.6901464,175.060715,213.677597,222.0129727,172.6624041,190.4808864,190.8959495,271.1298673,285.4273779,231.306872,458.9837183,479.4652601,297.5900621,320.5041536,372.4925663,358.8490003
"8810","Bradi3g06402.v3.1",36.67945361,30.90240848,37.25680976,35.79737577,31.27522659,36.67258821,34.76424243,38.33990283,41.58453789,45.34097443,44.46912268,49.47177694,37.24285618,44.60141954,44.97217383,40.51369852,39.83187176,44.75705885
"8838","Bradi3g06847.v3.1",35.16299041,36.71799089,44.55184943,44.34255579,39.91418778,44.13294317,53.11203704,56.33809682,47.4784094,49.11938897,51.41113505,50.91908957,63.68068619,48.88004409,44.58531642,44.49865247,48.07637389,31.07549752
"8865","Bradi3g07190.v3.1",2372.032779,2130.327658,2300.542868,1942.989176,1725.714513,1606.582945,1093.721694,1228.095518,1046.898927,1144.859604,1172.495827,880.0976489,491.628691,376.6486156,312.8709298,1209.623284,1492.155555,1653.383317
"8901","Bradi3g07700.v3.1",131.9322983,130.3374646,137.954411,126.099143,124.7728445,164.3974604,158.4670051,168.1706251,169.8581026,169.7996593,150.5108768,177.3615833,170.0067416,183.0732686,169.2501166,155.9824833,135.8852882,142.9472886
"8909","Bradi3g07870.v3.1",103.3090554,133.1882403,130.7896398,147.1926505,148.5026493,144.6230256,159.2395438,162.5461895,167.1567448,184.4553278,169.3247364,163.4147526,181.1566091,189.5560331,147.4893873,161.2008754,143.4344709,140.0274432
"8929","Bradi3g08120.v3.1",72.97979142,83.58474324,76.467648,100.0786849,118.1022542,116.848933,153.348936,140.6108906,145.9551792,130.8705398,131.2945817,147.8890353,145.7529063,184.4994768,157.9345373,87.00482796,78.57109865,79.75349163
