"","Gene","Bs.10.1","Bs.10.2","Bs.10.3","Bs.14.1","Bs.14.2","Bs.14.3","Bs.18.1","Bs.18.2","Bs.18.3","Bs.22.1","Bs.22.2","Bs.22.3","Bs.2.1","Bs.2.2","Bs.2.3","Bs.6.1","Bs.6.2","Bs.6.3"
"8","Bradi1g00480.v3.1",93.0729288,115.9695551,105.7780753,91.76445573,118.9770858,114.0625354,107.8657189,123.7375837,111.9016994,113.6959283,117.5111658,129.8634145,127.2464253,140.9352995,127.9530881,116.7022229,110.8537877,112.4557602
"41","Bradi1g00980.v3.1",58.66816999,50.74380729,64.09213427,63.35750593,60.25402045,60.58167758,60.83742425,51.74480773,56.15549801,57.47769991,56.03914329,59.47139143,94.25661133,103.9835421,136.9475229,88.61778551,112.9397461,113.45685
"80","Bradi1g01560.v3.1",88.14442341,98.86490094,113.0731149,92.76524258,97.10629793,110.8267188,113.8528939,102.0835066,114.3574792,123.7717004,114.3922907,118.0217657,123.3382243,103.4649209,110.7379334,108.1630359,101.7153034,94.18587035
"87","Bradi1g01660.v3.1",14.69073723,17.78884031,17.97706205,21.86334348,35.32132233,23.90908937,31.28781818,34.02783552,37.73714954,25.07493283,31.08814233,28.68310472,17.24206305,12.05794191,27.66030476,14.32685826,14.4030459,17.31051204
"164","Bradi1g02810.v3.1",71.65288612,71.15536123,55.6246775,78.9081939,71.73618406,77.83936615,84.88269193,76.39858388,81.53188924,88.8499903,92.05712049,98.28568451,122.5335947,110.5959618,142.2668123,79.41443948,86.61693808,94.14415827
"189","Bradi1g03207.v3.1",19.14534788,15.73628181,23.8391475,17.55226167,23.40174297,13.03315022,15.45077441,18.09193459,16.61744329,9.503285045,11.16758511,10.92063161,7.701454828,11.66897604,7.640433834,8.444307185,13.80705779,15.22490818
"238","Bradi1g03910.v3.1",16.20720043,15.05209565,16.93491353,18.47606491,18.15275389,14.38140714,16.99585185,20.06048706,13.2612109,12.82370994,10.66454073,8.94702349,8.506084437,5.704832732,12.66958015,11.38558272,10.72778591,13.80669756
"290","Bradi1g04700.v3.1",990.9139212,932.4317128,851.044539,768.9122348,911.0276668,783.2473864,574.2859714,667.9017302,540.8445705,650.4597873,664.9240539,541.426495,641.6346395,496.9687242,534.9270827,595.655736,749.4550434,806.6698613
"306","Bradi1g04860.v3.1",138.6616037,124.4078511,169.4794038,170.0567808,178.3562747,171.0488612,206.6541078,199.8549458,188.4401697,170.7156386,165.5015991,207.8867223,149.8910014,176.7201594,190.8174171,127.9929258,128.6340996,120.8815998
"421","Bradi1g06700.v3.1",42.3661906,54.84892428,50.15339775,67.36065333,61.01949803,75.59227129,67.50057071,64.49352848,86.19787086,61.37061186,63.28298228,80.78635916,57.58849058,74.4221361,52.61260766,31.12059277,27.71344693,34.57931201
"433","Bradi1g06890.v3.1",1035.839143,897.1961253,924.6462785,662.9827959,807.9069022,621.7262075,416.9777744,490.1695645,387.7676299,456.8446666,460.4868202,353.5390017,375.6470803,251.6609167,285.3073394,461.1161002,672.9699031,728.5848527
"469","Bradi1g07441.v3.1",59.33162264,54.05070709,58.75112308,49.11553923,49.53733442,56.44702303,36.21275253,43.3081543,42.64870913,50.83685012,48.99652205,47.23502107,84.48610893,77.14489718,88.20348932,55.97911505,71.51857273,56.60328878
"513","Bradi1g08070.v3.1",139.7041722,183.0197993,133.134474,179.6027477,211.0531025,258.1462582,199.0252879,330.9042958,299.1139792,211.1332244,224.9614442,265.9108011,173.6850484,173.6084325,157.7411086,92.88737903,93.37146995,116.4184075
"515","Bradi1g08095.v3.1",11.27869504,17.10465414,9.639873853,13.78006508,17.16856844,20.13397,15.16107239,25.02873852,25.70382854,16.37312966,15.9968111,28.28838309,11.26481452,17.1144982,15.37758202,9.298225889,7.747845379,7.675022208
"575","Bradi1g08907.v3.1",58.47861209,70.24311301,44.68211799,47.88380156,46.25671625,65.16575111,34.95737711,37.68371867,43.95845836,27.70837326,38.43259019,31.18300834,14.94312131,21.00415688,17.50529777,47.62968772,56.22154467,45.92499701
"580","Bradi1g08988.v3.1",9.857010789,10.26279249,7.034502541,24.86570403,20.88660237,17.70710754,13.03659091,21.09163359,30.45166948,9.503285045,11.26819398,13.02581361,11.95449705,7.520006784,4.642288911,6.262070497,7.549182677,7.091053127
"599","Bradi1g09250.v3.1",11.94214769,7.412016795,7.946382501,8.930098041,8.748315129,9.168147053,9.753301348,9.186578184,7.367339389,5.037886048,7.646274489,6.841841492,2.643783001,5.704832732,5.899575492,4.364473376,8.343833485,8.008718825
"629","Bradi1g09737.v3.1",46.9155802,58.72597922,48.19936927,83.52721012,82.78093191,105.8831101,75.9019293,75.83614032,96.10284937,61.59960668,76.76457151,67.10267617,53.56534253,40.71176086,35.88102471,26.18684026,23.24353614,21.2314473
"796","Bradi1g12130.v3.1",381.0113786,467.9833373,396.0164394,185.0685835,315.8141762,204.9350518,65.66579125,115.2071897,33.88976119,57.59219732,40.24354994,52.49797606,24.25383535,12.70621836,17.60201212,75.33460567,75.88915217,147.1184963
"811","Bradi1g12300.v3.1",132.0270772,160.6697179,130.7896398,112.9349468,110.3381246,118.3769575,94.73256061,100.4899165,102.4878768,112.6654516,103.6271411,98.02253676,94.14166424,100.4828493,98.55192502,140.5170668,146.5137427,161.509163
"822","Bradi1g12550.v3.1",598.5290686,911.5640348,724.6840303,1185.239564,1154.012119,1337.740516,1550.58178,2044.388608,2595.268089,1774.251868,2082.603709,1860.059869,1423.389778,1481.830302,947.7039384,601.2536475,505.695908,552.8935835
"870","Bradi1g13330.v3.1",279.7874601,293.287803,351.7251271,310.8597921,263.8710551,331.9408536,235.9140118,251.9747159,302.4702116,300.0977121,358.3688122,343.1446656,576.8044825,536.9025533,542.2773735,341.5674816,459.1095044,412.0318987
"885","Bradi1g13580.v3.1",86.34362336,94.07559778,94.18417292,85.83671824,66.92461074,87.99623495,65.56922391,78.46087694,83.16907577,70.75939949,71.73412777,79.33904653,106.9007909,108.7807878,95.7472088,115.3739049,106.5825396,111.8717911
"955","Bradi1g14590.v3.1",80.75166531,85.0671466,80.76651066,105.1596028,96.23146642,96.17566026,137.7050269,110.7076412,137.0325126,131.3285295,109.2612381,120.5216694,147.0173243,144.6953029,124.6648001,107.2142373,112.2444266,88.80501239
"992","Bradi1g15110.v3.1",28.14934812,25.9990743,30.35257578,26.02045808,43.63222171,39.36910205,40.75141751,58.96283345,44.61333297,49.11938897,43.16120731,56.57676619,44.59946975,51.08418401,42.84445808,40.89321794,32.08402638,34.87129655
"993","Bradi1g15120.v3.1",135.5338984,152.915608,149.1575076,132.1038641,102.2459331,112.5345109,115.3979714,118.4881105,126.3908002,117.0163532,124.1513516,116.5744531,181.5014503,170.2373949,145.1682428,203.8968106,182.0743664,177.192904
"1001","Bradi1g15290.v3.1",4895.996215,4413.684955,4417.797865,3844.946092,3288.819719,3086.339856,1821.549736,1754.917655,1592.900635,1613.039515,1606.019469,1215.874177,565.4247209,547.9232529,516.8414988,1959.269027,1988.514316,2502.432648
"1010","Bradi1g15400.v3.1",101.1291395,105.9348247,80.2454364,161.665568,206.1321752,172.5768857,198.7355859,247.4751674,241.3212947,158.9224053,157.2516714,139.0735857,106.7858438,88.42490735,98.45521066,71.44453158,84.43164836,89.80610224
"1012","Bradi1g15430.v3.1",233.5353325,273.6744663,210.1231963,335.186611,296.8959447,362.0519248,378.5439731,424.082446,476.9124365,425.4723762,464.0081308,390.1165389,467.0300144,484.3921611,381.9249773,235.6815623,239.68655,225.8708981
"1067","Bradi1g16510.v3.1",855.1904649,850.4434039,849.7418533,654.4376159,785.7080525,751.5184069,662.2588182,652.9032352,604.4492672,592.4096003,641.5827949,663.0007554,554.5047476,563.8708535,646.9223027,809.799571,894.3794845,776.5537415
"1105","Bradi1g17340.v3.1",83.87937066,75.26047823,86.36805898,87.60734113,82.67157797,82.96274245,83.62731651,89.61600759,86.93460479,94.00237376,97.89243523,92.36486014,111.7285685,114.6152758,115.8637941,92.12834019,96.64940453,92.01684234
"1108","Bradi1g17410.v3.1",33.74130616,52.22621065,37.51734689,54.88930951,40.89837323,50.2450412,43.74500505,38.52738402,37.24599358,29.65482924,29.47840033,21.9728371,12.75912666,22.94898622,14.79729591,40.41881866,36.25594312,34.95472071
"1203","Bradi1g19010.v3.1",67.57739128,82.78652605,76.0768423,28.2529826,36.6335696,36.31305303,15.06450505,21.09163359,13.01563292,10.87725397,14.18585135,23.94644522,12.64417957,5.186211575,11.41229357,71.34965172,80.95505107,93.22649257
"1254","Bradi1g19713.v3.1",18.10277943,23.83248477,12.1149766,13.93403229,19.68370904,15.28024509,11.87778283,12.09253659,6.385027471,6.06836274,6.036532491,7.104989242,8.161243176,7.390351494,11.02543616,17.26813379,15.49569076,27.02942604
"1271","Bradi1g19960.v3.1",70.23120187,72.63776459,77.50979652,103.6199307,96.77823612,112.4446271,124.1855993,113.2386372,114.5211978,94.57486081,80.99014425,109.2063161,110.0043622,105.280095,88.49363238,83.49427329,70.72392192,71.99504527
"1334","Bradi1g20860.v3.1",101.0343606,136.4951401,111.249355,125.2523234,118.53967,125.0283583,100.9128704,134.4240114,124.9991916,88.27750325,96.88634648,114.7324189,39.54179792,41.23038202,43.23131549,85.29699055,68.43930085,73.49668005
"1366","Bradi1g21350.v3.1",10.71002134,11.9732579,9.900410984,9.391999664,6.451882408,9.527682231,4.538664984,4.874510873,6.385027471,9.732279866,3.722528369,2.763051372,5.517460175,3.630348102,5.609432435,10.81630359,16.88632967,15.64202896
"1393","Bradi1g21770.v3.1",38.29069576,44.92822488,39.99244963,51.88694896,68.67427376,53.6606254,61.70653031,61.30634829,76.04731436,60.11114035,61.87445803,48.55075982,50.92155953,43.30486665,54.93375212,35.01066687,35.65995501,36.12265887
"1424","Bradi1g22260.v3.1",51.46496979,39.34070453,38.03842115,77.83042344,70.75199861,65.16575111,87.49001011,77.24224922,76.21103302,55.76023876,55.23427229,53.15584544,37.01296201,41.23038202,42.45760067,33.2079496,36.45460582,42.50460668
"1425","Bradi1g22270.v3.1",26.34854807,22.35008141,15.5019593,44.11160498,37.39904718,40.35782379,37.85439731,31.02813652,38.5557428,18.66307786,17.2041176,25.78847947,6.896825219,7.779317362,12.95972321,15.7500561,13.50906374,15.5586048
"1447","Bradi1g22680.v3.1",45.49389595,57.69969997,58.23004882,65.74399765,54.89567744,69.12063807,42.77933165,56.99428098,52.7174063,50.95134753,56.13975217,46.31400395,39.65674501,38.63727623,31.62559321,37.76218269,33.27600259,35.37184148
"1488","Bradi1g23400.v3.1",23.97907432,23.14829861,27.09586164,22.71016312,25.58882175,24.44839214,30.41871212,38.05868105,30.61538813,36.29567903,35.2131062,33.41976421,35.51864988,34.0993411,33.17302285,30.45643378,24.5348437,25.73635164
"1501","Bradi1g23580.v3.1",12.79515824,22.6921745,11.7241709,16.2435404,17.93404601,25.52699768,27.7148266,27.74721574,23.57548605,23.81546132,25.65526309,20.26237673,19.19616353,21.65243333,22.14758668,13.75757912,10.42979186,14.47409079
"1504","Bradi1g23610.v3.1",2144.563299,2073.654237,1863.231294,1620.735811,1776.017325,1459.892592,935.1581213,1071.642467,801.8939629,1020.629914,943.811855,819.7052403,720.6032883,512.7866695,488.6976223,933.3331436,1177.573166,1353.84889
"1551","Bradi1g24297.v3.1",37.81680101,44.70016282,51.8468891,36.10531018,48.99056472,51.23376294,47.12486196,50.90114239,49.19745526,57.24870509,54.32879242,59.33981756,52.64576584,49.65797583,58.80232621,44.2140129,38.9378896,37.49915742
"1581","Bradi1g24760.v3.1",2485.104066,2178.790845,2177.829879,1820.431279,1546.702115,1341.335867,798.1290657,849.8522226,749.7495719,852.8912085,846.0200286,547.3473194,189.3178523,159.3463506,173.9891198,1006.105993,1126.218858,1338.498846
"1606","Bradi1g25150.v3.1",72.22155982,61.23466183,51.71662054,44.26557219,48.11573321,47.36875977,32.73632829,55.2132097,40.19292934,38.35663241,42.05450969,42.49836158,56.20912553,57.56694848,35.78431036,96.11329414,78.67043,82.13108004
"1627","Bradi1g25430.v3.1",1071.002134,1203.93959,1091.520311,1011.949472,903.9196607,723.924082,588.9642071,608.188972,535.7692923,746.6376118,752.6549928,522.7430048,835.5503753,694.5633852,708.5293451,715.4889942,793.5581632,975.5620619
"1629","Bradi1g25447.v3.1",56.58303309,49.60349701,42.07674668,48.03776877,61.67562166,51.41353053,34.57110775,30.09073058,33.97162052,27.59387585,24.24673884,21.70968935,17.81679848,13.61380538,11.21886487,31.21547263,49.0696874,60.06539119
"1648","Bradi1g25822.v3.1",14.40640038,7.64007885,12.37551373,14.0879995,9.623146642,13.12303402,18.15465993,18.27941577,16.29000598,17.17461153,19.51812172,16.44673436,20.57552857,18.54070638,20.50344269,11.38558272,18.37629994,14.47409079
"1651","Bradi1g25860.v3.1",306.420345,279.3760177,264.7057253,1252.600217,1150.512793,1018.293509,1728.45882,2186.593089,2789.60213,1194.207988,1509.937994,1140.219199,413.4646719,301.7078584,420.804147,200.1964962,216.2443512,197.3398373
"1668","Bradi1g26190.v3.1",10.89957924,15.96434387,11.7241709,26.48235971,17.71533814,15.63978027,17.47868855,24.84125734,19.23694174,15.80064261,16.8016821,11.57850099,6.551983958,2.463450498,5.125860673,3.036155392,3.377265934,4.922025111
"1669","Bradi1g26197.v3.1",12.32126349,12.20131995,14.19927365,19.63081897,28.10396235,22.92036763,28.97020202,31.3093583,29.96051352,17.74709858,21.42969034,34.47235521,19.31111061,17.63311935,15.86115378,20.39916904,15.09836535,18.26988982
"1839","Bradi1g28760.v3.1",484.320434,362.8467299,431.9705635,410.3995919,385.4726354,345.4234228,407.3210404,322.9363454,332.6763031,386.6577542,354.7468927,359.1966783,524.8483992,509.1563214,708.9162025,462.1597786,475.4991773,518.2725594
"1855","Bradi1g28980.v3.1",12.88993719,6.271706519,5.60154832,9.699934079,7.545421799,6.20198183,10.23613805,9.092837591,9.823119186,15.45715037,12.57610936,13.94683073,10.46018492,11.66897604,16.05458249,9.867505025,12.81374428,8.592687906
"1858","Bradi1g29000.v3.1",937.8377092,1014.19196,887.6500059,722.2601709,774.5539508,698.3072005,458.9845674,456.4229508,434.8367426,616.6830512,578.0985949,408.931603,565.0798796,462.9990383,439.5667313,568.0456979,568.2746591,711.1492044
"1987","Bradi1g31112.v3.1",12.51082139,10.26279249,12.76631943,16.39750761,18.48081571,23.19001902,20.37570876,18.56063756,29.63307621,17.28910894,20.52421047,27.36736597,20.11574022,21.9117439,26.49973254,17.26813379,17.28365508,13.68156133
"2091","Bradi1g32800.v3.1",86.53318126,99.32102505,91.18799591,98.53901287,84.96801069,89.79391084,123.6061953,124.9562114,123.6894424,105.22312,118.5172546,105.3906738,122.9933831,104.7614738,115.573651,88.71266537,88.6035651,81.92251965
"2105","Bradi1g32990.v3.1",60.84808583,52.91039681,41.42540386,34.71960531,34.22778294,38.4702641,21.72765152,26.8098098,26.27684382,22.55598981,18.8138596,23.5517236,23.90899409,31.63589061,41.39374279,40.70345823,41.32184202,45.42445209
"2223","Bradi1g34830.v3.1",30.23448502,54.39280017,32.30660426,52.50281779,62.11303742,70.55877879,61.60996297,70.39918588,77.27520426,38.81462205,52.61844155,45.12983907,24.02394118,28.39450837,22.43772974,8.159667617,16.48900427,13.76498548
"2234","Bradi1g35050.v3.1",4.549389595,3.078837746,4.42913123,10.0848521,12.13828724,8.71872808,20.27914142,12.93620193,14.4891008,10.0757721,7.948101113,16.18358661,6.666931045,1.944829341,9.091149118,5.123512225,4.370579444,5.047161343
"2272","Bradi1g35670.v3.1",406.696474,419.4061196,388.9819368,393.463199,427.6832559,453.4637439,416.3983704,466.4531943,452.6820758,439.5555577,415.8164798,428.0098149,344.6113668,345.2720356,315.1920742,382.5555794,370.0092825,350.6734331
"2341","Bradi1g36700.v3.1",19.05056893,13.79775434,14.98088504,21.17049105,25.69817569,30.02118741,27.13542256,31.02813652,30.45166948,27.47937844,26.46013409,34.86707684,18.73637518,26.70898961,27.75701912,16.41421509,25.42882586,16.01743765
"2440","Bradi1g38687.v3.1",435.9831695,411.9941028,381.42636,384.7640518,372.6782245,393.9606719,331.6122458,350.1211175,319.1695142,400.8554331,436.3406902,364.9859288,553.5851709,546.1080788,503.4949182,489.0107779,645.1571248,614.7943061
"2488","Bradi1g41907.v3.1",220.0767217,277.7795833,215.8550132,399.3909365,440.3683128,482.0467906,443.6303603,551.1009505,538.7980873,385.1692879,406.1580278,378.4064641,297.368114,292.7616434,223.7002969,180.7461257,161.7114394,167.7659746
"2492","Bradi1g41957.v3.1",48.33726445,65.11171677,39.86218107,71.20983352,96.23146642,85.4794887,103.3270539,121.2065877,126.0633629,110.261006,117.7123836,102.4960485,72.30171771,41.10072673,49.42103404,38.99562082,40.22919716,60.85792066
"2498","Bradi1g42030.v3.1",31.65616927,30.10419129,35.9541241,37.02911343,30.1816872,37.93096134,33.50886701,46.02663152,47.72398738,32.51726449,45.87764693,39.99845795,31.26560766,25.15312614,29.2077344,14.89613739,23.44219884,21.10631107
"2500","Bradi1g42250.v3.1",0.3791158,0.684186166,1.432954221,1.462688472,1.312247269,1.707792098,2.414183502,3.374661374,1.473467878,3.205927485,2.012177497,2.499903622,1.609259218,2.463450498,0.773714819,1.233438128,2.085958371,0.875953622
"2525","Bradi1g42670.v3.1",3765.662458,2975.867728,2987.83982,3034.077793,2786.338369,2236.129043,1731.35584,1600.339416,1609.272501,1790.396003,1779.167343,1118.246362,649.1062002,457.1645503,505.1390622,1544.928695,1852.03304,2175.159691
"2553","Bradi1g43220.v3.1",58.47861209,56.90148278,64.48293996,83.52721012,69.65845922,76.58099303,113.3700572,114.0823026,145.7096013,112.6654516,131.9988438,99.33827551,177.2484081,178.5353335,146.038672,89.37682436,63.07540789,69.40889649
"2583","Bradi1g43770.v3.1",245.6670381,223.8429072,216.8971617,279.604449,284.4295956,340.6595817,418.0400152,391.55446,420.3476418,358.2623965,351.0243644,349.5917855,371.9687735,402.5796735,378.3465463,325.4379061,298.2920471,319.6396477
"2612","Bradi1g44190.v3.1",52.69709614,48.57721776,51.45608341,40.80131001,45.16317685,36.58270442,30.41871212,28.68462168,33.72604254,28.05186549,32.3960577,26.57792272,32.18518436,17.89242993,24.75887419,40.13417909,38.44123284,47.46834387
"2792","Bradi1g47140.v3.1",334.4749142,479.3864401,374.3918575,234.1841228,320.7351034,324.6602662,176.1388283,233.8827813,166.4200109,222.8119602,208.4615887,203.8079321,232.9977453,220.2843366,148.2631021,249.2493817,249.321691,259.6576807
"2818","Bradi1g47737.v3.1",17.24976888,21.32380216,16.15330213,19.47685176,14.43471996,23.27990281,29.1633367,21.18537418,25.45825056,35.60869457,31.08814233,30.65671284,41.61084549,43.9531431,32.01245062,27.6100381,38.44123284,26.23689657
"2841","Bradi1g48090.v3.1",154.6792462,158.3890974,176.2533692,151.1957979,142.9255984,144.1736066,159.4326785,161.515043,155.9420171,175.868022,180.5929304,149.4679218,215.410841,214.3201933,183.5638407,213.6694357,209.3904879,224.6612479
"2842","Bradi1g48100.v3.1",8.056210741,5.473489325,11.33336521,9.391999664,6.23317453,9.617566026,12.55375421,10.21772472,11.21472774,9.732279866,12.37489161,16.18358661,14.82817422,17.50346407,12.66958015,10.24702445,11.52243672,11.38739708
"2873","Bradi1g48610.v3.1",280.5456917,329.2075767,336.0928992,302.6995301,320.8444574,314.1438622,260.0558468,371.7751947,413.9626144,274.7937844,294.3815678,278.5418931,144.1436471,155.9753131,129.4038034,157.7852005,137.1765957,166.8065968
"2891","Bradi1g49047.v3.1",1.232126349,0.798217193,0.911879959,0.384918019,0.437415756,0.449418973,0.28970202,0.281221781,0.327437306,0.686984461,0.20121775,0.26314775,1.14947087,1.037242315,0.386857409,1.233438128,1.887295669,0.709105313
"2938","Bradi1g49790.v3.1",62.08021218,62.37497211,69.43314546,76.9066202,63.7533465,73.7945954,94.73256061,101.4273224,115.5853691,108.5435449,95.98086661,96.04892864,140.8101816,140.8056443,104.2580718,85.10723084,81.15371378,70.95224334
"2940","Bradi1g49935.v3.1",29.66581132,16.64853003,15.37169074,17.70622887,22.52691146,15.1004775,11.20181145,8.624134622,13.01563292,8.472808354,11.06697623,7.894432491,4.023148044,4.926900996,8.510863004,14.70637768,16.09167886,22.5245217
"2972","Bradi1g50390.v3.1",929.4971617,904.266049,835.151774,1034.274717,1155.98049,1159.231299,1040.223387,1118.512764,1122.045789,1270.348766,1204.690667,1150.876683,955.8999753,1106.73755,947.7039384,756.0975725,742.8991742,742.0161416
"2982","Bradi1g50530.v3.1",143.9692249,179.9409616,146.031062,180.0646493,168.7331281,188.216666,195.8385657,250.1936446,251.3081325,177.4709858,185.1203297,230.7805765,144.4884883,152.6042756,126.5023728,135.2986747,129.9254071,119.1296925
"3006","Bradi1g50950.v3.1",3.032926397,3.078837746,4.819936927,2.540458925,4.264803625,4.404305937,5.407771044,5.718176217,5.648293532,9.846777276,6.137141366,10.39433611,6.666931045,5.704832732,6.866719015,4.459353232,5.463224306,4.755176802
"3083","Bradi1g52020.v3.1",627.8157641,732.5353214,658.3773305,801.0143976,759.1350453,786.8427382,742.3131432,925.688363,986.1593069,1122.990599,1247.147613,948.5160638,1178.782377,1064.210615,940.8372194,752.2074984,911.5638082,905.402348
"3120","Bradi1g52460.v3.1",2137.549657,1892.572965,1851.897928,2055.154287,1736.431199,1444.252812,1386.031032,1197.629825,1295.505702,1667.883774,1566.681399,1029.302423,1472.012396,1179.733478,1250.129718,1583.829436,1572.315955,1834.538868
"3130","Bradi1g52567.v3.1",81.41511796,100.8034284,92.360413,85.37481662,89.99829189,89.88379463,105.2584007,90.92837591,102.7334548,122.1687367,124.2519604,116.8376009,122.6485418,139.1201255,119.7323682,101.5214459,99.53001371,96.02120175
"3131","Bradi1g52600.v3.1",12.70037929,14.25387845,12.76631943,17.09036004,14.76278178,16.26896683,28.87363468,30.84065533,22.67503345,24.96043542,19.01507735,28.02523534,16.20753926,25.02347085,21.18044316,11.38558272,17.08499237,16.1008618
"3269","Bradi1g55000.v3.1",34.40475881,32.95496698,28.3985473,35.02753973,38.38323263,43.5037566,44.13127441,50.33869883,37.0004156,43.05102623,58.85619179,41.97206608,58.50806727,79.3490371,54.74032341,54.65079706,39.93120311,43.88110523
"3283","Bradi1g55216.v3.1",22.36783218,21.66589525,17.71652492,20.78557303,20.44918661,21.30245933,28.39079798,30.55943355,24.31221998,27.59387585,24.54856546,26.05162722,24.82857079,26.06071316,23.79173067,19.45037048,14.89970265,17.81105697
"3292","Bradi1g55350.v3.1",9.00400024,7.868140905,8.988531025,9.545966871,9.295084825,8.53896049,12.45718687,14.9047544,15.55327204,17.51810376,9.054798736,23.28857585,13.56375626,16.07725588,12.28272275,12.61902085,8.244502134,10.84514008
"3355","Bradi1g56580.v3.1",2658.454766,2436.729029,2463.899649,2265.62746,2118.951278,1711.926753,1428.713796,1389.42308,1414.119866,1697.195111,1675.540202,1247.451907,1710.642548,1306.666006,1612.421682,1719.128111,1908.949904,2227.091227
"3413","Bradi1g57750.v3.1",10.89957924,7.982171933,15.11115361,31.71724477,38.38323263,30.83014156,37.56469529,38.62112461,46.08680085,27.93736808,32.29544883,30.52513897,15.05806839,17.37380878,13.92686673,5.692791361,1.589301616,3.044981637
"3416","Bradi1g57820.v3.1",3.506821146,7.754109878,2.084297049,13.24117985,11.15410179,14.02187196,16.89928451,16.87330687,25.37639123,6.18286015,7.243838989,6.578693742,5.402513088,8.16828323,3.288287979,2.087356832,1.390638914,2.752997096
"3450","Bradi1g58460.v3.1",29.00235867,40.13892172,26.70505594,31.02439233,23.94851267,30.29083879,28.10109596,29.24706524,26.60428113,35.9521868,48.29225993,34.34078134,37.47275036,43.30486665,40.32988492,38.71098125,46.28840957,45.92499701
"3473","Bradi1g58950.v3.1",6.065852794,7.069923712,12.24524516,9.31501606,14.43471996,13.4825692,14.38853367,16.49834449,13.83422619,13.73968922,9.75906086,14.47312623,8.850925698,15.42897944,10.3484357,5.787671217,9.933135101,6.298523659
"3527","Bradi1g59850.v3.1",90.9877919,92.82125648,101.7397497,98.92393088,101.1523937,108.0403212,118.5846936,130.9556094,113.4570266,97.20830125,94.97477786,93.54902502,76.09497158,87.12835446,81.04662725,60.8179877,59.2014852,68.61636702
"3540","Bradi1g60050.v3.1",126.719456,165.116928,123.8854059,162.435404,152.0019754,151.1845426,121.1920118,156.7342727,164.6191057,127.3211201,136.9286787,138.9420118,96.09576472,82.33110875,110.6412191,101.2368064,93.57013265,104.3219051
"3572","Bradi1g60490.v3.1",38.48025366,40.13892172,45.46372939,26.09744169,37.28969324,36.40293683,31.0946835,48.27640576,38.88318011,50.83685012,59.25862729,69.6025798,61.95647988,68.71730337,63.63804383,50.09656397,53.83759225,54.10056415
"3696","Bradi1g62400.v3.1",25.68509542,25.54295019,14.98088504,14.70386833,10.93539391,8.089541517,6.470011785,6.655582154,8.267791981,8.472808354,2.917657371,4.999807244,2.873677175,4.408279839,4.062002798,16.6039748,32.97800854,27.78024343
"3741","Bradi1g63080.v3.1",25.96943227,42.19148022,33.21848422,112.0881271,86.17090402,104.5348532,108.1554209,182.7941577,178.5351912,74.76680885,86.22180575,61.05027793,80.3480138,54.71453211,35.88102471,16.88861437,13.40973239,14.34895456
"3756","Bradi1g63290.v3.1",159.0390779,150.9770806,139.6479023,144.3442571,140.9572275,140.038952,158.6601397,133.7678272,115.8309471,180.9059081,166.2058613,144.5996885,184.4900746,194.7422446,151.3579614,185.2054789,241.8718397,221.3242817
"3767","Bradi1g63433.v3.1",93.6416025,130.1094025,97.44088706,152.5045191,148.3932954,167.633277,166.0958249,160.577637,176.2431301,200.3704678,193.8733018,165.2567868,155.8682499,169.7187738,129.1136604,103.5139229,100.8213213,97.98166938
"3795","Bradi1g63850.v3.1",39.04892736,42.87566638,34.13036418,41.34019524,49.64668836,56.896442,54.36741246,52.58847308,58.12012185,54.27177243,62.98115566,50.52436794,34.82896736,39.0262421,38.87916963,30.17179421,25.42882586,27.07113811
"3851","Bradi1g64680.v3.1",60.37419109,66.59412013,61.74730009,68.51540738,76.98517314,74.69343334,81.01999832,98.521364,92.17360169,74.53781403,74.24934964,109.2063161,74.94550071,80.25662412,71.85876378,68.31349633,76.18714623,54.39254869
"3865","Bradi1g64850.v3.1",25.87465332,29.42000512,26.05371312,58.43055529,47.35025564,47.72829495,58.90607745,67.96193045,76.70218898,70.07241503,61.47202253,51.84010669,60.57711484,47.97245707,35.97773906,14.51661797,16.68766697,22.5245217
"3922","Bradi1g65740.v3.1",31.94050612,45.95450413,31.13418717,29.02281863,35.43067627,40.53759138,44.8072458,41.33960183,37.08227493,55.76023876,49.1977398,54.34001031,59.31269688,68.58764808,60.05961279,61.57702655,45.39442741,50.84702212
"3933","Bradi1g65860.v3.1",30.99271662,47.77900057,34.78170701,39.95449037,50.30281199,52.67190366,38.33723401,55.96313445,50.67092313,56.90521286,38.23137244,44.60354357,33.79444357,32.67313292,27.66030476,34.44138773,30.49472476,27.52997096
"3973","Bradi1g66470.v3.1",66.06092808,48.80527982,42.98862664,27.79108097,28.54137811,26.33595183,32.06035691,24.18507318,30.94282544,14.77016591,20.22238384,14.07840461,6.896825219,19.83725927,13.73343803,24.85852227,35.06396691,39.66818543
"4000","Bradi1g66890.v3.1",41.60795901,35.57768062,27.74720447,32.56406441,39.80483384,29.03246567,25.49377778,28.21591871,23.16618941,15.80064261,19.41751285,18.42034248,14.48333296,15.04001357,22.53444409,37.47754312,55.42689386,58.10492356
"4016","Bradi1g67080.v3.1",83.78459171,54.62086223,65.91589418,33.33390045,31.93135022,21.7518783,27.90796128,20.34170884,30.69724746,16.94561671,20.92664597,25.78847947,22.29973487,27.48692135,44.68203077,46.30136973,47.67904849,47.67690426
